Файл;Исход;Адрес из ТЗ;Куда класть;Примечание
crossair-compressor.ru/crossair-compressor--dizelnye-kompressory.html;ЕСТЬ;https://crossair-compressor.ru/catalog/dizelnye-kompressory/;https://crossair-compressor.ru/catalog/dizelnye-kompressory/;
crossair-compressor.ru/crossair-compressor--osushiteli.html;ДРУГОЙ;https://crossair-compressor.ru/catalog/osushiteli/;https://crossair-compressor.ru/catalog/vintovye-kompressory/na-resivere-s-osushitelem/;
crossair-compressor.ru/crossair-compressor--vintovye-kompressory.html;ЕСТЬ;https://crossair-compressor.ru/catalog/vintovye-kompressory/;https://crossair-compressor.ru/catalog/vintovye-kompressory/;
dali-kompressor.ru/dali-kompressor--osushiteli.html;ЕСТЬ;https://dali-kompressor.ru/catalog/osushiteli/;https://dali-kompressor.ru/catalog/osushiteli/;
dali-kompressor.ru/dali-kompressor--vintovye-kompressory.html;ЕСТЬ;https://dali-kompressor.ru/catalog/vintovye-kompressory/;https://dali-kompressor.ru/catalog/vintovye-kompressory/;
ekomak-kompressor.com/ekomak-kompressor--azotnaya-stanciya.html;ДРУГОЙ;https://ekomak-kompressor.com/catalog/azotnaya-stanciya/;https://ekomak-kompressor.com/catalog/generatory-azota-ppng/;
ekomak-kompressor.com/ekomak-kompressor--osushiteli.html;ЕСТЬ;https://ekomak-kompressor.com/catalog/osushiteli/;https://ekomak-kompressor.com/catalog/osushiteli/;
ekomak-kompressor.com/ekomak-kompressor--spiralnye-kompressory.html;ДРУГОЙ;https://ekomak-kompressor.com/catalog/spiralnye-kompressory/;https://ekomak-kompressor.com/catalog/bezmaslyanye/spiralnye/;
ekomak-kompressor.com/ekomak-kompressor--vintovye-kompressory.html;ДРУГОЙ;https://ekomak-kompressor.com/catalog/vintovye-kompressory/;https://ekomak-kompressor.com/catalog/bezmaslyanye/vintovye/;
enger-air.ru/enger-air--kompressornaya-stanciya.html;ДРУГОЙ;https://enger-air.ru/catalog/kompressornaya-stanciya/;https://enger-air.ru/catalog/mks/;
fini-compressor.com/fini-compressor--vintovye-kompressory.html;ЕСТЬ;https://fini-compressor.com/catalog/vintovye-kompressory/;https://fini-compressor.com/catalog/vintovye-kompressory/;
ironmac-compressor.com/ironmac-compressor--filtry-magistralnye.html;ЕСТЬ;https://ironmac-compressor.com/catalog/filtry-magistralnye/;https://ironmac-compressor.com/catalog/filtry-magistralnye/;
ironmac-compressor.com/ironmac-compressor--mks.html;ДРУГОЙ;https://ironmac-compressor.com/catalog/mks/;https://ironmac-compressor.com/catalog/blochnye-stantsii/;
ironmac-compressor.com/ironmac-compressor--osushiteli.html;ДРУГОЙ;https://ironmac-compressor.com/catalog/osushiteli/;https://ironmac-compressor.com/catalog/refrizheratornye-osushiteli-vozdukha/;
ironmac-compressor.com/ironmac-compressor--vintovye-kompressory.html;ЕСТЬ;https://ironmac-compressor.com/catalog/vintovye-kompressory/;https://ironmac-compressor.com/catalog/vintovye-kompressory/;
kraftmann-kompressor.com/kraftmann-kompressor--azotnaya-stanciya.html;ЕСТЬ;https://kraftmann-kompressor.com/catalog/azotnaya-stanciya/;https://kraftmann-kompressor.com/catalog/azotnaya-stanciya/;
kraftmann-kompressor.com/kraftmann-kompressor--azotnaya-stanciya-modulnaya.html;ЕСТЬ;https://kraftmann-kompressor.com/catalog/azotnaya-stanciya-modulnaya/;https://kraftmann-kompressor.com/catalog/azotnaya-stanciya-modulnaya/;
kraftmann-kompressor.com/kraftmann-kompressor--dozhimnye-kompressory.html;ЕСТЬ;https://kraftmann-kompressor.com/catalog/dozhimnye-kompressory/;https://kraftmann-kompressor.com/catalog/dozhimnye-kompressory/;
kraftmann-kompressor.com/kraftmann-kompressor--filtry-magistralnye.html;ЕСТЬ;https://kraftmann-kompressor.com/catalog/filtry-magistralnye/;https://kraftmann-kompressor.com/catalog/filtry-magistralnye/;
kraftmann-kompressor.com/kraftmann-kompressor--kislorodnaya-stanciya.html;ЕСТЬ;https://kraftmann-kompressor.com/catalog/kislorodnaya-stanciya/;https://kraftmann-kompressor.com/catalog/kislorodnaya-stanciya/;
kraftmann-kompressor.com/kraftmann-kompressor--kislorodnaya-stanciya-modulnaya.html;ЕСТЬ;https://kraftmann-kompressor.com/catalog/kislorodnaya-stanciya-modulnaya/;https://kraftmann-kompressor.com/catalog/kislorodnaya-stanciya-modulnaya/;
kraftmann-kompressor.com/kraftmann-kompressor--kompressornaya-stanciya.html;ЕСТЬ;https://kraftmann-kompressor.com/catalog/kompressornaya-stanciya/;https://kraftmann-kompressor.com/catalog/kompressornaya-stanciya/;
kraftmann-kompressor.com/kraftmann-kompressor--mks.html;ЕСТЬ;https://kraftmann-kompressor.com/catalog/mks/;https://kraftmann-kompressor.com/catalog/mks/;
kraftmann-kompressor.com/kraftmann-kompressor--osushiteli.html;ЕСТЬ;https://kraftmann-kompressor.com/catalog/osushiteli/;https://kraftmann-kompressor.com/catalog/osushiteli/;
kraftmann-kompressor.com/kraftmann-kompressor--tsiklonnye-separatory.html;ЕСТЬ;https://kraftmann-kompressor.com/catalog/tsiklonnye-separatory/;https://kraftmann-kompressor.com/catalog/tsiklonnye-separatory/;
kraftmann-kompressor.com/kraftmann-kompressor--vintovye-kompressory.html;ЕСТЬ;https://kraftmann-kompressor.com/catalog/vintovye-kompressory/;https://kraftmann-kompressor.com/catalog/vintovye-kompressory/;
remeza-kompressor.ru/remeza-kompressor--azotnaya-stanciya.html;ДРУГОЙ;https://remeza-kompressor.ru/catalog/azotnaya-stanciya/;https://remeza-kompressor.ru/catalog/generatori-azota/;
remeza-kompressor.ru/remeza-kompressor--filtry-magistralnye.html;ДРУГОЙ;https://remeza-kompressor.ru/catalog/filtry-magistralnye/;https://remeza-kompressor.ru/catalog/ochistka-szhatogo-vozdukha/filtry-magistralnye/;
remeza-kompressor.ru/remeza-kompressor--kompressornaya-stanciya.html;ДРУГОЙ;https://remeza-kompressor.ru/catalog/kompressornaya-stanciya/;https://remeza-kompressor.ru/catalog/modulnye-kompressornye-stantsii/;
remeza-kompressor.ru/remeza-kompressor--osushiteli.html;ДРУГОЙ;https://remeza-kompressor.ru/catalog/osushiteli/;https://remeza-kompressor.ru/catalog/ochistka-szhatogo-vozdukha/;
remeza-kompressor.ru/remeza-kompressor--resivery.html;ДРУГОЙ;https://remeza-kompressor.ru/catalog/resivery/;https://remeza-kompressor.ru/catalog/vozdushnye-resivery/;
remeza-kompressor.ru/remeza-kompressor--tsiklonnye-separatory.html;ДРУГОЙ;https://remeza-kompressor.ru/catalog/tsiklonnye-separatory/;https://remeza-kompressor.ru/catalog/ochistka-szhatogo-vozdukha/maslovlagootdeliteli/;
remeza-kompressor.ru/remeza-kompressor--vintovye-kompressory.html;ДРУГОЙ;https://remeza-kompressor.ru/catalog/vintovye-kompressory/;https://remeza-kompressor.ru/catalog/kompressory/vintovye/;
zif-kompressor.ru/zif-kompressor--osushiteli.html;ЕСТЬ;https://zif-kompressor.ru/catalog/osushiteli/;https://zif-kompressor.ru/catalog/osushiteli/;
zif-kompressor.ru/zif-kompressor--vintovye-kompressory.html;ЕСТЬ;https://zif-kompressor.ru/catalog/vintovye-kompressory/;https://zif-kompressor.ru/catalog/vintovye-kompressory/;
