nazvanie;inn;nazvanie_egrul;kpp;region;okved;status;rukovoditel;dolzhnost;kandidatov;pochemu
5504097128;5504097128;"АО ""ОМСКВОДОКАНАЛ""";550401001;Омская обл;37.00;ACTIVE;Козлов Павел Гаврилович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
5009034660;5009034660;"МУП ""ДОМОДЕДОВСКИЙ ВОДОКАНАЛ""";500901001;Московская обл;37.00;ACTIVE;Куприков Дмитрий Алексеевич;ДИРЕКТОР;1;один кандидат
7830000426;7830000426;"ГУП ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";784201001;г Санкт-Петербург;37.00;ACTIVE;Пирогов Виталий Валентинович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
7726671234;7726671234;"ООО ""РВК-ВОРОНЕЖ""";366501001;Воронежская обл;37.00;ACTIVE;Болгов Сергей Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
2221064060;2221064060;"ООО ""БАРНАУЛЬСКИЙ ВОДОКАНАЛ""";222401001;Алтайский край;37.00;ACTIVE;Полюго Андрей Сергеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
0277077282;0277077282;"ООО ""БГК""";027801001;Респ Башкортостан;35.11.1;ACTIVE;Дубровский Тимофей Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
5249002485;5249002485;"ФКП ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";524901001;Нижегородская обл;20.51;ACTIVE;Гиниятов Наиль Халилович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
2457061937;2457061937;"ООО ""НОРИЛЬСКНИКЕЛЬРЕМОНТ""";245701001;Красноярский край;33.12;ACTIVE;Довгаль Виталий Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
3803100054;3803100054;"АО ""РУСАЛ БРАТСК""";380401001;Иркутская обл;24.42;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССКИЙ АЛЮМИНИЙ МЕНЕДЖМЕНТ""";;3;несколько кандидатов, взят первый
7321316986;7321316986;"ООО ""ЗАВОД ТЕХНОНИКОЛЬ-УЛЬЯНОВСК""";732101001;Ульяновская обл;23.99;ACTIVE;Ничипор Сергей Генадьевич;ДИРЕКТОР;1;один кандидат
4205003440;4205003440;"АО ""КТК""";420501001;Кемеровская область - Кузбасс;05.10.13;ACTIVE;Коротин Владимир Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
6330000553;6330000553;"АО ""НК НПЗ""";633001001;Самарская обл;19.20.1;ACTIVE;Голицаев Сергей Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
0266008329;0266008329;"ОАО ""ГАЗПРОМ НЕФТЕХИМ САЛАВАТ""";026601001;Респ Башкортостан;19.20;LIQUIDATED;Каримов Айрат Азатович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
7118004789;7118004789;"АО ""ЩЕКИНОАЗОТ""";711801001;Тульская обл;20.15.3;ACTIVE;Курганов Вячеслав Аркадьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
6314006396;6314006396;"АО ""КНПЗ""";631401001;Самарская обл;19.20.1;ACTIVE;Казаков Дмитрий Игоревич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
6227007322;6227007322;"АО ""РНПК""";623401001;Рязанская обл;19.20.1;ACTIVE;Михайлов Сергей Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
6665002150;6665002150;"АО ""КУМЗ""";661201001;Свердловская обл;24.42;ACTIVE;;;2;несколько кандидатов, взят первый
7705581646;7705581646;"ООО УК ""СОДРУЖЕСТВО""";391301001;Калининградская обл;70.10;ACTIVE;Соколовский Сергей Павлович;ДИРЕКТОР;2;несколько кандидатов, взят первый
3849096450;3849096450;"ООО ""СИС""";384901001;Иркутская обл;70.10;ACTIVE;Борисычев Андрей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
7720613388;7720613388;"АО ""ЗТЗ""";504201001;Московская обл;24.20.2;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""УРАЛЬСКАЯ СТАЛЬ""";;1;один кандидат
5907001774;5907001774;"ПАО ""НПО ""ИСКРА""";590701001;Пермский край;28.99.9;ACTIVE;Дудчак Владимир Власьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
3809003787;3809003787;"АО ""СИБВАМИ""";384901001;Иркутская обл;71.12.12;ACTIVE;Тепикин Сергей Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
4217168581;4217168581;"ООО ""АЦ ГЕРМЕС""";390601001;Калининградская обл;70.22;ACTIVE;Назарова Дарья Олеговна;ДИРЕКТОР;1;один кандидат
7704784450;7704784450;"АО ""ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ""";770401001;г Москва;35.11.1;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ИНТЕР РАО-УПРАВЛЕНИЕ ЭЛЕКТРОГЕНЕРАЦИЕЙ""";;5;несколько кандидатов, взят первый
5406323202;5406323202;"АО ""ТГК-11""";550301001;Омская обл;35.11.1;ACTIVE;Бондарь Дмитрий Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
1433000147;1433000147;"АК ""АЛРОСА"" (ПАО)";143301001;Респ Саха (Якутия);08.99.32;ACTIVE;Маринычев Павел Алексеевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР- ПРЕДСЕДАТЕЛЬ ПРАВЛЕНИЯ;3;несколько кандидатов, взят первый
5908007560;5908007560;"АО ""ГАЛОПОЛИМЕР ПЕРМЬ""";590801001;Пермский край;20.13;ACTIVE;Кондаков Сергей Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
7530000048;7530000048;"ПАО ""ППГХО""";753001001;Забайкальский край;20.13;ACTIVE;Киселев Иван Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
1102054991;1102054991;"ООО ""ГАЗПРОМ ПЕРЕРАБОТКА""";780201001;г Санкт-Петербург;19.20.2;ACTIVE;Ишмурзин Айрат Вильсурович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
7723006328;7723006328;"АО ""ГАЗПРОМНЕФТЬ - МНПЗ""";772301001;г Москва;19.20.9;ACTIVE;Зубер Виталий Игоревич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
1644003838;1644003838;"ПАО ""ТАТНЕФТЬ"" ИМ. В.Д. ШАШИНА";164401001;Респ Татарстан;19.20.1;ACTIVE;Маганов Наиль Ульфатович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
9106001900;9106001900;"АО ""СЗ""";910601001;Респ Крым;20.13;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСХИМ""";;1;один кандидат
6615001962;6615001962;"АО ""ЕВРАЗ КГОК""";668101001;Свердловская обл;07.10.2;ACTIVE;;;2;несколько кандидатов, взят первый
4312126856;4312126856;"ООО ""ГАЛОПОЛИМЕР КИРОВО-ЧЕПЕЦК""";431201001;Кировская обл;20.13;ACTIVE;Городилова Наталья Юрьевна;ВРЕМЕННО ИСПОЛНЯЮЩИЙ ОБЯЗАННОСТИ ДИРЕКТОРА;1;один кандидат
1651025328;1651025328;"АО ""ТАИФ-НК""";165101001;Респ Татарстан;19.20.1;ACTIVE;Храмов Алексей Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
7204095194;7204095194;"ООО ""ТЮМЕНЬ ВОДОКАНАЛ""";720301001;Тюменская обл;36.00.1;ACTIVE;Сарбаева Ольга Александровна;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
7422000795;7422000795;"ФГУП ""ПО ""МАЯК""";741301001;Челябинская обл;20.13;ACTIVE;Порошин Андрей Владимирович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
5919470019;5919470019;"ОАО ""СМЗ""";591901001;Пермский край;20.13;ACTIVE;Димухамедов Руслан Рафкатович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
2903000446;2903000446;"АО ""АРХАНГЕЛЬСКИЙ ЦБК"", АЦБК";290301001;Архангельская обл;17.12;ACTIVE;Крылов Дмитрий Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
7449006184;7449006184;"ПАО ""ЧКПЗ""";744901001;Челябинская обл;25.62;ACTIVE;Гартунг Андрей Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
5001071638;5001071638;"ООО ""КРИОГАЗ""";668501001;Свердловская обл;20.11;ACTIVE;Михалкевич Вадим Иванович;ГЛАВНЫЙ ИСПОЛНИТЕЛЬНЫЙ ДИРЕКТОР;4;несколько кандидатов, взят первый
5003063216;5003063216;"ООО ""КРИОГАЗ СЕВЕРО-ЗАПАД""";781701001;г Санкт-Петербург;20.11;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРИОГАЗ""";;4;несколько кандидатов, взят первый
6310000160;6310000160;"АО ""СМЗ""";631201001;Самарская обл;24.42;ACTIVE;Бурцев Сергей Геннадьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
0268008010;0268008010;"АО ""БСК""";026801001;Респ Башкортостан;20.13;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОСХИМ""";;1;один кандидат
4823006703;4823006703;"ПАО ""НЛМК""";482301001;Липецкая обл;24.10.29;ACTIVE;Каратаев Сергей Михайлович;ПРЕЗИДЕНТ (ПРЕДСЕДАТЕЛЬ ПРАВЛЕНИЯ);4;несколько кандидатов, взят первый
1651000010;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";165101001;Респ Татарстан;20.16;ACTIVE;Фаляхов Марат Инилович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
3448046860;3448046860;"ООО ""ПРАКСАЙР ВОЛГОГРАД""";344801001;Волгоградская обл;20.11;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРАКСЭА РУС""";;1;один кандидат
1651000041;1651000041;"АО ""НИЖНЕКАМСКТЕХУГЛЕРОД""";165101001;Респ Татарстан;20.13;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАНЕКО""";;2;несколько кандидатов, взят первый
7709930344;7709930344;"ООО ""ПРАКСАЙР АЗОТ ТОЛЬЯТТИ""";632401001;Самарская обл;20.11;ACTIVE;Османкин Дмитрий Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
7610052644;7610052644;"ПАО ""ОДК-САТУРН""";761001001;Ярославская обл;30.30.12;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ОБЪЕДИНЕННАЯ ДВИГАТЕЛЕСТРОИТЕЛЬНАЯ КОРПОРАЦИЯ""";;5;несколько кандидатов, взят первый
5243000185;5243000185;"АО ""АРЗАМАССКИЙ ХЛЕБ""";524301001;Нижегородская обл;10.71.1;ACTIVE;Крайнов Юрий Алексеевич;ЗАМЕСТИТЕЛЬ ГЕНЕРАЛЬНОГО ДИРЕКТОРА;1;один кандидат
2465142996;2465142996;"ООО ""РН-ВАНКОР""";246501001;Красноярский край;09.10.9;ACTIVE;Чернов Владимир Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
7830001910;7830001910;"АО ""БАЛТИЙСКИЙ ЗАВОД""";780101001;г Санкт-Петербург;30.11;ACTIVE;Коновалов Александр Васильевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
7703370008;7703370008;"ПАО ""МЕЧЕЛ""";771401001;г Москва;64.99;ACTIVE;Хафизов Игорь Валерьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
5001000041;5001000041;"АО ""ЛГР""";500101001;Московская обл;20.11;ACTIVE;Карловский Алексей Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
4715022874;4715022874;"АО ""ПИКАЛЁВСКАЯ СОДА""";471501001;Ленинградская обл;20.13;ACTIVE;Волков Максим Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;2;несколько кандидатов, взят первый
7714572888;7714572888;"АО ""СТНГ""";781001001;г Санкт-Петербург;42.21;ACTIVE;Шапиро Даниил Вульфович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
1434045743;1434045743;"ООО ""ЭЛЬГАУГОЛЬ""";143401001;Респ Саха (Якутия);05.10.11;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УПРАВЛЯЮЩАЯ КОМПАНИЯ ""ЭЛЬГА""";;1;один кандидат
5249105219;5249105219;"АО ""КОРУНД-ЦИАН""";524901001;Нижегородская обл;20.13;ACTIVE;Хайцин Иосиф Яковлевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
8401005730;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";840101001;Красноярский край;24.45.1;ACTIVE;Потанин Владимир Олегович;ПРЕЗИДЕНТ;5;несколько кандидатов, взят первый
7721632827;7721632827;"АО ""КОНЦЕРН РОСЭНЕРГОАТОМ""";772101001;г Москва;35.11.3;ACTIVE;Шутиков Александр Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
2902059091;2902059091;"АО ""ПО ""СЕВМАШ""";290201001;Архангельская обл;30.11;ACTIVE;Будниченко Михаил Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
6623029538;6623029538;"АО ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОРПОРАЦИЯ ""УРАЛВАГОНЗАВОД""";662301001;Свердловская обл;30.40;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН ""УРАЛВАГОНЗАВОД""";;5;несколько кандидатов, взят первый
0277014204;0277014204;"ПАО ""УФАОРГСИНТЕЗ""";027701001;Респ Башкортостан;20.16;ACTIVE;Каширин Николай Павлович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
1658008723;1658008723;"ПАО ""КАЗАНЬОРГСИНТЕЗ""";165801001;Респ Татарстан;20.16;ACTIVE;Сафин Айрат Фоатович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;3;несколько кандидатов, взят первый
3128005752;3128005752;"АО ""ОЭМК ИМ. А.А. УГАРОВА""";312801001;Белгородская обл;24.10.21;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УПРАВЛЯЮЩАЯ КОМПАНИЯ ""МЕТАЛЛОИНВЕСТ""";;2;несколько кандидатов, взят первый
4253042369;4253042369;"ООО ""ЭР ЛИКИД КУЗБАСС""";425301001;Кемеровская область - Кузбасс;20.11;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""М-ЛОГИСТИКА""";;1;один кандидат
1658087524;1658087524;"ООО ""ЗАПСИБНЕФТЕХИМ""";720601001;Тюменская обл;20.16;ACTIVE;Кугаевский Андрей Петрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
7729082090;7729082090;МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ М.В.ЛОМОНОСОВА, МГУ ИМЕНИ М.В.ЛОМОНОСОВА, МОСКОВСКИЙ УНИВЕРСИТЕТ ИЛИ МГУ;772901001;г Москва;85.22.2;ACTIVE;Садовничий Виктор Антонович;РЕКТОР;5;несколько кандидатов, взят первый
1101205461;1101205461;"АО ""КТК""";110101001;Респ Коми;35.30.14;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМИ КОММУНАЛЬНЫЕ ТЕХНОЛОГИИ""";;5;несколько кандидатов, взят первый
6612006391;6612006391;"ООО ""РУСАЛ КРЕМНИЙ УРАЛ""";661201001;Свердловская обл;20.13;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РУССКИЙ АЛЮМИНИЙ МЕНЕДЖМЕНТ""";;2;несколько кандидатов, взят первый
2536210349;2536210349;"АО ""ЦСД""";253601001;Приморский край;33.15;ACTIVE;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОВРЕМЕННЫЕ ТЕХНОЛОГИИ СУДОСТРОЕНИЯ""";;2;несколько кандидатов, взят первый
2460237901;2460237901;"АО ""НАЗАРОВСКАЯ ГРЭС""";245601001;Красноярский край;35.11.1;ACTIVE;;;2;несколько кандидатов, взят первый
5322015508;5322015508;"ООО СТАРОРУССКОЕ ""ЖКХ""";532201001;Новгородская обл;37.00;ACTIVE;Ульянов Владимир Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
2453013555;2453013555;"АО ""ПО ЭХЗ""";245301001;Красноярский край;20.13;ACTIVE;Филимонов Сергей Васильевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
7701984274;7701984274;"АО ""МОСВОДОКАНАЛ""";770101001;г Москва;36.00.1;ACTIVE;Пономаренко Александр Михайлович;"ГЕНЕРАЛЬНЫЙ ДИРЕКТОР АО ""МОСВОДОКАНАЛ""";1;один кандидат
6315376946;6315376946;"ПАО ""Т ПЛЮС""";502401001;Московская обл;35.30.11;ACTIVE;Сниккарс Павел Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
1434031363;1434031363;"АО ""ДГК""";272101001;Хабаровский край;35.11.1;ACTIVE;Иртов Сергей Викторович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
3808229774;3808229774;"ООО ""БАЙКАЛЬСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";380801001;Иркутская обл;35.11.1;ACTIVE;Причко Олег Николаевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
2631015563;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";263101001;Ставропольский край;20.15.3;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВО МИНЕРАЛЬНЫХ УДОБРЕНИЙ ""ЕВРОХИМ""";;2;несколько кандидатов, взят первый
6451122250;6451122250;"ООО ""САРАТОВОРГСИНТЕЗ""";645101001;Саратовская обл;20.14.4;ACTIVE;Иванов Алексей Юрьевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
6320004728;6320004728;"АО ""ТОАЗ""";632401001;Самарская обл;20.15.3;ACTIVE;Шаблинский Анатолий Александрович;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;1;один кандидат
7116000066;7116000066;"АО ""НАК ""АЗОТ""";711601001;Тульская обл;20.15.3;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВО МИНЕРАЛЬНЫХ УДОБРЕНИЙ ""ЕВРОХИМ""";;4;несколько кандидатов, взят первый
2303025270;2303025270;"ООО ""ЕВРОХИМ-БМУ""";230301001;Краснодарский край;20.15.7;ACTIVE;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПРОИЗВОДСТВО МИНЕРАЛЬНЫХ УДОБРЕНИЙ ""ЕВРОХИМ""";;1;один кандидат
8904034777;8904034777;"ООО ""ГАЗПРОМ ДОБЫЧА ЯМБУРГ""";890401001;Ямало-Ненецкий АО;06.20.1;ACTIVE;Шалимов Сергей Анатольевич;ГЕНЕРАЛЬНЫЙ ДИРЕКТОР;5;несколько кандидатов, взят первый
