inn;predpriyatie;nomer;predmet;organizator;vid;summa;data;data_konca;stadiya;sekciya;ssylka
2124009521;"ПАО ""ХИМПРОМ""";ПИ312392;Реализация нефтяного битума в 2024 г. ;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХИМПРОМ""";Запрос предложений;НМЦ не установлена;2023-12-22;2024-01-18;Архив;sale;https://www.tektorg.ru/org/vitrine/procedures/9811317
2124009521;"ПАО ""ХИМПРОМ""";ПИ310233;Реализация автопогрузчиков б/у в 2023г. ;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХИМПРОМ""";Запрос предложений;НМЦ не установлена;2023-10-11;2023-10-23;Отменён;sale;https://www.tektorg.ru/sale/procedures/9142426
2124009521;"ПАО ""ХИМПРОМ""";ПИ307109;Реализация щебня в 2023г.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХИМПРОМ""";Запрос предложений;НМЦ не установлена;2023-08-29;2023-09-22;Отменён;sale;https://www.tektorg.ru/sale/procedures/8255726
2124009521;"ПАО ""ХИМПРОМ""";ПИ307113;Реализация гипса (неликвиды) в 2023г.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХИМПРОМ""";Запрос предложений;НМЦ не установлена;2023-08-29;2023-09-20;Отменён;sale;https://www.tektorg.ru/org/vitrine/procedures/8256349
2124009521;"ПАО ""ХИМПРОМ""";ПИ307193;Реализация оргтехники (принтеры, сканеры, МФУ) б/у на запчасти в 2023г.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХИМПРОМ""";Запрос предложений;НМЦ не установлена;2023-07-11;2023-07-25;Отменён;sale;https://www.tektorg.ru/org/vitrine/procedures/8292285
2124009521;"ПАО ""ХИМПРОМ""";ПИ307222;Реализация автомобиля HYUNDAI STAREX б/у в июле-августе 2023г.;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ХИМПРОМ""";Запрос предложений;НМЦ не установлена;2023-07-12;2023-07-24;Отменён;sale;https://www.tektorg.ru/org/vitrine/procedures/8301230
7705880068;Русский Уголь;ЗП702002;"Дизельное топливо на март 2017г. для нужд АО ""УК Разрез Степной"" и ООО ""Дальвосттрейд"".";Русский Уголь;Запрос предложений;НМЦ не установлена;2017-02-16;2017-02-27;Архив;zakupki;https://www.tektorg.ru/zakupki/procedures/41840
2624022320;"ООО ""СТАВРОЛЕН""";86215;Грузоподъемное оборудование;"Общество ограниченной ответственности ""Ставролен""";Ценовой запрос;НМЦ не установлена;2020-07-31;2020-08-10;Отменён;market;https://www.tektorg.ru/market/procedures/460013
6626002291;"ПАО ""СТЗ""";ПИ006004;продажа оборудования;"Публичное акционерное общество ""Северский трубный завод""";Запрос предложений;1632750 ₽;2020-06-01;2020-07-06;Работа комиссии;sale;https://www.tektorg.ru/sale/procedures/415123
6626002291;"ПАО ""СТЗ""";ПИ006002;продажа ванны цинкования;"Публичное акционерное общество ""Северский трубный завод""";Запрос предложений;4517000 ₽;2020-06-01;2020-07-06;Работа комиссии;sale;https://www.tektorg.ru/org/vitrine/procedures/415122
6626002291;"ПАО ""СТЗ""";ПИ005148;Продажа залежалых подшипников;"Публичное акционерное общество ""Северский трубный завод""";Запрос предложений;НМЦ не установлена;2020-05-27;2020-06-03;Работа комиссии;sale;https://www.tektorg.ru/org/vitrine/procedures/405619
7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";ПИ006013;Продажа жилого дома и земельного участка;"Общество с ограниченной ответственностью ""Томскнефтехим""";Запрос предложений;7000000 ₽;2020-06-03;2020-06-17;Работа комиссии;sale;https://www.tektorg.ru/org/vitrine/procedures/417629
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000124000060;Оказание услуг по проведению обязательного ежегодного аудита бухгалтерской (финансовой) отчетности ГУП «Водоканал Санкт-Петербурга», составленной в соответствии с правилами составления бухгалтерской (финансовой) отчетности, установленными в Российской Федерации, за 2025, 2026 и 2027 гг.;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме для заключения договора на проведение аудита бухгалтерской (финансовой) отчетности (согласно ч. 4 ст. 5 Федерального закона от 30.12.2008г. № 307-ФЗ);7874580 ₽;2024-12-28;2025-01-14;Архив;44fz;https://www.tektorg.ru/44fz/procedures/13001921
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000124000049;Реконструкция водовода Ломоносовского и Петродворцового районов Д=560 мм до дюкерных переходов в г. Кронштадт на участке от КПК-11 до КПК-12 (с увеличением диаметра до 700 мм);"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;794664021.6 ₽;2024-09-10;2024-10-01;Архив;44fz;https://www.tektorg.ru/44fz/procedures/11995166
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000124000048;Реконструкция водопровода по адресу: Санкт-Петербург, г. Ломоносов, от КПЛ 12 (Ораниенбаумский пр., д. 73) до КПК 10 (южнее д. 3 по Иликовской дороге), 1 этап;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;679050900 ₽;2024-09-10;2024-10-01;Архив;44fz;https://www.tektorg.ru/44fz/procedures/11995164
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000124000047;"Разработка проектной и рабочей документации по объекту: ""Реконструкция общественного туалета по адресу: ул. Чекистов, д. 3а, лит. А""";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;2864552.62 ₽;2024-08-22;2024-09-17;Архив;44fz;https://www.tektorg.ru/44fz/procedures/11844230
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000124000046;"Разработка проектной и рабочей документации по объекту: ""Реконструкция общественного туалета по адресу: 1-я Березовая аллея, д. 2, лит. А""";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;3045156.52 ₽;2024-08-22;2024-09-17;Архив;44fz;https://www.tektorg.ru/44fz/procedures/11841911
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000124000045;Оказание услуг по ведению авторского надзора за выполнением работ на объекте: «Реконструкция водовода по Богатырскому пр. от Гаккелевской ул. до Коломяжского пр.»;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Электронный аукцион;1640833.74 ₽;2024-08-21;2024-09-17;Архив;44fz;https://www.tektorg.ru/44fz/procedures/11839012
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000124000044;Оказание услуг по ведению авторского надзора за выполнением работ на объекте: «Реконструкция водовода по Заневскому пр. от пр. Косыгина, д.4 до р. Оккервиль»;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Электронный аукцион;1450183.31 ₽;2024-08-21;2024-09-17;Архив;44fz;https://www.tektorg.ru/44fz/procedures/11838996
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000124000043;"Разработка проектной и рабочей документации по объекту: ""Реконструкция общественного туалета по адресу: ул. Чекистов, д. 3а, лит. А""";"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме;2864552.62 ₽;2024-08-21;2024-09-17;Отменён;44fz;https://www.tektorg.ru/44fz/procedures/11838993
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000124000042;Реконструкция водовода Ломоносовского и Петродворцового районов Д=560 мм до дюкерных переходов в г. Кронштадт на участке от КПК-11 до КПК-12 (с увеличением диаметра до 700 мм);"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;799082947.2 ₽;2024-07-30;2024-08-19;Архив;44fz;https://www.tektorg.ru/44fz/procedures/11662101
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000124000041;Реконструкция водопровода по адресу: Санкт-Петербург, г. Ломоносов, от КПЛ 12 (Ораниенбаумский пр., д. 73) до КПК 10 (южнее д. 3 по Иликовской дороге), 1 этап;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;682778260.8 ₽;2024-07-30;2024-08-19;Архив;44fz;https://www.tektorg.ru/44fz/procedures/11662069
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000124000040;Реконструкция общественного туалета по адресу: проспект Елизарова,  д.26, лит. А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;11355288 ₽;2024-07-05;2024-07-23;Архив;44fz;https://www.tektorg.ru/44fz/procedures/11455287
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000124000039;Реконструкция общественного туалета по адресу: г. Санкт-Петербург, улица Жака Дюкло, д. 7, кор.2 лит. А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;14478187.2 ₽;2024-07-02;2024-07-23;Архив;44fz;https://www.tektorg.ru/44fz/procedures/11430851
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";0572500000124000038;Реконструкция системы водоотведения от жилого квартала, расположенного по адресу: Ропшинское шоссе, дома №2 лит. А - 13 лит. А;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";Открытый конкурс в электронной форме на проведение работ по строительству, реконструкции, кап. ремонту, сносу объекта кап. строительства в соответствии с ч. 8 ст. 33 Закона № 44-ФЗ;1562454367.6 ₽;2024-06-28;2024-07-16;Архив;44fz;https://www.tektorg.ru/44fz/procedures/11419618
