inn;predpriyatie;nomer;predmet;zakon;summa;stadiya;data;data_konca;ssylka;ssylka_eis
5504097128;АО ОМСКВОДОКАНАЛ;32616188319;"Выполнение работ по монтажу автоматизированных узлов управления тепловой энергией: в здании АБК ЦДС, расположенном по адресу г. Омск, ул. Дианова, 35А, инв. № 1000058А; в здании АБК ЦЭЗВС, расположенном по адресу г. Омск, ул. 12 Декабря, 113, инв. № 7900001А для нужд АО «ОмскВодоканал»";223-ФЗ;1217147.25;Подача заявок;08.07.2026;04.08.2026;https://www.rts-tender.ru/poisk/id/l32616188319-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616188319
5504097128;АО ОМСКВОДОКАНАЛ;32616186701;Поставка эжекторов с невозвратной мембраной для системы дозирования хлора в 2026 году для нужд АО «ОмскВодоканал»;223-ФЗ;436885.23;Подача заявок;08.07.2026;04.08.2026;https://www.rts-tender.ru/poisk/id/l32616186701-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616186701
5504097128;АО ОМСКВОДОКАНАЛ;32616177588;"Выполнение работ по объекту: «Внеплощадочные сети водопровода к объекту: «Жилой комплекс в границах улиц 6-я Северная – Осоавиахимовская в Центральном АО г. Омск. Этап 1», находящемуся по адресу: Омская область, г. Омск, ул. 5-я Северная» для нужд АО ""ОмскВодоканал""";223-ФЗ;2552803.09;Подача заявок;03.07.2026;04.08.2026;https://www.rts-tender.ru/poisk/id/l32616177588-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616177588
5504097128;АО ОМСКВОДОКАНАЛ;32616155467;Выполнение работ по капитальному ремонту станций обеззараживания питьевой воды в 2026 году для нужд АО «ОмскВодоканал»;223-ФЗ;1273683.06;Подача заявок;26.06.2026;04.08.2026;https://www.rts-tender.ru/poisk/id/l32616155467-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616155467
5504097128;АО ОМСКВОДОКАНАЛ;32616123543;Поставка мембран предохранительных в 2026 году для нужд АО «ОмскВодоканал» (лот делимый);223-ФЗ;255032.24;Подача заявок;17.06.2026;04.08.2026;https://www.rts-tender.ru/poisk/id/l32616123543-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616123543
5009034660;"МУП ""ДОМОДЕДОВСКИЙ ВОДОКАНАЛ""";32616252857;Оказание услуг по финансовой аренде (лизингу) двух автотранспортных средств типа УАЗ-390945 (двойная кабина с бортом (5-и местный) (или эквивалент) сроком на 18 месяцев;223-ФЗ;4439268.14;Прием заявок;30.07.2026;17.08.2026;https://www.rts-tender.ru/poisk/id/l32616252857-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616252857
5009034660;"МУП ""ДОМОДЕДОВСКИЙ ВОДОКАНАЛ""";32616242854;Оказание финансовых услуг по предоставлению возобновляемой кредитной линии с лимитом кредитования 300 миллионов рублей на 24 месяца;223-ФЗ;112500000.00;Прием заявок;28.07.2026;14.08.2026;https://www.rts-tender.ru/poisk/id/l32616242854-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616242854
5009034660;"МУП ""ДОМОДЕДОВСКИЙ ВОДОКАНАЛ""";32616237243;Оказание услуг по проведению периодического медицинского осмотра сотрудников МУП «Домодедовский водоканал»;223-ФЗ;1275133.33;Прием заявок;26.07.2026;10.08.2026;https://www.rts-tender.ru/poisk/id/l32616237243-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616237243
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616258070;Поставка комплектующих для технологического оборудования;223-ФЗ;37601676.00;Прием заявок;31.07.2026;19.08.2026;https://www.rts-tender.ru/poisk/id/l32616258070-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616258070
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616257686;Выполнение работ по капитальному ремонту здания клуба (Инв.№12102187), в части кровли и фасада площадки №1 «Буревестник» профилактория «Буревестник», расположенного по адресу: Ленинградская область, Лужский муниципальный район, Лужское городское поселение, г. Луга, Партизанская улица, дом 9/9;223-ФЗ;21644246.43;Подача заявок;31.07.2026;10.08.2026;https://www.rts-tender.ru/poisk/id/l32616257686-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616257686
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616257446;"Выполнение работ по ремонту покрытия тротуаров, дорожных покрытий,%26nbsp;газонов на объектах филиала «Водоотведение Санкт-Петербурга» по заявкам Заказчика";223-ФЗ;9998660.26;Подача заявок;31.07.2026;20.08.2026;https://www.rts-tender.ru/poisk/id/l32616257446-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616257446
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616256942;Поставка опалубки разборной;223-ФЗ;4343816.03;Прием заявок;31.07.2026;19.08.2026;https://www.rts-tender.ru/poisk/id/l32616256942-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616256942
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616256777;"Оказание комплекса услуг по обслуживанию оборудования для технологического процесса водоподготовки и водоотведения методом облучения на объектах ГУП ""Водоканал Санкт-Петербурга""";223-ФЗ;176440933.23;Подача заявок;31.07.2026;19.08.2026;https://www.rts-tender.ru/poisk/id/l32616256777-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616256777
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616253106;Поставка расходомеров и уровнемеров;223-ФЗ;27346633.61;Прием заявок;30.07.2026;19.08.2026;https://www.rts-tender.ru/poisk/id/l32616253106-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616253106
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616251212;Оказание услуг по техническому обслуживанию и ремонту источников бесперебойного питания;223-ФЗ;7600000.00;Прием заявок;30.07.2026;19.08.2026;https://www.rts-tender.ru/poisk/id/l32616251212-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616251212
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616248655;Поставка электробытовых приборов и оборудования;223-ФЗ;982995.01;Прием заявок;29.07.2026;10.08.2026;https://www.rts-tender.ru/poisk/id/l32616248655-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616248655
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616244914;Выполнение работ по сервисному обслуживанию и ремонту аппаратов и машин для стыковой сварки полиэтиленовых труб;223-ФЗ;1797554.91;Подача заявок;28.07.2026;10.08.2026;https://www.rts-tender.ru/poisk/id/l32616244914-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616244914
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616244745;Поставка геодезического оборудования;223-ФЗ;2216400.00;Прием заявок;28.07.2026;05.08.2026;https://www.rts-tender.ru/poisk/id/l32616244745-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616244745
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616242887;Выполнение работ по ремонту помещений для предрейсового медицинского осмотра в зданиях по адресу: г. Санкт-Петербург, ул. Арсенальная, д. 21, лит. А (инв. № 11463), Дунайский пр., д.61, лит. А (инв. № 6/3), ул. Сабировская, ул. д.48, лит. А (инв. № Т1), г. Колпино, ул. Севастьянова, д, 20 лит. Б (ин;223-ФЗ;2393126.60;Подача заявок;28.07.2026;10.08.2026;https://www.rts-tender.ru/poisk/id/l32616242887-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616242887
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616241020;Поставка анализатора мутности;223-ФЗ;5270100.00;Прием заявок;27.07.2026;12.08.2026;https://www.rts-tender.ru/poisk/id/l32616241020-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616241020
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616241018;Поставка контрольно-измерительных приборов и комплектующих;223-ФЗ;6493648.74;Прием заявок;27.07.2026;12.08.2026;https://www.rts-tender.ru/poisk/id/l32616241018-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616241018
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616240905;Оказание комплекса услуг по техническому обслуживанию оборудования на участке К-6 ЮВС;223-ФЗ;50828895.56;Прием заявок;27.07.2026;12.08.2026;https://www.rts-tender.ru/poisk/id/l32616240905-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616240905
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616240724;Оказание услуг по техническому обслуживанию и ремонту систем локации для горизонтально-направленного бурения (ГНБ) марки Digitrak и Sense;223-ФЗ;897599.99;Подача заявок;27.07.2026;12.08.2026;https://www.rts-tender.ru/poisk/id/l32616240724-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616240724
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616236525;Поставка запасных частей для насосных агрегатов;223-ФЗ;46980002.78;Прием заявок;24.07.2026;10.08.2026;https://www.rts-tender.ru/poisk/id/l32616236525-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616236525
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616232126;Выполнение работ по капитальному ремонту решеток 131-SC с мелким прозором, установленных в здании механизированных решеток на ЮЗОС в ТКВ «Юг» по адресу: г. Санкт-Петербург, Волхонское шоссе, д. 123, кор.2;223-ФЗ;43018981.79;Подача заявок;23.07.2026;10.08.2026;https://www.rts-tender.ru/poisk/id/l32616232126-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616232126
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616230793;Выполнение работ по ремонту металлических конструкций (ограждений, переходных площадок) на 4-ой и 5-ой секции сооружения аэротенки по адресу: Санкт-Петербург, поселок Тярлево, Фильтровское шоссе, д 7, литера АР;223-ФЗ;7170713.24;Подача заявок;23.07.2026;03.08.2026;https://www.rts-tender.ru/poisk/id/l32616230793-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616230793
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616223249;Выполнение работ по ремонту кровли здания ремонта и обслуживания транспорта по адресу: Санкт-Петербург, о. Белый, дом 1, Литер Д;223-ФЗ;2512986.06;Подача заявок;21.07.2026;13.08.2026;https://www.rts-tender.ru/poisk/id/l32616223249-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616223249
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616222799;Выполнение работ по ремонту подъемных сооружений на объектах водоотведения;223-ФЗ;6285401.30;Подача заявок;21.07.2026;03.08.2026;https://www.rts-tender.ru/poisk/id/l32616222799-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616222799
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616221063;Выполнение работ по монтажу подъемников;223-ФЗ;1832330.00;Подача заявок;20.07.2026;05.08.2026;https://www.rts-tender.ru/poisk/id/l32616221063-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616221063
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616221054;Поставка бортового полуприцепа;223-ФЗ;4306000.00;Прием заявок;20.07.2026;05.08.2026;https://www.rts-tender.ru/poisk/id/l32616221054-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616221054
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616220673;Предоставление прав на техническую поддержку программ для ЭВМ системы учета и управления инцидентами информационной безопасности и информационного взаимодействия с регулирующими органами;223-ФЗ;9736483.20;Прием заявок;20.07.2026;05.08.2026;https://www.rts-tender.ru/poisk/id/l32616220673-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616220673
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616219356;Предоставление сертификатов на техническую поддержку программы для ЭВМ «Система мониторинга и аудита глобальных каталогов «ОКО ALD/AD»;223-ФЗ;17625000.00;Прием заявок;20.07.2026;05.08.2026;https://www.rts-tender.ru/poisk/id/l32616219356-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616219356
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616217650;Выполнение работ по ремонту 2-го участка дюкера через р. Нева в створе ул. Гагаринская;223-ФЗ;27245533.23;Подача заявок;17.07.2026;06.08.2026;https://www.rts-tender.ru/poisk/id/l32616217650-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616217650
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616217580;Выполнение строительно-монтажных работ по завершению строительства объекта незавершенного строительства замыву водопроводной магистрали Д=1400 мм по адресу: Санкт-Петербург, Синопская наб.дом 22 лит. А;223-ФЗ;5031585.15;Подача заявок;17.07.2026;06.08.2026;https://www.rts-tender.ru/poisk/id/l32616217580-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616217580
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616217142;Выполнение работ по капитальному ремонту здания в помещениях 1-го и 2-го этажа по адресу: г. Санкт-Петербург, ул. Смоленская, д.27, лит. А (инв. 800012);223-ФЗ;25587981.06;Подача заявок;17.07.2026;10.08.2026;https://www.rts-tender.ru/poisk/id/l32616217142-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616217142
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616213236;"Выполнение работ по строительству водопроводных сетей для подключения объекта: «Конечный остановочный пункт (КОП) в жилом районе Славянка, Трамвайная сеть по маршруту ""станция метро «Купчино» - пос. Шушары-Славянка» на территории Санкт-Петербурга"" Этап 2. Строительство трамвайной линии. Участок от Ш";223-ФЗ;35297126.14;Подача заявок;16.07.2026;03.08.2026;https://www.rts-tender.ru/poisk/id/l32616213236-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616213236
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616209708;Выполнение работ по капитальному ремонту БКО Главной ВС с заменой шиберов-затворов;223-ФЗ;9564716.37;Прием заявок;15.07.2026;05.08.2026;https://www.rts-tender.ru/poisk/id/l32616209708-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616209708
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616206751;Поставка каменного угля;223-ФЗ;1848000.00;Прием заявок;15.07.2026;05.08.2026;https://www.rts-tender.ru/poisk/id/l32616206751-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616206751
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616205357;Выполнение работ по ремонту кровель канализационной насосной станции, КНС «Роддом – 16» по адресу – Санкт-Петербург, Загребский бульвар, д.46, Литер А и канализационной насосной станции, КНС «ДИБ-5» по адресу – Санкт-Петербург, ул. Бухарестская, д.134, Литер И;223-ФЗ;2777844.24;Подача заявок;14.07.2026;13.08.2026;https://www.rts-tender.ru/poisk/id/l32616205357-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616205357
7830000426;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ САНКТ-ПЕТЕРБУРГА""";32616185070;Выполнение строительно-монтажных работ по реконструкции и строительству водопроводных магистралей с водопроводными домовыми вводами по адресу: Санкт-Петербург, по наб. Адмирала Лазарева от Левашовского пр. до ул. Пионерской;223-ФЗ;129142997.89;Подача заявок;07.07.2026;06.08.2026;https://www.rts-tender.ru/poisk/id/l32616185070-1/;https://zakupki.gov.ru/epz/order/notice/notice223/common-info.html?regNumber=32616185070
