inn;predpriyatie;nomer;predmet;summa;data;ssylka;ploshchadka
2130230898;ТД Транспортное машиностроение;5139960;Выполнение работ по прочистке фекальной канализации и бака канализационной станции;;26.09.2024;/purchase/5139960;Портал поставщиков Москвы
2130230898;ТД Транспортное машиностроение;5139951;"Выполнение работ по ремонту кровельного покрытия здания ТОЦ АО ПО ""Бежицкая сталь""";;26.09.2024;/purchase/5139951;Портал поставщиков Москвы
2130230898;ТД Транспортное машиностроение;5123895;"Выполнение работ по восстановлению участка трубопровода холодного водоснабжения ООО ""ПК ""ЧАЗ""";;13.09.2024;/purchase/5123895;Портал поставщиков Москвы
2130230898;ТД Транспортное машиностроение;5122775;"Выполнение работ по ремонту кровельного покрытия здания ТОЦ АО ПО ""Бежицкая сталь""";;12.09.2024;/purchase/5122775;Портал поставщиков Москвы
2130230898;ТД Транспортное машиностроение;5107542;"Выполнение комплекса работ по замене оконных блоков в ООО ""ПК ""Промтрактор"" (блок Б, ПССК, блок Г гардеробные)";;29.08.2024;/purchase/5107542;Портал поставщиков Москвы
2130230898;ТД Транспортное машиностроение;5106424;"Выполнение комплекса работ по замене оконных блоков в ООО ""ПК ""Промтрактор"" (блок Б, ПССК, блок Г гардеробные)";;28.08.2024;/purchase/5106424;Портал поставщиков Москвы
2130230898;ТД Транспортное машиностроение;4711843;Радиально-сверлильный станок;;08.11.2023;/purchase/4711843;Портал поставщиков Москвы
2130230898;ТД Транспортное машиностроение;4711784;Пресс листогибочный с гибридным серво-гидравлическим приводом с ЧПУ;;08.11.2023;/purchase/4711784;Портал поставщиков Москвы
2130230898;ТД Транспортное машиностроение;4711730;Кругло-шлифовальный станок;;08.11.2023;/purchase/4711730;Портал поставщиков Москвы
2130230898;ТД Транспортное машиностроение;4711690;2-х колонный ленточнопильный станок;;08.11.2023;/purchase/4711690;Портал поставщиков Москвы
2130230898;ТД Транспортное машиностроение;4711126;Сварочный полуавтомат;;07.11.2023;/purchase/4711126;Портал поставщиков Москвы
2130230898;ТД Транспортное машиностроение;4711048;Сварочный полуавтомат;;07.11.2023;/purchase/4711048;Портал поставщиков Москвы
2124009521;"ПАО ""ХИМПРОМ""";4937061;Закупка фильтров для воды Аквафор Кристалл (К3-К2-К7);;03.04.2024;/purchase/4937061;Портал поставщиков Москвы
2124009521;"ПАО ""ХИМПРОМ""";4666906;Комплект модулей сменных фильтрующих К3-К2-К7 (Аквафор);;03.10.2023;/purchase/4666906;Портал поставщиков Москвы
1117000011;"АО ""Боксит Тимана""";5469833;Услуги по вырубке леса;;24.04.2025;/purchase/5469833;Портал поставщиков Москвы
1117000011;"АО ""Боксит Тимана""";5430201;TOOTH сегмент звездочки 195-27-33111;;30.03.2025;/purchase/5430201;Портал поставщиков Москвы
1117000011;"АО ""Боксит Тимана""";5358281;Зч для техники Hitachi;;21.02.2025;/purchase/5358281;Портал поставщиков Москвы
1117000011;"АО ""Боксит Тимана""";5354021;Зч для техники Hitachi;;21.02.2025;/purchase/5354021;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6156172;Ингибитор полимеризации (типа ИПОН-1101 или его аналог) согласно техническому заданию;;28.07.2026;/purchase/6156172;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6156124;Калий углекислый ПОТАШ;;28.07.2026;/purchase/6156124;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6141614;«Жидкость охлаждающая низкозамерзающая, марка «Тосол-АК», либо её аналог ;;14.07.2026;/purchase/6141614;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6140470;Клише фотополимерное (для нанесения печати на пленку полиэтиленовую).;;14.07.2026;/purchase/6140470;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6134531;Масло РЕВАЙТ FG 46 или его аналог;;07.07.2026;/purchase/6134531;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6129206;Пломба пластиковая ФАСТ 330;;02.07.2026;/purchase/6129206;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6118699;Калий углекислый технический (поташ);;24.06.2026;/purchase/6118699;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6118685;Устройство ЗПУ специализированное;;24.06.2026;/purchase/6118685;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6119463;"Закупка обогреваемого шкафа для нужд ООО ""Ставролен""";;24.06.2026;/purchase/6119463;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6116730;"Закупка постов сигнализации для нужд ООО ""Ставролен""";;23.06.2026;/purchase/6116730;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6090041;Закупка сплит-системы во взрывозащищенном исполнении;;01.06.2026;/purchase/6090041;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6073591;Закупка кулеров для воды;;19.05.2026;/purchase/6073591;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6053875;пенообразователь ПО-6ТС марки А;;05.05.2026;/purchase/6053875;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";6042501;Закупка сплит-систем с установкой.;;27.04.2026;/purchase/6042501;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5255716;"Поставка ""Присадка Агидол-1 технический марка А""";;07.12.2024;/purchase/5255716;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5255715;Натрий металлический согласно технического задания ;;07.12.2024;/purchase/5255715;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5255711;Соль пищевая/техническая согласно технического задания;;07.12.2024;/purchase/5255711;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5255710;Поставка коагулянта Аква-Аурат 10;;07.12.2024;/purchase/5255710;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5249013;Модифицирующая добавка Nexamite A48;;04.12.2024;/purchase/5249013;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5225040;Клей для фиксации упаковки ФИКСПАК;;25.11.2024;/purchase/5225040;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5222947;Суперконцентрат «БАСКО» снежно-белый или его аналог;;22.11.2024;/purchase/5222947;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5210921;Дициклопентадиен марки А и Б (ДЦПБ) ТУ 2416-024-05766801-94 согласно технического задания ;;15.11.2024;/purchase/5210921;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5208535;Поставка стеарата цинка согласно технического задания;;14.11.2024;/purchase/5208535;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5194471;Трифенилсиланол ;;05.11.2024;/purchase/5194471;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5193994;Стеарат кальция на 2024 год;;05.11.2024;/purchase/5193994;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5128547;Пеногаситель (типа Пента-461 или его аналог) ;;18.09.2024;/purchase/5128547;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5128463;Эфир этиловый уксусной кислоты технический марка А высший сорт ГОСТ 8981-78;;18.09.2024;/purchase/5128463;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5119352;Оптический отбеливатель для полиэтилена согласно Технического задания.;;10.09.2024;/purchase/5119352;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5090513;Металлоценовый линейный полиэтилен низкой плотности mLLDPE марки HP1018 BN корейского производства;;14.08.2024;/purchase/5090513;Портал поставщиков Москвы
2624022320;"ООО ""СТАВРОЛЕН""";5088139;Соль пищевая/техническая согласно технического задания;;13.08.2024;/purchase/5088139;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5794408;Поставка Одоранта для дозирования в в пропан-бутановую фракцию ГПП в металлических бочках (160 кг с крышкой под бочковой насос);;27.11.2025;/purchase/5794408;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5747178;Закупка плит дорожных ПДН-14;;31.10.2025;/purchase/5747178;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5740123;Закупка газовых смесей на 2026 год;;28.10.2025;/purchase/5740123;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5733246;Закупка химических реактивов и ГСО;;23.10.2025;/purchase/5733246;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5733356;Закупка лабораторных принадлежностей;;23.10.2025;/purchase/5733356;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5694471;Поставка Коагулянта для фильтрации воды ГТУ-ТЭС-200 (в обменных кубах);;07.10.2025;/purchase/5694471;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5684586;Поставка четыреххлористого углерода технического (в соответствии с техническими требованиями);;03.10.2025;/purchase/5684586;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5674385;Поставка спирта бутилового/изопропилового (в бочках по 200 л);;29.09.2025;/purchase/5674385;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5670542;Поставка Кислоты серной контактной улучшенной по ГОСТ 2184-2013;;25.09.2025;/purchase/5670542;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5670296;Поставка Карбоната кальция, марки А, 1 сорт ;;25.09.2025;/purchase/5670296;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5670702;Поставка реагента - Жидкость ПМС-200А по ТЗ;;25.09.2025;/purchase/5670702;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5670654;"Поставка Натра едкого технического РД, высший сорт,  канистра 30л 
ГОСТ Р 55064-2012";;25.09.2025;/purchase/5670654;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5670369;Поставка Аммиака водного технического, марки  А по  ГОСТ 9-92;;25.09.2025;/purchase/5670369;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5669396;"Поставка реагентов:
- Триэтиленгликоль тех. 98,5 % марки А;
- Этиленгликоль в.с. ГОСТ 19710-2019";;24.09.2025;/purchase/5669396;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5668521;Поставка реагента Айсмелт ХКНМ/ПГМ-25;;24.09.2025;/purchase/5668521;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5668674;Концентрат минеральный Галит марка А;;24.09.2025;/purchase/5668674;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5656636;Кислота лимонная пищевая ГОСТ 908-2004;;17.09.2025;/purchase/5656636;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5644254;"Ограждение строительное СПО 1600х2000 мм в количестве 35 штук
";;09.09.2025;/purchase/5644254;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5642172;Расходомер вихревой в соответствии с  ОЛ 00148636-ПИР-28-22-1-сп-46-10-АТХ.ОЛ5.1 позиция  FT0901;;08.09.2025;/purchase/5642172;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5640934;Поставка аммиака безводного сжиженного, марка А в соответствии с ГОСТ 6221-90 с изм.1 (в ж.д. цистерне до 27 тонн);;05.09.2025;/purchase/5640934;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5639732;Поставка натра едкого (очищенный марки А/технический марки РД) в автоцистерне;;04.09.2025;/purchase/5639732;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5638719;приобретение Теплообменника т/з ПГПН.УЗК 21-20;;03.09.2025;/purchase/5638719;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5614049;Закупка баллонов, вентилей на 2026 год;;13.08.2025;/purchase/5614049;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5610410;Закупка жидких газов в сосудах в 2026 году;;11.08.2025;/purchase/5610410;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5608044;Приобретение резинотехнических изделий (рукава высокого давления);;08.08.2025;/purchase/5608044;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5607289;приобретение РТИ рукав буровой+фланец;;08.08.2025;/purchase/5607289;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5607274;приобретение резинотехнических изделий;;08.08.2025;/purchase/5607274;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5607269;приобретение резинотехнических изделий  ремни;;08.08.2025;/purchase/5607269;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5607264;приобретение резинотехнических пластин;;08.08.2025;/purchase/5607264;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5607260;"Приобретение Рукав SLT Fuel&amp;Oil SD NBR 22 BAR d76
";;08.08.2025;/purchase/5607260;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5603950;" Хомут силовой 44-47 мм W4 
";;06.08.2025;/purchase/5603950;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5603949;" Фиксатор резьбы средней прочности Loctite 243, 50 мл  
";;06.08.2025;/purchase/5603949;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5603951;" Анкер PE-SF картридж 420мл и 2 смесителя 
";;06.08.2025;/purchase/5603951;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5599337;Поставка кранов мостовых в соответствии с опросными листами для установки вакуумного фракционирования;;01.08.2025;/purchase/5599337;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5598101;Поставка кранов мостовых в соответствии с опросными листами для установки вакуумного фракционирования;;31.07.2025;/purchase/5598101;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5589907;Закупка микрошприцов Hamilton в феврале 2026 г.;;24.07.2025;/purchase/5589907;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5589932;Закупка микрошприцов SGE-Chromatec в феврале 2026 г.;;24.07.2025;/purchase/5589932;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5589476;Закупка ГСО и химических реактивов импортного производства;;23.07.2025;/purchase/5589476;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5583722;приобретение компрессоров согласно ТЗ;2;18.07.2025;/purchase/5583722;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5565268;Кислота лимонная пищевая ГОСТ 908-2004;;03.07.2025;/purchase/5565268;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5565269;Лаурилсульфат натрия (кристал.) (в соответствии с ТЗ);;03.07.2025;/purchase/5565269;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5565271;Спирт бутил нор техн м.А с.в. Г5208-2013;;03.07.2025;/purchase/5565271;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5565262;Метанол технический марки А ГОСТ 2222-95;;03.07.2025;/purchase/5565262;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5565263;"Сода кальцинированная, техническая марки Б, 1.с.; мешок ГОСТ 5100-85";;03.07.2025;/purchase/5565263;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5565270;Натрий метабисульфит (кристал. Na2S2O5) квалификации ч. (в соответствии с ТЗ);;03.07.2025;/purchase/5565270;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5565267;Краситель Уранин А ТУ 20.12.21-013;;03.07.2025;/purchase/5565267;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5565266;Реагент Айсмелт ХКНМ;;03.07.2025;/purchase/5565266;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5565264;Гидразин-гидрат техн. ГОСТ 19503-88;;03.07.2025;/purchase/5565264;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5565265;Тринатрийфосфат ГОСТ 201-76;;03.07.2025;/purchase/5565265;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5556637;Поставка Тетранатрий ЭДТА;;26.06.2025;/purchase/5556637;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5541997;Поставка Концентрата минерального Галит марка А;;18.06.2025;/purchase/5541997;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5527360;Поставка реагента Айсмелт ХКНМ;;05.06.2025;/purchase/5527360;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5483549;Поставка Блока бетонного ФБС 12.5.6-Т ГОСТ 13579-2018;;06.05.2025;/purchase/5483549;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5352801;"Закупка противопожарных дверей 950х2100 (тит. 01-37):
- Дверь противопожарная 910х2050, открывание левое - 3 шт.
- Дверь противопожарная 910х2050, открывание правое - 1 шт.";;20.02.2025;/purchase/5352801;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5267456;Поставка конвекторов;;12.12.2024;/purchase/5267456;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5240064;Поставка быстроразъемных соединений 2 под приварку в соответствии с чертежом РТЕ.116.002.005 СБ;6526;02.12.2024;/purchase/5240064;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5220952;Закупка Рукавов пожарных напорных РПМ(В)-65-1,6-УХЛ1 Стандарт с ГР-70 ТУ 8193-036-00323890-2009 , 20 м в кол-ве 8 кмп;;22.11.2024;/purchase/5220952;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5210905;"Поставка реагентов:
- Триэтиленгликоль тех. 98,5 % марки А для блока гликолевой осушки (ТЗ прилагается)
- Этиленгликоль в.с. ГОСТ 19710-83
";;15.11.2024;/purchase/5210905;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5196184;Поставка герметика и растворителя (в соответствии с запросом);;06.11.2024;/purchase/5196184;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5193542;"Закупка противопожарных дверей EIS30 на 2025 год:
1. Дверь противопожарная EIS 30 950х200 1 шт.
2. Дверь противопожарная EIS 30 1420х2350 1 шт.";;05.11.2024;/purchase/5193542;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5192663;Поставка USB-носителей (без замен);;02.11.2024;/purchase/5192663;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5180483;Поставка беспроводных настольных ламп (https://ozon.ru/t/QREnE8m) ;;28.10.2024;/purchase/5180483;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5173593;Закурка рукавов на 2025 год;;23.10.2024;/purchase/5173593;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5173589;Закупка технических пластин на 2025год;;23.10.2024;/purchase/5173589;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5171690;Закупка технических пластин на 2024 год;;22.10.2024;/purchase/5171690;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5161461;"Закупка рукавов Alfagomma на 2025 год:
- тип 605АА d102 10 bar в кол-ве 122м.
- тип 606АЕ d102 10 bar в кол-ве 183м.";;15.10.2024;/purchase/5161461;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5161294;Поставка Микроскоп цифровой биологический тринокулярный Saike Digital SK2009H2;;15.10.2024;/purchase/5161294;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5150226;Поставка ресивера воздуха КИП 6-V-1902;;07.10.2024;/purchase/5150226;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5144815;Закупка рукава полимерного СМТ-500 DN80 PN1,6 МПА в кол-ве 50м. с медным заземлением для перекачки нефтепродуктов на 2025г. ;;01.10.2024;/purchase/5144815;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5144591;Закупка рукава напорно-всасывающего D76 22 BAR на 2025год в кол-ве 240м. (с добавлением медной стренги) ;;01.10.2024;/purchase/5144591;Портал поставщиков Москвы
5905099475;"ООО ""ЛУКОЙЛ-ПЕРМНЕФТЕОРГСИНТЕЗ""";5141233;Поставка Поддонов деревянных ПД2 1150х1150х144 мм в течении 2025 года по графикам;;27.09.2024;/purchase/5141233;Портал поставщиков Москвы
