company_id;name;inn;kpp;slug
104;АО Волгогазоаппарат;3443003870;344301001;ao-volgogazoapparat
106;Наш городок;5610056740;561001001;ooo-nash-gorodok
107;АО СевКавНИПИгаз;2635000455;263501001;oao-severo-kavkazskiy-nauchno-issledovatelskiy-proektnyy-institut-prirodnyh-gazov
109;ОРЕНБУРГГАЗПРОМОБЩЕПИТ;5609034693;560901001;ooo-orenburggazpromobschepit
110;Газпром нефтехим Салават;0266008329;026601001;oao-gazprom-neftehim-salavat
111;АО СХЗ;0266036534;026601001;oao-salavatskiy-himicheskiy-zavod
112;Саратовгазторг;6453007005;645301001;ooo-saratovgaztorg-1
113;ГЛ ИНЖИНИРИНГ;0266023912;780101001;ooo-proektnyy-institut-salavatgazoneftehimproekt
114;ОРЕНБУРГГАЗТРАНС;5609029975;560901001;ooo-orenburggaztrans
116;Севергазторг;1102024387;110201001;ooo-severgaztorg
117;АО ЦКБН;5036008524;503601001;ao-tsentralnoe-konstruktorskoe-byuro-nefteapparatury
118;ПАТиМ;0266030243;026601001;ooo-predpriyatie-avtomobilnogo-transporta-i-mehanizmov
119;«Томскнефтегазпереработка»;7021057674;701701001;ooo-tomskneftegazpererabotka
120;ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ;1660033036;165901001;ooo-gazprom-szhizhennyy-gaz
121;СЕРВИСЭНЕРГОГАЗ;5609027713;560901001;ooo-servisenergogaz
122;МЕДСЕРВИС;0266023905;026601001;ooo-medservis
123;АО МЕЛЕУЗОВСКИЕ МИНЕРАЛЬНЫЕ УДОБРЕНИЯ;0263009557;026301001;ao-meleuzovskie-mineralnye-udobreniya
124;«Аэропорт Советский»;8615001243;861501001;ooo-aeroport-sovetskiy
125;СЕРВИСНЕФТЕГАЗ;5610050690;561001001;ooo-servisneftegaz
128;ЗАПСИБГАЗТОРГ;7203003257;890301001;ooo-zapsibgaztorg
129;Саратовгазторг;6453007005;592043001;ooo-saratovgaztorg
130;САЛАВАТИНВЕСТ;7712036391;772801001;ooo-salavatinvest
131;Баштрансгазторг;0276059308;027601001;ooo-bashtransgaztorg
132;Предприятие промышленного железнодорожного транспорта;0266033300;026601001;ooo-predpriyatie-promyshlennogo-zheleznodorozhnogo-transporta
133;"ЗАО ""Росшельф""";2902011879;784101001;zao-rossiyskaya-kompaniya-po-osvoeniyu-shelfa
134;ВОЛГОУРАЛНИПИГАЗ;5610050523;561001001;ooo-volgo-uralskiy-nauchno-issledovatelskiy-i-proektnyy-institut-nefti-i-gaza
135;ГЭС Оренбург;5610089425;561001001;ooo-gazenergoset-orenburg
146;ФГУП НПО им. С.А. Лавочкина;5047003253;504701001;fgup-nauchno-proizvodstvennoe-obedinenie-im-sa-lavochkina
150;АО  Васильевский рудник;2426000980;242601001;zao-vasilievskiy-rudnik
153;ГУП Оренбургской области Аэропорт Оренбург;5638057261;563801001;gosudarstvennoe-unitarnoe-predpriyatie-orenburgskoy-oblasti-mezhdunarodnyy-aeroport-orenburg
156;ПАО ОМЗ;6663059899;770501001;pao-obedinennye-mashinostroitelnye-zavody-gruppa-uralmash-izhora
159;Метафракс;5913001268;590150001;oao-metafraks
161;Камский кабель;5904184047;590150001;ooo-kamskiy-kabel
165;АО ВОЕНТОРГ-ВОСТОК;2722086642;272201001;ao-voentorg-vostok
174;«Фрио Логистик»;7724522491;772401001;ooo-frio-logistik
178;АУ «Институт технологий»;3025000343;302501001;gosudarstvennoe-avtonomnoe-nauchnoe-uchrezhdenie-astrahanskoy-oblasti-institut-razvitiya-obrazovatelnyh-tehnologiy
179;ГУП РО Морозовское ДРСУ;6121006819;612101001;gosudarstvennoe-unitarnoe-predpriyatie-rostovskoy-oblasti-morozovskoe-dorozhnoe-remontno-stroitelnoe-upravlenie
180;Филиал ОАО Корпорация Комета  - КБ Квазар;7723836671;526243001;filial-otkrytogo-ktsionernogo-obschestva-korporatsiya-kosmicheskih-sistem-spetsialnogo-naznacheniya-kometa-konstruktorskoe-byuro-izmeritelnyh-priborov-kvazar
181;«УСИО»;5024125336;246501001;ooo-upravlenie-stroitelstva-infrastrukturnyh-obektov
182;ЗАО Оптиковолоконные Системы;1327005922;132701001;zao-optikovolokonnye-sistemy
183;«Газпром трансгаз Москва»;5003028028;997250001;ooo-gazprom-transgaz-moskva-1
191;АО Газпром газэнергосеть;5003027352;781301001;ao-gazprom-gazenergoset
193;ГАЗПРОМ СЕТЬ АГЗС;3017025584;302501001;ooo-gazenergoset-povolzhie
195;ГУП СО Облкоммунэнерго;6661101471;660850001;gosudarstvennoe-unitarnoe-predpriyatie-sverdlovskoy-oblasti-oblkommunenergo
198;Фрио логистик филиал Белгород;7724522491;312103001;obschestvo-s-organichennoy-otvetsvennostyu-frio-logistik-filial-frio-logistik-belgorod
199;Квант СПб;7806448432;780601001;ooo-kvant-spb
201;АО ВОЕНТОРГ-ЦЕНТР;6670266695;667001001;ao-voentorg-tsentr
202;ГУП ЧАО «Чукотснаб»;8709008156;870901001;gosudarstvennoe-unitarnoe-predpriyatie-chukotskogo-avtonomnogo-okruga-chukotsnab
205;"ООО ""ГЭС ТАМБОВ""";6807001420;302501001;ooo-gazenergoset-tambov
208;АО ЧЭР;7447063370;745201001;oao-chelyabenergoremont
211;"ООО ""РОСТГАЗ""";6167087320;302501001;ooo-rostgaz
212;«МРТС-Комплектация»;7727726581;290101001;ooo-mrts-komplektatsiya
213;АО НПО НИИИП-НЗИК;5401199015;540101001;ao-nii-izmeritelnyh-priborov-novosibirskiy-zavod-imeni-kominterna
217;ГУП Торжокское ДРСУ;6943000545;694301001;gosudarstvennoe-unitarnoe-predpriyatie-tverskoy-oblasti-torzhokskoe-dorozhnoe-remontno-stroitelnoe-upravlenie
219;ФГУП ЦНИИ ЭИСУ;7703005750;770301001;fgup-tsentralnyy-nauchno-issledovatelskiy-institut-ekonomiki-informatiki-i-sistem-upravleniya
221;"МУП ""ВОДОКАНАЛ"" Г.ИРКУТСКА";3807000276;381101001;munitsipalnoe-unitarnoe-predpriyatie-vodokanal-g-irkutska
224;по добыче угля ЧУК;7451105792;741201001;oao-po-dobyche-uglya-chelyabinskaya-ugolnaya-kompaniya
225;МАУ ДО ЦЕНТР ДЕЛЬФИН;5003030323;500301001;munitsipalnoe-avtonomnoe-uchrezhdenie-dopolnitelnogo-obrazovaniya-detskiy-ozdorovitelno-obrazovatenyy-tsentr-delfin
226;"ООО ""ТЮМЕНЬ ВОДОКАНАЛ""";7204095194;720301001;ooo-tyumen-vodokanal
228;«Авиапредприятие «Алтай»;2259001380;222201001;oao-aviatsionnoe-predpriyatiealtay
231;Газпром;7736050003;997250001;oao-gazprom
236;АО ННК;5032049030;771701001;zao-nezavisimaya-neftegazovaya-kompaniya
237;Филиал ОАО Корпорация Комета - НТВЦ;7723836671;400743002;filial-otkrytogo-aktsionernogo-obschestvo-korporatsiya-kosmicheskih-sistem-spetsialnogo-naznacheniya-kometa-nauchno-tehnicheskiy-vnedrencheskiy-tsentr
243;"АО ""ЩЕЛКОВСКИЙ ЗАВОД ВДМ""";5050042936;505001001;ao-schelkovskiy-zavod-vtorichnyh-dragotsennyh-metallov
244;«ТК «Мираторг»;5009072150;772401001;ooo-torgovaya-kompaniya-miratorg
246;ВО Технопромэкспорт;7705713236;997450001;oao-vneshneekonomicheskoe-obedinenie-tehnopromeksport
247;"ООО ""ГПБ-Сервис""";7727173930;772701001;ooo-gpb-servis
248;Филиал Газпромбанк (Акционерное общество) Западно-Сибирский;7744001497;997950001;gazprombank-aktsionernoe-obschestvo
249;АО Авиаремонт;7704726240;502701001;ao-aviaremont
254;"ООО ""Газпром трансгаз Волгоград""";3445042160;997250001;ooo-gazprom-transgaz-volgograd
257;«Аэропорт Южно-Сахалинск;6501255385;650101001;oao-aeroport-yuzhno-sahalinsk
259;"ООО ""АЛМАЗ-АНТЕЙ СТРОЙ""";7710293587;773101001;ooo-almaz-antey-stroy
261;АО УМЗ;7303026762;732701001;ao-ulyanovskiy-mehanicheskiy-zavod
263;КБ АйМаниБанк;0411005333;775001001;ooo-kommercheskiy-bank-aymanibank
268;АУ ТЕХНОПАРК ВЫСОКИХ ТЕХНОЛОГИЙ;8601037105;860101001;avtonomnoe-uchrezhdenie-hanty-mansiyskogo-avtonomnogo-okruga-yugry-tehnopark-vysokih-tehnologiy
269;"ООО ""ГПБ-ЭНЕРГОЭФФЕКТ""";7727557887;770601001;ooo-gpb-energoeffekt
270;Тверь Водоканал;6901093516;695001001;ooo-tver-vodokanal
273;СУ-33;7719555460;771901001;ooo-stroitelnoe-upravavlenie-33
278;Облкоммунэнерго;6671457981;667101001;oao-oblkommunenergo
281;ГУП Белводоканал;3123000623;312301001;gosudarstvennoe-unitarnoe-predpriyatie-belgorodskoy-oblasti-belgorodskiy-vodokanal
285;БрянскАгрострой;3250521869;325201001;ooo-bryanskagrostroy
287;АО ОКБ Пеленг;6670277866;667001001;ao-osoboe-konstruktorskoe-byuro-peleng
290;АО МЗ РИП;3307001987;330250001;oao-muromskiy-zavod-radioizmeritelnyh-priborov
291;ТД Агроторг;3121181131;312101001;ooo-torgovyy-dom-agrotorg
293;АО НПП ЗАВОД ИСКРА;7325081527;732501001;ao-nauchno-proizvodstvennoe-predpriyatie-zavod-iskra
294;АО Кировские коммунальные системы;4345230965;434501001;ao-kirovskie-kommunalnye-sistemy
295;Газпром газобезопасность;5003028148;773601001;ooo-gazprom-gazobezopasnost
297;УПТК филиал ОАО «Метрострой»;7813046910;781602001;uptk-filial-otkrytoe-aktsionernoe-obschestvo-metrostroy
300;ПАО МТЭР;7705654245;774501001;pao-mezhregionteplosetenergoremont
303;ГАОУ АО ЦДО;3015100620;301501001;gosudarstvennoe-avtonomnoe-obscheobrazovatelnoe-uchrezhdenie-astrahanskoy-oblasti-tsentr-distantsionnogo-obrazovaniya
304;ГПБ Ресурс;7727705398;772701001;ooo-gpb-resurs
305;МУП ЛГТК;4826070471;482601001;munitsipalnoe-unitarnoe-predpriyatie-lipetskaya-gorodskaya-transportnaya-kompaniya
306;НПО ЦКТИ;7825660956;784201001;oao-nauchno-proizvodstvennoe-obedinenie-po-issledovaniyu-i-proektirovaniyu-energeticheskogo-oborudovaniya-im-ii-polzunova
307;Фонд капитального ремонта ВО;3329999430;332801001;nekommercheskaya-organizatsiya-fond-kapitalnogo-remonta-mnogokvartirnyh-domov-vladimirskoy-oblasti
311;ГП ЯО ЯРОБЛВОДОКАНАЛ;7610012391;761001001;gosudarstvennoe-predpriyatie-yaroslavskoy-oblasti-severnyy-vodokanal
318;филиал Волгоградский АО Центрэнергогаз;5050002450;344302001;filial-volgogradskiy-ao-tsentrenergogaz-oao-gazprom
320;43 ЦЭПК;7704727420;770401001;oao-43-tsentralnyy-eksperimentalnyy-proizvodstvennyy-kombinat
321;Премьер-Сервис;7708151458;246401001;ooo-premier-servis
325;ГЭС-НН;5250037524;525001001;ooo-gazenergoset-nizhniy-novgorod
334;АО ННК-Хабаровскнефтепродукт;2700000105;272101001;ao-nnk-habarovsknefteprodukt
335;АО «Дикси Юг»;5036045205;503601001;ao-diksi-yug
337;ЭСК СОЮЗ;7728620323;772901001;oao-energo-stroitelnaya-korporatsiya-soyuz
338;АО «Торговый Дом «ЦентрОбувь»;7714601521;772401001;ao-torgovyy-dom-tsentrobuv
342;АО «ННК-Хабаровский НПЗ»;2722010040;997150001;ao-nnk-habarovskiy-neftepererabatyvayuschiy-zavod
344;АО ГОСТИНИЧНЫЙ КОМПЛЕКС СЛАВЯНКА;7702706914;770201001;oao-gostinichnyy-kompleks-slavyanka
350;ЖКС №4 ПРИМОРСКОГО РАЙОНА;7814409740;781401001;ooo-zhilkomservis-4-primorskogo-rayona
351;Технопарк;7715631511;772201001;ooo-tehnopark
352;Аэропорт Ростов-на-Дону;6166011054;616601001;oao-aeroport-rostov-na-donu
355;ЗНСМ;7710305634;770101001;ooo-zarubezhneftestroymontazh
359;КДЛ ТЕСТ;7842009783;500901001;ooo-kdl-test
360;Орелсибгазаппарат;5752020387;575201001;oao-orelsibgazapparat
361;"ООО ""Газпром газнадзор""";7740000051;774850001;ooo-gazprom-gaznadzor
362;Связь 19;6673084277;667301001;ooo-svyaz-19
371;ЗАО БМК;2223033980;701750001;zao-barnaulskiy-molochnyy-kombinat
372;КРИОГАЗ СЕВЕРО-ЗАПАД;5003063216;781701001;ooo-kriogenmash-gaz
373;Продмир;5009074197;772401001;ooo-prodmir
376;ФГУП ФТ-Центр;7709007859;770901001;fgup-federalnyy-kompyuternyy-tsentr-fondovyh-i-tovarnyh-informatsionnyh-tehnologiy-ft-–-tsentr
378;АО НТЦ ПРОМТЕХАЭРО;7709827690;770901001;ao-nauchno-tehnicheskiy-tsentr-promyshlennyh-tehnologiy-i-aeronavigatsionnyh-sistem
381;АО ННК-Амурнефтепродукт;2801013238;280150001;aktsionernoe-obschestvo-nnk-amurnefteprodukt
382;ЗАО КОНЦЕРН ТИТАН-2;7827004484;472601001;zao-kontsern-titan-2
383;Раменская УК;5040109204;504001001;oao-ramenskaya-upravlyayuschaya-kompaniya
392;Селижаровское ДРСУ;6939011431;693901001;oao-selizharovskoe-dorozhnoe-remontno-stroitelnoe-upravlenie
394;ТО Красная звезда;7717755632;771701001;oao-tvorcheskoe-obedinenie-krasnaya
397;Региональный Фонд капитального ремонта МКД;6671994672;667101001;regionalnyy-fond-sodeystviya-kapitalnomu-remontu-obschego-imuschestva-v-mnogokvartirnyh-domah-sverdlovskoy-oblasti
398;ЗАО Тулатеплосеть;7102005547;710150001;zao-tulskoe-predpriyatie-teplovyh-setey
401;АО В.И.П.-Интернешнл;7715150335;770101001;ao-v-i-p-interneshnl
403;Концерн НПО Аврора;7802463197;780201001;oao-kontsern-nauchno-proizvodstvennoe-obedinenie-avrora
404;МАДОУ «Детский сад №70» г.Чебоксары;2127308431;213001001;munitsipalnoe-avtonomnoe-doshkolnoe-obrazovatelnoe-uchrezhdenie-detskiy-sad-70-obscherazvivayuschego-vida-s-prioritetnym-osuschestvleniem-deyatelnosti-po-hudozhestvenno-esteticheskomu-razvitiyu-detey-munitsipalnogo-obrazovaniya-goroda-cheboksary-–-stolitsy-chuvashskoy-respubliki
406;АО НИИП ИМЕНИ В.В. ТИХОМИРОВА;5013045054;504001001;ao-nauchno-issledovatelskiy-institut-priborostroeniya-imeni-vv-tihomirova-1
407;Компания Солнечный ветер;4105000206;410501001;ooo-kompaniya-solnechnyy-veter
408;УХК;1841029666;184101001;ooo-uralhimkomplekt
411;АО «МРТС»;7706241963;997350001;ao-mezhregiontruboprovodstroy
412;ЛИБЕРТИ СТРАХОВАНИЕ (АО);7812016906;783501001;oao-liberti-strahovanie
415;АО НМЗ;5259008768;525901001;pao-nizhegorodskiy-mashinostroitelnyy-zavod
417;ЭлТранС;7325109814;732501001;ooo-elektronnye-transportnye-sistemy
418;МУП Курскводоканал;4629026667;463201001;munitsipalnoe-unitarnoe-predpriyatie-vodokanal-goroda-kurska
420;РТИ;7713723559;771301001;oao-rti
421;"АО ""Инвестгеосервис""";7704627560;772701001;ao-investgeoservis
422;АО КЗТС;6616000619;668201001;ao-kirovgradskiy-zavod-tverdyh-splavov
424;АО КОРПОРАЦИЯ МИТ;7715842760;771501001;ao-korporatsiya-moskovskiy-institut-teplotehniki
425;НПО Пензенский Электромеханический завод;5836628904;583701001;ooo-nauchno-proizvodstvennoe-obedinenie-penzenskiy-elektromehanicheskiy-zavod
426;Виктория Балтия;3905069220;390601001;ooo-viktoriya-baltiya
427;ФГБОУ ВО ГОС. ИРЯ ИМ. А.С. ПУШКИНА;7728051927;772801001;federalnoe-gosudarstvennoe-byudzhetnoe-obrazovatelnoe-uchrezhdenie-vysshego-obrazovaniya-gosudarstvennyy-institut-russkogo-yazyka-im-as-pushkina
429;ЗАО Русский хром 1915;6625023637;662501001;zao-russkiy-hrom-1915
431;ФБУЗ «ИМЦ «Экспертиза» Роспотребнадзора;7717086526;771401001;federalnoe-byudzhetnoe-uchrezhdenie-zdravoohraneniya-informatsionno-metodicheskiy-tsentr-ekspertiza-federalnoy-sluzhby-po-nadzoru-v-sfere-zaschity-prav-potrebiteley-i-blagopoluchiya-cheloveka
432;АО ННК - Печоранефть;1105004639;293150001;ao-po-geologii-poiskam-razvedke-i-dobyche-nefti-i-gaza-nnk-pechoraneft
437;"АО ""НИЖЕГОРОДСКИЙ ВОДОКАНАЛ""";5257086827;525701001;oao-nizhegorodskiy-vodokanal
449;"ООО ""МРТС Терминал""";2901259595;290101001;ooo-mrts-terminal
450;ГУП РК Издательство и типография Таврида;9102043659;910201001;gosudarstvennoe-unitarnoe-predpriyatie-respubliki-krym-izdatelstvo-i-tipografiya-tavrida
453;Сервис-нафта;7710327885;770901001;ooo-servis-nafta
454;СН-Газдобыча;7017225686;701701001;ooo-sn-gazdobycha
458;"АО ""Газпром промгаз""";7734034550;774850001;ao-gazprom-promgaz-1
462;СФ «СМУ-152 Трансинжстроя»;7701070954;770101001;ooo-stroitelnaya-firma-smu-152-transinzhstroya
464;МРТС восток;6501257375;650101001;ooo-mrts-vostok
470;«ГЭС-Ямал»;8904073543;890401001;ooo-gazenergoservis-yamal
471;«Золотая горка-один»;5401133769;540101001;oao-zolotaya-gorka-odin
472;АО 3821 ЗРВТИ;4716032385;471601001;ao-3821-zavod-po-remontu-voenno-tehnicheskogo-imuschestva
473;АО “Тулажелдормаш”;7104002647;710401001;ao-tulazheldormash
475;ГП КК «КрасАвиа»;8801010904;241101001;gosudarstvennoe-predpriyatie-krasnoyarskogo-kraya-krasavia
479;«БО «Лесные поляны»;5050063301;505001001;obschestva-s-ogranichennoy-otvetstvennostyu-baza-otdyha-lesnye-polyany
482;ЗАО СОТ;7449044694;742150001;zao-soedinitelnye-otvody-truboprovodov
488;АЛНАС;1607000081;168150001;oao-alnas
490;АУ ВО ВОЛОГОДСКИЙ ОБЛАСТНОЙ ИНФОРМАЦИОННЫЙ ЦЕНТР;3525272200;352501001;avtonomnoe-uchrezhdenie-vologodskoy-oblasti-v-sfere-sredstv-massovoy-informatsii-vologodskiy-oblastnoy-informatsionnyy-tsentr
494;МУП ВОДОКАНАЛ;2633001291;263501001;munitsipalnoe-unitarnoe-predpriyatie-vodokanal-goroda-stavropolya
498;ГУП РО Верхнедонское ДРСУ;6105005350;610501001;gosudarstvennoe-unitarnoe-predpriyatie-rostovskoy-oblasti-verhnedonskoe-dorozhnoe-remontno-stroitelnoe-upravlenie
499;АО Башкирский Бройлер;0276121059;020201001;ao-bashkirskiy-broyler
503;«МГС»;7814244048;781401001;ooo-morgazservis
506;"АО ""ГК ""СЕВЕРАВТОДОР""";8602257512;860201001;ao-gosudarstvennaya-kompaniya-severavtodor
507;АО Облкоммунэнерго;6671028735;667101001;ao-oblkommunenergo
513;ЖКС № 2 Пушкинского района;7820315138;782001001;ooo-zhilkomservis-2-pushkinskogo-rayona
515;Фирма Скат;6674164616;667401001;ooo-firma-skat
518;Эко-Развитие;1661031592;166101001;ooo-eko-razvitie
523;АО Полиэкс;5908022689;590801001;ao-polieks
532;ННК-БУНКЕР;2540088236;253601001;ooo-nnk-bunker
538;РУССОЛЬ;5611055980;561350001;ooo-russol
543;АО Респираторный комплекс;4703116415;470301001;ao-respiratornyy-kompleks
545;РГУ нефти и газа (НИУ) имени И.М. Губкина;7736093127;773601001;federalnoe-gosudarstvennoe-byudzhetnoe-obrazovatelnoe-uchrezhdenie-vysshego-professionalnogo-obrazovaniya-rossiyskiy-gosudarstvennyy-universitet-nefti-i-gaza-imeni-i-m-gubkina
554;РВК-консалтинг;7701344789;770101001;ooo-rvk-konsalting
556;ПАО РУССКАЯ АКВАКУЛЬТУРА;7816430057;773101001;pao-russkaya-akvakultura
560;АО ЗАВОД ЭЛЕКТРОПУЛЬТ;7806008569;780601001;ao-zavod-elektropult
561;АО МЗЭМА;7722761769;772201001;ao-moskovskiy-zavod-elektromehanicheskoy-apparatury
567;СОВРЕМЕННЫЕ ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ;6673246400;668601001;ooo-sovremennye-promyshlennye-tehnologii
573;ВОЕНТОРГ-РИТЕЙЛ;7721851829;772101001;ooo-voentorg-riteyl
575;ТПК НПО Максимал;2130161796;213001001;ooo-tpk-npo-maksimal
578;КАМАВТОПРО;1650121910;165001001;ooo-kamavtopro
579;АГРО-АВТО;7714211088;772201001;ooo-agro-avto
581;ЖКС №2 ВЫБОРГСКОГО РАЙОНА;7802429125;780201001;ooo-zhilkomservis-2-vyborgskogo-rayona
587;ЛЭМЗ-Т;7017341160;701701001;ooo-lemz-t
592;АЭРОДОРСТРОЙ;7706424276;770601001;ooo-aerodorstroy
599;ГЭС-ИНВЕСТ;5003056113;772801001;ooo-ges-invest
