srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
any;центробежный компрессор;01-ТУ-06908-2014;18.12.2014;7723332561;"ООО ""НПП ""НЕФТЕХИМИЯ""";центробежный компрессор марки RT-35, тех. поз. С-001, зав. № 80313;ТУ;5001000316;"ООО ""Оргэнергонефть""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-06908-2014;https://monitor-pb.ru/customer/7723332561
any;центробежный компрессор;24-ТУ-04956-2014;28.04.2014;1004001744;"АО ""КАРЕЛЬСКИЙ ОКАТЫШ""";Компрессор центробежный К-250-61-5М №2, зав.№ 106;ТУ;1001208677;"ООО ""ПРОМЭКСПЕРТИЗА"" (ИНН 1001208677)";соответствует;https://monitor-pb.ru/conclusion/24-%D0%A2%D0%A3-04956-2014;https://monitor-pb.ru/customer/1004001744
any;центробежный компрессор;35-ТУ-02714-2016;23.05.2016;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";Центробежный компрессор ЦК -100/6,5, поз.АзК-8, цех № 11;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-02714-2016;https://monitor-pb.ru/customer/2631015563
any;центробежный компрессор;35-ТУ-05242-2016;28.07.2016;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";Центробежный компрессор ТКd7/18 КГП-2, поз.322/2, цех № 8;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-05242-2016;https://monitor-pb.ru/customer/2631015563
any;центробежный компрессор;40-ТУ-06931-2015;25.12.2015;5250051800;"ООО ""СИБУР-КСТОВО""";Центробежный компрессор марки 5RPD135 зав. № 1805662 поз. № М-6;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-06931-2015;https://monitor-pb.ru/customer/5250051800
any;центробежный компрессор;40-ТУ-06933-2015;25.12.2015;5250051800;"ООО ""СИБУР-КСТОВО""";Центробежный компрессор марки IRSA62 зав. № 1805647 поз. № М-4;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-06933-2015;https://monitor-pb.ru/customer/5250051800
any;центробежный компрессор;40-ТУ-06936-2015;25.12.2015;5250051800;"ООО ""СИБУР-КСТОВО""";Центробежный компрессор марки 8RPA70 зав. № 1805620 поз. № М-5;ТУ;7106503857;"ООО ""Промтехэкспертиза"" (ИНН 7106503857)";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-06936-2015;https://monitor-pb.ru/customer/5250051800
any;центробежный компрессор;53-ТУ-08537-2016;18.05.2016;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Центробежный компрессор ТАТКА-545-345 Техн. № 801/А Зав.№ 76003 цех №11;ТУ;6312124250;"ООО ""САМПРОМЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08537-2016;https://monitor-pb.ru/customer/6320005915
any;центробежный компрессор;53-ТУ-08539-2016;18.05.2016;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Центробежный компрессор КТК-12,5/35 тех. № 5, зав. №71004, цех№10;ТУ;6312124250;"ООО ""САМПРОМЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08539-2016;https://monitor-pb.ru/customer/6320005915
any;центробежный компрессор;53-ТУ-13686-2014;29.07.2014;6330000553;"АО ""НК НПЗ""";Центробежный компрессор марки ЦК-135/8 К-4 78/ВКС-6;ТУ;5001000316;"ООО ""Оргэнергонефть""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-13686-2014;https://monitor-pb.ru/customer/6330000553
any;центробежный компрессор;53-ТУ-13689-2014;29.07.2014;6330000553;"АО ""НК НПЗ""";Центробежный компрессор марки ЦК-135/8 К-1 78/ВКС-6;ТУ;5001000316;"ООО ""Оргэнергонефть""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-13689-2014;https://monitor-pb.ru/customer/6330000553
any;центробежный компрессор;53-ТУ-13703-2014;29.07.2014;6330000553;"АО ""НК НПЗ""";Центробежный компрессор марки ЦК-135/8 К-3 78/ВКС-6;ТУ;5001000316;"ООО ""Оргэнергонефть""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-13703-2014;https://monitor-pb.ru/customer/6330000553
any;центробежный компрессор;53-ТУ-13704-2014;29.07.2014;6330000553;"АО ""НК НПЗ""";Центробежный компрессор марки ЦК-135/8 К-2 78/ВКС-6;ТУ;5001000316;"ООО ""Оргэнергонефть""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-13704-2014;https://monitor-pb.ru/customer/6330000553
any;центробежный компрессор;53-ТУ-26805-2014;11.12.2014;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Центробежный компрессор ЦК-100-61, техн. № 2, зав. № 68004, цех № 10;ТУ;6318123975;"ООО ""НПФ ""Промэкспертиза""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-26805-2014;https://monitor-pb.ru/customer/6320005915
any;центробежный компрессор;35-ТУ-02522-2016;16.05.2016;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";Центробежный компрессор ТКd 7/18 КГП-1,поз. 322/1. цех № 8;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-02522-2016;https://monitor-pb.ru/customer/2631015563
any;центробежный компрессор;41-ТУ-08784-2014;14.03.2014;0258005638;"АО ""ПОЛИЭФ""";Центробежный компрессор типа 32ВЦ-100-9М3, зав. № 95005, поз. К-1-1-1;ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-08784-2014;https://monitor-pb.ru/customer/0258005638
any;центробежный компрессор;53-ТУ-03880-2016;02.03.2016;6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";Центробежный компрессор «АДА» техн. № 7/02-1 зав. № 1.805.155, цех № 25;ТУ;6312124250;"ООО ""САМПРОМЭКСПЕРТ""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-03880-2016;https://monitor-pb.ru/customer/6320005915
any;центробежный компрессор;54-ТУ-04765-2014;23.04.2014;6629022962;"АО ""УЭХК""";центробежный компрессор ЦК 135/8 ст. №4, установленный в цехе 31 здания 203;ТУ;7446004284;"ООО ""ВЕЛД""";соответствует;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-04765-2014;https://monitor-pb.ru/customer/6629022962
any;центробежный компрессор;54-ТУ-07998-2014;03.07.2014;6629022962;"АО ""УЭХК""";Центробежный компрессор ЦК 135/8 ст. №5, установленный в цехе 31 здания 203;ТУ;7446004284;"ООО ""ВЕЛД""";соответствует;https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-07998-2014;https://monitor-pb.ru/customer/6629022962
any;центробежный компрессор;68-ТУ-00823-2014;27.01.2014;4205000908;"КАО ""АЗОТ""";на центробежный компрессор поз. ВК-1А за в№ 74014 цеха газового сырья;ТУ;7813012206;"ЗАО ""НПФ ""Невинтермаш""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-00823-2014;https://monitor-pb.ru/customer/4205000908
any;центробежный компрессор;41-ТУ-08786-2014;14.03.2014;0258005638;"АО ""ПОЛИЭФ""";Центробежный компрессор типа 32 ВЦ-100-9М3, зав. № 96008, поз. К-1-1-3;ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-08786-2014;https://monitor-pb.ru/customer/0258005638
any;центробежный компрессор;41-ТУ-08790-2014;14.03.2014;0258005638;"АО ""ПОЛИЭФ""";Центробежный компрессор тирп 32 ВЦ-100-9М3, зав. № 96001, поз. К-1-1-2;ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-08790-2014;https://monitor-pb.ru/customer/0258005638
any;центробежный компрессор;41-ТУ-08791-2014;14.03.2014;0258005638;"АО ""ПОЛИЭФ""";Центробежный компрессор типа 2 ВМ4-15/24СМ1, зав. № 02001, поз. К-6-1-2;ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-08791-2014;https://monitor-pb.ru/customer/0258005638
any;центробежный компрессор;41-ТУ-19534-2014;23.06.2014;0268008010;"АО ""БСК""";Центробежный компрессор типа ГЦ-86/3-7,1-У2, поз. М-118А, зав. № 1;ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-19534-2014;https://monitor-pb.ru/customer/0268008010
any;центробежный компрессор;41-ТУ-27797-2014;25.08.2014;0268008010;"АО ""БСК""";Центробежный компрессор типа ГЦ-86/3-7,1-У2, поз. М-118В, зав. № 2;ТУ;0278135811;"ООО ""РЕГИОНПРОМТЕХНОЛОГИЯ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-27797-2014;https://monitor-pb.ru/customer/0268008010
any;центробежный компрессор;43-ТУ-09277-2015;28.09.2015;1651044095;"АО ""ТАНЕКО""";Центробежный компрессор марки LMC-331P, поз. К-402А, зав. № 92428999-00;ТУ;7801082551;"АО НДЦ НПФ ""РУССКАЯ ЛАБОРАТОРИЯ""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-09277-2015;https://monitor-pb.ru/customer/1651044095
any;центробежный компрессор;53-ТУ-00832-2014;11.02.2014;6330000553;"АО ""НК НПЗ""";центробежный компрессор марки 43ЦКО-160/15 техн.индекс ЦК-2 зав.№ 81003;ТУ;6316081279;"ООО ""НПК ""СИНКО""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-00832-2014;https://monitor-pb.ru/customer/6330000553
any;центробежный компрессор;53-ТУ-00844-2014;11.02.2014;6330000553;"АО ""НК НПЗ""";центробежный компрессор марки 43ЦКО-160/15 техн.индекс ЦК-1 зав.№81004;ТУ;6316081279;"ООО ""НПК ""СИНКО""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-00844-2014;https://monitor-pb.ru/customer/6330000553
any;центробежный компрессор;53-ТУ-13533-2014;28.07.2014;6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный компрессор «ИНА-Е» тех. № 317/3, зав.№ б/н, цех БК-8;ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-13533-2014;https://monitor-pb.ru/customer/6323049893
any;центробежный компрессор;53-ТУ-20031-2014;08.10.2014;6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный компрессор ЦК-135/8, тех. №27/2, зав.№ 65020 ТТЦ (17 отделение);ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-20031-2014;https://monitor-pb.ru/customer/6323049893
any;центробежный компрессор;53-ТУ-20032-2014;08.10.2014;6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";Центробежный компрессор ЦК-135/8, тех. №27/6, зав.№ 81002 ТТЦ (17 отделение);ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-20032-2014;https://monitor-pb.ru/customer/6323049893
any;центробежный компрессор;53-ТУ-21786-2014;27.10.2014;6323106975;"ЗАО ""Тольяттисинтез""";Центробежный компрессор ЦК-135/8, тех. №27/3, зав.№ 65018 ТТЦ (17 отделение);ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-21786-2014;https://monitor-pb.ru/customer/6323106975
any;центробежный компрессор;53-ТУ-21788-2014;27.10.2014;6323106975;"ЗАО ""Тольяттисинтез""";Центробежный компрессор ЦК-135/8, тех. №27/4, зав.№ 70001 ТТЦ (17 отделение);ТУ;6312031510;"ООО ПФ ""ЭДТОН""";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-21788-2014;https://monitor-pb.ru/customer/6323106975
any;центробежный компрессор;03-ТП-02092-2016;10.03.2016;6227007322;"АО ""РНПК""";техническое перевооружение ОПО - «Перекидка трубопровода всаса и нагнетания центробежного компрессора на ИЗОМАЛК-2» АО «РНПК»;ТП;6234071022;"ООО ""НХБ""";соответствует;https://monitor-pb.ru/conclusion/03-%D0%A2%D0%9F-02092-2016;https://monitor-pb.ru/customer/6227007322
any;центробежный компрессор;35-ТУ-08914-2015;04.12.2015;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";Центробежный компрессор СО2 типа 5RMA78-4 RVA39, поз.К-104, цех № 2-А(карбамид);ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-08914-2015;https://monitor-pb.ru/customer/2631015563
any;центробежный компрессор;43-ТУ-08992-2015;24.09.2015;1658008723;"ПАО ""КАЗАНЬОРГСИНТЕЗ""";компрессор центробежный GA24IVSo (техн.№ К-104), эксплуатируемый в цехе 2021-2045 завода «Этилен» ПАО «Казаньоргсинтез»;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-08992-2015;https://monitor-pb.ru/customer/1658008723
any;центробежный компрессор;70-ТУ-04486-2014;16.09.2014;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Кислородного центробежного компрессора КТК-12,5/35 зав. № 79005 инв. № 017165;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";соответствует;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-04486-2014;https://monitor-pb.ru/customer/8401005730
any;центробежный компрессор;70-ТУ-04487-2014;16.09.2014;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Кислородный центробежный компрессор КТК-12,5/35 зав. № 78008 инв. № 024012;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";соответствует;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-04487-2014;https://monitor-pb.ru/customer/8401005730
any;центробежный компрессор;70-ТУ-04490-2014;16.09.2014;8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";Кислородного центробежного компрессора КТК-12,5/35 зав. № 81005 инв. № 017167;ТУ;7709842345;"ООО ""БЕЗОПАСНОСТЬ В ПРОМЫШЛЕННОСТИ""";соответствует;https://monitor-pb.ru/conclusion/70-%D0%A2%D0%A3-04490-2014;https://monitor-pb.ru/customer/8401005730
any;центробежный компрессор;01-ТУ-06896-2014;18.12.2014;7723332561;"ООО ""НПП ""НЕФТЕХИМИЯ""";Центробежный компрессор марки КРНY 65218 ВР 118.42-0 тех. поз. РК-501 (С-501);ТУ;5001000316;"ООО ""Оргэнергонефть""";соответствует;https://monitor-pb.ru/conclusion/01-%D0%A2%D0%A3-06896-2014;https://monitor-pb.ru/customer/7723332561
any;центробежный компрессор;04-ТУ-02362-2014;18.02.2014;6704000505;"ПАО ""Дорогобуж""";"центробежный компрессор поз. N-GC 049 зав. № М-00031, установленный в цехе НАФ ОАО ""Дорогобуж""";ТУ;7813012206;"ЗАО ""НПФ ""Невинтермаш""";соответствует;https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-02362-2014;https://monitor-pb.ru/customer/6704000505
any;центробежный компрессор;04-ТУ-02363-2014;18.02.2014;6704000505;"ПАО ""Дорогобуж""";"центробежный компрессор поз. GВ - 402 зав. № FF CO 1000, установленный в цехе НАФ ОАО ""Дорогобуж""";ТУ;7813012206;"ЗАО ""НПФ ""Невинтермаш""";соответствует;https://monitor-pb.ru/conclusion/04-%D0%A2%D0%A3-02363-2014;https://monitor-pb.ru/customer/6704000505
any;центробежный компрессор;11-ТУ-08510-2014;30.10.2014;7116000066;"АО ""НАК ""АЗОТ""";центробежный компрессор синтез-газа поз.103-J, установленный в ОАО «НАК» Азот», цех Аммиак-2;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-08510-2014;https://monitor-pb.ru/customer/7116000066
any;центробежный компрессор;11-ТУ-08511-2014;30.10.2014;7116000066;"АО ""НАК ""АЗОТ""";центробежный компрессор природного газа поз.102-J, установленный в ОАО «НАК» Азот», цех Аммиак-2;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-08511-2014;https://monitor-pb.ru/customer/7116000066
any;центробежный компрессор;11-ТУ-08513-2014;30.10.2014;7116000066;"АО ""НАК ""АЗОТ""";центробежный компрессор технологического воздуха поз.101-J, установленный в ОАО «НАК» Азот», цех Аммиак-2;ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-08513-2014;https://monitor-pb.ru/customer/7116000066
any;центробежный компрессор;12-ТУ-12285-2015;19.11.2015;3627000397;"АО ""МИНУДОБРЕНИЯ""";вспомогательный центробежный воздушный компрессор поз. Q-GB735, зав. № 22-5024 цех ПФУ агрегат №3;ТУ;7840481260;"ООО ""ЕДИНЫЙ ТЕХНИЧЕСКИЙ ЦЕНТР""";соответствует;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-12285-2015;https://monitor-pb.ru/customer/3627000397
any;центробежный компрессор;35-ТУ-00886-2014;30.03.2014;2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";"техническое устройство - центробежный компрессор ""Борзиг"", поз. ВК-1, установленный в ОАО ""Невинномысский Азот"", цех №8";ТУ;7116025938;"ПАО ""НОРЭ""";соответствует;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-00886-2014;https://monitor-pb.ru/customer/2631015563
any;центробежный компрессор;41-ТУ-06413-2014;26.02.2014;0274051582;"ПАО АНК ""БАШНЕФТЬ""";Центробежный компрессор К-250-61-5 №2, зав.№1131 ОАО «АНК «Башнефть» «Башнефть-Уфанефтехим»;ТУ;7702035744;"ЗАО ""Петрохим Инжиниринг""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-06413-2014;https://monitor-pb.ru/customer/0274051582
any;центробежный компрессор;53-ТУ-06395-2015;07.05.2015;6314006396;"АО ""КНПЗ""";Центробежный компрессор 43ЦКО-160/15, техн.ЦКО-1, зав.№80006, цех № 4, уст. ГФУ;ТУ;6318216041;"ООО ""ПРОМЭКС"" (ИНН 6318216041)";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-06395-2015;https://monitor-pb.ru/customer/6314006396
any;центробежный компрессор;53-ТУ-11825-2016;23.06.2016;6320004728;"АО ""ТОАЗ""";Центробежный компрессор ЦНД тип 2М6 ЦВД тип 1М9 технологический индекс К-01В Инвентарный №0081019;ТУ;6319731207;"ООО ""Промбезопасность"" (ИНН 6319731207)";соответствует;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11825-2016;https://monitor-pb.ru/customer/6320004728
any;центробежный компрессор;11-ТУ-00762-2014;19.02.2014;7113000847;"ОАО ""ЕЗСК""";центробежный компрессор «ДАНА-3» марки TKR-D (зав. № 805203, цех Е 8-8а, отд. Е-8);ТУ;7705507314;"ООО ""НТП ЦЕНТРХИММАШ""";соответствует;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-00762-2014;https://monitor-pb.ru/customer/7113000847
any;центробежный компрессор;13-ТУ-22479-2024;26.12.2024;4823006703;"ПАО ""НЛМК""";Центробежный кислородный компрессор КТК-12,5/3,5 ст. №6, инв. №77980, Кислородного цеха;ТУ;4823055443;"ООО ""ЦЕНТР ПРОЕКТИРОВАНИЯ И ИЗЫСКАНИЙ""";не соответствует;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-22479-2024;https://monitor-pb.ru/customer/4823006703
any;центробежный компрессор;28-ТУ-08918-2016;14.06.2016;3528191736;"АО ""ФосАгро-Череповец""";Центробежный компрессор ЦК-135/8, поз.№5, зав.№78003, цех разделения газа, АО «ФосАгро-Череповец»;ТУ;7814116254;"ООО НПФ ""ЭНТЕХМАШ""";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-08918-2016;https://monitor-pb.ru/customer/3528191736
any;центробежный компрессор;28-ТУ-10556-2014;04.09.2014;3528000597;"ПАО ""СЕВЕРСТАЛЬ""";"на компрессор центробежный кислородный КТК-12,5/35, зав. № 63003, ст. № 3, эксплуатируемый ОАО ""Северсталь""";ТУ;7814398351;"ООО ""СТРОЙТЕХЭКСПЕРТИЗА"" (ИНН 7814398351)";соответствует;https://monitor-pb.ru/conclusion/28-%D0%A2%D0%A3-10556-2014;https://monitor-pb.ru/customer/3528000597
any;центробежный компрессор;43-ТУ-01281-2015;04.02.2015;1658008723;"ПАО ""КАЗАНЬОРГСИНТЕЗ""";"Центробежный компрессор «Дана TKP-D» (техн.№205-I) эксплуатируемый в цехе 201-203, завода «Этилен» ,ОАО ""Казаньоргсинтез""";ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-01281-2015;https://monitor-pb.ru/customer/1658008723
any;центробежный компрессор;59-ТУ-05361-2014;18.04.2014;7202116628;"АО ""СИБУРТЮМЕНЬГАЗ""";компрессор центробежный типа 4ГЦ2-109/18-76 техн. №КЦ-102/2, установленный в машинном зале КГС;ТУ;7813012206;"ЗАО ""НПФ ""Невинтермаш""";соответствует;https://monitor-pb.ru/conclusion/59-%D0%A2%D0%A3-05361-2014;https://monitor-pb.ru/customer/7202116628
any;центробежный компрессор;12-ТУ-12284-2015;19.11.2015;3627000397;"АО ""МИНУДОБРЕНИЯ""";стационарный холодильный центробежный компрессор фреона поз. N-GC 049, зав. № М-00033 цех ПФУ агрегат №2;ТУ;7840481260;"ООО ""ЕДИНЫЙ ТЕХНИЧЕСКИЙ ЦЕНТР""";соответствует;https://monitor-pb.ru/conclusion/12-%D0%A2%D0%A3-12284-2015;https://monitor-pb.ru/customer/3627000397
any;центробежный компрессор;13-ТУ-11104-2024;13.08.2024;4823006703;"ПАО ""НЛМК""";Центробежный компрессор 543ЦКК-400/40, инв. №90263, ст. №1, Кислородного цеха;ТУ;4823055443;"ООО ""ЦЕНТР ПРОЕКТИРОВАНИЯ И ИЗЫСКАНИЙ""";не соответствует;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-11104-2024;https://monitor-pb.ru/customer/4823006703
any;центробежный компрессор;51-ТУ-22770-2019;03.12.2019;6451114900;"ПАО ""САРАТОВСКИЙ НПЗ""";центробежный компрессор марки 43ВЦ-160/9, тех. поз. ЦК-3, зав. №90007;ТУ;6316081279;"ООО ""НПК ""СИНКО""";не соответствует;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-22770-2019;https://monitor-pb.ru/customer/6451114900
