inn;name;name_obzvon;division;segment;okved;okved_all;region;address;egrul_status;director;revenue_rub;revenue_h;priority_max;priority_total;equipment;site;activity;is_competitor;verified;best_email;contacts;contacts_n;phones;signals_n;hotness_max;news_event;news_what;news_url;stages;in_obzvon;in_sender;sent_n;sent_last;sajt_iz_obzvona;telefony_iz_obzvona;pochty_iz_obzvona;region_iz_obzvona;direktor_iz_obzvona;domen;otkuda_dobavleno;telefony_s_sajta;pochty_s_sajta;lyudi_s_sajta;sajt_proveren;sajt_obhoda;chuzhoy_sajt_kontakty;domen_dobrannyy;otkuda_domen;telefon_iz_whatsapp
7724806704;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""УК ПРОСПЕКТ""";"ООО ""УК ПРОСПЕКТ""";;;37.00 Сбор и обработка сточных вод;37.00|37.0|42.21|42.99|43.21|43.99|68.3|71.12|71.12.1|80.20|81.22|81.29.9|95.12;Москва;117105, г. Москва, Варшавское шоссе, д. 1, стр. 6, помещ. 1, ком. 29;Действующая компания;;1000000000.0;1 млрд руб.;4;24;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;;;;;;;;;;;1;;;;;+7 965 413-46-54 | +7 495 726-05-86;parnyuk59@mail.ru | prospekt.uk@mail.ru | esmu-4@mail.ru;Москва;;;выгрузка обзвона: телефон, почта;;;;;;;;;
5040109194;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАМЕНСКИЙ ВОДОКАНАЛ""";"АО ""РАМЕНСКИЙ ВОДОКАНАЛ""";kc;;37.00;37.00|36.00.1|08.99|35.30.2|35.30.3|36.00.2|42.21|42.22.1|42.22.2|43.99|43.99.3|43.99.4|43.99.7|49.41.1|49.41.2|49.41.3|49.50.3|68.10.22|68.10.23|68.20.2|68.32.2|71.12.43|71.12.45|71.20.1|71.20.9|77.11|77.39|77.39.1|77.39.21;;140108, Московская область, г. Раменское, Железнодорожный проезд, д. 7;Действующая компания;;1000000000.0;1 млрд руб.;5;55;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;;;;;;;;;;checko,etp;1;;;;http://рам-вк.рф | http://ram-vk.ru;+7 496 467-14-80 | +7 496 467-71-80 | +7 496 461-83-71 | +7 495 461-83-71 | +7 496 463-43-16 | +7 496 463-04-04 | +7 496 473-91-92;aorvk-osku@mail.ru | oaorvk@mail.ru | aorvk-dogovor@mail.ru | spetsmeliovodhoz@yandex.ru | aorvk-ok@mail.ru;Московская область;;ram-vk.ru;выгрузка обзвона: сайт, телефон, почта, регион;+7 (496) 473-91-92 доб.8 | +7 (496) 467-14-80 | +7 (496) 463-39-69 | +7 (496) 473-91-92 доб.5 | +7 (496) 461-83-71 | +7 (496) 473-91-92 доб.1 | +7 (496) 461-22-01 | +7 (925) 695-29-52 | +7 (496) 473-9;oaorvk@mail.ru | aorvk-osku@mail.ru | aorvk-ads@mail.ru | aorvk-pto@mail.ru | aorvk-dogovor@mail.ru | aorvk-kontrol@mail.ru | aorvk_lk@mail.ru | aorvk-ok@mail.ru | aorvk-buh@mail.ru | aorvk-ramenskoe@;"Демин Алексей Владимирович | директор | oaorvk@mail.ru ;; Колобов Константин Александрович | снабжение/закупки | aorvk-osku@mail.ru ;; Зубков Михаил Васильевич | общий | aorvk-ads@mail.ru ;; Зубков Михаил Васильевич | общий | aorvk-ramenskoe@mail.ru ;; Полунькова Алевтина Вадимовна | общий | aorvk-i";inn;ram-vk.ru;;;;
8601001099;МУНИЦИПАЛЬНОЕ ВОДОКАНАЛИЗАЦИОННОЕ ПРЕДПРИЯТИЕ МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОД ХАНТЫ-МАНСИЙСК;"МП ""ВОДОКАНАЛ""";kc;;37.00;37.00|36.00.2|42.21|45.20.1|68.32.1|25.62|36.00.1|43.12.3|43.22|43.99.3|45.20.2|49.41.1;;628011, Ханты-Мансийский автономный округ - Югра, г. Ханты-Мансийск, ул. Сирина, зд. 59;Действующая компания;Молчанов Николай Николаевич;1000000000.0;1 млрд руб.;5;49;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;;;;;;;;;;checko,etp;1;;;;http://vodahm.ru;+7 346 731-21-12 | +7 346 730-01-80 | +7 902 814-18-32 | +7 346 733-21-12 | +7 146 733-21-12 | +7 346 730-13-88;zakupki@vodahm.ru | vodokanal@ugramail.ru | vodoka№al@vodahm.ru | vodokanal@vodahm.ru | ok@vodahm.ru;Ханты-Мансийский автономный округ - Югра;Молчанов Николай Николаевич;vodahm.ru;выгрузка обзвона: сайт, телефон, почта, регион;;;;;vodahm.ru;;;;
1215020390;;"МУП ""ВОДОКАНАЛ""";;;;37.00|36.00.2|42.21|46.72|55.20|56.29.2|33.12|36.00|49.41|71.12|71.20.1;;424039, Республика Марий Эл, г. Йошкар-Ола, ул. Дружбы, д. 2;Действующая компания;Ерешкин Андрей Владимирович;1000000000.0;1 млрд руб.;4;24;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;http://vodokanal-yola.ru;+7 836 241-79-57 | +7 836 241-82-48 | +7 836 241-79-51 | +7 836 242-74-24 | +7 836 241-84-21 | +7 836 241-97-51 | +7 836 241-79-40;log@vod12.ru | nfo@vod12.ru | mupvk@mari-el.gov.ru | vod19@vod12.ru | info@vog12.ru | abon@vod12.ru | info@vod12.ru | abon@vodl2.ru | abon@vjd12.ru | ok@vod12.ru;Республика Марий Эл;Ерешкин Андрей Владимирович;vodokanal-yola.ru;выгрузка обзвона: сайт, телефон, почта, регион;;;;;vodokanal-yola.ru;;;;
2450019630;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОКАНАЛ-СЕРВИС""";"ООО ""ВОДОКАНАЛ-СЕРВИС""";kc;;42.21;42.21|36.00.1|37.00|26.20|33.12|36.00|41.20|42.11|42.22.1|42.22.2|42.99|43.11|43.12.3|43.31|43.33|43.99.1|43.99.6|45.1|46.14.1|46.51|46.52|46.71|47.30|47.41|47.7|49.41.1|49.41.2|49.41.3|49.42|62.02|62.09|68.20|71.11.1|71.12.53|71.20.1|77.11|77.12|77.32|77.39|81.29|81.29.1|81.29.9|82.11|82.19|86.90|95.11;;660079, Красноярский край, г. Красноярск, пер. Афонтовский, зд. 2, помещ. 7;Действующая компания;;982800000.0;982,8 млн руб.;5;45;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;v.torg@ws124.ru;v.torg@ws124.ru|снабжение/закупки|Козлова Н. Адрес;1;;;;;;;best_email_v2,checko,etp;1;;;;http://ws124.ru | https://wa.me/+73916129899;+7 391 612-98-99 | +7 923 298-64-99 | +7 391 618-98-99 | +7 391 612-17-52 | +7 391 612-14-17 | +7 391 612-18-20 | +79131700536 | +79135184159;priem@ws124.ru | v.torg@ws124.ru | priem@wsl24.ru | vodokanalkansk@yandex.ru | vodokanalservice@mail.ru | priem@ws121.ru | ok2@ws124.ru | info@kashalot24.ru | priem@ws124.ru;Красноярский край;;ws124.ru;выгрузка обзвона: сайт, телефон, регион;+7 (39161) 2-98-99 | +7 (913) 170-05-36 | +7 (39161) 2-99-91 | +7 (913) 518-41-59 | +7 (958) 514-20-03 | +7 (923) 579-06-87 | +7 (39161) 2-96-99 | +7 (923) 379-85-14 | +7 (983) 149-61-24 | +7 (923) 29;priem@ws124.ru;;provider;ws124.ru;;;;+73916129899
5009034660;;"МУП ""ДОМОДЕДОВСКИЙ ВОДОКАНАЛ""";;;;37.00|36.00.2|16.10|16.10.9|16.23.1|16.23.2|36.00|41.20|43.12.3|43.22|47.19|49.4|70.22;;142000, Московская область, г. Домодедово, ул. Заводская (Северный мкр.), д. 8;Действующая компания;Куприков Дмитрий Алексеевич;981600000.0;981,6 млн руб.;4;14;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;https://dom-vodokanal.ru | http://domod.ru;+7 496 792-41-94 | +7 496 793-04-54 | +7 496 793-11-38 | +7 496 793-02-53 | +7 496 111-11-11 | +7 496 793-43-88 | +7 917 570-64-43 | +7 925 120-93-08 | +7 916 916-85-83 | +7 916 597-49-15 | +7 916 916-86-11 | +7 977 898-10-19 | +7 915 454-41-84 | +74967924194 | +74967930253 | +74967934430;realvodokanal@yandex.ru | domvod129otp@mail.ru | domvod129pto@mail.ru | su@dom-vodokanal.ru | vptp_ris@bk.ru | domvod129@rambler.ru | info@dom-vodokanal.ru;Московская область;Куприков Дмитрий Алексеевич;dom-vodokanal.ru;выгрузка обзвона: сайт, телефон, почта, регион;+7 (496) 793-02-53 | +7 (496) 792-41-94 | +7 (496) 793-44-30 | +7 (496) 793-11-38 | +7 (496) 793-45-21 | +7 (496) 793-04-54 | +7 (496) 793-44-59 | +7 (496) 793-43-88 | +7 (496) 793-02-53 доб.221;info@dom-vodokanal.ru | realvodokanal@yandex.ru | domvod129pto@mail.ru | domvod129otp@mail.ru | dmdsu@mail.ru | su@dom-vodokanal.ru;"Громова Ирина Владимировна | бухгалтерия | realvodokanal@yandex.ru ;; Лямцева Татьяна Ивановна | общий | domvod129pto@mail.ru ;; Тишкевич Александр Станиславович | общий | dmdsu@mail.ru";inn;dom-vodokanal.ru;;;;
5260425364;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""";"ООО ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""";kc;;37.00;37.00|25.61|25.99.2|29.20.1|29.20.2|29.20.3|41.20|43.11|43.12.3|43.21|43.22|43.29|43.31|43.32|43.33|43.34|43.39|43.91|43.99|43.99.1|68.10|68.10.1|68.20|70.22|71.11.1|71.12.3|73.11|77.32|81.22|81.29.9;;603093, Нижегородская область, г. Нижний Новгород, ул. Деловая, д. 19, офис 10;Действующая компания;Казаков Олег Иванович;979000000.0;979 млн руб.;5;51;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции;;;0;;;;;;;;;;;checko,etp;1;;;;https://wa.me/+79519042689;+7 951 904-26-89 | +7 904 786-09-32 | +7 831 293-35-03 | +7 930 700-97-75 | +7 831 434-01-99;mak.480@yandex.ru | okancher@yandex.ru;Нижегородская область;Казаков Олег Иванович;;выгрузка обзвона: сайт, телефон, почта, регион;;;;;;;;;+79519042689
4707049093;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РЕСУРСОСНАБЖАЮЩАЯ ОРГАНИЗАЦИЯ-ЮГ""";"ООО ""РСО-ЮГ""";;;36.00 Забор, очистка и распределение воды;36.00|37.00|42.21|41.20|68.20;Ленинградская область;188517, Ленинградская область, м. р-н Ломоносовский, с. п. Лаголовское, д. Лаголово, ул. Садовая, д. 12, помещ. 35;Действующая компания;;977200000.0;977,2 млн руб.;4;22;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;rso-south.ru;;0;;rso.yug@mail.ru;rso.yug@mail.ru|общий|;1;[];;;;;;email,site;1;;;;;+7 921 592-52-53;regotdel@raschet-lo.ru | rso.yug@mail.ru;Ленинградская область;;rso-south.ru;нового нет;+7 (812) 679-76-00;rso.yug@mail.ru;;provider;rso-south.ru;;;;
4909036682;;"МУП Г. МАГАДАНА ""ВОДОКАНАЛ""";;;;37.00|36.00.1|36.00|36.00.2|41.2|43.12.3|43.2|43.22|43.3|45.20|52.10.23|71.12|71.20.1;;685000, Магаданская область, г. Магадан, ул. Портовая, д. 4-А;Действующая компания;Шакиров Дамир Мунавирович;910700000.0;910,7 млн руб.;4;20;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы азота | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;http://magadanvodokanal.ru;+7 413 268-56-65 | +7 413 262-85-85 | +7 924 859-50-25 | +7 413 262-56-65 | +7 413 262-25-26 | +7 413 262-60-58;vodokanak.magadan@gmail.com | vodokanal.maqadan@qmail.com | vodokanalmagadan@mail.ru | e-maii_vodokanal.magadan@gmail.com | vodokanalmagadan@mail.com | vodokanal.magadan@gmail.ru | vodokanal.magadan@gmail.com | magadanvodokanal@mail.ru;Магаданская область;Шакиров Дамир Мунавирович;magadanvodokanal.ru;выгрузка обзвона: сайт, телефон, почта, регион;22-23-23 | 62-47-70 | 62-85-85 | 62-31-82 | 62-56-65 | 62-60-58 | 62-85-25 | 60-91-69 | 63-18-89 | 62-31-63 | 8-924-859-5001;magadanvodokanal@mail.ru;;inn;magadanvodokanal.ru;;;;
2706027738;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВОДОКАНАЛ""";"ООО ""ВОДОКАНАЛ""";;;36.00 Забор, очистка и распределение воды;36.00|35.12|35.13|37.00|43.2|43.3|46.73.3|46.74.2|46.77|46.90|49.3|52.10|52.24|69.10|69.20.2|70.22|71.12.62|71.2;Хабаровский край;682644, Хабаровский край, г. Амурск, пр-кт Комсомольский, д. 28А, кабинет 3;Действующая компания;;882700000.0;882,7 млн руб.;4;23;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции;;;0;;;;;;;;;;;;1;;;;;+7 421 422-04-55 | +7 421 422-16-50 | +7 421 422-63-31 | +7 421 429-98-18 | +7 421 429-95-31 | +7 421 420-24-55;ukvodokanal@mail.ru | upramr2013@mail.ru | ukvodokanal@mail.r | ukvodokanal@nail.ru | shkola5amk@yandex.ru;Хабаровский край;;;выгрузка обзвона: телефон, почта;;;;;;;;;
6513000783;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НОГЛИКСКИЙ ВОДОКАНАЛ""";"МУП ""НОГЛИКСКИЙ ВДК""";kc;;37.00;37.00|35.11.1|35.30.14|36.00.1|42.99|86.90.9|96.04|96.09.9|08.1|08.11|08.9|16.1|16.23|16.24|35.1|35.2|35.3|35.30|36.00|41.2|43.12|43.2|43.22|45.1|45.2|52.10|52.24|71.20|86.21|96.01|96.02;;694450, Сахалинская область, Ногликский район, пгт Ноглики, ул. Физкультурная, д. 10;Действующая компания;Белозеров Александр Вячеславович;878700000.0;878,7 млн руб.;5;43;Промышленные компрессоры от 200 000 ₽ | Фотосепараторы | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;vdk010507@mail.ru;vdk010507@mail.ru|снабжение/закупки|Ткачева Н.;1;;;;;;;best_email_v2,checko,etp;1;;;;http://водоканал-ноглики.рф;+7 424 449-63-21 | +7 924 187-72-00 | +7 424 449-16-94 | +7 424 449-12-36 | +7 424 449-66-70;vdk010507@mail.ru | sbelozer777@mail.ru | vdk10507@mail.ru | vdk01057@mail.ru | r65-sales@russianpost.ru | yuliyhka@mail.ru;Сахалинская область;Белозеров Александр Вячеславович;;выгрузка обзвона: сайт, телефон, регион;;;;;;;водоканал-ноглики.рф;кириллица;
6439053289;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ БАЛАКОВСКОГО МУНИЦИПАЛЬНОГО РАЙОНА ""БАЛАКОВО-ВОДОКАНАЛ""";"МУП ""БАЛАКОВО-ВОДОКАНАЛ""";kc;;37.00;37.00|35.30.14|36.00.1|96.09.9|35.30.2|35.30.3|35.30.4|35.30.5|36.00|36.00.2|42.21|43.12.3|43.99.1|49.41|71.20.1|86|86.90.9;;413853, Саратовская область, г. Балаково, ул. Радищева, д. 55;Действующая компания;Грищенко Константин Владимирович;869600000.0;869,6 млн руб.;4;39;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;;;;;;;;;;checko,etp;1;;;;http://bal-vod.ru;+7 845 344-45-82 | +7 927 116-34-90 | +7 845 344-45-32 | +7 845 344-45-33 | +7 845 344-51-11 | +7 845 346-16-86 | +78453390034 | +78453444533 | +78453444582;office@bal-vod.ru | vodokanal@balakovo.san.ru | vodokanalkadr@yandex.ru | office@bal-vod.ru;Саратовская область;Грищенко Константин Владимирович;bal-vod.ru;выгрузка обзвона: сайт, телефон, почта, регион;+7 8453 44-45-33 | +7 8453 44-45-82 | +7 8453 44-45-82 доб.77 | +7 8453 44-45-82 доб.106 | +7 8453 44-45-82 доб.104 | +7 8453 44-45-82 доб.123 | +7 8453 39-00-34 | +7 8453 39-00-14 | +7 937 020-31-01 ;office@bal-vod.ru | mkdkomarova@yandex.ru | mkdkomarova@bal-vod.ru | support@bal-vod.ru;"Кубарева Юлия Сергеевна | приёмная | office@bal-vod.ru ;; Грищенко Константин Владимирович | директор | office@bal-vod.ru ;; Козлов Алексей Владимирович | гл.инженер | office@bal-vod.ru ;; Бронникова Оксана Валерьевна | снабжение/закупки | mkdkomarova@yandex.ru";provider;bal-vod.ru;;;;
5017046933;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МУНИЦИПАЛЬНОГО ОКРУГА ИСТРА МОСКОВСКОЙ ОБЛАСТИ ""ИСТРИНСКИЙ ВОДОКАНАЛ""";"МУП ""ИСТРИНСКИЙ ВОДОКАНАЛ""";kc;;37.00;37.00|36.00.1|35.30|35.30.5|36.00|36.00.2|41.20|42.21|42.22.2|43.12.3|46.90|49.41.3|49.50|68.32|68.32.2|70.22|71.12|71.20|71.20.1|74.90|77.11|77.33|77.39.1;;143502, Московская область, г. Истра, ул. Шоссейная, д. 2А;Действующая компания;Головин Павел Владимирович;867800000.0;867,8 млн руб.;5;51;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;;;;;;;;;;checko,etp;1;;;;http://mupiv.ru;+7 495 994-56-17 | +7 495 994-56-13 | +7 916 280-15-53 | +7 916 280-32-53 | +7 926 872-81-22;i5017@mail.ru | mup.up@yandex.ru | info@mupit.ru | info@mupiv.ru | m30072002@bk.ru | ea.bakhmat@mupit.ru;Московская область;Головин Павел Владимирович;mupiv.ru;выгрузка обзвона: сайт, телефон, почта, регион;;;;;mupiv.ru;;;;
4230006156;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОПКИНСКИЙ ВОДОКАНАЛ""";"ООО ""ТВК""";;;42.21 Строительство инженерных коммуникаций для водоснабжения и водоотведения, газоснабжения;42.21|11.07.1|25.11|25.21|25.29|35.30.11|35.30.13|35.30.14|35.30.2|35.30.3|35.30.4|35.30.5|35.30.6|36.00.1|36.00.2|41.20|42.11|42.22|42.22.1|42.91|43.11|43.12|43.12.3|43.13|43.21|43.22|43.29|43.31|43.32|43.33|43.34|43.39|43.91|43.99|43.99.7|45.11|45.19|49.41|49.42|64.92.3|68.20|68.32.1|68.32.2|71.20.1|81.30;Кемеровская область - Кузбасс;652300, Кемеровская область - Кузбасс, Топкинский район, г. Топки, ул. Советская, д. 58;Действующая компания;Корчебный Александр Геннадьевич;846800000.0;846,8 млн руб.;4;62;Промышленные компрессоры от 200 000 ₽ | Рентген-детекторы и рентген-инспекционные системы | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;;;;[];;;;;;;1;;;;;+7 903 909-13-90 | +7 384 543-28-54 | +7 384 542-35-87 | +7 384 544-73-71 | +7 384 543-25-87 | +7 384 544-73-99;agkorchebn@mail.ru | topkivoda@mail.ru | ooo_tvk@mail.ru | chekrirovana@mail.ru;Кемеровская область - Кузбасс;Корчебный Александр Геннадьевич;;выгрузка обзвона: почта;;;;;;;;;
5025017750;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЧАЙКА""";"ООО ""ЧАЙКА""";kc;;37.00;37.00|36.00.1|36.00.2|37.0|38.12|38.22|42.21|42.22.1|42.22.2|42.99|43.11|43.12|43.12.1|43.12.3|43.2|43.21|43.22|43.29|43.32|43.33|43.34|43.39|43.99.4|43.99.6|68.1|68.32.1|71.11.1|71.20.1|71.20.2|77.32;;141732, Московская область, г. Лобня, ул. Дачная, д. 2А;Действующая компания;;800300000.0;800,3 млн руб.;5;41;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;;;;;;;;;;checko,etp;1;;;;http://lobnyavod.ru | https://wa.me/+74951396325;+7 495 577-14-85 | +7 495 139-63-25 | +7 495 139-63-47 | +7 495 577-27-94 | +7 495 577-04-64 | +7 495 542-21-56 | +74951396325 | +79096700022;info@lobnyavod.ru | secretar@lobnyavod.ru | lobnyavod@ma.il.ru | lobnyavodpto@mail.ru | ivanov-snab@mail.ru | lobnyavod@mail.ru | lobayavod@mail.ru | info@lobnyavod.ru;Московская область;;lobnyavod.ru;выгрузка обзвона: сайт, телефон, почта, регион;+7 (495) 139-63-25 | +7 909 670 00 22;info@lobnyavod.ru;;provider;lobnyavod.ru;;;;+74951396325
5043019742;;"МУП ""ВОДОКАНАЛ-СЕРВИС""";;;;37.00|36.00.1|36.00.2|01.19|01.30|36.00|43.22|47.99|49.3|49.4|71.11.1|77.39.2;;142203, Московская область, г. о. Серпухов, г. Серпухов, ул. Подольская, д. 4;Действующая компания;Назаров Анатолий Николаевич;792600000.0;792,6 млн руб.;5;15;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода;;;;;;;;;;;;;;;1;;;;http://serpuhovoda.ru;+7 992 272-46-62 | +7 496 772-17-79 | +7 496 772-46-62 | +7 849 672-46-62 | +7 495 272-46-62 | +7 496 735-31-78 | +7 926 087-29-24;vk--service@mail.ru | vk-service@mail.ru | ao@serpuhovoda.ru | ok@serpuhovoda.ru;Московская область;Назаров Анатолий Николаевич;serpuhovoda.ru;выгрузка обзвона: сайт, телефон, почта, регион;;;;;serpuhovoda.ru;;;;
4703131332;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СЕВЕРО-ЗАПАД ИНЖИНИРИНГ""";"ООО ""СЕВЕРО-ЗАПАД ИНЖИНИРИНГ""";kc;;36.00;36.00|36.00.1|37.00|41.10|41.20|42.21|43.11|43.12|43.22|43.99|43.99.3|49.41|71.20|71.20.1|71.20.9;;188643, Ленинградская область, м. р-н Всеволожский, г. п. Всеволожское, г. Всеволожск, ул. Дорожная, д. 18;Действующая компания;;777200000.0;777,2 млн руб.;4;36;Промышленные компрессоры от 200 000 ₽ | Генераторы азота | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;shkolnikov.aa@sze-lo.ru;shkolnikov.aa@sze-lo.ru|снабжение/закупки|Школьников А.;1;;;;;;;best_email_v2,checko,etp;1;;;;http://sze-lo.ru;+7 968 233-70-48;shkolnikov.aa@sze-lo.ru | ooo-szi@mail.ru | popova.nn@sze-lo.ru | sz@mail.ru;Ленинградская область;;sze-lo.ru;выгрузка обзвона: сайт, телефон, регион;+7 (81370) 34-363 | +7 (81370) 43-538;ds@sze-lo.ru | ooo-szi@mail.ru;;provider;sze-lo.ru;;;;
7802897652;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭНЕРГИЯ""";"ООО ""ЭНЕРГИЯ""";;;36.00 Забор, очистка и распределение воды;36.00|43.21|41.20|42.21|42.91|37.00|71.12|43.12|42.22;Ленинградская область;193149, Ленинградская область, м. р-н Всеволожский, г. п. Свердловское, д. Новосаратовка, ул. Полевая, д. 19А, офис 47;Действующая компания;;772500000.0;772,5 млн руб.;4;26;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;0;;;;;;;;;;;;1;;;;;;;Ленинградская область;;;нового нет;;;;;;;;;
7415060560;;"ОАО ""МИАССВОДОКАНАЛ""";;;;37.00|36.00.1|35.30|36.0|36.00|36.00.2|41.20|42.91|43.11|43.12.3|43.21|43.29|43.31|43.34|43.39|43.91|43.99|43.99.1|73.11;;456320, Челябинская область, г. Миасс, ул. Ильмен-Тау, д. 22;Действующая компания;;770700000.0;770,7 млн руб.;4;25;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;http://miassvoda.ru;+7 351 353-29-43 | +7 351 353-06-65 | +7 351 925-61-40 | +7 351 353-22-91 | +7 351 353-03-65 | +7 351 354-38-66 | +7 904 305-41-02 | +7 902 600-62-00;bn@miassvoda.ru | miass_voda@mail.ru | brul02@miassvoda.ru | info@miassvoda.ru | blul02@miassvoda.ru | kazanceva_s@mail.ru | skazantseva@miassvoda.ru | info@miassvoda.ru;Челябинская область;;miassvoda.ru;выгрузка обзвона: сайт, телефон, почта, регион;(3513) 53-03-65 | (3513) 53-37-89 | (3513) 53-29-43 | (3513) 53-22-52 | (3513) 54-83-92 | (3513) 53-22-91 | (3513) 54-87-01;info@miassvoda.ru | bn@miassvoda.ru | hvs@miassvoda.ru;Терегулов Азат Камильевич | директор | info@miassvoda.ru;provider;miassvoda.ru;;;;
6449939975;;"МУП ""ЭНГЕЛЬС-ВОДОКАНАЛ""";;;;37.00|36.00.1|36.00|42.21|42.22.2|43.12.3|49.4|52.24.2|52.29|71.11;;413100, Саратовская область, г. Энгельс, ул. Телеграфная, д. 18;Действующая компания;Шихалиев Роман Меликович;762900000.0;762,9 млн руб.;4;29;Промышленные компрессоры от 200 000 ₽ | Генераторы кислорода | МКС — мобильные компрессорные станции | МКС — модульные или блочно-компрессорные станции;;;;;;;;;;;;;;;1;;;;http://engels-vodokanal.ru | https://vk.com/engelsvodokanal;+7 845 352-69-90 | +7 845 396-24-56 | +7 845 344-55-30 | +7 845 352-69-92 | +7 845 356-84-76 | +7 845 352-69-91 | +7 845 352-69-31 | +7 845 356-82-19 | +7 845 352-60-90 | +7 845 252-69-90 | +7 845 376-62-57 | +7 845 395-27-88 | +7 917 310-20-84 | +7 845 356-84-39 | +7 987 813-55-78;abon@engels-vodokanal.ru | urist@engels-vodokanal.ru | mail@engels-vodokanal.ru | dog@engels-vodokanal.ru | tenders@engels-vodokanal.ru | centr555@mail.ru | engels-vodokanal@yandex.ru | abon@engeks-vodokanal.ru | urist@engeels-vodokanal.ru | engels-vodokanal@mail.ru | ok@engels-vodokanal.ru;Саратовская область;Шихалиев Роман Меликович;engels-vodokanal.ru;выгрузка обзвона: сайт, телефон, почта, регион;+78453526990 | +78453568914 | +78453962456;banya10engels@mail.ru | mail@engels-vodokanal.ru | urist@engels-vodokanal.ru;;;engels-vodokanal.ru;;;;
