god;mesyac;inn;zakazchik;erpid;tip;status;data_nachala;vid_nadzora;adres;est_kompressor;tekst
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";78250803445816952088;;Предостережение объявлено;2025-01-17;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;"1. Ивановской дистанции инфраструктуры – структурного подразделения Северной дирекции инфраструктуры – структурного подразделения Центральной дирекции инфраструктуры - филиала ОАО «РЖД», ОГРН: 1037739877295, ИНН: 7708503727, юридический адрес 107174, г. Москва, вн.тер.г. муниципальный округ Басманный, ул. Новая Басманная, д.2/1, стр.1.
Адрес фактического осуществления деятельности: 153030, г. Иваново, 1-я Завокзальная ул., д. 50-Б, железнодорожная станция Шуя (Код ЕСР: 31900) Северной железной дороги - филиала ОАО «РЖД», в том числе примыкающие к станции железнодорожные пути необщего пользования.
(указываются фамилия, имя, отчество (при наличии) гражданина или наименование организации (в родительном падеже), их индивидуальные номера налогоплательщика)

2. При осуществлении 
Федерального государственного контроля (надзора) в области железнодорожного транспорта. В ходе проведения 14.01.2025 г. выездного обследования на железнодорожной станции Шуя Северной железной дороги – филиала ОАО «РЖД» установлено:
(указывается наименование вида государственного контроля (надзора), вида муниципального контроля в соответствии с единым реестром видов федерального государственного контроля (надзора"
2025;1;8605003932;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЛАВНЕФТЬ-МЕГИОННЕФТЕГАЗ""";72250021000216947034;;Предостережение объявлено;2025-01-17;Федеральный государственный экологический контроль (надзор);;;"В адрес отдела государственного экологического надзора по ХМАО-Югре Северо-Уральского межрегионального управления Федеральной службы по надзору в сфере природопользования (далее – Управление) от отдела разрешительной деятельности по ХМАО-Югре поступила служебная записка от 20.12.2023 г. № 9925-сз, в которой сообщается, что в ходе анализа отчетов об организации и о результатах осуществления производственного экологического контроля за 2023 год (далее – ПЭК) установлено наличие нарушений порядка оформления и требований по заполнению отчета ПЭК по следующим объектам НВОС ПАО «Славнефть-Мегионнефтегаз»:




Код объекта НВОС	Выявленные несоответствия требованиям
71-0186-000252-П	Отсутствует копия отчета ПЭК на электронном носителе (не соответствует требованиям пункта 3 приложения 2 к приказу Минприроды России от 18.02.2022 № 109). Таблица 1.2 ""Сведения о применяемых на объекте технологиях"" не заполнена (не соответствует требованиям пункта 4  к приказу Минприроды России от 30.06.2023 № 411). Графа 10 таблицы 2.2 ""Результаты контроля стационарных источников выбросов загрязняющих веществ в атмосферный воздух"" не заполнена (не соответствует требованиям пункта 7  к приказу Минприроды России "
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77250803445716947174;;Предостережение объявлено;2025-01-17;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;"1. Курской дистанции гражданских сооружений Московской дирекции эксплуатации зданий и сооружений – структурного подразделения Московской железной дороги - филиала ОАО «РЖД» (ИНН: 7708503727).

2. При осуществлении Федерального государственного контроля (надзора) в области железнодорожного транспорта поступили сведения о следующих действиях (бездействии):
Межрегиональным территориальным управлением Федеральной службы по надзору 
в сфере транспорта по Центральному федеральному округу, в рамках федерального государственного контроля (надзора) в области железнодорожного транспорта в соответствии со статьей 75 Федерального закона от 31.07.2020 № 248-ФЗ «О государственном контроле (надзоре) и муниципальном контроле в Российской Федерации» (далее – Федеральный закон 
№ 248-ФЗ) на основании задания от 15.01.2024 № 01-25-21, 16 января 2025 года 
на железнодорожной станции Стальной Конь Московской железной дороги проведено контрольное (надзорное) мероприятие без взаимодействия с контролируемым лицом - выездное обследование в отношении инфраструктуры железнодорожного транспорта общего пользования и ее составных частей подсистем и элементов составных частей подсистем принадлежности Курской дис"
2025;1;5003065767;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ПХГ""";72250021000216947255;;Предостережение объявлено;2025-01-17;Федеральный государственный экологический контроль (надзор);;;"В адрес отдела государственного экологического надзора по ХМАО-Югре Северо-Уральского межрегионального управления Федеральной службы по надзору в сфере природопользования (далее – Управление) от отдела разрешительной деятельности по ХМАО-Югре поступила служебная записка от 20.12.2023 г. № 9925-сз, в которой сообщается, что в ходе анализа отчетов об организации и о результатах осуществления производственного экологического контроля за 2023 год (далее – ПЭК) установлено наличие нарушений порядка оформления и требований по заполнению отчета ПЭК по следующим объектам НВОС ООО «Газпром ПХГ»:
Код объекта НВОС	Наименование
эксплуатирующей организации	Выявленные несоответствия требованиям
71-0186-002256-П	Филиал общества с ограниченной ответственностью ""Газпром ПХГ"" ""Пунгинское управление подземного хранения газа""	Графа 10 таблицы 2.2 ""Результаты контроля стационарных источников выбросов загрязняющих веществ в атмосферный воздух"" не заполнена (не соответствует требованиям пункта 7 к приказу Минприроды России от 30.06.2023 № 411). 
В соответствии с пунктами 1, 2 статьи 67 Федерального закона от 10.01.2002 № 7-ФЗ «Об охране окружающей среды» (далее - Закон № 7-ФЗ) производственный контроль в"
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";66250804274316947324;;Предостережение объявлено;2025-01-17;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;"На вагонах цистернах №№ 74977257, 50274984, 57428252, 57039877, - ослаблены пояса котлов цистерн. 
 Нарушены требования п.1 статьи 17 Федерального закона № 17-ФЗ, утвержденного 10.01.2003; п.129, п.130, п.135 раздела IX «Правил технической эксплуатации железных дорог Российской Федерации», утвержденных приказом Минтранса России от 23.06.2022 № 250; п. 10.3 «Правил перевозок железнодорожным транспортом грузов наливом в вагонах-цистернах и вагонах бункерного типа для перевозки нефтебитума», утвержденных приказом Минтранса РФ от 29.07.2019 № 245.
У цистерны № 51469369 - отсутствует знак ООН.
Нарушены требования п.1 статьи 17 Федерального закона № 17-ФЗ, утвержденного 10.01.2003, п.14, 15 «Правил перевозок железнодорожным транспортом грузов наливом в вагонах-цистернах и вагонах бункерного типа для перевозки нефтебитума», утвержденных приказом Минтранса РФ от 29.07.2019 № 245.
У цистерн №№ 74977257, 51400794, 51637866, 50644673 - загрязнения с наружной стороны вагон- цистерн. 
Нарушены требования п.1 статьи 17 Федерального закона № 17-ФЗ, утвержденного 10.01.2003; статьи 18 Федерального закона от 10 января 2003 № 18-ФЗ «Устав железнодорожного транспорта Российской Федерации»; п.129, п.1"
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77250803445716947490;;Предостережение объявлено;2025-01-17;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;"1. Орловско-Курского регионального участка пассажирских обустройств Московской дирекции пассажирских обустройств – структурного подразделения Центральной дирекции пассажирских обустройств - филиала ОАО «Российские железные дороги» (ИНН: 7708503727).
2. При осуществлении Федерального государственного контроля (надзора) в области железнодорожного транспорта поступили сведения о следующих действиях (бездействии):
Межрегиональным территориальным управлением Федеральной службы по надзору 
в сфере транспорта по Центральному федеральному округу, в рамках федерального государственного контроля (надзора) в области железнодорожного транспорта в соответствии со статьей 75 Федерального закона от 31.07.2020 № 248-ФЗ «О государственном контроле (надзоре) и муниципальном контроле в Российской Федерации» (далее – Федеральный закон 
№ 248-ФЗ) на основании задания от 15.01.2024 № 01-25-21, 16 января 2025 года 
на железнодорожной станции Стальной Конь Московской железной дороги проведено контрольное (надзорное) мероприятие без взаимодействия с контролируемым лицом - выездное обследование в отношении инфраструктуры железнодорожного транспорта общего пользования и ее составных частей подсистем и элемен"
2025;1;6315376946;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""";59251185900016914057;Внеплановое КНМ;Завершено;2025-01-17;Региональный государственный жилищный контроль (надзор);;;PROMPTLY
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77250031000016930790;Внеплановое КНМ;Завершено;2025-01-17;Федеральный государственный строительный надзор;;;«Организация ускоренного движения электропоездов на участке Москва-Одинцово Московской железной дороги». «I этап. Строительство III и IV главных путей на участке Кунцево-1 (четная горловина) - станция Одинцово (включ.)» Этап I.1. Строительство IV главного пути на участке Кунцево-1 (четная горловина) – станция Одинцово (вкл Россия, г. Москва, Московская область. NON_REQUIRED
2025;1;3528000597;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРСТАЛЬ""";78250803445816948197;;Предостережение объявлено;2025-01-17;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;"1. Публичного акционерного общества «Северсталь», ИНН 3528000597 ОГРН 1023501236901
(указываются фамилия, имя, отчество (при наличии) гражданина или наименование организации (в родительном падеже), их индивидуальные номера налогоплательщика)

2. При осуществлении
Федерального государственного контроля (надзора) в области железнодорожного транспорта.
(указывается наименование вида государственного контроля (надзора), вида муниципального контроля в соответствии с единым реестром видов федерального государственного контроля (надзора), регионального государственного контроля (надзора), муниципального контроля)
В ходе наблюдения за соблюдением обязательных требований (мониторинга безопасности) были проанализированы сведения и данные, указанные в материалах расследования события, связанного с нарушением правил безопасности движения и эксплуатации железнодорожного транспорта, допущенного 03.01.2025 г. в 14 часов 20 минут (здесь и далее время московское) на железнодорожных путях необщего пользования ПАО «Северсталь» (железнодорожная станция Сырьевая-1). При движении подвижного состава с железнодорожного пути № 8 на железнодорожный путь № 6 допущен взрез стрелочных переводов № 37, № 35, № 2"
2025;1;7116019123;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПОЛИПЛАСТ НОВОМОСКОВСК""";71250031000016923208;Внеплановое КНМ;Завершено;2025-01-17;Федеральный государственный строительный надзор;;;Тульская обл., г. Новомосковск, Комсомольское шоссе, объект капитального строительства «Строительство производства РПП мощностью 132 000 тонн  в год» II этап NON_REQUIRED
2025;1;0270007455;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УЧАЛИНСКИЙ ГОРНО-ОБОГАТИТЕЛЬНЫЙ КОМБИНАТ""";66250021000116948788;;Предостережение объявлено;2025-01-17;Федеральный государственный экологический контроль (надзор);;;по имеющейся в Уральском межрегиональном управлении Росприроднадзора информации Открытое акционерное общество «Учалинский горно-обогатительный комбинат» нарушило требования природоохранного законодательства в части неисполнения обязанности по проведению инвентаризации объектов размещения отходов №№ 74-00024-Х-00692-311014, 74-00073-Х-00133-18022015, 74-00074-Х-00133-18022015, 74-00075-Х-00133-18022015 в соответствии с Правилами инвентаризации объектов размещения отходов, утвержденными приказом Минприроды России от 25 февраля 2010 г. № 49.
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";52250804272216947426;;Предостережение объявлено;2025-01-17;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;Предостережение о недопустимости нарушения обязательных требований
2025;1;1657036630;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАТЭНЕРГО""";16251181600016927667;Внеплановое КНМ;Завершено;2025-01-17;Региональный государственный жилищный контроль (надзор);;;423575, Республика Татарстан, р-н Нижнекамский, г. Нижнекамск, пр-кт Строителей, д 6А PROMPTLY
2025;1;6315376946;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""";77251361000016949929;;Предостережение объявлено;2025-01-17;Федеральный государственный энергетический надзор в сфере теплоснабжения;;;Поступили сведения о следующих действиях (бездействиях): при эксплуатации объектов теплоснабжения, а именно, тепловой сети, расположенной по адресу: Владимирская область, город Владимир, перекресток улицы Юбилейной и Суздальского проспекта, выявлена течь через сальниковое уплотнение штока арматуры (не осуществляется должное наблюдение за наполнением и прогревом трубопроводов, состоянием запорной арматуры, сальниковых компенсаторов, дренажных устройств в период пуска тепловой сети). С учетом вышеизложенного предлагаем восстановить герметичность оборудования тепловой сети.
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";78250803445816947602;;Предостережение объявлено;2025-01-17;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;"Поступили сведения о следующих действиях (бездействии):
В ходе проведения 14.01.2025 г. выездного обследования на железнодорожной станции Онежский Октябрьской железной дороги – филиала ОАО «РЖД» установлено:

1.		Информация для инвалидов с нарушениями зрения о приближении их к зонам повышенной опасности (отдельно стоящим опорам, стойкам и другим препятствиям, лестницам, пешеходным переходам и т. д.) не обеспечена в полном объеме устройством тактильно-контрастных наземных указателей или изменением фактуры поверхности пешеходного пути с подобными характеристиками.
2.		На береговой пассажирской платформе станции Онежский знаком доступности для МГН не обозначены зоны посадки/высадки инвалидов на креслах-колясках. 
3.		В местах, в которых находятся недоступные для инвалидов на креслах-колясках элементы здания (входы/выходы, лестницы, лифты, санитарно-бытовые помещения и т. п.), не установлены указатели направления, указывающие путь к ближайшему доступному элементу."
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";61250801000116953112;;Предостережение объявлено;2025-01-17;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;"16.01.2025г. на железнодорожной станции Хапры Северо-Кавказской железной дороги должностным лицом МТУ Ространснадзора по ЮФО проведено контрольное (надзорное) мероприятие в виде выездного обследования (далее – КНМ). В рамках КНМ выявлена эксплуатация на путях общего пользования грузовых вагонов: №  51719862 клиновидный износ колодки; №№ 75116111, 51700938 выход колодки (накладок) с поверхности катания за наружную грань колеса; № № 73916983, 75068049, 50383959, 50366079, 50080621, 73162182, 53993754, 51583755, 51582120, 51487064, 51719839 неисправно тормозное оборудование (не отрегулирована рычажная передача); № 51692804 толщина  тормозной колодки с сетчато-проволочным каркасом менее 10мм.; № 75167536 неисправный (разоборудован) стояночный (ручной) тормоз (штурвал, зубчатая передача, отсутствует тяга)."
2025;1;6315376946;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""";78250803445816953327;;Предостережение объявлено;2025-01-17;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;"Предостережение - ВО Сосногорск 14.01.2025 г. - ПАО ""Т плюс"" СТЭЦ

Учетный номер сведений о предостережении в едином реестре 
контрольных (надзорных) мероприятий № 78250803445816953327
Дата размещения: «17» января 2025 г.

ФЕДЕРАЛЬНАЯ СЛУЖБА ПО НАДЗОРУ В СФЕРЕ ТРАНСПОРТА 
(РОСТРАНСНАДЗОР)
МЕЖРЕГИОНАЛЬНОЕ ТЕРРИТОРИАЛЬНОЕ УПРАВЛЕНИЕ 
ФЕДЕРАЛЬНОЙ СЛУЖБЫ ПО НАДЗОРУ В СФЕРЕ ТРАНСПОРТА
ПО СЕВЕРО-ЗАПАДНОМУ ФЕДЕРАЛЬНОМУ ОКРУГУ
(МТУ РОСТРАНСНАДЗОРА ПО СЗФО)
190068, г. Санкт-Петербург, пр. Римского-Корсакова, д. 39, тел. (812) 245-05-50, факс (812) 245-05-53, 
e-mail: priemnaya@szfo.rostransnadzor.gov.ru, https://rostransnadzor.gov.ru
(указывается наименование контрольного (надзорного) органа и при необходимости его территориального органа)

г. Санкт-Петербург
(место вынесения предостережения)

Предостережение о недопустимости нарушения обязательных требований




1. Публичного акционерного общества ""Т плюс"", ИНН 6315376946.
(указываются фамилия, имя, отчество (при наличии) гражданина или наименование организации (в родительном падеже), их индивидуальные номера налогоплательщика)

2. При осуществлении Федерального государственного контроля (надзора) в области железнодорожного транспорта.
(ук"
2025;1;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";78250803445816955149;;Предостережение объявлено;2025-01-17;Федеральный государственный контроль (надзор) в области железнодорожного транспорта;;;"В ходе проведения 14.01.2025 г. контрольного (надзорного) мероприятия без взаимодействия с контролируемым лицом (выездное обследование) на территории железнодорожного вокзала Санкт-Петербург-Балтийский  Северо-Западной региональной дирекции железнодорожных вокзалов – структурного подразделения Дирекции железнодорожных вокзалов – филиала ОАО «РЖД» установлено, что владельцем моторвагонного подвижного состава не обеспечено надлежащее размещение носителей информации и дублирования ее знаками, выполненными рельефно-точечным шрифтом Брайля, необходимых для обеспечения доступа инвалидов к услугам с учетом ограничений их жизнедеятельности :

	На боковых стенах вагона ЭД4М-012901 в районе наружных дверей, предназначенных для входа и выхода пассажиров-инвалидов, в том числе в креслах-колясках, а также на наружной поверхности входных дверей, предназначенных для входа и выхода пассажиров-инвалидов, отсутствует пиктограмма в соответствии с рисунками Г.1-Г.2 (прилож. Г) или соответствующая ей по смыслу надпись, информирующая о его доступности для инвалидов.
Нарушены требования п. 5 ст. 15 Федерального закона от 24.11.1995 № 181-ФЗ «О социальной защите инвалидов в Российской Федерации» (далее - "
2025;1;6608007434;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗ ЕКАТЕРИНБУРГ""";56251373159116957249;;Предостережение объявлено;2025-01-17;Федеральный государственный контроль (надзор) за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права;;;"В Государственную инспекцию труда в Оренбургской области из Отделения Фонда пенсионного и социального страхования по Оренбургской области поступила информация  о хозяйствующих субъектах, не обеспечивших проведение обязательных предварительных и периодических медицинских осмотров работников, согласно данным представленным страхователями за 9 месяцев 2024 года. 
Указанные действия (бездействие) могут привести/приводят к нарушениям следующих обязательных требований: В соответствии с требованиями ст.214 Трудового кодекса РФ работодатель обязан обеспечить: - проведение в случаях, предусмотренных трудовым законодательством и иными нормативными правовыми актами, содержащими нормы трудового права, организацию проведения за счет собственных средств обязательных предварительных (при поступлении на работу) и периодических (в течение трудовой деятельности) медицинских осмотров, других обязательных медицинских осмотров, обязательных психиатрических освидетельствований работников, внеочередных медицинских осмотров работников в соответствии с медицинскими рекомендациями, химико-токсикологических исследований наличия в организме человека наркотических средств, психотропных веществ и их метаболитов"
2025;1;8602067092;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЮНИПРО""";24250021000216948492;;Предостережение объявлено;2025-01-17;Федеральный государственный экологический контроль (надзор);;;ПАО «ЮНИПРО» принять меры по недопущению дальнейших нарушений, а именно – не допускать сброс в р. Кадат сточных вод с превышением содержания загрязняющих веществ над нормативами допустимого воздействия на водные объекты, установленными разрешением на сбросы от 28.04.2022 № 03-1/28-04(ПР), результатом которых является причинение вреда водному объекту.
2025;1;3528000597;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕВЕРСТАЛЬ""";35250061000216883199;;Завершено;2025-01-17;Федеральный государственный пожарный надзор;;;"162623, обл. Вологодская, г. Череповец, ул. Краснодонцев, д 106 Права и обязанности контролируемых лиц при осуществлении государственного контроля (надзора) и муниципального контроля:
Федеральный закон от 31.07.2020 N 248-ФЗ (ред. от 03.04.2023) ""О государственном контроле (надзоре) и муниципальном контроле в Российской Федерации"", ст. 31, 36.
Представителю контролируемого лица, разъяснены порядок организации и осуществления федерального государственного пожарного надзора в соответствии с Положением о федеральном государственном пожарном надзоре (утв. постановлением Правительства РФ от 12 апреля 2012 г. № 290):
Виды плановых, внеплановых контрольных (надзорных) мероприятий, осуществляемых контрольных (надзорных) действий. Виды профилактических мероприятий. Периодичность плановых контрольных (надзорных) мероприятий. Порядок и критерии отнесения объекта надзора к определенной категорий риска. Значения индикаторов риска причинения вреда (ущерба) для объектов общественного и жилого назначения, объектов транспортной инфраструктуры. Значения критериев добросовестности для объектов общественного и жилого назначения, объектов транспортной инфраструктуры.
Положения пунктов 40, 41, 45 Постан"
