srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
any;воздухонагнетатель;03-ТУ-03391-2022;28.02.2022;6227007322;"АО ""РНПК""";Центробежный воздухонагнетатель 1200-25-3, поз. ВН-1, установка Биоочистка, цех № 20;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-03391-2022;https://monitor-pb.ru/customer/6227007322
any;воздухонагнетатель;03-ТУ-09293-2021;23.07.2021;6227007322;"АО ""РНПК""";центробежный воздухонагнетатель 1200-25-3 поз. ВН-2 установки Биоочистка цеха №20;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-09293-2021;https://monitor-pb.ru/customer/6227007322
any;воздухонагнетатель;03-ТУ-24633-2022;12.12.2022;6227007322;"АО ""РНПК""";Центробежный воздухонагнетатель 1200-25-3, поз. ВН-2, установка Биоочистка, цех № 20;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-24633-2022;https://monitor-pb.ru/customer/6227007322
any;воздухонагнетатель;03-ТУ-24634-2022;12.12.2022;6227007322;"АО ""РНПК""";Центробежный воздухонагнетатель 1200-25-3, поз. ВН-4, установка Биоочистка, цех № 20;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-24634-2022;https://monitor-pb.ru/customer/6227007322
any;воздухонагнетатель;62-ТУ-668003-2026;02.02.2026;6227007322;"АО ""РНПК""";Центробежный воздухонагнетатель марки 1200-25-3, Технологический индекс ВН-3(вс), зав. №110 Местонахождение: цех №20, установка биологической очистки;ТУ;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-668003-2026;https://monitor-pb.ru/customer/6227007322
any;воздухонагнетатель;43-ТУ-06589-2020;29.06.2020;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Воздухонагнетатель 360-22-1 поз.№М-7/1 зав.№656, принадлежащий ПАО «Нижнекамскнефтехим», цех №1805, Завод ИМ;ТУ;1655106585;"ООО ""ИНЖЕНЕРНЫЙ ЦЕНТР ПО ЭКСПЕРТИЗЕ И ДИАГНОСТИКЕ""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-06589-2020;https://monitor-pb.ru/customer/1651000010
any;воздухонагнетатель;43-ТУ-12259-2020;08.10.2020;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Воздухонагнетатель Э-200-31-1 поз. № ВН-15/3, зав. № 37, принадлежащий ПАО «Нижнекамскнефтехим», цех № 1815, Завод ИМ;ТУ;1655106585;"ООО ""ИНЖЕНЕРНЫЙ ЦЕНТР ПО ЭКСПЕРТИЗЕ И ДИАГНОСТИКЕ""";не в полной мере;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-12259-2020;https://monitor-pb.ru/customer/1651000010
any;воздухонагнетатель;03-ЗС-03312-2025;07.02.2025;6227007322;"АО ""РНПК""";Трубопровод №В31 «Воздух от приточных шахт до воздухонагнетателей 1200-25-3 №1,2,3 (НВС)», цех №20, установка биологической очистки;ЗС;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/03-%D0%97%D0%A1-03312-2025;https://monitor-pb.ru/customer/6227007322
any;воздухонагнетатель;03-ЗС-03339-2025;10.02.2025;6227007322;"АО ""РНПК""";Трубопровод №ВЗ2 «Воздух от приточных шахт до воздухонагнетателей 1200-25-3 №1,2,3,4,5 (ВС)», цех №20, установка биологической очистки;ЗС;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/03-%D0%97%D0%A1-03339-2025;https://monitor-pb.ru/customer/6227007322
any;воздухонагнетатель;43-ТУ-37914-2025;13.01.2025;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Заключение № 631-4608-2024 экспертизы промышленной безопасности на техническое устройство Воздухонагнетатель ТВ-350-1,06 Технологическая позиция 16/2, заводской №548 Производство теплогазоснабжения, теплоутилицации и МЦК №4204 ПАО «Нижнекамскнефтехим» Площадка производства изопрен-мономеров (рег № А43-00503-0004);ТУ;6316081279;"ООО ""НПК ""СИНКО""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-37914-2025;https://monitor-pb.ru/customer/1651000010
any;воздухонагнетатель;43-ТУ-37920-2025;13.01.2025;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Заключение № 629-4608-2024 экспертизы промышленной безопасности на техническое устройство Воздухонагнетатель ТВ-350-1,06 Технологическая позиция 16/4, заводской №551 Производство теплогазоснабжения, теплоутилицации и МЦК №4204 ПАО «Нижнекамскнефтехим» Площадка производства изопрен-мономеров (рег № А43-00503-0004);ТУ;6316081279;"ООО ""НПК ""СИНКО""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-37920-2025;https://monitor-pb.ru/customer/1651000010
any;воздухонагнетатель;43-ТУ-37922-2025;13.01.2025;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Заключение № 627-4608-2024 экспертизы промышленной безопасности на техническое устройство Воздухонагнетатель ТВ-350-1,06 Технологическая позиция 16/1, заводской №530 Производство теплогазоснабжения, теплоутилицации и МЦК №4204 ПАО «Нижнекамскнефтехим» Площадка производства изопрен-мономеров (рег № А43-00503-0004);ТУ;6316081279;"ООО ""НПК ""СИНКО""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-37922-2025;https://monitor-pb.ru/customer/1651000010
any;воздухонагнетатель;43-ТУ-39194-2025;21.01.2025;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Заключение № 108-4608-2024 экспертизы промышленной безопасности на техническое устройство Воздухонагнетатель ТВ-350-1,06 Технологическая позиция 16/3, заводской №550 ПАО «Нижнекамскнефтехим» Производство тепло-газообеспечения, теплоутилизации и МЦК №4204 ЭП Площадка производства изопрен-мономеров (рег № А43-00503-0004);ТУ;6316081279;"ООО ""НПК ""СИНКО""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-39194-2025;https://monitor-pb.ru/customer/1651000010
any;воздухонагнетатель;03-ЗС-03341-2025;10.02.2025;6227007322;"АО ""РНПК""";Трубопровод №В33 «Воздух от воздухонагнетателей 1200-25-3 №1,2,3,4,5 (НВС), 1200-25-3№1,2,3,4,5(ВС) до регенраторов, аэротенков, аэробных стабилизаторов установки», цех №20, установка биологической очистки;ЗС;5001100952;"ООО ""ОРГЭНЕРГОНЕФТЬ""";соответствует;https://monitor-pb.ru/conclusion/03-%D0%97%D0%A1-03341-2025;https://monitor-pb.ru/customer/6227007322
any;воздухонагнетатель;42-ТУ-277782-2022;12.10.2022;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Воздухонагнетатель 360-22-1 техн.№М-7/2 зав.№655, применяемое на опасном производственном объекте «Площадка производства изопрен-мономеров», рег. № А43-00503-0004 (I класс опасности) Эксплуатирующая организация: ПАО «Нижнекамскнефтехим», 423570, РФ, Республика Татарстан, г. Нижнекамск;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-277782-2022;https://monitor-pb.ru/customer/1651000010
any;воздухонагнетатель;42-ТУ-277783-2022;12.10.2022;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Воздухонагнетатель 360-22-1 техн.№М-7/3 зав.№658, применяемое на опасном производственном объекте «Площадка производства изопрен-мономеров», рег. № А43-00503-0004 (I класс опасности) Эксплуатирующая организация: ПАО «Нижнекамскнефтехим», 423570, РФ, Республика Татарстан, г. Нижнекамск;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-277783-2022;https://monitor-pb.ru/customer/1651000010
any;воздухонагнетатель;26-ТУ-34209-2025;30.06.2025;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Заключение экспертизы промышленной безопасности № КГМК/2544-2024-001-895 Объект экспертизы: Воздухонагнетатель НСХК 33/1557 № 2, инв. № 16233, АО «Кольская Горно-Металлургическая Компания» по адресу: Мурманская область, г. Заполярный Регистрационный номер ОПО: А26-00430-0037 «Фабрика обогатительная цветных металлов» Класс опасности ОПО: III;ТУ;7841070104;"ООО ""СТЭК""";соответствует;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-34209-2025;https://monitor-pb.ru/customer/5191431170
any;воздухонагнетатель;42-ТУ-279064-2022;27.10.2022;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Воздухонагнетатель Э-200-31-1 техн.№М-24/4 зав.№128, применяемое на опасном производственном объекте «Площадка производства изопрен-мономеров», рег. № А43-00503-0004 (I класс опасности). Эксплуатирующая организация: ПАО «Нижнекамскнефтехим», 423570, РФ, Республика Татарстан, г. Нижнекамск;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";не в полной мере;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-279064-2022;https://monitor-pb.ru/customer/1651000010
any;воздухонагнетатель;42-ТУ-279955-2022;08.11.2022;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Воздухонагнетатель Э-200-31-1 техн.№М-24/2, зав.№126, применяемое на опасном производственном объекте «Площадка производства изопрен-мономеров», рег. № А43-00503-0004 (I класс опасности). Эксплуатирующая организация: ПАО «Нижнекамскнефтехим», 423570, РФ, Республика Татарстан, г. Нижнекамск;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-279955-2022;https://monitor-pb.ru/customer/1651000010
any;воздухонагнетатель;42-ТУ-279976-2022;08.11.2022;1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";Воздухонагнетатель Э-200-31-1 техн.№М-24/3 зав.№116, применяемое на опасном производственном объекте «Площадка производства изопрен-мономеров», рег. № А43-00503-0004 (I класс опасности). Эксплуатирующая организация: ПАО «Нижнекамскнефтехим», 423570, РФ, Республика Татарстан, г. Нижнекамск;ТУ;5029124262;"ООО ""ПРОММАШ ТЕСТ"" (ИНН 5029124262)";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-279976-2022;https://monitor-pb.ru/customer/1651000010
any;воздухонагнетатель;51-ТУ-630044-2026;16.01.2026;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Заключение экспертизы промышленной безопасности № КГМК/2544-2024-001-897 Объект экспертизы: Воздухонагнетатель НСХК 33/1557 RD315 № 6, инв. № 16237, АО «Кольская Горно-Металлургическая Компания», по адресу: Мурманская область, г. Заполярный Регистрационный номер ОПО: А26-00430-0037 «Фабрика обогатительная цветных металлов» Класс опасности ОПО: III;ТУ;7841070104;"ООО ""СТЭК""";соответствует;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-630044-2026;https://monitor-pb.ru/customer/5191431170
any;воздухонагнетатель;51-ТУ-774737-2026;06.04.2026;5191431170;"АО ""КОЛЬСКАЯ ГМК""";Заключение экспертизы промышленной безопасности № КГМК/62-2026-001-896 Объект экспертизы: Воздухонагнетатель НСХК 33/1557 RD315 № 1, инв. № 14263, АО «Кольская Горно-Металлургическая Компания», по адресу: Мурманская область, г. Заполярный Регистрационный номер ОПО: А26-00430-0037, «Фабрика обогатительная цветных металлов» Класс опасности ОПО: III;ТУ;7841070104;"ООО ""СТЭК""";соответствует;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-774737-2026;https://monitor-pb.ru/customer/5191431170
any;воздухонагнетатель;61-ЗС-00426-2017;11.01.2017;5501023216;"АО ""ОМСКИЙ КАУЧУК""";здание находящееся на опасном производственном объекте «Площадка цеха Д-2-6-3-5-12 по производству метил-трет-бутилового эфира» рег. № А61-00039-0035 здание воздухонагнетателей отделения Д-2, цеха Д-2-6-3-5-12 ПАО «Омский каучук», по адресу: г. Омск, пр. Губкина, 30;ЗС;5402175377;"Автономная некоммерческая организация Сибирский центр технической диагностики и экспертизы ""ДИАСИБ""";не в полной мере;https://monitor-pb.ru/conclusion/61-%D0%97%D0%A1-00426-2017;https://monitor-pb.ru/customer/5501023216
any;воздухонагнетатель;61-ЗС-31940-2021;14.12.2021;5501023216;"АО ""ОМСКИЙ КАУЧУК""";"Заключение № 0612/2021-ЗС экспертизы промышленной безопасности на здание воздухонагнетателей отд. Д-2 цеха Д-2-6-3-5-12 (инв. №127027) площадки цеха Д-2-6-3-5-12 по производству метил-трет-бутилового эфира, рег. № А61-00039-0035, II класс опасности АО ""Омский каучук"", расположенное по адресу: 644035, г. Омск, пр. Губкина, 13";ЗС;5503173520;"ООО ""ЦЭД""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%97%D0%A1-31940-2021;https://monitor-pb.ru/customer/5501023216
