srok;zapros;nomer;data;inn_zakazchika;zakazchik;obekt;tip;inn_eo;ekspertnaya_org;vyvod;istochnik;istochnik_zakazchik
any;компрессорный агрегат;42-ТУ-00440-2017;12.01.2017;1215102460;"ООО НПФ ""РМЗ""";Компрессорный агрегат АУ-200, зав.№7321, эксплуатируемый в ООО НПФ «Республиканский молочный завод», компрессорный цех;ТУ;7705507314;"ООО ""НТП ЦЕНТРХИММАШ""";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-00440-2017;https://monitor-pb.ru/customer/1215102460
any;компрессорный агрегат;42-ТУ-00442-2017;12.01.2017;1215102460;"ООО НПФ ""РМЗ""";Компрессорный агрегат ПД-55, зав.№1047, эксплуатируемый в ООО НПФ «Республиканский молочный завод», компрессорный цех;ТУ;7705507314;"ООО ""НТП ЦЕНТРХИММАШ""";соответствует;https://monitor-pb.ru/conclusion/42-%D0%A2%D0%A3-00442-2017;https://monitor-pb.ru/customer/1215102460
any;компрессорный агрегат;86-ЗС-534559-2025;09.12.2025;4716016979;"ПАО ""РОССЕТИ""";Трубопровод воздуха 23 МПа от воздухоприготовительных установок с компрессорными агрегатами компрессорной №2, включая обвязку баллонов, до ЭПК;ЗС;8905012046;"АО ""ДИНОН""";соответствует;https://monitor-pb.ru/conclusion/86-%D0%97%D0%A1-534559-2025;https://monitor-pb.ru/customer/4716016979
any;компрессорный агрегат;86-ЗС-534728-2025;09.12.2025;4716016979;"ПАО ""РОССЕТИ""";Трубопровод воздуха 23 МПа от воздухоприготовительных установок с компрессорными агрегатами компрессорной №1, включая обвязку баллонов, до ЭПК;ЗС;8905012046;"АО ""ДИНОН""";соответствует;https://monitor-pb.ru/conclusion/86-%D0%97%D0%A1-534728-2025;https://monitor-pb.ru/customer/4716016979
any;компрессорный агрегат;53-ЗС-16743-2020;26.08.2020;6318103898;"АО ""АГРЕГАТ""";Здание компрессорной;ЗС;6312086734;"ООО ""ПЭБ""";не в полной мере;https://monitor-pb.ru/conclusion/53-%D0%97%D0%A1-16743-2020;https://monitor-pb.ru/customer/6318103898
any;компрессорный агрегат;70-ЗС-08154-2017;21.11.2017;2457081355;"АО ""НОРИЛЬСКТРАНСГАЗ""";Компрессорный цех (агрегат-2), инв. № 10169;ЗС;7701027236;"ООО ""ИНТЕРЮНИС""";не в полной мере;https://monitor-pb.ru/conclusion/70-%D0%97%D0%A1-08154-2017;https://monitor-pb.ru/customer/2457081355
any;компрессорный агрегат;70-ЗС-08155-2017;21.11.2017;2457081355;"АО ""НОРИЛЬСКТРАНСГАЗ""";Компрессорный цех (агрегат-3), инв. № 10169;ЗС;7701027236;"ООО ""ИНТЕРЮНИС""";не в полной мере;https://monitor-pb.ru/conclusion/70-%D0%97%D0%A1-08155-2017;https://monitor-pb.ru/customer/2457081355
any;компрессорный агрегат;41-ЗС-56213-2018;20.12.2018;0276053659;"ООО ""ГАЗПРОМ ТРАНСГАЗ УФА""";Компрессорный цех на 3 агрегата КС-6 Шаран, инв. № 81000, Площадка компрессорной станции КС «Шаран»;ЗС;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/41-%D0%97%D0%A1-56213-2018;https://monitor-pb.ru/customer/0276053659
any;компрессорный агрегат;40-ТУ-00896-2015;13.03.2015;7713085659;"АО ""ВБД""";Агрегат компрессорный А220, зав №7972, поз. №9;ТУ;5259021906;"ООО ""Новтехмонтаж""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-00896-2015;https://monitor-pb.ru/customer/7713085659
any;компрессорный агрегат;40-ТУ-00899-2015;13.03.2015;7713085659;"АО ""ВБД""";Агрегат компрессорный А220, зав №7951, поз. №10;ТУ;5259021906;"ООО ""Новтехмонтаж""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-00899-2015;https://monitor-pb.ru/customer/7713085659
any;компрессорный агрегат;40-ТУ-00902-2015;13.03.2015;7713085659;"АО ""ВБД""";Агрегат компрессорный А220, зав №4805, поз. №12;ТУ;5259021906;"ООО ""Новтехмонтаж""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-00902-2015;https://monitor-pb.ru/customer/7713085659
any;компрессорный агрегат;40-ТУ-00904-2015;13.03.2015;7713085659;"АО ""ВБД""";Агрегат компрессорный А220, зав №7957, поз. №13;ТУ;5259021906;"ООО ""Новтехмонтаж""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-00904-2015;https://monitor-pb.ru/customer/7713085659
any;компрессорный агрегат;40-ТУ-00905-2015;13.03.2015;7713085659;"АО ""ВБД""";Агрегат компрессорный А220, зав №7229, поз. №14;ТУ;5259021906;"ООО ""Новтехмонтаж""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-00905-2015;https://monitor-pb.ru/customer/7713085659
any;компрессорный агрегат;40-ТУ-00906-2015;13.03.2015;7713085659;"АО ""ВБД""";Агрегат компрессорный А220, зав №7971, поз. №15;ТУ;5259021906;"ООО ""Новтехмонтаж""";соответствует;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-00906-2015;https://monitor-pb.ru/customer/7713085659
any;компрессорный агрегат;48-ТУ-17835-2021;07.04.2021;5902201970;"ООО ""ЛУКОЙЛ-ПЕРМЬ""";Агрегат компрессорный РПК зав.№ 1;ТУ;5902854360;"ООО ""ДИАГНОСТИКА-СЕРВИС""";соответствует;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-17835-2021;https://monitor-pb.ru/customer/5902201970
any;компрессорный агрегат;80-ТУ-00578-2016;16.03.2016;9102154817;"АО ""ПБКК""";Агрегат компрессорный П-220, зав. № 1002;ТУ;7710283356;"ООО ""ИКЦ ""ПРОМТЕХБЕЗОПАСНОСТЬ""";соответствует;https://monitor-pb.ru/conclusion/80-%D0%A2%D0%A3-00578-2016;https://monitor-pb.ru/customer/9102154817
any;компрессорный агрегат;80-ТУ-00586-2016;16.03.2016;9102154817;"АО ""ПБКК""";Агрегат компрессорный П-110, зав. № 8962;ТУ;7710283356;"ООО ""ИКЦ ""ПРОМТЕХБЕЗОПАСНОСТЬ""";соответствует;https://monitor-pb.ru/conclusion/80-%D0%A2%D0%A3-00586-2016;https://monitor-pb.ru/customer/9102154817
any;компрессорный агрегат;80-ТУ-00670-2016;17.03.2016;9105002604;"ООО ""НОВАТОР""";Агрегат компрессорный П-220, зав. № 4713;ТУ;7710283356;"ООО ""ИКЦ ""ПРОМТЕХБЕЗОПАСНОСТЬ""";не в полной мере;https://monitor-pb.ru/conclusion/80-%D0%A2%D0%A3-00670-2016;https://monitor-pb.ru/customer/9105002604
any;компрессорный агрегат;80-ТУ-00671-2016;17.03.2016;9105002604;"ООО ""НОВАТОР""";Агрегат компрессорный П-220, зав. № 4719;ТУ;7710283356;"ООО ""ИКЦ ""ПРОМТЕХБЕЗОПАСНОСТЬ""";не в полной мере;https://monitor-pb.ru/conclusion/80-%D0%A2%D0%A3-00671-2016;https://monitor-pb.ru/customer/9105002604
any;компрессорный агрегат;80-ТУ-00858-2016;04.04.2016;9102154817;"АО ""ПБКК""";Агрегат компрессорный П-110, зав. № 1143;ТУ;7710283356;"ООО ""ИКЦ ""ПРОМТЕХБЕЗОПАСНОСТЬ""";соответствует;https://monitor-pb.ru/conclusion/80-%D0%A2%D0%A3-00858-2016;https://monitor-pb.ru/customer/9102154817
any;компрессорный агрегат;80-ТУ-00927-2016;08.04.2016;9102004762;"ООО ""ТЭС-ТЕРМИНАЛ-1""";Компрессорный агрегат, зав. № 891;ТУ;7804437072;"ООО ""ЭТЦ ""ИКАР""";соответствует;https://monitor-pb.ru/conclusion/80-%D0%A2%D0%A3-00927-2016;https://monitor-pb.ru/customer/9102004762
any;компрессорный агрегат;80-ТУ-00928-2016;08.04.2016;9102004762;"ООО ""ТЭС-ТЕРМИНАЛ-1""";Компрессорный агрегат, зав. № 869930;ТУ;7804437072;"ООО ""ЭТЦ ""ИКАР""";соответствует;https://monitor-pb.ru/conclusion/80-%D0%A2%D0%A3-00928-2016;https://monitor-pb.ru/customer/9102004762
any;компрессорный агрегат;43-ТУ-14261-2015;16.12.2015;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";компрессорный агрегат А220 (техн.№ 3), эксплуатируемый в компрессорном цехе филиала ООО УК «ПРОСТО МОЛОКО» «Муслюмовский завод СОМ».;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14261-2015;https://monitor-pb.ru/customer/1660183627
any;компрессорный агрегат;43-ТУ-14266-2015;16.12.2015;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";компрессорный агрегат А110 (техн.№ 2), эксплуатируемый в компрессорном цехе филиала ООО УК «ПРОСТО МОЛОКО» «Аксубаевский маслодельный завод»;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14266-2015;https://monitor-pb.ru/customer/1660183627
any;компрессорный агрегат;43-ТУ-14270-2015;16.12.2015;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";компрессорный агрегат А110 (техн.№ 3),эксплуатируемый в компрессорном цехе филиала ООО УК «ПРОСТО МОЛОКО» «Аксубаевский маслодельный завод».;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14270-2015;https://monitor-pb.ru/customer/1660183627
any;компрессорный агрегат;43-ТУ-14406-2015;16.12.2015;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";компрессорный агрегат А220 (техн.№ 4), эксплуатируемый в компрессорном цехе филиала ООО УК «ПРОСТО МОЛОКО» «Муслюмовский завод СОМ».;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14406-2015;https://monitor-pb.ru/customer/1660183627
any;компрессорный агрегат;39-ТУ-14137-2014;17.11.2014;3448025395;"ООО ""ПРОМГАЗ"" (ИНН 3448025395)";ацетиленовый компрессорный агрегат АКА - 40;ТУ;3442110622;"ЗАО ""Экспертный центр""";соответствует;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-14137-2014;https://monitor-pb.ru/customer/3448025395
any;компрессорный агрегат;43-ТУ-06564-2017;30.06.2017;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";Поршневой компрессорный агрегат А110 (техн.№4);ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-06564-2017;https://monitor-pb.ru/customer/1660183627
any;компрессорный агрегат;56-ТУ-04633-2014;21.04.2014;7451012266;"ОАО ""Южуралкондитер""";агрегат компрессорный винтовой 21 МКТ280-7-3;ТУ;7425003297;"АО НТЦ ""ДИАГНОСТИКА""";соответствует;https://monitor-pb.ru/conclusion/56-%D0%A2%D0%A3-04633-2014;https://monitor-pb.ru/customer/7451012266
any;компрессорный агрегат;68-ТУ-00178-2015;13.01.2015;4205000908;"КАО ""АЗОТ""";центробежный компрессорный агрегат поз. Р-901, цех карбамид;ТУ;5001000316;"ООО ""Оргэнергонефть""";соответствует;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-00178-2015;https://monitor-pb.ru/customer/4205000908
any;компрессорный агрегат;43-ТУ-04436-2016;24.05.2016;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";Компрессорный агрегат АУУ400 (техн.№3) эксплуатирующийся в компрессорном цехе филиала ООО УК «ПРОСТО МОЛОКО» - «Набережно-Челнинский молочный комбинат»;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-04436-2016;https://monitor-pb.ru/customer/1660183627
any;компрессорный агрегат;43-ТУ-14275-2015;16.12.2015;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";компрессорные агрегаты А220 (техн.№№ 2, 3), эксплуатируемые в компрессорном цехе филиала ООО УК « ПРОСТО МОЛОКО» «Бугульминский молочный комбинат»;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14275-2015;https://monitor-pb.ru/customer/1660183627
any;компрессорный агрегат;43-ТУ-14402-2015;16.12.2015;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";компрессорный агрегат А110 (техн.№7), эксплуатируемый в компрессорном цехе филиала ООО УК « ПРОСТО МОЛОКО» «Набережно-Челнинском молочном комбинате»;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14402-2015;https://monitor-pb.ru/customer/1660183627
any;компрессорный агрегат;43-ТУ-14404-2015;16.12.2015;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";компрессорный агрегат А110 (техн.№4), эксплуатируемый в компрессорном цехе филиала ООО УК « ПРОСТО МОЛОКО» «Набережно-Челнинском молочном комбинате»;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14404-2015;https://monitor-pb.ru/customer/1660183627
any;компрессорный агрегат;43-ТУ-14407-2015;16.12.2015;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";компрессорный агрегат А110 (техн.№5), эксплуатируемый в компрессорном цехе филиала ООО УК « ПРОСТО МОЛОКО» «Набережно-Челнинском молочном комбинате»;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14407-2015;https://monitor-pb.ru/customer/1660183627
any;компрессорный агрегат;61-ТУ-22374-2014;17.11.2014;5507014923;"ФК ""Иртыш"" Росрезерва";"Агрегат компрессорный 2А-110-7-0 (зав. № 6835), установленный в помещении машинного зала компрессорного цеха ФГКУ комбинат ""Иртыш"" Росрезерва";ТУ;7456009669;"ООО ""МЕТАМ""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-22374-2014;https://monitor-pb.ru/customer/5507014923
any;компрессорный агрегат;86-ЗС-530358-2025;08.12.2025;4716016979;"ПАО ""РОССЕТИ""";Трубопровод воздуха 23 МПа от воздухоприготовительных установок с компрессорными агрегатами компрессорной, включая обвязку баллонов и блоков очистки воздуха, до ЭПК;ЗС;8905012046;"АО ""ДИНОН""";соответствует;https://monitor-pb.ru/conclusion/86-%D0%97%D0%A1-530358-2025;https://monitor-pb.ru/customer/4716016979
any;компрессорный агрегат;25-ТУ-07178-2023;15.12.2023;1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";"Заключение экспертизы промышленной безопасности технического устройства ""Насосно-компрессорное оборудование МКДС-100К (Агрегат детандерный ДПВ 4,2-200/6-2, зав. №940414, насос сжиженных газов 2НСГ-0,063/20, зав. 1207, агрегат компрессорный воздушный АВШ-3,7/200М, зав. № 9406046, агрегат компрессорный воздушный АВШ-3,7/200М, зав. № 9406047) инв. № 423398"", применяемого на опасном производственном объекте Общества с ограниченной ответственностью ""Газпром трансгаз Ухта""";ТУ;7805704098;"ООО ""МОНОЛИТ-СПБ""";соответствует;https://monitor-pb.ru/conclusion/25-%D0%A2%D0%A3-07178-2023;https://monitor-pb.ru/customer/1102024468
any;компрессорный агрегат;43-ТУ-04630-2015;30.06.2015;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";компрессорные агрегаты А110 (техн.№№ 1, 2, 3), эксплуатируемые в компрессорном цехе филиала ООО УК «ПРОСТО МОЛОКО» «Новошешминский завод СОМ»;ТУ;1661021756;"ЗАО ""ДИНАМИКА""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-04630-2015;https://monitor-pb.ru/customer/1660183627
any;компрессорный агрегат;61-ТУ-08677-2015;02.07.2015;5507014923;"ФК ""Иртыш"" Росрезерва";"Агрегат компрессорный 2П110-7-02 (зав. № 8744), установленный в помещении машинного зала компрессорного цеха ФГКУ комбинат ""Иртыш"" Росрезерва, г. Омск";ТУ;7456009669;"ООО ""МЕТАМ""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-08677-2015;https://monitor-pb.ru/customer/5507014923
any;компрессорный агрегат;61-ТУ-08679-2015;02.07.2015;5507014923;"ФК ""Иртыш"" Росрезерва";"Агрегат компрессорный 2П110-7-0 (зав. № 3478), установленный в помещении машинного зала компрессорного цеха ФГКУ комбинат ""Иртыш"" Росрезерва, г. Омск";ТУ;7456009669;"ООО ""МЕТАМ""";соответствует;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-08679-2015;https://monitor-pb.ru/customer/5507014923
any;компрессорный агрегат;43-ТУ-00422-2017;12.01.2017;1658008723;"ПАО ""КАЗАНЬОРГСИНТЕЗ""";Агрегат компрессорно-конденсаторный 2МКТ-80-2, техн.№ 37А;ТУ;7705507314;"ООО ""НТП ЦЕНТРХИММАШ""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-00422-2017;https://monitor-pb.ru/customer/1658008723
any;компрессорный агрегат;43-ТУ-00758-2017;19.01.2017;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";Компрессорный агрегат NF 811 (техн.№ 1);ТУ;7705507314;"ООО ""НТП ЦЕНТРХИММАШ""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-00758-2017;https://monitor-pb.ru/customer/1660183627
any;компрессорный агрегат;43-ТУ-00762-2017;20.01.2017;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";Компрессорный агрегат NF 811 (техн.№ 1);ТУ;7705507314;"ООО ""НТП ЦЕНТРХИММАШ""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-00762-2017;https://monitor-pb.ru/customer/1660183627
any;компрессорный агрегат;43-ТУ-00770-2017;20.01.2017;1660183627;"ООО УК ""ПРОСТО МОЛОКО""";Компрессорный агрегат NF 811 (техн.№ 2);ТУ;7705507314;"ООО ""НТП ЦЕНТРХИММАШ""";соответствует;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-00770-2017;https://monitor-pb.ru/customer/1660183627
