god;mesyac;inn;zakazchik;erpid;tip;status;data_nachala;vid_nadzora;adres;est_kompressor;tekst
2026;7;8905000428;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГАЗПРОМНЕФТЬ-НОЯБРЬСКНЕФТЕГАЗ""";72260111000022464091;;Предостережение объявлено;2026-07-28;Федеральный государственный надзор в области промышленной безопасности;;;"1) согласно данным Единого портала тестирования главный энергетик-руководитель программ энергообеспечения Казаков Алексей Григорьевич не прошел проверку знаний требований промышленной безопасности в соответствии с областями аттестации, необходимыми для исполнения им трудовых обязанностей, а именно: Г.1.1. (Эксплуатация электроустановок);
2) работники, в том числе руководители организаций, осуществляющие профессиональную деятельность, связанную с проектированием, строительством, эксплуатацией, реконструкцией, капитальным ремонтом, техническим перевооружением, консервацией и ликвидацией опасного производственного объекта, а также изготовлением, монтажом, наладкой, обслуживанием 
и ремонтом технических устройств, применяемых на опасном производственном объекте, в целях поддержания уровня квалификации и подтверждения знания требований промышленной безопасности обязаны не реже одного раза в пять лет проходить аттестацию в области промышленной безопасности;
3) аттестация работников в области промышленной безопасности проводится в объёме требований промышленной безопасности, необходимых для исполнения ими трудовых обязанностей. При аттестации работников в области промышленной безопасности"
2026;7;7706613770;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-БУРЕНИЕ""";72260111000022464283;;Предостережение объявлено;2026-07-28;Федеральный государственный надзор в области промышленной безопасности;;;"1) согласно данным Единого портала тестирования первый заместитель директора - технический директор Дудин Алексей Геннадьевич не прошел проверку знаний требований промышленной безопасности в соответствии с областями аттестации, необходимыми для исполнения им трудовых обязанностей, а именно: Б.9.5. (Монтаж, наладка, обслуживание, ремонт, реконструкция или модернизация подъемных сооружений, применяемых на опасных производственных объектах);
2) работники, в том числе руководители организаций, осуществляющие профессиональную деятельность, связанную с проектированием, строительством, эксплуатацией, реконструкцией, капитальным ремонтом, техническим перевооружением, консервацией и ликвидацией опасного производственного объекта, а также изготовлением, монтажом, наладкой, обслуживанием 
и ремонтом технических устройств, применяемых на опасном производственном объекте, в целях поддержания уровня квалификации и подтверждения знания требований промышленной безопасности обязаны не реже одного раза в пять лет проходить аттестацию в области промышленной безопасности;
3) аттестация работников в области промышленной безопасности проводится в объёме требований промышленной безопасности, необходимых "
2026;7;7706613770;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-БУРЕНИЕ""";72260111000022464504;;Предостережение объявлено;2026-07-28;Федеральный государственный надзор в области промышленной безопасности;;;"1) согласно данным Единого портала тестирования заместитель главного механика Латыпов Артур Индусович не прошел проверку знаний требований промышленной безопасности в соответствии с областями аттестации, необходимыми для исполнения им трудовых обязанностей, а именно: Б.9.5. (Монтаж, наладка, обслуживание, ремонт, реконструкция или модернизация подъемных сооружений, применяемых на опасных производственных объектах), Б.9.3. (Эксплуатация опасных производственных объектов, на которых используются подъемные сооружения);
2) работники, в том числе руководители организаций, осуществляющие профессиональную деятельность, связанную с проектированием, строительством, эксплуатацией, реконструкцией, капитальным ремонтом, техническим перевооружением, консервацией и ликвидацией опасного производственного объекта, а также изготовлением, монтажом, наладкой, обслуживанием 
и ремонтом технических устройств, применяемых на опасном производственном объекте, в целях поддержания уровня квалификации и подтверждения знания требований промышленной безопасности обязаны не реже одного раза в пять лет проходить аттестацию в области промышленной безопасности;
3) аттестация работников в области промышленной безо"
2026;7;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";77260111000022473484;;Предостережение объявлено;2026-07-28;Федеральный государственный надзор в области промышленной безопасности;;;"При осуществлении федерального государственного надзора в области промышленной безопасности поступили сведения о следующих действиях (бездействии): 
 Лосич Олег Михайлович - главный инженер эксплуатационного локомотивного депо Муром, являющийся работником АО «РЖД» и лицом, осуществляющим профессиональную деятельность, связанную с эксплуатацией опасных производственных объектов, не прошел аттестацию в области промышленной безопасности.
     Указанные действия (бездействие) могут привести/приводят к нарушениям следующих обязательных требований:
    Допуск к работе на опасном производственном объекте лиц, не прошедших подготовку и аттестацию в области промышленной безопасности в случаях, установленных Федеральным законом от 21 июля 1997 г. № 116-ФЗ «О промышленной безопасности опасных производственных объектов» является нарушением:
    - пунктов 1, 5 статьи 14.1 Федерального закона от 21 июля 1997 г. № 116-ФЗ «О промышленной безопасности опасных производственных объектов»;
    - подпунктов «б», «в», «г» пункта 2 Положения об аттестации в области промышленной безопасности, по вопросам безопасности гидротехнических сооружений, безопасности в сфере электроэнергетики, утвержденного постан"
2026;7;7840346335;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГРУППА ""ИЛИМ""";38260121000222475995;;Предостережение объявлено;2026-07-28;Федеральный государственный надзор в области защиты населения и территорий от чрезвычайных ситуаций;;;"Комиссией по предупреждению и ликвидации чрезвычайных ситуаций и обеспечению пожарной безопасности Иркутской области (протокол от 1 ноября 2025 года №17) утверждён Перечень организаций, а также объектов, сооружений, находящихся на территории Иркутской области, в районах размещения которых должны создаваться локальные системы оповещения населения (Приложение №2), в соответствии с п. 7 которого, к опасным производственным объектам I класса (Химически опасный), отнесена: Площадка хлорного производства АО ""Группа Илим"", по адресу: обл. Иркутская, г. Братск."
2026;7;8604035473;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-ЮГАНСКНЕФТЕГАЗ""";72260111000022476643;;Предостережение объявлено;2026-07-28;Федеральный государственный надзор в области промышленной безопасности;;;"От ООО «РН-Юганскнефтегаз» поступили акты о выводе из консервации скважин № 316 Ефремовского месторождения; № 7816 Малобалыкского месторождения; № 722 Петелинского месторождения; № 2327 Правдинского месторождения; № 648, 819 Приразломного месторождения; № 208, 2312 Салымского месторождения, 6048 Среднебалыкского месторождения; № 157 Угутского месторождения; № 9024 Фаинского месторождения; № 3588  Южно-Балыкского месторождения; № 721, 2084, 5209, 5392, 5908  Южно-Сургутского месторождения (вх. от 13 июля 2026 г. № 322/14062). 
	Исходя из предоставленных актов о выводе из консервации скважин, установлено, что скважины законсервированы в период с 1997 года по 2020 год.   
	При этом следует учитывать следующее:
	1) пунктом 1593 Федеральных норм и правил в области промышленной безопасности «Правила безопасности в нефтяной и газовой промышленности», утверждённых приказом Федеральной службы по экологическому, технологическому и атомному надзору от 15 декабря 2020 г. № 534 (далее – Приказ № 534) установлено, что срок консервации скважин после эксплуатации без установки консервационного моста над интервалом перфорации - 5 лет. Срок консервации скважин после эксплуатации с установкой консерв"
2026;7;1103019252;"АКЦИОНЕРНОЕ ОБЩЕСТВО ПО ДОБЫЧЕ УГЛЯ ""ВОРКУТАУГОЛЬ""";11260111000022480426;;Предостережение объявлено;2026-07-28;Федеральный государственный надзор в области промышленной безопасности;;;"Установлено, что на основании Протокола № 068-ТПИ (далее – Протокол № 068-ТПИ) технического совещания по рассмотрению изменения (дополнения) плана развития горных работ на опасном производственном объекте Угольный разрез «Юньягинский» АО «Воркутауголь» на 2025 год от 25 июля 2025 года, было принято решение согласовать изменения (дополнения) в части временной приостановки работ по добыче угля опасного производственного объекта на период шесть месяцев при условии:
	1. Выполнения мероприятий по обеспечению безопасности работ, связанных с пользованием недрами, предусматривающих сохранность горных выработок, буровых скважин, зданий и сооружений, предотвращение затоплений, пожаров в горных выработках, изменения условий разработки угольных пластов в многолетних мерзлых породах, контроль геомеханических процессов на период приостановки работ по добыче угля.
	2. До 25.07.2026 разработать технический проект ликвидации и консервации горных выработок, буровых скважин и иных сооружений, связанных с пользованием недрами, согласованный с комиссией федерального органа управления государственным фондом недр или его территориального органа, утвержденный организацией, принявшей решение о ликвидации и"
2026;7;5249002485;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ ПРЕДПРИЯТИЕ ""ЗАВОД ИМЕНИ Я.М.СВЕРДЛОВА""";52260111000022473411;;Предостережение объявлено;2026-07-28;Федеральный государственный надзор в области промышленной безопасности;;;"При анализе информации, имеющейся в распоряжении Волжско-Окского управления Ростехнадзора, установлено, что эксплуатация сооружений, входящих в состав опасного производственного объекта «Площадка производства регенерации вторичной уксусной кислоты, производства уксусного ангидрида, производства этилацетата участка № 34 цеха № 32» рег. № А40-00206-0072, а именно железнодорожного пути № 90 от стрелочного перевода СП 141 до тупикового упора осуществляется после истечения срока безопасной эксплуатации, установленного заключением экспертизы промышленной безопасности, возможно без продления срока безопасной эксплуатации.
."
2026;7;0274051582;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""АКЦИОНЕРНАЯ НЕФТЯНАЯ КОМПАНИЯ ""БАШНЕФТЬ""";59260111000022481678;;Предостережение объявлено;2026-07-28;Федеральный государственный надзор в области промышленной безопасности;;;"При анализе данных Территориальной аттестационной комиссии Западно-Уральского управления Ростехнадзора установлено, что главный инженер филиала по капитальному строительству Филиала ПАО АНК «Башнефть» «Башнефть-Новойл» Михалев Евгений Анатольевич не аттестован в области промышленной безопасности по области А 1 ""Основы промышленной безопасности"".
			Согласно подпунктам а), б) и в) пункта 2) «Положения об аттестации в области промышленной безопасности, по вопросам безопасности гидротехнических сооружений, безопасности в сфере электроэнергетики», утвержденного постановлением Правительства Российской Федерации от 13.01.2023 № 13 аттестацию, в том числе и первичную проходит работник, на которого возложены функции лица, ответственного за осуществление производственного контроля за соблюдением требований промышленной безопасности на опасных производственных объектах, эксплуатационного контроля и контроля за показателями состояния гидротехнических сооружений, авторского надзора в процессе строительства, реконструкции, капитального ремонта, технического перевооружения, консервации и ликвидации опасных производственных объектов, гидротехнических сооружений, строительного контроля при осущест"
2026;7;8903021599;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВАТЭК-ЮРХАРОВНЕФТЕГАЗ""";72260111000022464057;;Предостережение объявлено;2026-07-28;Федеральный государственный надзор в области промышленной безопасности;;;"1) согласно данным Единого портала тестирования специалист 1 категории Султанов Владислав Сергеевич не прошел проверку знаний требований промышленной безопасности 
в соответствии с областями аттестации, необходимыми для исполнения им трудовых обязанностей, а именно: Б.8.1.2. (Эксплуатация опасных производственных объектов, на которых используются паровые котлы, трубопроводы пара и горячей воды с давлением не более 4,0 МПа при температуре, не вызывающей ползучесть металла);
2) работники, в том числе руководители организаций, осуществляющие профессиональную деятельность, связанную с проектированием, строительством, эксплуатацией, реконструкцией, капитальным ремонтом, техническим перевооружением, консервацией и ликвидацией опасного производственного объекта, а также изготовлением, монтажом, наладкой, обслуживанием 
и ремонтом технических устройств, применяемых на опасном производственном объекте, в целях поддержания уровня квалификации и подтверждения знания требований промышленной безопасности обязаны не реже одного раза в пять лет проходить аттестацию в области промышленной безопасности;
3) аттестация работников в области промышленной безопасности проводится в объёме требований пром"
2026;7;5902201970;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛУКОЙЛ-ПЕРМЬ""";11260871000022485863;;Предостережение объявлено;2026-07-28;Федеральный государственный горный надзор;;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ «ЛУКОЙЛ-ПЕРМЬ»
(ООО «ЛУКОЙЛ-ПЕРМЬ»), ИНН 5902201970.
	(указываются фамилия, имя, отчество (при наличии) гражданина или наименование организации                              (в родительном падеже), их индивидуальные номера налогоплательщика) 
 
	 
	2. Федеральный государственный горный надзор (087).
	(указывается наименование вида государственного контроля (надзора), вида муниципального контроля в соответствии с единым реестром видов федерального государственного контроля (надзора), регионального государственного контроля (надзора), муниципального контроля)
	 
	поступили сведения о следующих действиях (бездействии):
 
	27 июля 2026 года в адрес Печорского управления Федеральной службы по экологическому, технологическому и атомному надзору (далее – Управление) поступило заявление АО «Коминефтегеофизика» о получении разрешения на ведение прострелочно-взрывных работ со взрывчатыми материалами промышленного назначения на опасном производственном объекте - фонде скважин Джьерского месторождения ООО «ЛУКОЙЛ-ПЕРМЬ» ТПП «Ухтанефтегаз», регистрационный номер А48-10051-0489 от 14.05.2024.
	В соответствии с пунктом 3 «Правил подготовки, рассмотрения и с"
2026;7;1659032038;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАЗАНСКИЙ ЗАВОД СИНТЕТИЧЕСКОГО КАУЧУКА""";16260111000022367237;Внеплановое КНМ;Ожидает завершения;2026-07-27;Федеральный государственный надзор в области промышленной безопасности;;;г Казань, ул Лебедева, д 1 APPROVED REQUIRED
2026;7;5193101033;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МУРМАНОБЛГАЗ""";78260111000022385921;Внеплановое КНМ;Ожидает проведения;2026-07-27;Федеральный государственный надзор в области промышленной безопасности;;;APPROVED REQUIRED
2026;7;7118004789;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЩЕКИНОАЗОТ""";71260111000022392636;;Ожидает проведения;2026-07-27;Федеральный государственный надзор в области промышленной безопасности;;;301212, обл. Тульская, р-н Щекинский, рп Первомайский, ул. Симферопольская, д 29
2026;7;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";78260031000022465281;;Предостережение объявлено;2026-07-27;Федеральный государственный строительный надзор;;;"В Северо-Западном управлении Ростехнадзора имеется информация о выполнении строительно-монтажных работ объекта «Строительство дополнительных путей на участке Санкт-Петербург-Главный (вкл.) Обухово Ⅱ (вкл.) под специализированное сообщение. 1 этап – Строительство дополнительных путей на участке Санкт-Петербург-Главный (вкл.) – Обухово Ⅱ (вкл.)» в выходные дни (суббота, время начала с.м.р. 8.30).
	Проектом организации строительства предполагается осуществлять строительно-монтажные работы по графику 5/2 40-часовой рабочей недели, с соблюдением 8-часовой рабочей смены с перерывом на обед на один час (условия проекта 985-01-7777-1-163-ПОС1-ТЧ, лист 12, Том 5.1.). В соответствии с п.3 ст. 52 Градостроительного кодекса РФ лицо, осуществляющее строительство, организует и координирует работы по строительству, реконструкции объекта капитального строительства, обеспечивает соблюдение требований проектной документации, технических регламентов, техники безопасности в процессе указанных работ и несет ответственность за качество выполненных работ и их соответствие требованиям проектной документации. Также выполнение работ в субботнее время (8.30) противоречит статьи 8 Закона Санкт-Петербурга от 1"
2026;7;1103019252;"АКЦИОНЕРНОЕ ОБЩЕСТВО ПО ДОБЫЧЕ УГЛЯ ""ВОРКУТАУГОЛЬ""";11260111000022470780;;Предостережение объявлено;2026-07-27;Федеральный государственный надзор в области промышленной безопасности;;;"В соответствии с частью 10 статьи 23 Федерального закона от 31.07.2020 № 248-ФЗ «О государственном контроле (надзоре) и муниципальном контроле в Российской Федерации», пунктом 1 Положения о Федеральной службе по экологическому, технологическому и атомному надзору, утвержденным Постановлением Правительства РФ от 30.07.2004 № 401, приказом Ростехнадзора от 23.11.2021 № 397 утвержден «Перечень индикаторов риска нарушения обязательных требований, используемых при осуществлении Федеральной службой по экологическому, технологическому и атомному надзору и её территориальными органами федерального государственного надзора в области промышленной безопасности» (далее – Перечень индикаторов риска).
	Один из параметров объекта контроля, включенный в Перечень индикаторов риска, с высокой степенью вероятности свидетельствующий о наличии нарушений обязательных требований промышленной безопасности, это поступление в территориальный орган Ростехнадзора информации о трех и более инцидентах, произошедших на опасном производственном объекте в течение одного календарного года.
	В период с 01.01.2026 по 27.07.2026 в адрес Воркутинского территориального отдела Печорского управления Ростехнадзора от акцио"
2026;7;7708503727;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕ ДОРОГИ""";11260111000022472913;;Предостережение объявлено;2026-07-27;Федеральный государственный надзор в области промышленной безопасности;;;"В Печорское управление Ростехнадзора от ОАО «РЖД» поступило заявление об аттестации в области промышленной безопасности, а именно аттестации главного инженера Налетова Александра Анатольевича  в объеме, соответствующем должностным обязанностям.  
	27.07.2026 в Усинском территориальном отделе Печорского управления Ростехнадзора в электронном виде в форме тестирования проведена аттестация главному инженеру Налетову Александру Анатольевичу. 
	Согласно выписке из протокола от 27.07.2026 № 25-26-1354 переодическая аттестация Налетовым А.А. по областям А.1. не пройдена.
	Таким образом, Налетов А.А., являясь главным инженером ОАО «РЖД», осуществляет профессиональную деятельность, связанную с эксплуатацией опасных производственных объектов, и в силу законодательства в области промышленной безопасности обязан пройти аттестацию в области промышленной безопасности, которая необходима для исполнения им трудовых обязанностей. 
	Согласно пункту 1 статьи 14.1 Федерального закона от 21.07.1997 № 116-ФЗ «О промышленной безопасности опасных производственных объектов» (далее – ФЗ № 116) работники, в том числе руководители организаций, осуществляющие профессиональную деятельность, связанную с проектир"
2026;7;7706613770;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РН-БУРЕНИЕ""";72260111000022468940;;Предостережение объявлено;2026-07-27;Федеральный государственный надзор в области промышленной безопасности;;;"Согласно пунктам 212 и 213 Федеральных норм и правил в области промышленной безопасности «Правила безопасности в нефтяной и газовой промышленности», утвержденных приказом Ростехнадзора от 15.12.2020 № 534 (далее – Правила), пуск в работу буровой установки, вспомогательных сооружений и технических устройств на участке ведения буровых работ производится после завершения и проверки качества вышкомонтажных работ, опробования технических устройств, при наличии укомплектованной буровой бригады и положительных результатов испытаний и проверок, указанных в пункте 313 настоящих Правил. 
	Представленные акты о пуске в работу буровой установки не содержат сведения о:
	- подпись представителя заказчика в акте;
	- выводы о комплектности буровой установки;
	- соответствии размещения оборудования согласно схеме;
	- проверке исправности ПВО;
	- результатах испытания на герметичность;
- результатах проверок систем управления оборудованием и блокировок, проверка качества;
	- результатах проверки заземления оборудования и заземляющих устройств;
	- освещение буровой установки;
	- состояние вагона-офиса, бригадных вагонов;
	- проверке исправности систем видеонаблюдения;
	- наличие документации, инструк"
2026;7;6315376946;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""";59261361000022470113;;Предостережение объявлено;2026-07-27;Федеральный государственный энергетический надзор в сфере теплоснабжения;;;"В адрес Западно-Уральского управления Ростехнадзора (далее – Управление) 09.07.2026 от Инспекции государственного жилищного надзора Пермского края поступило Обращение гражданина Лазаренко И.Ю по вопросу аварийного состояния инженерного оборудования, расположенного в помещении ЦТП № 11 принадлежащего ПАО «Т Плюс» филиал «Пермский». 
	По предоставленной в обращении  информации, в жилом доме по адресу: г. Пермь, ул. Максима Горького, 64 с  23.05.2026 по 03.06.2026 проводилось отключение горячее водоснабжения. Никаких восстановительных работ на ЦТП № 11 не проводилось. Нормативные предельные сроки отключения были нарушены."
2026;7;6315376946;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""Т ПЛЮС""";59261361000022470586;;Предостережение объявлено;2026-07-27;Федеральный государственный энергетический надзор в сфере теплоснабжения;;;"В адрес Западно-Уральского управления Ростехнадзора (далее – Управление) 10.06.2026 от Инспекции государственного жилищного надзора Пермского края поступило Обращение гражданки Деминой Л.И. по вопросу аварийного состояния тепловой сети, расположенной до жилых домов по адресу: г. Пермь, ул. Новоржевская, 30, ул. Новоржевская 32 принадлежащего ПАО «Т Плюс» филиал «Пермский». 
	По предоставленной в обращении  информации, в жилом доме по адресу: г. Пермь, ул. Новоржевская, 30 не проводились ремонтные работы в связи с порывом трубопровода отопления."
