inn;name;region;vyruchka;est_sajt_u_nas;est_telefon_u_nas;chto_nuzhno
2130017760;"АО ""ВОДОКАНАЛ""";Чувашская Республика - Чувашия;2300000000.0;1;1;"site;phones;emails из enrich.db"
7726445108;"ООО ""МОСКОМСТРОЙ""";Москва;2000000000.0;1;1;"site;phones;emails из enrich.db"
6623034200;"ООО ""ВОДОКАНАЛ-НТ""";Свердловская область;2000000000.0;1;1;"site;phones;emails из enrich.db"
3327143997;"ООО ""БМТ - СЕРВИС""";Владимирская область;1900000000.0;1;1;"site;phones;emails из enrich.db"
0326540932;"МУП ""ВОДОКАНАЛ""";Республика Бурятия;1800000000.0;1;1;"site;phones;emails из enrich.db"
4703116542;"ООО ""СМЭУ ""ЗАНЕВКА""";Ленинградская область;1800000000.0;1;1;"site;phones;emails из enrich.db"
4707028015;"ОАО ""КВК""";Ленинградская область;1700000000.0;1;1;"site;phones;emails из enrich.db"
6321280368;"ООО ""АВК""";Самарская область;1700000000.0;1;1;"site;phones;emails из enrich.db"
3661078386;"ООО ""НИЖНЕВАРТОВСКИЕ КОММУНАЛЬНЫЕ СИСТЕМЫ""";Ханты-Мансийский автономный округ - Югра;1700000000.0;1;1;"site;phones;emails из enrich.db"
5018134420;"АО ""ВОДОКАНАЛ""";Московская область;1600000000.0;1;1;"site;phones;emails из enrich.db"
5024022700;"АО ""ВОДОКАНАЛ""";Московская область;1600000000.0;1;1;"site;phones;emails из enrich.db"
9701020234;"ООО ""МИЛЛЕНИУМ ГРУПП""";Москва;1400000000.0;1;1;"site;phones;emails из enrich.db"
4401000622;"МУП Г. КОСТРОМЫ ""КОСТРОМАГОРВОДОКАНАЛ""";Костромская область;1400000000.0;1;1;"site;phones;emails из enrich.db"
5050148700;"ООО ""ЩЁЛКОВСКИЙ ВОДОКАНАЛ""";Московская область;1400000000.0;1;1;"site;phones;emails из enrich.db"
5256049340;"ООО ""ЗАВОДСКИЕ СЕТИ""";Нижегородская область;1300000000.0;1;1;"site;phones;emails из enrich.db"
2308101615;"ООО ""КЭСК""";Краснодарский край;1300000000.0;1;1;"site;phones;emails из enrich.db"
6312101799;"ООО ""ВОЛЖСКИЕ КОММУНАЛЬНЫЕ СИСТЕМЫ""";Самарская область;1300000000.0;1;1;"site;phones;emails из enrich.db"
7801283018;"ООО ""ПАРАМЕТР""";Москва;1300000000.0;1;1;"site;phones;emails из enrich.db"
9726093467;"ООО ""ПРОФСЕТИ""";Москва;1200000000.0;;;"site;phones;emails из enrich.db"
7751524681;"ООО ""КРАСНАЯ ПАХРА""";Москва;1200000000.0;;1;"site;phones;emails из enrich.db"
7725823886;"ООО ""СТРОЙТРАНС""";Москва;1200000000.0;1;1;"site;phones;emails из enrich.db"
2124014112;"ГУП ЧУВАШСКОЙ РЕСПУБЛИКИ ""БОС"" МИНСТРОЯ ЧУВАШИИ";Чувашская Республика - Чувашия;1100000000.0;1;1;"site;phones;emails из enrich.db"
3801006828;"МУП АГО ""АНГАРСКИЙ ВОДОКАНАЛ""";Иркутская область;1100000000.0;1;1;"site;phones;emails из enrich.db"
7724806704;"ООО ""УК ПРОСПЕКТ""";Москва;1000000000.0;;1;"site;phones;emails из enrich.db"
5040109194;"АО ""РАМЕНСКИЙ ВОДОКАНАЛ""";Московская область;1000000000.0;1;1;"site;phones;emails из enrich.db"
8601001099;"МП ""ВОДОКАНАЛ""";Ханты-Мансийский автономный округ - Югра;1000000000.0;1;1;"site;phones;emails из enrich.db"
1215020390;"МУП ""ВОДОКАНАЛ""";Республика Марий Эл;1000000000.0;1;1;"site;phones;emails из enrich.db"
2450019630;"ООО ""ВОДОКАНАЛ-СЕРВИС""";Красноярский край;982800000.0;1;1;"site;phones;emails из enrich.db"
5009034660;"МУП ""ДОМОДЕДОВСКИЙ ВОДОКАНАЛ""";Московская область;981600000.0;1;1;"site;phones;emails из enrich.db"
5260425364;"ООО ""СТРОИТЕЛЬНЫЕ ТЕХНОЛОГИИ""";Нижегородская область;979000000.0;;1;"site;phones;emails из enrich.db"
4707049093;"ООО ""РСО-ЮГ""";Ленинградская область;977200000.0;1;1;"site;phones;emails из enrich.db"
4909036682;"МУП Г. МАГАДАНА ""ВОДОКАНАЛ""";Магаданская область;910700000.0;1;1;"site;phones;emails из enrich.db"
2706027738;"ООО ""ВОДОКАНАЛ""";Хабаровский край;882700000.0;;1;"site;phones;emails из enrich.db"
6513000783;"МУП ""НОГЛИКСКИЙ ВДК""";Сахалинская область;878700000.0;1;1;"site;phones;emails из enrich.db"
6439053289;"МУП ""БАЛАКОВО-ВОДОКАНАЛ""";Саратовская область;869600000.0;1;1;"site;phones;emails из enrich.db"
5017046933;"МУП ""ИСТРИНСКИЙ ВОДОКАНАЛ""";Московская область;867800000.0;1;1;"site;phones;emails из enrich.db"
4230006156;"ООО ""ТВК""";Кемеровская область - Кузбасс;846800000.0;;1;"site;phones;emails из enrich.db"
5025017750;"ООО ""ЧАЙКА""";Московская область;800300000.0;1;1;"site;phones;emails из enrich.db"
5043019742;"МУП ""ВОДОКАНАЛ-СЕРВИС""";Московская область;792600000.0;1;1;"site;phones;emails из enrich.db"
4703131332;"ООО ""СЕВЕРО-ЗАПАД ИНЖИНИРИНГ""";Ленинградская область;777200000.0;1;1;"site;phones;emails из enrich.db"
7802897652;"ООО ""ЭНЕРГИЯ""";Ленинградская область;772500000.0;;;"site;phones;emails из enrich.db"
7415060560;"ОАО ""МИАССВОДОКАНАЛ""";Челябинская область;770700000.0;1;1;"site;phones;emails из enrich.db"
6449939975;"МУП ""ЭНГЕЛЬС-ВОДОКАНАЛ""";Саратовская область;762900000.0;1;1;"site;phones;emails из enrich.db"
7453192705;"ООО ""ЮУВК""";Челябинская область;757900000.0;1;1;"site;phones;emails из enrich.db"
7730263559;"ООО ""РВК-ТИХОРЕЦК""";Краснодарский край;756400000.0;1;1;"site;phones;emails из enrich.db"
7116128838;"ООО ""ОРГСИНТЕЗ""";Тульская область;745200000.0;1;1;"site;phones;emails из enrich.db"
6615015316;"МУП ""ГОРЭНЕРГО""";Свердловская область;731400000.0;1;1;"site;phones;emails из enrich.db"
8608053709;"ООО ""ГОРВОДОКАНАЛ""";Ханты-Мансийский автономный округ - Югра;716700000.0;1;1;"site;phones;emails из enrich.db"
6604017216;"МУП БВКХ ""ВОДОКАНАЛ""";Свердловская область;713800000.0;1;1;"site;phones;emails из enrich.db"
2204000549;"МУП Г. БИЙСКА ""ВОДОКАНАЛ""";Алтайский край;712900000.0;1;1;"site;phones;emails из enrich.db"
5020051845;"ЗАО ""ВОДОКАНАЛ""";Московская область;705900000.0;1;1;"site;phones;emails из enrich.db"
8401011170;"АО ""ТАЙМЫРБЫТ""";Красноярский край;678000000.0;1;1;"site;phones;emails из enrich.db"
5031114871;"ООО ""БКС""";Московская область;635900000.0;1;1;"site;phones;emails из enrich.db"
6658310073;"ООО ""КИВ""";Свердловская область;632200000.0;;1;"site;phones;emails из enrich.db"
5078018370;"ООО ""ВОДОКАНАЛ""";Московская область;602500000.0;1;1;"site;phones;emails из enrich.db"
2209034485;"МУП ""РУБЦОВСКИЙ ВОДОКАНАЛ""";Алтайский край;590600000.0;1;1;"site;phones;emails из enrich.db"
7203050747;"ЗАО ""ВОДОКАНАЛ-2""";Тюменская область;584100000.0;1;1;"site;phones;emails из enrich.db"
7817309159;"АО ""ГСР ВОДОКАНАЛ""";Санкт-Петербург;576600000.0;1;1;"site;phones;emails из enrich.db"
4705014708;"МУП ""ВОДОКАНАЛ"" Г.ГАТЧИНА";Ленинградская область;554100000.0;1;1;"site;phones;emails из enrich.db"
5260130850;"ООО ""ЭКСПРЕСС""";Нижегородская область;551500000.0;1;1;"site;phones;emails из enrich.db"
7203547049;"ООО ""АРМАТА""";Тюменская область;541200000.0;;1;"site;phones;emails из enrich.db"
5247055210;"АО ""ВЫКСУНСКИЙ ВОДОКАНАЛ""";Нижегородская область;529100000.0;1;1;"site;phones;emails из enrich.db"
5244031860;"ООО ""БИОТЕХСЕРВИС""";Нижегородская область;525800000.0;1;1;"site;phones;emails из enrich.db"
1701061444;"ООО ""ВОДОКАНАЛ-СЕРВИС""";Республика Тыва;525400000.0;1;1;"site;phones;emails из enrich.db"
6025001060;"МП ""ВОДОКАНАЛ"" Г. ВЕЛИКИЕ ЛУКИ";Псковская область;509600000.0;1;1;"site;phones;emails из enrich.db"
7017374014;"ООО ""ГОС""";Томская область;492100000.0;;1;"site;phones;emails из enrich.db"
7731047695;"АО ""ДРСУ""";Московская область;491500000.0;1;1;"site;phones;emails из enrich.db"
7728778215;"ООО ""УЛЬЯНОВСКОБЛВОДОКАНАЛ""";Ульяновская область;476100000.0;1;1;"site;phones;emails из enrich.db"
4401095293;"ООО ""ВОДОКАНАЛСЕРВИС""";Костромская область;466100000.0;1;1;"site;phones;emails из enrich.db"
4726003577;"ООО ""ВОДОКАНАЛ""";Ленинградская область;463900000.0;1;1;"site;phones;emails из enrich.db"
5053060958;"ООО ""НАДЕЖНЫЙ ПАРТНЕР""";Москва;463300000.0;;;"site;phones;emails из enrich.db"
1900012160;"ГУП РХ ""ХАКАСРЕСВОДОКАНАЛ""";Республика Хакасия;462700000.0;1;1;"site;phones;emails из enrich.db"
5920005217;"ПКГУП ""ЧАЙКОВСКИЙ ВОДОКАНАЛ""";Пермский край;462300000.0;1;1;"site;phones;emails из enrich.db"
1661051905;"ООО ""ПАРАМЕТР ПЛЮС""";Республика Татарстан;461800000.0;;1;"site;phones;emails из enrich.db"
5246035757;"АО ""БОРСКИЙ ВОДОКАНАЛ""";Нижегородская область;460400000.0;1;1;"site;phones;emails из enrich.db"
3821005886;"МУП ""ВОДОКАНАЛ""";Иркутская область;421600000.0;1;1;"site;phones;emails из enrich.db"
5254005971;"МУП ""ГОРВОДОКАНАЛ""";Нижегородская область;418600000.0;1;1;"site;phones;emails из enrich.db"
2337044070;"ООО ПМК-4 ""ЮЖВОДОПРОВОД""";Краснодарский край;415700000.0;;1;"site;phones;emails из enrich.db"
6501281770;"МКП ""ГОРОДСКОЙ ВОДОКАНАЛ""";Сахалинская область;398500000.0;1;1;"site;phones;emails из enrich.db"
4712023326;"ООО ""ЛСС""";Ленинградская область;374000000.0;1;1;"site;phones;emails из enrich.db"
1106021884;"ООО ""ВОДОКАНАЛ-СЕРВИС""";Республика Коми;372300000.0;1;1;"site;phones;emails из enrich.db"
5800004902;"ООО ""ВВП""";Пензенская область;367000000.0;1;1;"site;phones;emails из enrich.db"
2455029945;"МУП МИНУСИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ""ГОРВОДОКАНАЛ""";Красноярский край;363700000.0;1;1;"site;phones;emails из enrich.db"
7727686480;"ООО ""ЭСТ""";Калужская область;361900000.0;;1;"site;phones;emails из enrich.db"
2428002817;"ООО ГК ""ВОДОКАНАЛ""";Красноярский край;356900000.0;1;1;"site;phones;emails из enrich.db"
6681010060;"ООО ""РИР - ЛЕСНОЙ""";Свердловская область;345800000.0;1;1;"site;phones;emails из enrich.db"
7725782615;"ООО ""ЭКО САПЛАЙ""";Москва;344700000.0;1;1;"site;phones;emails из enrich.db"
5610237031;"ООО ""ЖИВАЯ ВОДА""";Оренбургская область;344100000.0;1;1;"site;phones;emails из enrich.db"
3665824941;"ООО ""РВК.ПРОМТЕХНОЛОГИИ""";Воронежская область;343900000.0;;;"site;phones;emails из enrich.db"
1651067776;"ООО ""ТТЛ""";Республика Татарстан;338300000.0;1;1;"site;phones;emails из enrich.db"
9717058096;"ООО ""НЕВОД""";Москва;338100000.0;1;1;"site;phones;emails из enrich.db"
7202233515;"ООО ""ТЕПЛОТЕХНИК""";Тюменская область;321400000.0;;1;"site;phones;emails из enrich.db"
9718233706;"ООО ""АНТЕЙ""";Москва;321100000.0;;1;"site;phones;emails из enrich.db"
5948065110;"МУП ""ЭНЕРГОСНАБЖЕНИЕ""";Пермский край;317700000.0;;1;"site;phones;emails из enrich.db"
4703165123;"АО ""ВКХ""";Ленинградская область;311800000.0;1;1;"site;phones;emails из enrich.db"
8606013108;"АО ""ВОДОКАНАЛ""";Ханты-Мансийский автономный округ - Югра;310800000.0;1;1;"site;phones;emails из enrich.db"
5911073161;"ООО ""СТОК""";Пермский край;302300000.0;;1;"site;phones;emails из enrich.db"
2320201172;"МУП Г.СОЧИ ""ВОДОСТОК""";Краснодарский край;292900000.0;;1;"site;phones;emails из enrich.db"
7816659760;"ООО ""СВС""";Санкт-Петербург;292600000.0;;1;"site;phones;emails из enrich.db"
5026000090;"МУП ""ВОДОКАНАЛ""";Московская область;291600000.0;1;1;"site;phones;emails из enrich.db"
2322021295;"ФИРМА ООО ""РУСТЕМ""";Краснодарский край;286200000.0;;1;"site;phones;emails из enrich.db"
7203258470;"ООО ""ВОДОКАНАЛ-СЕРВИС""";Тюменская область;285900000.0;1;1;"site;phones;emails из enrich.db"
0263017332;"ООО ""ВОДОКАНАЛ""";Республика Башкортостан;275500000.0;1;1;"site;phones;emails из enrich.db"
5322015508;"ООО СТАРОРУССКОЕ ""ЖКХ""";Новгородская область;271500000.0;1;1;"site;phones;emails из enrich.db"
3304000103;МУВКП;Владимирская область;259500000.0;1;1;"site;phones;emails из enrich.db"
4027068324;"ООО ""ИНДУСТРИАЛЬНЫЙ ПАРК ""ВОРСИНО""";Калужская область;255700000.0;1;1;"site;phones;emails из enrich.db"
9723066137;"ООО ""ВКС""";Москва;253800000.0;1;1;"site;phones;emails из enrich.db"
7105050499;"ООО ""ОПЦ ТЗМС""";Тульская область;247700000.0;;1;"site;phones;emails из enrich.db"
7536177115;"ООО ""НИКА БИЗНЕС ИНЖИНИРИНГ""";Забайкальский край;242900000.0;;1;"site;phones;emails из enrich.db"
6155041000;"ООО ""ОЧИСТНЫЕ СООРУЖЕНИЯ""";Ростовская область;242700000.0;1;1;"site;phones;emails из enrich.db"
7802623806;"ООО ""ТД ""БИОЭКОЛОГИЯ""";Санкт-Петербург;240500000.0;1;1;"site;phones;emails из enrich.db"
2309157473;"ООО ""СИТ""";Краснодарский край;240000000.0;;1;"site;phones;emails из enrich.db"
2309136385;"ООО ""КУБАНЬВОДА""";Краснодарский край;232400000.0;1;1;"site;phones;emails из enrich.db"
7806299244;"ООО ""РТБ""";Санкт-Петербург;229200000.0;;1;"site;phones;emails из enrich.db"
6682012952;"ООО ""ЭКОЛОГИСТИКА""";Свердловская область;228700000.0;1;1;"site;phones;emails из enrich.db"
2521005114;"ООО ""РОДНИКОВАЯ ВОДА""";Приморский край;226100000.0;1;1;"site;phones;emails из enrich.db"
7113502283;"АО ""ЕЗСК СЕРВИС""";Тульская область;224200000.0;1;1;"site;phones;emails из enrich.db"
4704103391;"ООО ""ВЫБОРГСКИЙ ВОДОКАНАЛ""";Ленинградская область;223600000.0;1;1;"site;phones;emails из enrich.db"
7604391776;"ООО ""РОНМИ""";Ярославская область;211700000.0;;1;"site;phones;emails из enrich.db"
1902025326;"ООО ""СКС""";Республика Хакасия;211700000.0;1;1;"site;phones;emails из enrich.db"
4803010370;"МУП ""ДАНКОВСКИЙ ВОДОКАНАЛ""";Липецкая область;206000000.0;1;1;"site;phones;emails из enrich.db"
2208052474;"ООО ""НОВОАЛТАЙСКВОДОКАНАЛ""";Алтайский край;203300000.0;1;1;"site;phones;emails из enrich.db"
9001012968;"МУП ""ВОДОКАНАЛ-МЕЛИТОПОЛЬ""";Запорожская область;202900000.0;;1;"site;phones;emails из enrich.db"
3526000898;"МУП ""ВОДОКАНАЛ"" Г. ВЕЛИКИЙ УСТЮГ";Вологодская область;201600000.0;1;1;"site;phones;emails из enrich.db"
6676001656;"МУП ГО ГОРОД ИРБИТ ""ВОДОКАНАЛ-СЕРВИС""";Свердловская область;196400000.0;;1;"site;phones;emails из enrich.db"
6915000208;"ГУП ""ВОДОКАНАЛ""";Тверская область;194200000.0;1;1;"site;phones;emails из enrich.db"
1216020386;"АО ""ВОДОКАНАЛ""";Республика Марий Эл;193200000.0;1;1;"site;phones;emails из enrich.db"
4502000763;"МП ""ВОДОКАНАЛ""";Курганская область;180100000.0;1;1;"site;phones;emails из enrich.db"
0917035935;"ООО ""ВОДОКАНАЛ""";Карачаево-Черкесская Республика;179400000.0;1;1;"site;phones;emails из enrich.db"
2420008126;"ООО ""ВОДООТВЕДЕНИЕ""";Красноярский край;174400000.0;;1;"site;phones;emails из enrich.db"
3651006819;"МУП ""АКВАСЕРВИС""";Воронежская область;169200000.0;1;1;"site;phones;emails из enrich.db"
7610137707;"ООО ""ВОДОСНАБЖЕНИЕ""";Ярославская область;167700000.0;;1;"site;phones;emails из enrich.db"
6633022877;"МУП ""ВОДОКАНАЛ""";Свердловская область;158500000.0;;1;"site;phones;emails из enrich.db"
4811026470;"МУП ""ЛЕБЕДЯНСКИЙ ВОДОКАНАЛ""";Липецкая область;158500000.0;1;1;"site;phones;emails из enrich.db"
6670290930;"АО ""ВОДОКАНАЛ СВЕРДЛОВСКОЙ ОБЛАСТИ""";Свердловская область;156900000.0;1;1;"site;phones;emails из enrich.db"
7224052287;"ООО ""ВОДОПРОВОД""";Тюменская область;156400000.0;;1;"site;phones;emails из enrich.db"
3602007640;"ООО ""ВОДОКАНАЛ""";Воронежская область;152000000.0;;1;"site;phones;emails из enrich.db"
3911000145;"МП ПУ ""ВОДОКАНАЛ""";Калининградская область;151600000.0;1;1;"site;phones;emails из enrich.db"
2901105838;"ООО ""ЧИСТАЯ ВОДА""";Архангельская область;147000000.0;;1;"site;phones;emails из enrich.db"
3902801741;"ОАО ""ГУСЕВ-ВОДОКАНАЛ""";Калининградская область;135600000.0;;1;"site;phones;emails из enrich.db"
2801185879;"ООО ""АМУРСКАЯ ВОДА""";Амурская область;135100000.0;1;1;"site;phones;emails из enrich.db"
9002008481;"МУП ""БЕРДЯНСКВОДОКАНАЛ""";Запорожская область;131100000.0;;1;"site;phones;emails из enrich.db"
3818018814;"ООО ""УК ВОДОКАНАЛ-СЕРВИС""";Иркутская область;129500000.0;1;1;"site;phones;emails из enrich.db"
2502067683;"ООО ""ВОДОКАНАЛ АРСЕНЬЕВ""";Приморский край;126400000.0;;1;"site;phones;emails из enrich.db"
4205065493;"ООО ""ЧИСТАЯ ВОДА""";Кемеровская область - Кузбасс;126100000.0;1;1;"site;phones;emails из enrich.db"
4307017925;"ООО ""ВОДООТВЕДЕНИЕ""";Кировская область;123900000.0;1;1;"site;phones;emails из enrich.db"
3446002106;"МУП ""ГОРВОДОКАНАЛ Г. ВОЛГОГРАДА""";Волгоградская область;115200000.0;1;1;"site;phones;emails из enrich.db"
7810447343;"ООО ""СПБ ВОДА""";Санкт-Петербург;114600000.0;;1;"site;phones;emails из enrich.db"
9001004798;"МУП ГОЭ ""ТЕПЛОВОДОКАНАЛ""";Запорожская область;113200000.0;;1;"site;phones;emails из enrich.db"
2347001036;"МУП ""ВОДОКАНАЛ""";Краснодарский край;112900000.0;1;1;"site;phones;emails из enrich.db"
4706033654;"ООО ""ВОДОКАНАЛ ОТРАДНЕНСКОГО Г.П.""";Ленинградская область;112400000.0;;1;"site;phones;emails из enrich.db"
6682001206;"МУП ""НЕВЬЯНСКИЙ ВОДОКАНАЛ"" НМО";Свердловская область;110900000.0;;1;"site;phones;emails из enrich.db"
3321014709;"ООО ""ВОДОКАНАЛ ГОРОДА ПОКРОВ""";Владимирская область;106400000.0;1;1;"site;phones;emails из enrich.db"
2311303033;"ООО ""ВОДОКАНАЛ ЮГ""";Краснодарский край;106000000.0;;1;"site;phones;emails из enrich.db"
4703137398;"ООО ""ВОДОКАНАЛ""";Ленинградская область;103400000.0;1;1;"site;phones;emails из enrich.db"
5606005084;"ООО ""ВОДОСНАБЖЕНИЕ""";Оренбургская область;103300000.0;1;1;"site;phones;emails из enrich.db"
6679127872;"ООО ""ЧИСТАЯ ВОДА""";Свердловская область;102800000.0;;;"site;phones;emails из enrich.db"
2348031315;"ООО ""ТРАНС-ВОДОКАНАЛ""";Краснодарский край;102500000.0;1;1;"site;phones;emails из enrich.db"
0706002881;"ООО ""ЖИВАЯ ВОДА""";Кабардино-Балкарская Республика;101900000.0;1;1;"site;phones;emails из enrich.db"
7816727192;"ООО ""ПК ТВОЯ ВОДА""";Санкт-Петербург;100400000.0;;1;"site;phones;emails из enrich.db"
0318034587;"ООО ""ГОРВОДОКАНАЛ""";Республика Бурятия;99800000.0;1;1;"site;phones;emails из enrich.db"
7610144006;"ООО ""ЭКОВОДА""";Ярославская область;99500000.0;;1;"site;phones;emails из enrich.db"
3913502398;"АО ""СВЕТЛОВСКИЙ ВОДОКАНАЛ""";Калининградская область;98900000.0;1;1;"site;phones;emails из enrich.db"
2531012777;"МУП ""СЛАВЯНКА-ВОДОКАНАЛ""";Приморский край;98000000.0;;1;"site;phones;emails из enrich.db"
2303026146;"ООО ""ВОДООТВЕДЕНИЕ""";Краснодарский край;97500000.0;;1;"site;phones;emails из enrich.db"
3309011050;"МУМП ""ВОДОСНАБЖЕНИЕ"" Г.СОБИНКА";Владимирская область;97300000.0;1;1;"site;phones;emails из enrich.db"
2420008140;"ООО ""ВОДОСНАБЖЕНИЕ""";Красноярский край;96600000.0;1;1;"site;phones;emails из enrich.db"
5015011318;"ООО ""ЗВЕНИГОРОДСКИЙ ГОРОДСКОЙ ВОДОКАНАЛ""";Московская область;96600000.0;1;1;"site;phones;emails из enrich.db"
2333011443;"ООО ""ВОДОКАНАЛ""";Краснодарский край;95600000.0;;1;"site;phones;emails из enrich.db"
0245015565;"ООО ""ЧИСТАЯ ВОДА ""КРИСТАЛЬНАЯ""";Республика Башкортостан;95000000.0;1;1;"site;phones;emails из enrich.db"
1006012011;"ООО ""ПКХ ""ВОДООТВЕДЕНИЕ""";Республика Карелия;92000000.0;1;1;"site;phones;emails из enrich.db"
6633029600;"МУП ""ВОДОСНАБЖАЮЩАЯ КОМПАНИЯ""";Свердловская область;90800000.0;;1;"site;phones;emails из enrich.db"
3851997853;"ООО УК ""ВОДОКАНАЛ""";Иркутская область;90700000.0;;1;"site;phones;emails из enrich.db"
5239010720;"МУП ""ВОДОКАНАЛ""";Нижегородская область;89700000.0;1;1;"site;phones;emails из enrich.db"
6686140730;"МУП ""СРЕДНЕУРАЛЬСКОЕ ВОДОПРОВОДНО-КАНАЛИЗАЦИОННОЕ ХОЗЯЙСТВО""";Свердловская область;89600000.0;1;1;"site;phones;emails из enrich.db"
7116148930;"ООО СК ""ВОДОКАНАЛ""";Тульская область;89000000.0;;1;"site;phones;emails из enrich.db"
2303026121;"ООО ""ВОДОПРОВОД""";Краснодарский край;88600000.0;;1;"site;phones;emails из enrich.db"
2458017056;"МУП ""ВОДОКАНАЛ СНК""";Красноярский край;88400000.0;1;1;"site;phones;emails из enrich.db"
0271009046;"ООО ""ЯНАУЛВОДОКАНАЛ"" РБ";Республика Башкортостан;85600000.0;1;1;"site;phones;emails из enrich.db"
2447013170;"ООО ""ЕНИСЕЙВОДОКАНАЛ""";Красноярский край;83900000.0;1;1;"site;phones;emails из enrich.db"
5406737355;"ООО ""ГОРВОДОКАНАЛ""";Новосибирская область;82800000.0;1;1;"site;phones;emails из enrich.db"
1006012029;"ООО ""ПКХ ""ВОДОСНАБЖЕНИЕ""";Республика Карелия;82700000.0;1;1;"site;phones;emails из enrich.db"
7709961550;"ООО ""ТД ""ЗАВОДА ЭМАЛИРОВАННЫХ ТРУБ""";Москва;82000000.0;1;1;"site;phones;emails из enrich.db"
7719456194;"ООО ""ГОСТВОДА СЕРВИС""";Московская область;81800000.0;1;1;"site;phones;emails из enrich.db"
1609010800;"ООО ""ВОДОКАНАЛ-СЕРВИС""";Республика Татарстан;80100000.0;;1;"site;phones;emails из enrich.db"
1223000528;"МУП ""ВОДОКАНАЛ""";Республика Марий Эл;79800000.0;;1;"site;phones;emails из enrich.db"
7424004330;"ООО ""ВОДОСНАБЖЕНИЕ ПЛЮС""";Челябинская область;78100000.0;;1;"site;phones;emails из enrich.db"
6211004809;"МП ""НОВОМИЧУРИНСКИЙ ВОДОКАНАЛ""";Рязанская область;74500000.0;;1;"site;phones;emails из enrich.db"
3439009284;"ООО ""ВОДОКАНАЛ""";Волгоградская область;74400000.0;1;1;"site;phones;emails из enrich.db"
7424004266;"ООО ""ВОДООТВЕДЕНИЕ ПЛЮС""";Челябинская область;74400000.0;;1;"site;phones;emails из enrich.db"
3604015982;"МУП ""ОЧИСТНЫЕ СООРУЖЕНИЯ"" БОРИСОГЛЕБСКОГО ГОРОДСКОГО ОКРУГА ВОРОНЕЖСКО";Воронежская область;74300000.0;1;1;"site;phones;emails из enrich.db"
4007017890;"УМП ""ВОДОКАНАЛ""";Калужская область;73200000.0;1;1;"site;phones;emails из enrich.db"
3816997787;"ООО ""ВОДОКАНАЛ""";Иркутская область;69500000.0;;1;"site;phones;emails из enrich.db"
3812073181;"ООО ""ВОДА БАЙКАЛА""";Иркутская область;68300000.0;1;1;"site;phones;emails из enrich.db"
2823007848;"МУП""ВОДОКАНАЛ""";Амурская область;67600000.0;1;1;"site;phones;emails из enrich.db"
8613009529;"МУП ""ЕДИНЫЙ ВОДОКАНАЛ"" БЕРЕЗОВСКОГО РАЙОНА";Ханты-Мансийский автономный округ - Югра;65200000.0;1;1;"site;phones;emails из enrich.db"
2511126800;"ООО ""ГОРНОКЛЮЧЕВСКОЙ ВОДОКАНАЛ""";Приморский край;64100000.0;;1;"site;phones;emails из enrich.db"
