inn;predpriyatie;klyuch;tender_id;predmet;sozdan;do;company_id;company;chya_zakupka
2127309097;ПО КТЗ;без слова, вся страница компании;696160;"Открытый запрос предложений на приобретение станка для обработки вагонных осей РУ1Ш и РВ2Ш по ГОСТ 33200-2014 для ООО ""КАВАЗ"" (id696160)";16.11.2022;02.12.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;696115;"Открытый запрос предложений на приобретение станка для сверления хребтовых балок вагонов для ООО ""КАВАЗ"" (id696115)";16.11.2022;02.12.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;695895;"Открытый запрос предложений на поставку металлопроката (кругов) в ноябре 2022г для ООО ""КАВАЗ"" (id695895)";15.11.2022;18.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;695376;"Открытый запрос предложений на поставку кислорода жидкого технического 1 сорт в ноябре для ООО ""КАВАЗ"" (id695376)";14.11.2022;17.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;695331;"Открытый запрос предложений на поставку автошин в адрес ООО ""КАВАЗ"" в ноябре-декабре 2022г. (id695331)";14.11.2022;18.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;695324;"Открытый запрос предложений на поставку автозапчастей для ООО ""КАВАЗ"" в ноябре-декабре 2022г. (id695324)";14.11.2022;18.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;695308;"Открытый запрос предложений на поставку сварочных комплектующих в ноябре-декабре для ООО ""КАВАЗ"" (id695308)";14.11.2022;17.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;692223;"Открытый запрос предложений на поставку втулок КПМ в ноябре-декабре 2022 г. для ООО ""КАВАЗ"" (id690409) (2-й этап торгов) (id692223)";07.11.2022;09.11.2022 в 11:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;691743;Открытый запрос предложений на поставку транспорта для внутризаводского перемещения грузов – 8 ед. (id691743);03.11.2022;10.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;691563;"Открытый запрос предложений на поставку лакокрасочной продукции в ноябре для ООО ""КАВАЗ"" (id689500) (2-й этап торгов) (id691563)";03.11.2022;07.11.2022 в 11:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;691153;"Открытый запрос предложений оказание услуг по ремонту и модернизации разрывной машины EU-40 для ООО ""ПО ""КТЗ"" (id691153)";02.11.2022;11.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;690956;"Открытый запрос предложений на поставку металлопроката (кругов) в декабре для ООО ""КАВАЗ"" (id688556) (2-й этап торгов) (id690956)";01.11.2022;03.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;690414;"Открытый запрос предложений на поставку втулки фенопластовой в ноябре-декабре 2022 г. для ООО ""КАВАЗ"" (id690414)";31.10.2022;03.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;690409;"Открытый запрос предложений на поставку втулок КПМ в ноябре-декабре 2022 г. для ООО ""КАВАЗ"" (id690409)";31.10.2022;03.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;690384;"Открытый запрос предложений на поставку метизов в ноябре для ООО ""КАВАЗ"" (id690384)";31.10.2022;03.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;689731;"Открытый запрос предложений на поставку оборудования (кантователей) в адрес ООО ""КАВАЗ"" (id689731)";28.10.2022;03.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;689705;"Открытый запрос предложений на поставку дизельного топлива и бензина в ноябре для ООО ПО ""КТЗ"" и ООО ""КАВАЗ"" (id689705)";28.10.2022;02.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;689691;"Открытый запрос предложений на поставку ГСМ в ноябре для ООО ""КАВАЗ"" (id689691)";28.10.2022;02.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;689500;"Открытый запрос предложений на поставку лакокрасочной продукции в ноябре для ООО ""КАВАЗ"" (id689500)";27.10.2022;02.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;688964;"Открытый запрос предложений на поставку инструментальной стали (плиты) для ООО ""КАВАЗ"" (id688964)";26.10.2022;31.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;688733;"Открытый запрос предложений на поставку подшипников ZKLN, кареток IKO и шарико-винтовых пар BOCSH в адрес ООО ""КАВАЗ"" (id688733)";26.10.2022;31.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;688556;"Открытый запрос предложений на поставку металлопроката (кругов) в декабре для ООО ""КАВАЗ"" (id688556)";25.10.2022;31.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;688551;"Открытый запрос предложений на поставку металлопроката (круг, уголок) в ноябре для ООО ""КАВАЗ (id688551)";25.10.2022;28.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;688418;Открытый запрос предложений на поставку листового металлопроката в адрес ООО «КАВАЗ» (id688418);25.10.2022;28.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;688244;"Открытый запрос предложений на поставку металлопроката для ООО ""ПК ""Промтрактор"" и ООО ""ПК ЧАЗ"" в январе 2022г. (id688244)";25.10.2022;31.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;688248;"Открытый запрос предложений на поставку сварочных материалов в ноябре 2022 г., в январе 2023 г. для ООО ""КАВАЗ"" (id688248)";25.10.2022;28.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;688213;Открытый запрос предложений на поставку металлопроката в ноябре для ООО ПК ЧТЗ 2022г. (id688213);25.10.2022;28.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;687694;"Открытый запрос предложений на покупку 2-х автомобилей типа Пикап для ООО ""СПМ"" (id687694)";24.10.2022;28.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;687313;"Открытый запрос предложений на поставку импортного инструмента в ноябре, в декабре 2022 г., в январе 2023 г. для ООО ""КАВАЗ"" (id687313)";21.10.2022;27.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;686667;"Открытый запрос предложений на разработку документации на техническое перевооружение, поставку, монтаж и пусконаладочные работы комплекса по производству сварочной смеси для ООО ""КАВАЗ"" (id686667)";20.10.2022;07.11.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;686645;Открытый запрос предложений на изготовление стенда сборки крыши вагона-хоппера для перевозки зерна и других пищевых продуктов модели 19-3058 (id686645);20.10.2022;28.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;686638;Открытый запрос предложений на выполнение работ по техническому обслуживанию и ремонту газовых теплогенераторов ООО «КАВАЗ» (id686638);20.10.2022;25.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;686602;"Открытый запрос предложений на поставку подвески маятниковой ч.518.00.018-4, доп. 1835.00.077 в ноябре-декабре 2022г для ООО ""КАВАЗ"" (id686602)";20.10.2022;26.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;685923;"Открытый запрос предложений на поставку кабеля для ООО ""КАВАЗ"" (id685923)";18.10.2022;21.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;685645;"Открытый запрос предложений на поставку спецодежды, спецобуви и других СИЗ для работников ООО ""ВКЗ"" в 1-м полугодии 2023 года (id685645)";18.10.2022;24.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;685603;"Открытый запрос предложений на поставку спецодежды, спецобуви и других СИЗ для работников ООО ""КАВАЗ"" в 1-м полугодии 2023 года (id685603)";18.10.2022;24.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;684475;"Открытый запрос предложений на поставку портального лесовоза Т-140М2 нового (б/у) для ООО ""ПО""КТЗ"" (id684475)";14.10.2022;21.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;684019;"Открытый запрос предложений на поставку упора с надпятником в ноябре-декабре 2022 г. для ООО ""КАВАЗ"" (id684019)";13.10.2022;17.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;683110;"Открытый запрос предложений на поставку подвески ч. 106.00.012-0 в ноябре, декабре для ООО ""КАВАЗ"" (id683110)";11.10.2022;14.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;683098;"Открытый запрос предложений на поставку резервуара воздушного Р7-78 в ноябре, декабре для ООО ""КАВАЗ"" (id683098)";11.10.2022;14.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;683074;"Открытый запрос предложений на поставку клина фрикционного ч.578.30.002-1 (клин фрикционный с вкладышем 1699.04.000) в ноябре, декабре для ООО ""КАВАЗ"" (id683074)";11.10.2022;18.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;682150;"Закрытый запрос предложений на поставку деталей зерновоза по чертежам в ноябре, декабре для ООО ""КАВАЗ"" (id682150)";07.10.2022;13.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;681845;"Открытый запрос предложений на приобретение индукционных установок для нагрева заклепок, для ООО ""КАВАЗ"" (id681845)";07.10.2022;14.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;681672;"Открытый запрос предложений на поставку металлопроката (круг, уголок) в ноябре для ООО ""КАВАЗ"" (id681672)";06.10.2022;11.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;681036;"Открытый запрос предложений на поставку комплектующих (биметаллических изделий) для ООО ""ПК ""ЧАЗ"" (id681036)";05.10.2022;10.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;681028;"Открытый запрос предложений на поставку Двуокиси углерода жидкая высший сорт ГОСТ 8050-85 в октябре для ООО ""КАВАЗ"" (id681028)";05.10.2022;10.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;680679;"Открытый запрос предложений выполнения капитального ремонта с модернизацией электрической части продольно-фрезерного двухстоечного четырехшпиндельного станка мод. 6Г610Ф1 в ООО ""КАВАЗ (id680679)";04.10.2022;14.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;680658;"Открытый запрос предложений на поставку жд комплектующих в адрес ООО ""КАВАЗ"" в октябре-ноябре 2022г. (id676974) (2-й этап торгов) (id680658)";04.10.2022;05.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;680652;Открытый запрос предложений на поставку дизельного топлива (межсезонное, сорт Е) и бензина АИ-92 в октябре (id677109) (3-й этап торгов) (id680652);04.10.2022;05.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;680184;"Открытый запрос предложений на поставку сварочных роботов для ООО ""КАВАЗ"" (id680184)";03.10.2022;06.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;680160;"Открытый запрос предложений на поставку лакокрасочной продукции в октябре для ООО ""КАВАЗ"" (id678165) (2-й этап торгов) (id680160)";03.10.2022;05.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;679311;"Открытый запрос предложений по сбору, транспортировке и размещению отходов производства на полигоне ТКО для ООО ""ПК ЧТЗ"" (id679311)";30.09.2022;10.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;679291;"Открытый запрос предложений на поставку контроллера Pilz Serie PSS 3075-3 в адрес ООО ""КАВАЗ"" (id679291)";30.09.2022;06.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;678949;"Открытый запрос предложений на поставку Балочки центрирующей ч.3002.35.130-1, доп. ч.282.35.010-00, доп. 1835.00.110СБ в октябре-ноябре для ООО ""КАВАЗ"" (id676978) (2-й этап торгов) (id678949)";29.09.2022;30.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;678906;Открытый запрос предложений на поставку дизельного топлива (межсезонное, сорт Е) и бензина АИ-92 в октябре (id677109) (2-й этап торгов) (id678906);29.09.2022;30.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;678850;"Открытый запрос предложений на поставку аппарата поглощающего в октябрь-ноября для ООО ""КАВАЗ"" (id676239) (2-й этап торгов) (id678850)";29.09.2022;30.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;678837;"Открытый запрос предложений на поставку метизов в октябре для ООО ""КАВАЗ"" (id677074) (2-й этап торгов) (id678837)";29.09.2022;03.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;678824;"Открытый запрос предложений на поставку кислорода жидкого технического 1 сорт в октябре для ООО ""КАВАЗ"" (id676875) (2-й этап торгов) (id678824)";29.09.2022;29.09.2022 в 17:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;678670;"Открытый запрос предложений на поставку масел, смазок в октябре-ноябре для ООО ""КАВАЗ"" (id678670)";28.09.2022;04.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;678165;"Открытый запрос предложений на поставку лакокрасочной продукции в октябре для ООО ""КАВАЗ"" (id678165)";27.09.2022;30.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;677959;"Открытый запрос предложений на поставку запасных частей для сварочного оборудования в октябре для ООО ""КАВАЗ"" (id677959)";27.09.2022;30.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;677941;"Открытый запрос предложений на поставку сварочных комплектующих в октябре для ООО ""КАВАЗ"" (id677941)";27.09.2022;30.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;677877;Открытый запрос предложений на изготовление запчастей для лесовоза (шток и втулка)- 4 комплекта по эскизам. (id677877);27.09.2022;04.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;677145;"Открытый запрос предложений на оказание услуг по проведению ремонта и технического обслуживания технологических холодильных установок, бытовых холодильников и кондиционеров в ООО ""ПК ""ЧТЗ"" (id677145)";23.09.2022;10.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;677120;"Открытый запрос предложений на поставку листового металлопроката в рулоне для ООО ""КАВАЗ"" (id677120)";23.09.2022;27.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;677109;Открытый запрос предложений на поставку дизельного топлива (межсезонное, сорт Е) и бензина АИ-92 в октябре (id677109);23.09.2022;28.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;677074;"Открытый запрос предложений на поставку метизов в октябре для ООО ""КАВАЗ"" (id677074)";23.09.2022;28.09.2022 в 16:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;677058;"Открытый запрос предложений на проведение демонтажа, перемещения и монтажа оборудования в ООО ""КАВАЗ"" (id677058)";23.09.2022;19.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;676991;Открытый запрос предложений на оказание услуг по электротехническим испытаниям и измерению электрооборудования и защитных средств (id676991);23.09.2022;07.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;676989;"Открытый запрос предложений на поставку импортного инструмента в октябре 2022г для ООО ""КАВАЗ"" (id676989)";23.09.2022;29.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;676978;"Открытый запрос предложений на поставку Балочки центрирующей ч.3002.35.130-1, доп. ч.282.35.010-00, доп. 1835.00.110СБ в октябре-ноябре для ООО ""КАВАЗ"" (id676978)";23.09.2022;28.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;676974;"Открытый запрос предложений на поставку жд комплектующих в адрес ООО ""КАВАЗ"" в октябре-ноябре 2022г. (id676974)";23.09.2022;28.09.2022 в 17:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;676919;"Открытый запрос предложений на проведение работ по обеспечению аварийного теплоснабжения АБК и производственных помещений ООО ""ПК ""ЧТЗ"" (id676919)";23.09.2022;07.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;676875;"Открытый запрос предложений на поставку кислорода жидкого технического 1 сорт в октябре для ООО ""КАВАЗ"" (id676875)";23.09.2022;28.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;676726;"Открытый запрос предложений на поставку металлопроката (круг) в октябре, ноябре 2022г для ООО ""КАВАЗ"" (id676726)";22.09.2022;29.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;676258;"Открытый запрос предложений на поставку листового металлопроката в октябре для ООО ""КАВАЗ"" (id676258)";21.09.2022;26.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;676239;"Открытый запрос предложений на поставку аппарата поглощающего в октябрь-ноября для ООО ""КАВАЗ"" (id676239)";21.09.2022;27.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;676147;"Открытый запрос предложений на поставку портального лесовоза Т-140М2 нового (б/у) для ООО ""ПО ""КТЗ"" (id676147)";21.09.2022;26.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;676053;Открытый запрос предложений на поставку подшипников и кареток BOSCH для ООО КАВАЗ (id676053);21.09.2022;23.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;675412;"Открытый запрос предложений на оказание услуг по страхованию автомобилей (ОСАГО) для ООО ""АКТИВ"" (id675412)";20.09.2022;23.09.2022 в 11:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;675196;"Открытый запрос предложений на поставку запасных частей для компрессора 305ВП-16/70 в ООО ""КАВАЗ"" (id675196)";19.09.2022;22.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;675065;"Открытый запрос предложений на поставку гелия газообразного марки ""А"" в баллонах по 40л в октябре-ноябре для ООО ""КАВАЗ"" (id675065)";19.09.2022;22.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;674505;"Открытый запрос предложений на поставку платы Daihen Nachi для сварочного робота в адрес ООО ""КАВАЗ"" (id674505)";16.09.2022;22.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;674124;"Открытый запрос предложений на выполнение работ по экспертизе промышленной безопасности стационарных грузоподъемных кранов в ООО ""ПК ""ЧТЗ"" (id674124)";15.09.2022;05.10.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;673580;Открытый запрос предложений на оказание транспортных услуг по организации перевозки груза по маршруту г.Чебоксары - г.Канаш - г.Чебоксары (id673580);14.09.2022;19.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;673158;"Открытый запрос предложений по сбору, транспортировке и размещению отходов производства на полигоне ТКО для ООО ""ПК ЧТЗ"" (id673158)";13.09.2022;26.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;671314;"Открытый запрос предложений на поставку металлопроката (круг) в октябре 2022г для ООО ""КАВАЗ"" (id671314)";08.09.2022;13.09.2022 в 14:00;143262;ПО КТЗ;её собственная
2127309097;ПО КТЗ;без слова, вся страница компании;670635;"Открытый запрос предложений на поставку лакокрасочной продукции в сентябре для ООО ""КАВАЗ"" (id670635)";06.09.2022;09.09.2022 в 14:00;143262;ПО КТЗ;её собственная
