company_id;company;inn;kpp
249451;"Продажа неликвидов от компании ЛЕСОСИБИРСКИЙ ЛДК &#8470; 1 (ИНН 2454003302/245401001) на ЭТП ТендерПро";2454003302;245400330
371026;Закупки компании СУАЛ-ПМ (ИНН 3821008485/381001001) на ЭТП ТендерПро;3821008485;382100848
352825;Закупки компании ИСО (непрофильные активы) (ИНН 7730248021/773001001) на ЭТП ТендерПро;7730248021;773024802
219647;Закупки компании Машзавод РИВС (ИНН 0270012769/027001001) на ЭТП ТендерПро;0270012769;027001276
465372;Закупки компании Филиал Завод ТЕХНО г. Серпухов (ИНН 6230051360/504343001) на ЭТП ТендерПро;6230051360;623005136
432808;Закупки компании АО БЫСТРИНСКАЯ ГОРНАЯ КОМПАНИЯ (ИНН 4100002351/410101001) на ЭТП ТендерПро;4100002351;410000235
314103;Закупки компании ТД ЗЭМЗ (ИНН 7404070888/740401001) на ЭТП ТендерПро;7404070888;740407088
348345;Закупки компании КраМЗ (ИНН 2465043748/660850001) на ЭТП ТендерПро;2465043748;246504374
351559;Закупки компании Филиал ИСО в г. Новокузнецк (ИНН 7730248021/425343001) на ЭТП ТендерПро;7730248021;773024802
383842;Закупки компании СПИ СУБР-Проект (ИНН 6631007376/661701001) на ЭТП ТендерПро;6631007376;663100737
423681;Закупки компании НМЗ (ИНН 5321086672/532101001) на ЭТП ТендерПро;5321086672;532108667
19934;Закупки компании ПКП Титан (ИНН 2901008961/290101001) на ЭТП ТендерПро;2901008961;290100896
23933;Закупки компании КУЗОЦМ (ИНН 6666003414/661201001) на ЭТП ТендерПро;6666003414;666600341
125875;Закупки компании Салаватстекло Волга (ИНН 6453054397/645301001) на ЭТП ТендерПро;6453054397;645305439
465358;Закупки компании Филиал Завод ТЕХНО г. Чудово (ИНН 6230051360/530043001) на ЭТП ТендерПро;6230051360;623005136
42938;Закупки компании Завод ТЕХНО (Рязань) (ИНН 6230051360/623001001) на ЭТП ТендерПро;6230051360;623005136
466148;Закупки компании ХОЛДИНГ АКВА (ИНН 2626047111/262601001) на ЭТП ТендерПро;2626047111;262604711
350244;Закупки компании РУСАЛ Промтехразвитие (ИНН 3816031810/381601001) на ЭТП ТендерПро;3816031810;381603181
407278;Закупки компании АО ПИКАЛЕВСКИЙ ЦЕМЕНТ (ИНН 4701007851/471501001) на ЭТП ТендерПро;4701007851;470100785
36036;Закупки компании Донуголь (ИНН 6155008444/614801001) на ЭТП ТендерПро;6155008444;615500844
426705;Закупки компании КУЗБАССКИЙ СКАРАБЕЙ (ИНН 4205038193/420501001) на ЭТП ТендерПро;4205038193;420503819
198749;Закупки компании ТД Лавр (ИНН 7449074642/745301001) на ЭТП ТендерПро;7449074642;744907464
350260;Закупки компании РУСАЛ Тайшет (ИНН 3815011264/381501001) на ЭТП ТендерПро;3815011264;381501126
354479;Закупки компании Уральская фольга (ИНН 6646010043/661901001) на ЭТП ТендерПро;6646010043;664601004
450776;Закупки компании САД (ИНН 2465337272/246501001) на ЭТП ТендерПро;2465337272;246533727
306331;Закупки компании Завод Технофлекс (ИНН 6229024796/622901001) на ЭТП ТендерПро;6229024796;622902479
220714;Закупки компании Тирвас (ИНН 5103300037/510301001) на ЭТП ТендерПро;5103300037;510330003
309318;Закупки компании УПЗ (ИНН 6660000400/668501001) на ЭТП ТендерПро;6660000400;666000040
311709;Продажа неликвидов от компании Эл-Техника (ИНН 8602254952/860201001) на ЭТП ТендерПро;8602254952;860225495
43068;Закупки компании Завод ТЕХНО (Заинск) (ИНН 6230051360/164702001) на ЭТП ТендерПро;6230051360;623005136
392059;Закупки компании БУРСЕРВИС (ИНН 1106013435/110601001) на ЭТП ТендерПро;1106013435;110601343
171011;Закупки компании ЦСМ (ИНН 5103062840/510301001) на ЭТП ТендерПро;5103062840;510306284
351522;Закупки компании Филиал ИСО в г. Североуральск (ИНН 7730248021/661743002) на ЭТП ТендерПро;7730248021;773024802
350490;Закупки компании РУСАЛ Каменск-Уральский (ИНН 6612005052/661202001) на ЭТП ТендерПро;6612005052;661200505
346661;Закупки компании Архбум (Подольск) (ИНН 2903003430/290301001) на ЭТП ТендерПро;2903003430;290300343
368911;Закупки компании Гланит (ИНН 7111022115/711101001) на ЭТП ТендерПро;7111022115;711102211
351169;Закупки компании Филиал ИСО в г. Краснотурьинск (ИНН 7730248021/661743001) на ЭТП ТендерПро;7730248021;773024802
438073;Закупки компании Ярославский ЭРЗ (ИНН 7715729877/760443001) на ЭТП ТендерПро;7715729877;771572987
308821;Закупки компании ПОСМ С-З (ИНН 7838387574/781101001) на ЭТП ТендерПро;7838387574;783838757
436490;Закупки компании ЗГСК (ИНН 7536181665/753601001) на ЭТП ТендерПро;7536181665;753618166
132952;Закупки компании Филиал Завод ТЕХНО г. Красный Сулин (ИНН 6230051360/614843001) на ЭТП ТендерПро;6230051360;623005136
466613;Закупки компании АО ГлаЦем (ИНН 4727014290/472701001) на ЭТП ТендерПро;4727014290;472701429
213400;Закупки компании Филиал Сибирь-Кровля Завод Технофлекс (ИНН 6229024796/423043001) на ЭТП ТендерПро;6229024796;622902479
349271;Закупки компании РУСАЛ ИТЦ (ИНН 3804039638/246501001) на ЭТП ТендерПро;3804039638;380403963
15225;Закупки компании АО Металлургический завод Петросталь (ИНН 7805059786/783450001) на ЭТП ТендерПро;7805059786;780505978
81832;Закупки компании Обособленное подразделение ПромТрансПорт (ИНН 3528093190/352801001) на ЭТП ТендерПро;3528093190;352809319
350493;Закупки компании РУСАЛ Краснотурьинск (ИНН 6612005052/661702001) на ЭТП ТендерПро;6612005052;661200505
432704;Закупки компании ЗАВОД ТЕХНОПЛЕКС КРАСНЫЙ СУЛИН (ИНН 6148013595/614801001) на ЭТП ТендерПро;6148013595;614801359
461468;Закупки компании АО ТАМАК (ИНН 6820016947/682001001) на ЭТП ТендерПро;6820016947;682001694
50094;Закупки компании ИРЗ-Ринкос (ИНН 1833017000/184001001) на ЭТП ТендерПро;1833017000;183301700
369183;Закупки компании РУСАЛ-Саянская фольга (ИНН 5007036608/500701001) на ЭТП ТендерПро;5007036608;500703660
422789;Закупки компании РЕИНТЕХ (ИНН 6350030122/635001001) на ЭТП ТендерПро;6350030122;635003012
301292;Закупки компании Золотой Актив (ИНН 7709973482/770901001) на ЭТП ТендерПро;7709973482;770997348
103315;Закупки компании Металлург г.Магнитогорск (ИНН 7456000761/745601001) на ЭТП ТендерПро;7456000761;745600076
454063;Закупки компании ФХО (ИНН 9102290626/910601001) на ЭТП ТендерПро;9102290626;910229062
400235;Закупки компании ЭЛГАД-ЗСИ (ИНН 5022047202/502201001) на ЭТП ТендерПро;5022047202;502204720
442926;Закупки компании ООЗИД АО Желдорреммаш (ИНН 7715729877/771501001) на ЭТП ТендерПро;7715729877;771572987
97755;Закупки компании УБО (ИНН 1902017445/190201001) на ЭТП ТендерПро;1902017445;190201744
450980;Продажи компании ТЕХРЕСПРО16 (ИНН 1655501377/168601001) на ЭТП ТендерПро;1655501377;165550137
462262;Продажи компании ИП Ипатьева Кристина Евгеньевна (ИНН 213003979617) на ЭТП ТендерПро;2130039796;213003979
350688;Закупки компании СУБР (ИНН 6631001159/661701001) на ЭТП ТендерПро;6631001159;663100115
184837;Закупки компании Челябинский ЭРЗ (ИНН 7715729877/744801001) на ЭТП ТендерПро;7715729877;771572987
420886;Закупки компании ТурбоСервис Рус (ИНН 7704781586/504701001) на ЭТП ТендерПро;7704781586;770478158
445923;Закупки компании КАПИТАЛ СПЕЙС (ИНН 7708337251/770801001) на ЭТП ТендерПро;7708337251;770833725
455204;Закупки компании АГРОКОМПЛЕКС ЛАБИНСКИЙ (ИНН 2314017030/231401001) на ЭТП ТендерПро;2314017030;231401703
294131;Закупки компании УК Разрез Майрыхский (ИНН 1901116203/190101001) на ЭТП ТендерПро;1901116203;190111620
351560;Закупки компании Филиал ИСО в г. Саяногорск (ИНН 7730248021/190243001) на ЭТП ТендерПро;7730248021;773024802
328230;Закупки компании Воскресенский филиал Завод Технофлекс (ИНН 6229024796/500543001) на ЭТП ТендерПро;6229024796;622902479
49928;Закупки компании ИРЗ ТЕСТ (ИНН 1833035546/184001001) на ЭТП ТендерПро;1833035546;183303554
350353;Закупки компании РУСАЛ Бокситогорск (ИНН 4701000013/471501001) на ЭТП ТендерПро;4701000013;470100001
350249;Закупки компании Инженерно-Строительная Компания (ИНН 7709567459/381601001) на ЭТП ТендерПро;7709567459;770956745
17779;Закупки компании ЕлАЗ (ИНН 1646016818/164601001) на ЭТП ТендерПро;1646016818;164601681
445730;Закупки компании ИМПЭКС-ДОН (ИНН 6167128827/930401001) на ЭТП ТендерПро;6167128827;616712882
409448;Закупки компании ЦОФ ТРЕТЬЯКОВСКАЯ (ГКК) (ИНН 9703126797/770301001) на ЭТП ТендерПро;9703126797;970312679
432813;Закупки компании ЖЕЛТУГИНСКАЯ ГРК (ИНН 7536164405/753601001) на ЭТП ТендерПро;7536164405;753616440
263132;Закупки компании Филиал Завод ТЕХНО (Белгород) (ИНН 6230051360/312343001) на ЭТП ТендерПро;6230051360;623005136
127637;Закупки компании Мотовилиха-гражданское машиностроение (ИНН 5906034209/590601001) на ЭТП ТендерПро;5906034209;590603420
418292;Закупки компании ИНВЕСТМЕТАЛЛПРОМ (ИНН 7730226211/780501001) на ЭТП ТендерПро;7730226211;773022621
97105;Закупки компании ОТК Пневмосистемы (ИНН 5904158368/590601001) на ЭТП ТендерПро;5904158368;590415836
50081;Закупки компании ИРЗ-Фотон (ИНН 1833026887/184001001) на ЭТП ТендерПро;1833026887;183302688
42241;Закупки компании Завод ТехноНИКОЛЬ-Ульяновск (ИНН 7321316986/732101001) на ЭТП ТендерПро;7321316986;732131698
418035;Закупки компании ЛОДЖИКРУФ-УРАЛ (ИНН 6682022439/668201001) на ЭТП ТендерПро;6682022439;668202243
341049;Закупки компании ТФМ-Спецтехника (ИНН 4253020541/421701001) на ЭТП ТендерПро;4253020541;425302054
53342;Закупки компании Оренбургский ЛРЗ (ИНН 7715729877/561143001) на ЭТП ТендерПро;7715729877;771572987
226444;Закупки компании Филиал Крома Завод Технофлекс (Рыбинск) (ИНН 6229024796/761043001) на ЭТП ТендерПро;6229024796;622902479
348056;Закупки компании РУСАЛ Анодная Фабрика (ИНН 7709788673/381601001) на ЭТП ТендерПро;7709788673;770978867
350389;Закупки компании РУСАЛ Ачинск (ИНН 2443005570/244301001) на ЭТП ТендерПро;2443005570;244300557
407436;Закупки компании СФМЗ (ЗАКУПКИ) (ИНН 1910009769/191001001) на ЭТП ТендерПро;1910009769;191000976
80034;Закупки компании ТопПром (ИНН 4220020218/424950001) на ЭТП ТендерПро;4220020218;422002021
356192;Закупки компании Выборгский филиал Завод Технофлекс (ИНН 6229024796/470443001) на ЭТП ТендерПро;6229024796;622902479
426706;Закупки компании ФАНТАСТИК ПЛАСТИК (ИНН 5259131313/525901001) на ЭТП ТендерПро;5259131313;525913131
339557;Закупки компании УК НИП (ИНН 4217180814/421701001) на ЭТП ТендерПро;4217180814;421718081
206486;Закупки компании ЭНРИЧ ИНЖИНИРИНГ (ГКК) (ИНН 5405002407/540501001) на ЭТП ТендерПро;5405002407;540500240
80043;Закупки компании ЦОФ Щедрухинская (ТопПром) (ИНН 4253029223/425301001) на ЭТП ТендерПро;4253029223;425302922
378368;Закупки компании НРСК (ИНН 2903012890/290301001) на ЭТП ТендерПро;2903012890;290301289
187126;Закупки компании АО ППО ЭВТ им. В.А. Ревунова (ИНН 5835094907/583501001) на ЭТП ТендерПро;5835094907;583509490
299395;Закупки компании Берингпромуголь (ИНН 7703730010/870101001) на ЭТП ТендерПро;7703730010;770373001
16217;Закупки компании АК АЛРОСА (ПАО) (ИНН 1433000147/143301001) на ЭТП ТендерПро;1433000147;143300014
205314;;;
298998;Закупки компании ЗИМ (ГКК) (ИНН 4217191333/425301001) на ЭТП ТендерПро;4217191333;421719133
346255;Закупки компании Корсис (ИНН 9731010353/773001001) на ЭТП ТендерПро;9731010353;973101035
314232;;;
372714;Закупки компании Сибирь-Полиметаллы (ИНН 2259002376/226901001) на ЭТП ТендерПро;2259002376;225900237
289571;Закупки компании ЦОФ Краснокаменская (ГКК) (ИНН 4223119624/422301001) на ЭТП ТендерПро;4223119624;422311962
55813;Закупки компании Пикалевская сода (ИНН 4715022874/660850001) на ЭТП ТендерПро;4715022874;471502287
122128;Закупки компании Филиал Завод Лоджикруф (ИНН 6230054971/623001001) на ЭТП ТендерПро;6230054971;623005497
372749;Закупки компании АО Святогор (ИНН 6618000220/668101001) на ЭТП ТендерПро;6618000220;661800022
396552;Закупки компании КЭТ (ИНН 4217198160/421701001) на ЭТП ТендерПро;4217198160;421719816
407816;Закупки компании СОЮЗПРОМПТИЦА (ИНН 0263034881/026301001) на ЭТП ТендерПро;0263034881;026303488
411611;;;
86947;Закупки компании ЭКОС-С (ИНН 5406745324/190001001) на ЭТП ТендерПро;5406745324;540674532
124294;Закупки компании ОКС (ИНН 4205281286/770301001) на ЭТП ТендерПро;4205281286;420528128
33502;Закупки компании АО ПО ЭХЗ (ИНН 2453013555/785150001) на ЭТП ТендерПро;2453013555;245301355
182221;Закупки компании Птицефабрика Синявинская (ИНН 4706001780/470601001) на ЭТП ТендерПро;4706001780;470600178
71281;Закупки компании СЕВЕРТРАНС (ИНН 5101313601/511801001) на ЭТП ТендерПро;5101313601;510131360
398252;Закупки компании ПК БАЙКАЛ АКВА (ИНН 3811459425/381201001) на ЭТП ТендерПро;3811459425;381145942
227043;Закупки компании ЗЭМ (ГКК) (ИНН 4205152361/420501001) на ЭТП ТендерПро;4205152361;420515236
391474;;;
126949;Закупки компании АО ТРАНСПНЕВМАТИКА (ИНН 5224001190/522401001) на ЭТП ТендерПро;5224001190;522400119
55785;Закупки компании Русский Уголь (ИНН 7705880068/770701001) на ЭТП ТендерПро;7705880068;770588006
52537;Закупки компании Завод ТЕХНОПЛЕКС (Рязань) (ИНН 6230043899/623001001) на ЭТП ТендерПро;6230043899;623004389
213705;Закупки компании УН ЭКС (ИНН 5902145540/590401001) на ЭТП ТендерПро;5902145540;590214554
37186;Закупки компании ВПК (ИНН 3525114733/352501001) на ЭТП ТендерПро;3525114733;352511473
397032;Закупки компании ИЛМИТ (ИНН 7706446985/770601001) на ЭТП ТендерПро;7706446985;770644698
384097;Закупки компании РУСАЛ НАДВОИЦЫ (ИНН 6612005052/100602001) на ЭТП ТендерПро;6612005052;661200505
399292;Закупки компании ВЕНТАЛЛ-ДОН (ИНН 6125032993/612501001) на ЭТП ТендерПро;6125032993;612503299
359188;Закупки компании АО ТБФ (ИНН 4004009259/400401001) на ЭТП ТендерПро;4004009259;400400925
299287;Закупки компании Филиал ТехноНИКОЛЬ-НН Завод Технофлекс (ИНН 6229024796/525743001) на ЭТП ТендерПро;6229024796;622902479
143262;Закупки компании ПО КТЗ (ИНН 2127309097/213001001) на ЭТП ТендерПро;2127309097;212730909
50001;Закупки компании ИРЗ ТЭК (ИНН 1833033690/184001001) на ЭТП ТендерПро;1833033690;183303369
386564;Закупки компании ИКРА (ИНН 7716836448/770501001) на ЭТП ТендерПро;7716836448;771683644
92224;Закупки компании ФАРН (ИНН 5101400540/511801001) на ЭТП ТендерПро;5101400540;510140054
144299;Закупки компании Кузнецкинвестстрой (ГКК) (ИНН 4220014581/421701001) на ЭТП ТендерПро;4220014581;422001458
351075;Закупки компании РУСАЛ Кремний (ИНН 3821008439/381001001) на ЭТП ТендерПро;3821008439;382100843
63114;Закупки компании Волжский Оргсинтез (ИНН 3435900563/343501001) на ЭТП ТендерПро;3435900563;343590056
166467;Закупки компании ТСГ АСАЧА (ИНН 4105003503/410501001) на ЭТП ТендерПро;4105003503;410500350
375902;Закупки компании ФЕДОРОВО МИНЕРАЛЗ (ИНН 9709056240/773101001) на ЭТП ТендерПро;9709056240;970905624
352889;Закупки компании СибВАМИ (ИНН 3809003787/384901001) на ЭТП ТендерПро;3809003787;380900378
150152;Закупки компании О КЕЙ (ИНН 7826087713/997350001) на ЭТП ТендерПро;7826087713;782608771
157584;Закупки компании МАЯК (Иркутск) Торговая сеть СЛАТА (ИНН 3811125221/381101001) на ЭТП ТендерПро;3811125221;381112522
213738;Закупки компании Алабуга Девелопмент (ИНН 1646043699/164601001) на ЭТП ТендерПро;1646043699;164604369
365586;Закупки компании АО АМР (ИНН 7709534220/614201001) на ЭТП ТендерПро;7709534220;770953422
197178;Закупки компании АМУРСТАЛЬ (ИНН 2723188252/270301001) на ЭТП ТендерПро;2723188252;272318825
202317;Закупки компании Сотекс (ИНН 7715240941/504201001) на ЭТП ТендерПро;7715240941;771524094
304426;Закупки компании Природа (ИНН 5612167252/561101001) на ЭТП ТендерПро;5612167252;561216725
208676;Закупки компании ТД БАЛТИЙСКИЙ БЕРЕГ (ИНН 7804500052/780401001) на ЭТП ТендерПро;7804500052;780450005
2983;Закупки компании Невинномысский Азот (ИНН 2631015563/263101001) на ЭТП ТендерПро;2631015563;263101556
19805;Закупки компании НевРСС (ИНН 2631029083/263101001) на ЭТП ТендерПро;2631029083;263102908
68612;Закупки компании ТАИФ-НК (ИНН 1651025328/997150001) на ЭТП ТендерПро;1651025328;165102532
166769;;;
46105;Закупки компании Филиал Минводы Кровля (ИНН 6229024796/263043001) на ЭТП ТендерПро;6229024796;622902479
278132;Закупки компании ГЕРКУЛЕС-СИБИРЬ (ИНН 5408156204/540901001) на ЭТП ТендерПро;5408156204;540815620
72768;Закупки компании АО Закаменск (ИНН 0307035148/771601001) на ЭТП ТендерПро;0307035148;030703514
29568;;;
335882;Закупки компании Монолит (ИНН 7841071147/784101001) на ЭТП ТендерПро;7841071147;784107114
83846;Закупки компании МТК КРАСО Кемеровский филиал (ГКК) (ИНН 4217121858/770101001) на ЭТП ТендерПро;4217121858;421712185
126444;Закупки компании Уральская металлоломная компания (ИНН 5607019072/310001001) на ЭТП ТендерПро;5607019072;560701907
327959;Закупки компании Сейсмопоиск (ИНН 2463100285/246001001) на ЭТП ТендерПро;2463100285;246310028
207951;;;
170415;Закупки компании ИК АРЛАН (АО ПАВЛИК) (ИНН 7722220390/770301001) на ЭТП ТендерПро;7722220390;772222039
76594;Закупки компании Агрегат (Сим) (ИНН 7401000191/745701001) на ЭТП ТендерПро;7401000191;740100019
45353;;;
50053;Закупки компании ИРЗ-Локомотив (ИНН 1831122338/184001001) на ЭТП ТендерПро;1831122338;183112233
315552;Закупки компании Ратимир (ИНН 2539040825/253901001) на ЭТП ТендерПро;2539040825;253904082
117402;Закупки компании АО Угольная компания Северный Кузбасс (ИНН 4250005979/425001001) на ЭТП ТендерПро;4250005979;425000597
224982;Закупки компании ТПИ (ИНН 5528036011/552801001) на ЭТП ТендерПро;5528036011;552803601
91427;Закупки компании ОФ Коксовая (ИНН 4223057424/422301001) на ЭТП ТендерПро;4223057424;422305742
179650;Закупки компании Тройка Ассет Менеджмент (Санкт-Петербург) (ИНН 7725274065/772501001) на ЭТП ТендерПро;7725274065;772527406
200983;Закупки компании СМЦ-Огнеупоры (ГКК) (ИНН 4253038965/425301001) на ЭТП ТендерПро;4253038965;425303896
162379;Закупки компании Филиал Группа Магнезит в пгт.Раздолинске (ИНН 7417011270/242643001) на ЭТП ТендерПро;7417011270;741701127
5422;Закупки компании ДС Контролз (ИНН 5321065626/532101001) на ЭТП ТендерПро;5321065626;532106562
159973;Закупки компании Тройка Ассет Менеджмент (Челябинск) (ИНН 7725274065/772501001) на ЭТП ТендерПро;7725274065;772527406
154463;Закупки компании УК МЕТАЛЛОИНВЕСТ (ИНН 5018108484/501801001) на ЭТП ТендерПро;5018108484;501810848
200456;Закупки компании ТПК Вилон (ИНН 5050040449/55001001) на ЭТП ТендерПро;5050040449;505004044
69892;Закупки компании ФКП Алексинский химический комбинат (ИНН 7111003056/711101001) на ЭТП ТендерПро;7111003056;711100305
49957;Закупки компании ИРЗ (ИНН 1833026870/184001001) на ЭТП ТендерПро;1833026870;183302687
140812;Закупки компании Исмиль (ИНН 1650204998/165001001) на ЭТП ТендерПро;1650204998;165020499
246719;Закупки компании ИТСТ (ИНН 7704225420/770401001) на ЭТП ТендерПро;7704225420;770422542
170424;Закупки компании Золотая нива (ИК Арлан) (ИНН 6726024309/672601001) на ЭТП ТендерПро;6726024309;672602430
