inn;predpriyatie;company_id;company_na_ploshchadke;tenderov;pochemu
7723006328;"АО ""ГАЗПРОМНЕФТЬ - МНПЗ""";117846;Газпромнефть-Московский НПЗ (Москва);0;обойдено
1644003838;"ПАО ""ТАТНЕФТЬ"" ИМ. В.Д. ШАШИНА";503048;ПАО Татнефть им. В.Д. Шашина (Альметьевск);0;обойдено
9106001900;"АО ""СЗ""";;;0;в каталоге площадки нет
6629022962;"АО ""УЭХК""";123108;Уральский электрохимический комбинат (Новоуральск);0;обойдено
6615001962;"АО ""ЕВРАЗ КГОК""";330435;Евраз КГОК (Качканар);0;обойдено
4312126856;"ООО ""ГАЛОПОЛИМЕР КИРОВО-ЧЕПЕЦК""";43399;Завод Полимеров КЧХК (Кирово-Чепецк);0;обойдено
1651025328;"АО ""ТАИФ-НК""";68612;ТАИФ-НК (Нижнекамск);1;обойдено
7204095194;"ООО ""ТЮМЕНЬ ВОДОКАНАЛ""";28765;Тюмень Водоканал;226;обойдено
2465142996;"ООО ""РН-ВАНКОР""";;;0;в каталоге площадки нет
7422000795;"ФГУП ""ПО ""МАЯК""";246691;ФГУП ПО МАЯК (Озерск);0;обойдено
5919470019;"ОАО ""СМЗ"" (ИНН 5919470019)";14190;Соликамский магниевый завод;403;обойдено
3809003787;СибВАМИ;352889;СибВАМИ (Иркутск);2137;обойдено
7449006184;ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ЧЕЛЯБИНСКИЙ КУЗНЕЧНО-ПРЕССОВЫЙ ЗАВОД;60837;ЧКПЗ (Челябинск);44;обойдено
5001071638;"ООО ""КРИОГАЗ"" (ИНН 5001071638)";160206;КриоГаз (Екатеринбург);0;обойдено
5003063216;"ООО ""КРИОГАЗ СЕВЕРО-ЗАПАД""";372962;КриоГаз Северо-Запад (Колпино);0;обойдено
6310000160;"АО ""СМЗ"" (ИНН 6310000160)";448765;АО СМЗ (Самара);0;обойдено
0268008010;"АО ""БСК""";;;0;в каталоге площадки нет
7705581646;УК СОДРУЖЕСТВО;424690;УК СОДРУЖЕСТВО (Светлый);3000;выдача обрезана потолком страниц
3528000597;"ПАО ""СЕВЕРСТАЛЬ""";36400;Северсталь (Череповец);0;обойдено
4823006703;"ПАО ""НЛМК""";79416;Новолипецкий металлургический комбинат (Липецк);3;обойдено
1651000010;"ПАО ""НИЖНЕКАМСКНЕФТЕХИМ""";128881;НИЖНЕКАМСКНЕФТЕХИМ (Нижнекамск);0;обойдено
3448046860;"ООО ""ПРАКСАЙР ВОЛГОГРАД""";323183;Праксайр Волгоград;0;обойдено
1651000041;"АО ""НИЖНЕКАМСКТЕХУГЛЕРОД""";228266;НИЖНЕКАМСКТЕХУГЛЕРОД (Набережные Челны);0;обойдено
7709930344;"ООО ""ПРАКСАЙР АЗОТ ТОЛЬЯТТИ""";;;0;в каталоге площадки нет
7610052644;"ПАО""ОДК-Сатурн""";;;0;в каталоге площадки нет
5243000185;"ЗАО ""Арзамасский хлеб""";;;0;в каталоге площадки нет
7720613388;АО ЗТЗ;334867;АО ЗТЗ (Сергиев Посад);3000;выдача обрезана потолком страниц
7414003633;"ПАО ""ММК""";11785;ММК (Магнитогорск);110;обойдено
7703370008;"ПАО ""МЕЧЕЛ""";;;0;в каталоге площадки нет
7830001910;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""БАЛТИЙСКИЙ ЗАВОД""";433396;АО БАЛТИЙСКИЙ ЗАВОД (Санкт-Петербург);0;обойдено
5001000041;"АО ""ЛГР""";135273;Линде Газ Рус (Балашиха);0;обойдено
7327077188;ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ УЛЬЯНОВСКИЙ АВТОМОБИЛЬНЫЙ ЗАВОД;;;0;в каталоге площадки нет
1434045743;Эльгауголь;;;0;в каталоге площадки нет
7714572888;АОСТНГ;194328;СТРОЙТРАНСНЕФТЕГАЗ (Санкт-Петербург);0;обойдено
5249105219;"АО ""КОРУНД-ЦИАН""";162872;Корунд-Циан (Дзержинск);0;обойдено
1653006666;"МУП ""ВОДОКАНАЛ""";27423;МУП Водоканал (Казань);7;обойдено
1902025326;"ООО ""СКС""";;;0;в каталоге площадки нет
2012006949;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЧЕЧЕНЦЕМЕНТ""";467746;АО ЧЕЧЕНЦЕМЕНТ (Грозный);0;обойдено
8401005730;"ПАО ""ГМК ""НОРИЛЬСКИЙ НИКЕЛЬ""";212989;ГМК Норильский никель (Москва);0;обойдено
7703647595;"АО ""ОХК ""УРАЛХИМ""";293868;УРАЛХИМ (Кирово-Чепецк);0;обойдено
7721632827;"АО ""КОНЦЕРН РОСЭНЕРГОАТОМ""";111103;Балаковская атомная станция (Балаково);0;обойдено
2902059091;"АО ""ПО ""СЕВМАШ""";;;0;в каталоге площадки нет
0277014204;"ПАО ""УФАОРГСИНТЕЗ""";;;0;в каталоге площадки нет
6623029538;"АО ""НПК ""Уралвагонзавод""";353617;АО НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОРПОРАЦИЯ УРАЛВАГОНЗАВОД (Нижний Тагил);0;обойдено
1658008723;"ПАО ""КАЗАНЬОРГСИНТЕЗ""";55258;Казаньоргсинтез;1;обойдено
4253042369;"ООО ""ЭР ЛИКИД КУЗБАСС""";;;0;в каталоге площадки нет
1658087524;"ООО ""ЗАПСИБНЕФТЕХИМ""";;;0;в каталоге площадки нет
7729082090;МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМЕНИ М.В.ЛОМОНОСОВА, МГУ ИМЕНИ М.В.ЛОМОНОСОВА, МОСКОВСКИЙ УНИВЕРСИТЕТ ИЛИ МГУ;423046;МГУ имени М.В.ЛОМОНОСОВА (Москва);0;обойдено
5907001774;ПАО НПОИСКРА;20076;НПО ИСКРА (Пермь);3000;выдача обрезана потолком страниц
1101205461;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОМИ ТЕПЛОВАЯ КОМПАНИЯ""";;;0;в каталоге площадки нет
2536210349;"АО ""ЦСД""";462909;Акционерное общество Центр судоремонта Дальзавод (Владивосток);0;обойдено
2460237901;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАЗАРОВСКАЯ ГРЭС""";;;0;в каталоге площадки нет
3304000103;МУВКП;;;0;в каталоге площадки нет
5322015508;"ООО СТАРОРУССКОЕ ""ЖКХ""";;;0;в каталоге площадки нет
2453013555;"АО ""ПО ЭХЗ""";33502;АО ПО ЭХЗ (Зеленогорск);1;обойдено
6615015316;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ КАЧКАНАРСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ""ГОРОДСКИЕ ЭНЕРГОСИСТЕМЫ""";;;0;в каталоге площадки нет
7701984274;"АО ""Мосводоканал""";;;0;в каталоге площадки нет
6315376946;"ПАО ""Т ПЛЮС""";;;0;в каталоге площадки нет
1434031363;"АО ""ДГК"" (ИНН 1434031363)";;;0;в каталоге площадки нет
3808229774;"ООО ""БАЙКАЛЬСКАЯ ЭНЕРГЕТИЧЕСКАЯ КОМПАНИЯ""";373525;Байкальская энергетическая компания (Иркутск);0;обойдено
3128005752;"АО ""ОЭМК ИМ. А.А. УГАРОВА""";186099;АО ОЭМК ИМ. А.А. УГАРОВА (Металлоинвест) (Старый Оскол);776;обойдено
1433000147;"АК ""АЛРОСА"" (ПАО)";16217;АК АЛРОСА (ПАО) (Мирный);3000;выдача обрезана потолком страниц
6320004728;"АО ""ТОАЗ""";218015;Тоаз (Тольятти);0;обойдено
6612006391;РУСАЛ Кремний Урал;363162;РУСАЛ Кремний Урал (Каменск-Уральский);934;обойдено
2903000446;"АО ""АРХАНГЕЛЬСКИЙ ЦБК"", АЦБК";59062;Архангельский ЦБК (Новодвинск);3000;выдача обрезана потолком страниц
3801009466;"АО ""АНХК""";49648;АНХК (Мытищи);1;обойдено
8904034777;"ООО ""ГАЗПРОМ ДОБЫЧА ЯМБУРГ""";;;0;в каталоге площадки нет
7722245108;"ООО ""МЕЧЕЛ-ЭНЕРГО""";101719;МЕЧЕЛ-ЭНЕРГО (Москва);0;обойдено
7424024375;"ПАО ""ЮГК""";149075;Южуралзолото Группа Компаний (Пласт);0;обойдено
5920000593;"ООО ""ГАЗПРОМ ТРАНСГАЗ ЧАЙКОВСКИЙ""";;;0;в каталоге площадки нет
7839395419;"АО ""АДМИРАЛТЕЙСКИЕ ВЕРФИ""";;;0;в каталоге площадки нет
7017156263;"ООО ""ГАЗПРОМ МЕТАНОЛ""";154537;СИбметахим (Томск);0;обойдено
2462206345;"АО ""Красмаш""";249696;КРАСМАШ (Красноярск);0;обойдено
5256049357;"ООО ""АВТОЗАВОДСКАЯ ТЭЦ""";;;0;в каталоге площадки нет
4715022874;Пикалевская сода;55813;Пикалевская сода (Волхов);3000;выдача обрезана потолком страниц
8617002073;"ООО ""ГАЗПРОМ ТРАНСГАЗ СУРГУТ""";;;0;в каталоге площадки нет
8608048498;"ООО ""ЛУКОЙЛ-ЗАПАДНАЯ СИБИРЬ""";;;0;в каталоге площадки нет
5191431170;"АО ""КОЛЬСКАЯ ГМК""";31171;Кольская ГМК (Мончегорск);474;обойдено
8602067092;"ПАО ""ЮНИПРО""";;;0;в каталоге площадки нет
2303025270;"ООО ""ЕВРОХИМ-БМУ""";2956;Белореченские Минудобрения;2175;обойдено
0269034133;"ООО ""Туймазинское ГПП""";;;0;в каталоге площадки нет
7716182080;"ООО ""ДИАЛЛ АЛЬЯНС""";;;0;в каталоге площадки нет
5452114972;"АО ""Ерофеев""";;;0;в каталоге площадки нет
7601001107;"ПАО ""СЛАВНЕФТЬ-ЯНОС""";;;0;в каталоге площадки нет
5603045522;"ООО ""РН-БГПП""";;;0;в каталоге площадки нет
7701791321;"Общество с ограниченной ответственностью ""Совместная Компания ""РУСВЬЕТПЕТРО""";;;0;в каталоге площадки нет
4100000668;"ПАО ""КАМЧАТСКЭНЕРГО""";;;0;в каталоге площадки нет
5017046933;"МУП ""Истринская теплосеть""";;;0;в каталоге площадки нет
2631015563;"АО ""НЕВИННОМЫССКИЙ АЗОТ""";2983;Невинномысский Азот;2575;выдача обрезана потолком страниц
2536112729;"КГУП ""Примтеплоэнерго""";;;0;в каталоге площадки нет
4026000490;"МУП ГЭТ ""УКТ"" Г.КАЛУГИ";;;0;в каталоге площадки нет
7201000726;"АО ""ТРАНСНЕФТЬ - СИБИРЬ""";;;0;в каталоге площадки нет
2503026908;"АО ""ДВЗ ""Звезда""";;;0;в каталоге площадки нет
0276178778;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛИЗИРОВАННОЕ АВТОМОБИЛЬНОЕ ХОЗЯЙСТВО ПО УБОРКЕ ГОРОДА""";;;0;в каталоге площадки нет
5005038631;"МУП ""Белоозерское ЖКХ""";;;0;в каталоге площадки нет
0268000188;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""СТЕРЛИТАМАКВОДОКАНАЛ"" ГОРОДСКОГО ОКРУГА ГОРОД СТЕРЛИТАМАК РЕСПУБЛИКИ БАШКОРТОСТАН";;;0;в каталоге площадки нет
1103047637;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОРКУТИНСКИЙ ВОДОКАНАЛ"" МУНИЦИПАЛЬНОГО ОКРУГА ""ВОРКУТА"" РЕСПУБЛИКИ КОМИ";;;0;в каталоге площадки нет
8605003932;"ПАО ""СН-МНГ""";;;0;в каталоге площадки нет
7702038150;"ГУП ""Московский метрополитен""";;;0;в каталоге площадки нет
0278039018;"АО ""ТРАНСНЕФТЬ - УРАЛ""";;;0;в каталоге площадки нет
1500004950;"Акционерное общество ""Инфраструктурные Проекты""";;;0;в каталоге площадки нет
9701011913;"ООО ""ЗАРУБЕЖНЕФТЬ-ДОБЫЧА ХАРЬЯГА""";;;0;в каталоге площадки нет
7705551779;"ООО ""РИ-ИНВЕСТ""";;;0;в каталоге площадки нет
5610218014;"ООО ""ГАЗПРОМНЕФТЬ-ОРЕНБУРГ""";;;0;в каталоге площадки нет
4345047310;"АО ""ВМП ""АВИТЕК""";;;0;в каталоге площадки нет
6451122250;"ООО ""САРАТОВОРГСИНТЕЗ""";26;Саратоворгсинтез;2275;выдача обрезана потолком страниц
3801079671;"ООО""ТРАНСНЕФТЬ - ВОСТОК""";;;0;в каталоге площадки нет
4102009338;"АО ""СВРЦ""";;;0;в каталоге площадки нет
7327063643;"АО ""ТЕПЛИЧНОЕ""";;;0;в каталоге площадки нет
3202001147;"АО ""МАЛЬЦОВСКИЙ ПОРТЛАНДЦЕМЕНТ""";;;0;в каталоге площадки нет
5503109356;"ООО ""ТГКом""";;;0;в каталоге площадки нет
7736186950;"ООО ""ГАЗПРОМ ЭНЕРГО""";;;0;в каталоге площадки нет
8901014564;"ООО ""ЯРГЕО""";;;0;в каталоге площадки нет
6673125685;"ООО ""ЮЖУРАЛМАШ""";;;0;в каталоге площадки нет
2224152758;"АО ""СГК-АЛТАЙ""";;;0;в каталоге площадки нет
7721261080;"ГУП ""ЛПЗ""";;;0;в каталоге площадки нет
5024070944;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФИНАНСОВО-ПРОЕКТНАЯ ЛИЗИНГОВАЯ КОМПАНИЯ МОСКОВСКОЙ ОБЛАСТИ""";;;0;в каталоге площадки нет
5048052077;"МП ""ЖКХ Чеховского района""";;;0;в каталоге площадки нет
7116000066;"АО ""НАК ""АЗОТ""";2947;НАК Азот (Новомосковск);2150;выдача обрезана потолком страниц
6623122216;"ООО ""ЯМЗ"" (ИНН 6623122216)";;;0;в каталоге площадки нет
5904081443;"ПЕРМСКОЕ МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОРОДСКОЕ КОММУНАЛЬНОЕ И ТЕПЛОВОЕ ХОЗЯЙСТВО""";;;0;в каталоге площадки нет
5610058025;"ООО ""ГАЗПРОМ ДОБЫЧА ОРЕНБУРГ""";;;0;в каталоге площадки нет
4407006010;"ООО ""СВИСС КРОНО""";;;0;в каталоге площадки нет
2434012299;"ООО ""СОВРУДНИК""";;;0;в каталоге площадки нет
1102024468;"ООО ""ГАЗПРОМ ТРАНСГАЗ УХТА""";;;0;в каталоге площадки нет
6323049893;"ООО ""ТОЛЬЯТТИКАУЧУК""";;;0;в каталоге площадки нет
6330017980;"АО ""ННК""";;;0;в каталоге площадки нет
2434000335;"АО ""ПОЛЮС КРАСНОЯРСК""";;;0;в каталоге площадки нет
1106014140;"ООО ""ЛУКОЙЛ-Коми"" (ИНН 1106014140)";;;0;в каталоге площадки нет
7723332561;"ООО ""НПП ""НЕФТЕХИМИЯ""";;;0;в каталоге площадки нет
2204001528;"ФКП  ""БОЗ""";;;0;в каталоге площадки нет
0266033685;"ООО ""ПВК""";;;0;в каталоге площадки нет
2801147023;"ООО ""Маломырский рудник""";;;0;в каталоге площадки нет
0266036534;"АО ""СХЗ"" (ИНН 0266036534)";;;0;в каталоге площадки нет
2310040800;"АО ""КТК-Р""";;;0;в каталоге площадки нет
3448017919;"ООО ""ЛУКОЙЛ-ВОЛГОГРАДНЕФТЕПЕРЕРАБОТКА""";;;0;в каталоге площадки нет
7206025040;"ООО ""СИБУР Тобольск""";;;0;в каталоге площадки нет
0268036071;"ОАО ""Синтез-Каучук""";;;0;в каталоге площадки нет
3627000397;"АО ""МИНУДОБРЕНИЯ""";;;0;в каталоге площадки нет
8913008332;"ООО ""ПУРНЕФТЕПЕРЕРАБОТКА""";;;0;в каталоге площадки нет
7101006354;"ООО ""Проктер энд Гэмбл-Новомосковск""";;;0;в каталоге площадки нет
1102057865;"ООО  ""ЛУКОЙЛ-УНП""";;;0;в каталоге площадки нет
5250051800;"ООО ""СИБУР-КСТОВО""";;;0;в каталоге площадки нет
4205072099;"ООО ""ХИМПРОМ""";;;0;в каталоге площадки нет
4219000048;"АО  ""ЦОФ ""Абашевская""""";;;0;в каталоге площадки нет
6323106975;"ЗАО ""Тольяттисинтез""";;;0;в каталоге площадки нет
4218000253;"АО ""ЦОФ ""КУЗНЕЦКАЯ""";;;0;в каталоге площадки нет
4203001617;"ПАО ""ЦОФ ""Березовская""""";;;0;в каталоге площадки нет
5005000148;"АО ""Воскресенские минеральные удобрения""";;;0;в каталоге площадки нет
5905021239;"ОАО ""Минеральные удобрения""";;;0;в каталоге площадки нет
3811185573;"ООО ""ИРКУТСКИЙ МАСЛОЖИРКОМБИНАТ""";;;0;в каталоге площадки нет
3528191736;"АО ""ФосАгро-Череповец""";;;0;в каталоге площадки нет
0275075378;"ООО ""Башнефть-Сервис НПЗ""";;;0;в каталоге площадки нет
5404037541;"ООО  ""ГОФ Анжерская""";;;0;в каталоге площадки нет
2631805988;"ООО МЭЗ ""РЕСУРС""";;;0;в каталоге площадки нет
6162015019;"АО ""АСТОН""";;;0;в каталоге площадки нет
3414504304;"ООО ""ЛУКОЙЛ-КГПЗ""";;;0;в каталоге площадки нет
2426005202;"ООО ""БОГОЛЮБОВСКОЕ""";;;0;в каталоге площадки нет
5806003172;"АО ""БАШМАКОВСКИЙ ЭЛЕВАТОР""";;;0;в каталоге площадки нет
7718018279;"ОАО ""Мелькомбинат в Сокольниках""";;;0;в каталоге площадки нет
6142025298;"ООО ТУ ""Шолоховское""";;;0;в каталоге площадки нет
1627005000;"ООО ""МЕНДЕЛЕЕВСКАЗОТ""";;;0;в каталоге площадки нет
7718220196;"ООО ""ТОРГ-ИНВЕСТ""";;;0;в каталоге площадки нет
6628008965;"ЗАО ""ПО ""Режникель""";;;0;в каталоге площадки нет
3302000186;"ОАО ВКХ ""Мукомол""";325379;АО ВКХП Мукомол (Владимир);0;обойдено
4218014305;"АО ""ОФ ""АНТОНОВСКАЯ""";;;0;в каталоге площадки нет
6829007922;"ООО ""ЗОЛОТАЯ НИВА"" (ИНН 6829007922)";;;0;в каталоге площадки нет
7721427433;"ООО ""МАРИЗЕРНОПРОДУКТ""";343197;МАРИЗЕРНОПРОДУКТ (Йошкар-Ола);0;обойдено
4612001551;"ОАО ""Лукашевское ХПП""";;;0;в каталоге площадки нет
2302016730;"ОАО ""Масложиркомбинат""Армавирский""""";;;0;в каталоге площадки нет
2211005435;"ОАО ""Алтайский Химпром""";199527;АО Алтайский Химпром (Яровое);0;обойдено
5921002508;"ЗАО""ЧУСОВСКАЯ МЕЛЬНИЦА""";391080;Чусовская мельница (Чусовой);0;обойдено
5103070023;"АО ""АПАТИТ""";7964;Апатит (Кировск);1700;выдача обрезана потолком страниц
7404052938;АО Златмаш;46297;АО Златмаш (Златоуст);2508;обойдено
2465102746;АО БоАЗ;373510;АО БоАЗ (Богучанский район);2975;выдача обрезана потолком страниц
5405002407;ЭНРИЧ ИНЖИНИРИНГ (ГКК);206486;ЭНРИЧ ИНЖИНИРИНГ (ГКК) (Новокузнецк);458;обойдено
7417011270;Общество с ограниченной ответственностью «Группа «Магнезит»;357321;Группа Магнезит (Сатка);0;обойдено
4221011880;СИБЭЛЕКТРО (ГКК);101518;СИБЭЛЕКТРО (ГКК) (Новокузнецк);2975;выдача обрезана потолком страниц
8901025421;"АО ""ЯМАЛКОММУНЭНЕРГО""";;;0;в каталоге площадки нет
5034065171;"ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ МОСКОВСКОЙ ОБЛАСТИ ""КОММУНАЛЬНЫЕ СИСТЕМЫ МОСКОВСКОЙ ОБЛАСТИ""";;;0;в каталоге площадки нет
5260900725;"АО ""ТРАНСНЕФТЬ - ВЕРХНЯЯ ВОЛГА""";273191;ТРАНСНЕФТЬ-ВЕРХНЯЯ ВОЛГА (Нижний Новгород);0;обойдено
6666003414;КУЗОЦМ;23933;КУЗОЦМ (Каменск-Уральский);3000;выдача обрезана потолком страниц
7728778215;"ООО ""УЛЬЯНОВСКОБЛВОДОКАНАЛ""";;;0;в каталоге площадки нет
3816031810;РУСАЛ Промтехразвитие;350244;РУСАЛ Промтехразвитие (Тайшетский район);2975;выдача обрезана потолком страниц
0326540932;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВОДОКАНАЛ"" ГОРОДА УЛАН-УДЭ";;;0;в каталоге площадки нет
3460019060;КОНЦЕССИИ ВОДОСНАБЖЕНИЯ;;;0;в каталоге площадки нет
5020051845;"ЗАО ""ВОДОКАНАЛ""";;;0;в каталоге площадки нет
5040109194;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""РАМЕНСКИЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
0272927232;"АКЦИОНЕРНОЕ ОБЩЕСТВО МАШИННО-ТЕХНОЛОГИЧЕСКАЯ СТАНЦИЯ ""ЦЕНТРАЛЬНАЯ""";;;0;в каталоге площадки нет
2709001590;"АО ""ПОРТ ВАНИНО""";28923;Порт Ванино (п.Ванино);90;обойдено
2503022413;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ПРИМОРСКИЙ ВОДОКАНАЛ""";;;0;в каталоге площадки нет
6829012231;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТАМБОВСКАЯ СЕТЕВАЯ КОМПАНИЯ""";;;0;в каталоге площадки нет
