inn;predpriyatie;klyuch;tender_id;predmet;sozdan;do;company_id;company;chya_zakupka
2130230898;ТД Транспортное машиностроение;компрессор;1192131;"Открытый запрос предложений на поставку комплектующих для компрессора Atlas Copco для ООО ""Промлит"" (id1192131)";14.05.2026;20.05.2026 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;1191370;"Открытый запрос предложений на выполнение работ по оптимизации работы центробежного компрессора 43ВЦ-160/9М2 на компрессорной станции ООО ""ПК ""ЧАЗ"" (id1191370)";13.05.2026;21.05.2026 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;1178535;"Открытый запрос предложений на поставку расходных материалов для проведения технического обслуживания компрессоров ООО ""ЭСР"" (id1178535)";13.04.2026;22.04.2026 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;1169795;"Открытый запрос предложений на выполнение работ по капитальному ремонту винтового блока BS 480 винтового компрессора BOGE S 271 на ООО ""ПК ""ЧАЗ"" в 2026 году (id1169795)";25.03.2026;09.04.2026 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;1166997;"Открытый запрос предложений на выполнение работ по ремонту винтовых компрессоров Largo 110 и Allegro 110 АО ""Трансмаш"" (id1166997)";19.03.2026;31.03.2026 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;1142958;"Открытый запрос предложений на выполнение работ по техническому обслуживанию винтовых воздушных компрессоров Atlas Copco GA250 и осушителей FX20 ООО ""Промлит"" (Литейный цех № 1 и №2) (id1142958)";28.01.2026;09.02.2026 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;1088458;"Открытый запрос предложений на выполнение работ по капитальному ремонту винтового компрессора Largo 110 АО ""Трансмаш"" (id1088458)";10.09.2025;24.09.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;1085168;"Открытый запрос предложений на выполнение работ по капитальному ремонту винтового блока компрессора Atlas Copco GA250 для ООО ""КАВАЗ"" (id1085168)";01.09.2025;15.09.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;1073489;"Открытый запрос предложений на выполнение работ по капитальному ремонту центробежного компрессора № 4, 43ВЦ-160/9 ООО ""ПК ""ЧАЗ"" (id1073489)";29.07.2025;15.08.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;1023949;"Открытый запрос предложений на поставку комплектующих компрессора BOGE, Atlas, Ozen в апреле для ООО ""Промлит"" (id1023949)";26.03.2025;01.04.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;1007828;"Открытый запрос предложений на выполнение работ по техническому обслуживанию компрессоров винтовых Atlas Copco АО ""ПО ""Бежицкая сталь"" (id1007828)";20.02.2025;27.03.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;992625;"Открытый запрос предложений на выполнение работ по техническому обслуживанию и ремонту локальных компрессоров, осушителей ООО ""ПК ""Промтрактор"" (id992625)";22.01.2025;11.02.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;970966;Открытый запрос предложений на выполнение работ по техническому обслуживанию винтовых воздушных компрессоров OZEN OSC 250 U-8 и осушителей ODRE 2775 (id970966);20.11.2024;26.11.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;947518;"Открытый запрос предложений на поставку компрессора поршневого холодильного П-220 для ООО ""Промлит"" (id947518)";24.09.2024;30.09.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;924906;"Открытый запрос предложений на поставку компрессора поршневого холодильного П-220 для ООО ""СЛЦ ""ТМ"" (id924906)";26.07.2024;02.08.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;918296;"Открытый запрос предложений на выполнение работ по монтажу трубопровода системы сжатого воздуха с подключением локальных компрессоров Atlas Copco ООО ""ПК ""Промтрактор"" (id918296)";10.07.2024;19.07.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;912797;"Открытый запрос предложений на поставку компрессора 43 ВЦ-160/9 и запасных частей (ротора 3.600.253 и ротора 3.600.254) для ООО ""ПК ""ЧАЗ"" (id912797)";26.06.2024;01.07.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;908040;"Открытый запрос предложений на поставку компрессора поршневого холодильного П-220 в июле-августе 2024 г. для ООО ""СЛЦ ""ТМ"" (id908040)";14.06.2024;21.06.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;894805;"Открытый запрос предложений на приобретение, установку, монтаж ПНР винтового компрессора и осушителя для дооснащения отделения локальных компрессоров для ООО ""ПК ""Промтрактор"" (id894805)";14.05.2024;27.05.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;893606;"Открытый запрос предложений на оказание услуг капитальному ремонту винтового блока компрессора Atlas Copco GA250 в ООО ""КАВАЗ"" (id893606)";08.05.2024;24.05.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;861113;"Открытый запрос предложений на выполнение работ по техническому обслуживанию и ремонту локальных компрессоров, осушителей ООО ""ПК ""Промтрактор"" (id861113)";16.02.2024;01.03.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;813187;"Открытый запрос предложений на выполнение работ по балансировке ротора центробежного компрессора 43ВЦ-160/9М2 №3 на ООО ""ПК ""ЧАЗ"" (id813187)";11.10.2023;15.11.2023 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;812964;"Открытый запрос предложений на оказание услуг по ремонту компрессора GA-22 FF+ в ООО ""ПК ""ЧТЗ"" (id812964)";10.10.2023;16.10.2023 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;797163;"Открытый запрос предложений на выполнение работ по техническому обслуживанию винтовых воздушных компрессоров OZEN OSC 250 U-8 и осушителей ODREB 2775 ООО ""Промлит"" (id797163)";24.08.2023;31.08.2023 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;738358;"Открытый запрос предложений на выполнение работ по техническому обслуживанию и ремонту компрессоров, осушителей ООО ""КАВАЗ"" (id738358)";14.03.2023;24.03.2023 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;712861;"Открытый запрос предложений на приобретение компрессора для обеспечения сжатым воздухом газорезательного оборудования для ООО ""ПК ""ЧТЗ"" (id712861)";30.12.2022;20.01.2023 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;701714;"Открытый запрос предложений на выполнение работ по балансировке ротора центробежного компрессора 43ВЦ-160/9М2 №3 на ООО ""ПК ""ЧАЗ"" (id701714)";30.11.2022;20.12.2022 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;695905;"Открытый запрос предложений на выполнение работ по капитальному ремонту винтового компрессора BOGE S 50 в ООО ""ПК ""ЧАЗ"" (id695905)";15.11.2022;15.12.2022 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;695898;"Открытый запрос предложений на выполнение работ по капитальному ремонту винтового компрессора BOGE S 75 в ООО ""ПК ""ЧАЗ"" (id695898)";15.11.2022;15.12.2022 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;695867;Открытый запрос предложений на выполнение работ на выполнение работ по капительному ремонту винтового компрессора BOGE S 60 на ООО «ПК «ЧАЗ» (id695867);15.11.2022;15.12.2022 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;695856;Открытый запрос предложений на выполнение работ по капительному ремонту винтового компрессора BOGE S 125 на ООО «ПК «ЧАЗ» в 2023 году (id695856);15.11.2022;15.12.2022 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;682735;"Открытый запрос предложений на выполнение технического обслуживания компрессоров для ОСП ООО ""ПК ""Промтрактор"" (id679389) (2-й этап торгов) (id682735)";10.10.2022;11.10.2022 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессор;679389;"Открытый запрос предложений на выполнение технического обслуживания компрессоров для ОСП ООО ""ПК ""Промтрактор"" (id679389)";30.09.2022;10.10.2022 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;1206895;"Открытый запрос предложений на поставку синтетического компрессорного масла Лукойл Стабио Synth 46 в июле-августе 2026 г. для ООО ""ЭСР"" (id1206895)";18.06.2026;29.06.2026 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;1096431;Открытый запрос предложений на поставку блочно-модульной компрессорной для ООО «ПК «ЧАЗ» (id1096431);01.10.2025;22.10.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;1081033;"Открытый запрос предложений на приобретение компрессорного оборудования для ООО ""Липецкий тракторный завод"" (id1081033)";19.08.2025;27.08.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;1061430;"Открытый запрос предложений на оказание услуг по техническому обслуживанию и ремонту компрессорного оборудования в 2025 г. в ООО ""ПК ""ЧТЗ"" (id1061430)";26.06.2025;11.07.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;1016881;"Открытый запрос предложений на проектирование Блочно-модульной компрессорной ООО ""Промлит"" (id1016881)";11.03.2025;18.03.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;1012805;"Открытый запрос предложений на поставку и установку блочно-модульной компрессорной в ООО ""Промлит"" (id1012805)";03.03.2025;12.03.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;1006658;Открытый запрос предложений на выполнение работ по демонтажу металлических конструкций, электросилового оборудования, железобетонных конструкций, расположенных в двухэтажном кирпично-панельном здании, входящее в состав производственно-технологического комплекса - компрессорная станция КП №2 ЭРЦ, по адресу: г. Чебоксары, пр. Мира дом №1 (id1006658);18.02.2025;27.02.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;999079;"Открытый запрос предложений на выполнение работ по заполнению проема и устройству промышленных ворот из стальных сэндвич панелей в здании ПССК в помещении компрессорной ООО ""ПК ""Промтрактор"" (id999079)";04.02.2025;10.02.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;940424;"Открытый запрос предложений на поставку масла компрессорного Total DACNIS LD 46 для ООО ""Промлит"" (id940424)";05.09.2024;10.09.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;924567;"Открытый запрос предложений на выполнение работ по монтажу автоматических установок пожаротушения в термическом участке ИЦ, участках окраски, на складе ГСМ на компрессорной станции №1 ЭРЦ, а также монтаж системы СПС и СОУЭ в кладовой красок КПЦ, в ГРП, на складе масел и химикатов ОСЛ ООО ""ПК ""ЧАЗ"" (id924567)";25.07.2024;30.08.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;923137;"Открытый запрос предложений на выполнение работ по ремонту изношенного участка системы трубопроводов сжатого воздуха в компрессорной станции № 1 ООО ""ПК ""Промтрактор"" (id923137)";23.07.2024;05.08.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;907505;"Открытый запрос предложений на выполнение работ по заполнению проема с устройством промышленных ворот из стальных сендвич панелей в здании ПССК в помещении компрессорной ООО ""ПК ""Промтрактор"" (id907505)";13.06.2024;25.06.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;896258;"Открытый запрос предложений на поставку масла компрессорного Dacnis LD46 (Total) для ООО ""Промлит"" (id896258)";17.05.2024;22.05.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;848836;"Открытый запрос предложений на проведение технического обслуживания, ремонта и диагностики компрессорного оборудования ООО ""ПК ""ЧТЗ"" (id848836)";23.01.2024;09.02.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;826891;Открытый запрос предложений на поставку компрессорного оборудования для ООО «АМКОДОР–ЛТЗ» (id826891);16.11.2023;27.11.2023 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;708329;"Открытый запрос предложений на выполнение технического обслуживания, ремонта и диагностики компрессорного оборудования в ООО ""ПК ""ЧТЗ"" (id708329)";16.12.2022;28.12.2022 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;компрессорная;670825;"Открытый запрос предложений на комплекс строительно-монтажных работ в помещениях компрессорной и венткамеры 23-26(А-А1) отм +0.000 в ЛЦ-2 для ООО ""Промлит"" (id670825)";07.09.2022;20.09.2022 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;центробежный;891847;"Открытый запрос предложений на поставку центробежного сепаратор для очистки масел и печного топлива СОГ-913К1М в мае-июне 2024 г. для ООО ""СЛЦ ""ТМ"" (id891847)";03.05.2024;15.05.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;воздуходувка;953494;"Открытый запрос предложений на поставку воздуходувки В 14/1400 для ООО ""Промлит"" (id953494)";09.10.2024;15.10.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;воздуходувка;891771;"Открытый запрос предложений на поставку воздуходувки В 14/1400 в ООО ""СЛЦ ""ТМ"" (id891771)";03.05.2024;21.05.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;турбокомпрессор;1077629;"Открытый запрос предложений на выполнение работ по ремонту ротора электродвигателя СТД-1600-2РУХЛ4 турбокомпрессора К-250-61-2 № 2 ООО ""ПК ""ЧАЗ"" (id1077629)";12.08.2025;22.08.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;турбокомпрессор;1046269;"Открытый запрос предложений на выполнение работ по ремонту электродвигателя СТД-1600-2РУХЛ4 турбокомпрессора К-250-61-2 № 3 ООО ""ПК ""ЧАЗ"" (id1046269)";20.05.2025;26.05.2025 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;турбокомпрессор;951189;"Открытый запрос предложений на поставку турбокомпрессора воздушного одноступенчатого ТВ-350-1 для ООО ""Промлит"" (id951189)";03.10.2024;09.10.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;турбокомпрессор;915456;"Открытый запрос предложений на выполнение работ по капитальному ремонту турбокомпрессора К-250-61-2 №4 ООО ""ПК ""ЧАЗ"" (id915456)";03.07.2024;02.08.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;турбокомпрессор;912856;"Открытый запрос предложений на выполнение работ по капитальному ремонту турбокомпрессора К-250-61 №1 ООО ""ПК ""ЧАЗ"" (id912856)";26.06.2024;19.07.2024 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;турбокомпрессор;899275;"Открытый запрос предложений на поставку корпуса стойки в сборе с полумуфтой и рабочего колеса для воздушного турбокомпрессора ТВ-350-1,06 для ООО ""Промлит"" (id899275)";24.05.2024;30.05.2024 в 10:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;турбокомпрессор;838867;"Открытый запрос предложений на поставку турбокомпрессора воздушного одноступенчатого ТВ-350-1,06 для ООО ""Промлит"" (id838867)";19.12.2023;26.12.2023 в 14:00;389400;ТД Транспортное машиностроение;её собственная
2130230898;ТД Транспортное машиностроение;турбокомпрессор;671775;"Открытый запрос предложений на выполнение работ по реконструкции и установке устройства плавного запуска УПЗ-2 производства ООО ""РАБИКА-энергосбережение"" на турбокомпрессор К-250-61-2 №3 (id671775)";09.09.2022;16.09.2022 в 14:00;389400;ТД Транспортное машиностроение;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1222193;"Закупка компрессора винтового типа, АО ""КЦ"" ГК ЧЕРКИЗОВО, Липецкая обл. (49) (id1222193)";27.07.2026;03.08.2026 в 12:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1220622;"Котлы на отработанном масле HotAir-А8 350 кВт или аналог, Компрессора ременные масляные Кратон AC-850-300-BDV или аналог; АО ""Куриное Царство""; Алтай (id1220622)";22.07.2026;05.08.2026 в 15:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1220051;"Компрессор для рефрежираторного контейнера 69NT40-551-510 ""Carrier"" Transicoldб зав.№LVS60244074, RSH105, возможно аналог; АО ""КЦ"" Филиал Узловская птицефабрика (id1220051)";21.07.2026;28.07.2026 в 14:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1219907;Приобретение компрессора Bitzer HSN7471-75-40P для камер хранения замороженной продукции. Заказчик: АО ЧМПЗ, Пензенский филиал (id1219907);20.07.2026;31.07.2026 в 16:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1219310;Замена компрессоров чиллера (компрессор закуплен), ЦИ, Брянская область, город Почеп, улица Стародубская, дом 210 (id1219310);17.07.2026;28.07.2026 в 09:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1214556;Обслуживание и ремонт воздушных компрессоров ЦИ Богословский АО ВПФ Группа Черкизово Пензенская область (id1214556);07.07.2026;07.08.2026 в 12:58;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1209842;Закупка 303020201. Приспособления для комплектации оборудования, 303020401. Компрессоры для оборудования, 303022303. Клей и фиксаторы резьбы, 405010101. Стройматериалы общего назначения. ЗакупочнаяПроцедура №000001269 (id1209842);25.06.2026;30.06.2026 в 13:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1208970;"Услуги ремонта чиллера (включая замену винтового компрессора, установку ресивера и ПНР) на инкубаторе в Алтайском крае, ГК ЧЕРКИЗОВО (АО ""КЦ"" филиал АЛТАЙСКИЙ БРОЙЛЕР) (id1208970)";23.06.2026;02.07.2026 в 16:35;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1207738;Закупка 303020401. Компрессоры для оборудования, 303032515. Трубчатые электронагреватели (ТЭНы), 405010101. Стройматериалы общего назначения, 303021511. Такелажный крепеж. ЗакупочнаяПроцедура №000001218 (id1207738);19.06.2026;24.06.2026 в 11:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1205925;Закупка блока винтовой компрессора KAESER для комбикормового завода г.Пенза/ЧЕРКИЗОВО (id1205925);16.06.2026;20.07.2026 в 11:53;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1203597;HSN7471-75-40P Компрессор полугерметичный винтовой (id1203597);11.06.2026;18.06.2026 в 18:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1198566;Закупка поршневого компрессора REFCOMP SP4H250E для нужд АО КЦ (id1198566);29.05.2026;03.06.2026 в 23:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1197298;"Услуги ремонта чиллера, замена компрессоров и установка защит на инкубаторе Уфа, ГК ЧЕРКИЗОВО (АО ""Турбаслинские бройлеры"", Республика Башкортостан) (id1197298)";27.05.2026;11.06.2026 в 12:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1175449;Услуга замены винтового компрессора на чиллере, Алтайский край (id1175449);06.04.2026;16.04.2026 в 14:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1172889;"Закупка компрессора ZP 485 KCE TWD 522 Copeland, АО ""КЦ"" ГК ЧЕРКИЗОВО, Липецкая обл. (29) (id1172889)";01.04.2026;07.04.2026 в 12:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1172901;"Услуги ТО и ремонта винтовых компрессоров на инкубаторе, ГК ЧЕРКИЗОВО (АО ""КЦ"" Тюменский филиал, ЦИ Голышманово) (id1172901)";01.04.2026;15.04.2026 в 15:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1172792;"Услуги ТО и ремонта воздушных компрессоров на инкубаторе Липецкой о-ти, ГК ЧЕРКИЗОВО (АО ""КЦ"" Липецкий филиал, ЦИ Донской) (id1172792)";01.04.2026;20.05.2026 в 16:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1169393;"Поставка компрессоров винтовых BITZER (HSN8591-160-40P, HSN8571-125-40P, HSN7471-75-40P) для нужд АО ""КЦ"" Алтайский бройлер (id1169393)";24.03.2026;01.04.2026 в 15:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1169049;Выполнение работ по капитальному ремонту компрессора 2А холодильной машины (чиллера) Trane RTWD070 сер. № EKX3000 (id1169049);24.03.2026;30.03.2026 в 14:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1165324;Техническое обслуживание воздушных компрессоров COAIRE AS102, COAIRE AS125V и замены картриджей магистральных фильтров» АО «ЧМПЗ» Пензенский филиал (id1165324);16.03.2026;27.03.2026 в 13:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1164105;Приобретение Муфта привода компрессора Kaeser /ЧЕРКИЗОВО-СВИНОВОДСТВО (id1164105);12.03.2026;24.03.2026 в 11:30;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1147471;"Закупка компрессоров винтовых для нужд Тюменский филиал АО ""Куриное Царство"" (id1147471) (id1147471)";05.02.2026;12.02.2026 в 13:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1145758;"Модульная компрессорная станция; Компрессор, 6-13 бар, производительность 2 - 8,7 м3\мин; ресивер, осушитель; АО ""Турбаслинские Бройлеры"". (id1145453) (id1145758)";03.02.2026;11.02.2026 в 16:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1145453;"Модульная компрессорная станция; Компрессор, 6-13 бар, производительность 2 - 8,7 м3\мин; ресивер, осушитель; АО ""Турбаслинские Бройлеры"". (id1145453)";02.02.2026;10.02.2026 в 16:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1141639;"Полугерметичный винтовой компрессор BITZER HSN6451-40-40P; АО ""КЦ"" Белгородский филиал (id1141639)";26.01.2026;05.02.2026 в 16:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1141415;"Модернизация воздушных компрессоров и осушителя АО ""Васильевская птицефабрика""";26.01.2026;30.01.2026 в 12:00;210033;ПАО Группа Черкизово;её собственная
7718560636;ПАО Группа Черкизово;компрессор;1136655;"Закупка компрессора Emerson Copeland ZP235KCE-TWD-522, АО ""КЦ"" ГК ЧЕРКИЗОВО, Брянская обл. (263) (id1136655)";16.01.2026;23.01.2026 в 12:00;210033;ПАО Группа Черкизово;её собственная
