inn;predpriyatie;tip;marka_model;zavodskoy_nomer;sreda;data;nomer_zaklucheniya;vyvod;srok_do;sila;klass;istochnik;ssylka;citata
1609013424;"ООО ""АРЧА""";компрессор;NF-811;700335-00/811102;;29.01.2026;16-ТУ-664561-2026;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ЦРД-16""";https://monitor-pb.ru/conclusion/16-%D0%A2%D0%A3-664561-2026;"ЗАКЛЮЧЕНИЕ № 2456ТУ-25 ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство: Компрессор поршневой марки NF-811, зав.№ 700335-00/811102, поз. № К№1; применяемый на опасном производственном объекте «Площадка аммиачной холодильной установки Балтасинского маслодельно-молочного комбината», III класса опасности, рег. № А43-06772-0006 по адресу: 422250, Республика Татарстан, Балтасинский район,"
1609013424;"ООО ""АРЧА""";компрессор;NF-811;700335-00/811102;;05.03.2020;43-ТУ-02716-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""НИЦ ""Ника""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-02716-2020;"компрессор поршневой марки NF-811, поз. К№1, зав. № 700335-00/811102; компрессор поршневой марки NF-811, поз. К№2, зав. № 820101; компрессор поршневой марки П220-7-2, поз. К№3, зав. № б/н; компрессор поршневой марки П220-7-2, поз. К№4, зав. № 2714; компрессор поршневой марки П220-7-2, поз. К№5, зав. № 1790"
1609013424;"ООО ""АРЧА""";ресивер;AS-0.75M;711А;;06.10.2017;43-ТУ-11549-2017;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""РЕШЕНИЕ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-11549-2017;Ресивер аммиачный горизонтальный AS-0.75M зав. №711А, Ресивер аммиачный горизонтальный AS-0.75M зав. №712, Ресивер аммиачный горизонтальный AS-0.75M зав. №713, Ресивер аммиачный вертикальный ASS-А200М зав. №714, Ресивер аммиачный вертикальный ASS-А200М1 зав. №715, Ресивер аммиачный вертикальный ASS-0,056 зав. №716 площадки аммиачной холодильной установки Балтасинского маслодельно-молочного комбина
0260002024;"""Дюртюлинский комбинат молочных продуктов""";компрессор;NF-811;8112650;;19.02.2014;41-ТУ-05276-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05276-2014;Поршневой компрессор типа NF-811, поз. 403, зав. №8112650
0260002024;"""Дюртюлинский комбинат молочных продуктов""";компрессор;NF-811;;;19.02.2014;41-ТУ-05282-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05282-2014;Поршневой компрессор типа NF-811, поз. 404, зав. №б/н
0260002024;"""Дюртюлинский комбинат молочных продуктов""";компрессор;NF-812;8121216;;19.02.2014;41-ТУ-05284-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05284-2014;Поршневой компрессор типа NF-812, поз. 405, зав. №8121216
0260002024;"""Дюртюлинский комбинат молочных продуктов""";компрессор;NF-812;;;19.02.2014;41-ТУ-05290-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05290-2014;Поршневой компрессор типа NF-812, поз. 406, зав. №б/н
0260002024;"""Дюртюлинский комбинат молочных продуктов""";компрессор;NF-411;4111721;;19.02.2014;41-ТУ-05297-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05297-2014;Поршневой компрессор типа NF-411, поз. 407, зав. №4111721
0260002024;"""Дюртюлинский комбинат молочных продуктов""";компрессор;NF-411;;;19.02.2014;41-ТУ-05302-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ТЕХНИЧЕСКАЯ ДИАГНОСТИКА""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-05302-2014;Поршневой компрессор типа NF-411, поз. 408, зав. №б/н
0266028780;"ООО ""ИТЦ СНХРС""";воздуходувка;ТВ-1;28124;воздух;31.03.2014;41-ТУ-11258-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""НХД""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11258-2014;Турбовоздуходувка ТВ-1 поз. В-3, зав.№ 28124
0266028780;"ООО ""ИТЦ СНХРС""";воздуходувка;ТВ-1;28283;воздух;31.03.2014;41-ТУ-11260-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""НХД""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11260-2014;Турбовоздуходувка ТВ-1 поз. В-2а, зав.№ 28283
0266028780;"ООО ""ИТЦ СНХРС""";воздуходувка;ТВ-1;28935;воздух;31.03.2014;41-ТУ-11261-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""НХД""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11261-2014;Турбовоздуходувка ТВ-1 поз. В-2, зав.№ 28935
0266028780;"ООО ""ИТЦ СНХРС""";узел: ресивер;Е-18;;воздух;31.03.2014;41-ТУ-11270-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""НХД""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11270-2014;Трубопровод воздуха КИП на установку от 5-го ряда от отсекающей арматуры поз.486 через ресивер воздуха поз.Е-18 в операторную на приборы КИП, рег. № 10149
0266028780;"ООО ""ИТЦ СНХРС""";компрессор;В-4;29153;;31.03.2014;41-ТУ-11310-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""НХД""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11310-2014;Компрессор поршневой типа КГ- 4, поз.В-4, зав.№29153
0266028780;"ООО ""ИТЦ СНХРС""";компрессор;;29151;;31.03.2014;41-ТУ-11313-2014;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""НХД""";https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-11313-2014;Компрессор поршневой типа КГ- 4, поз.В-4а, зав.№29151
5836602550;"ООО ТК ""Конкурент""";ресивер;;;;03.03.2025;50-ТУ-03914-2025;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03914-2025;технические устройства: ресиверы 3,5РДВа, зав. №№ 24030, 24033, 24031, рег. №№ 26/231, 26/229, 26/230, аммиачной холодильной установки, применяемые на опасном производственном объекте: «Площадка компрессорного участка организации», рег. № А50-00706-0002, ООО ТК «Конкурент», класс опасности – III, по адресу: г. Пенза, ул. Аустрина, 182
5836602550;"ООО ТК ""Конкурент""";ресивер;;;;03.03.2025;50-ТУ-03915-2025;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03915-2025;технические устройства: ресиверы 5РД, зав. №№ 24027, 24028, рег. №№ 26/233, 26/232, аммиачной холодильной установки, применяемые на опасном производственном объекте: «Площадка компрессорного участка организации», рег. № А50-00706-0002, ООО ТК «Конкурент», класс опасности – III, по адресу: г. Пенза, ул. Аустрина, 182
5836602550;"ООО ТК ""Конкурент""";ресивер;;24720;;03.03.2025;50-ТУ-03917-2025;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03917-2025;техническое устройство: ресивер 3,5РД, зав. № 24720, рег. № 26/228, аммиачной холодильной установки, применяемое на опасном производственном объекте: «Площадка компрессорного участка организации», рег. № А50-00706-0002, ООО ТК «Конкурент», класс опасности – III, по адресу: г. Пенза, ул. Аустрина, 182
5836602550;"ООО ТК ""Конкурент""";ресивер;;24027;;04.03.2020;50-ТУ-03806-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03806-2020;"Технические устройства: ресиверы РД-5,0: зав. № 24027, рег. № 26/233; зав. № 24028, рег. № 26/232, аммиачной холодильной установки"
5836602550;"ООО ТК ""Конкурент""";ресивер;;24030;;04.03.2020;50-ТУ-03810-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03810-2020;"ресиверы РДВ-3,5: зав. № 24030, рег. № 26/231; зав. № 24031, рег. № 26/230; зав. № 24033, рег. № 26/229, аммиачной холодильной установки"
5836602550;"ООО ТК ""Конкурент""";ресивер;;24720;;04.03.2020;50-ТУ-03814-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03814-2020;ресивер РД-3,5, зав. № 24720, рег. № 26/228, аммиачной холодильной установки
5836602550;"ООО ТК ""Конкурент""";компрессор;5ВХ-350;;;04.03.2020;50-ТУ-03833-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03833-2020;винтовые компрессоры 5ВХ-350, стац. №№ 3, 5, 6, аммиачной холодильной установки
5836602550;"ООО ТК ""Конкурент""";узел: компрессор;;;;04.03.2020;50-ТУ-03835-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03835-2020;технологические трубопроводы компрессоров №№ 1, 3, 4, 5, 6, 7, аммиачной холодильной установки
5836602550;"ООО ТК ""Конкурент""";компрессор;2П110;;;04.03.2020;50-ТУ-03863-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-03863-2020;поршневые компрессоры 2П110, стац. №№ 1, 4, 7, аммиачной холодильной установки
5836602550;"ООО ТК ""Конкурент""";ресивер;;24027;;28.12.2015;50-ТУ-19091-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-19091-2015;"Ресиверы РД-5,0: зав. № 24027, рег. № 26/233; зав. № 24028, рег. № 26/232"
5836602550;"ООО ТК ""Конкурент""";узел: компрессор;;;;25.12.2015;50-ТУ-18875-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-18875-2015;Технологические трубопроводы компрессоров №№ 1, 3, 4, 5, 6, 7
5836602550;"ООО ТК ""Конкурент""";компрессор;2П110;;;25.12.2015;50-ТУ-18879-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-18879-2015;Поршневые компрессоры 2П110 №№ 6024, 6769, 6770
5836602550;"ООО ТК ""Конкурент""";компрессор;5ВХ-350;;;25.12.2015;50-ТУ-18885-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-18885-2015;Винтовые компрессоры 5ВХ-350 №№ 82145, 81142, 78081
5836602550;"ООО ТК ""Конкурент""";ресивер;;24030;;25.12.2015;50-ТУ-18889-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-18889-2015;"Ресиверы РДВ-3,5: зав. № 24030, рег. № 26/231; зав. № 24031, рег. № 26/230; зав. № 24033, рег. № 26/229"
5836602550;"ООО ТК ""Конкурент""";ресивер;;24720;;25.12.2015;50-ТУ-18898-2015;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЦНЭПБ ""ПРОМТЭК""";https://monitor-pb.ru/conclusion/50-%D0%A2%D0%A3-18898-2015;Ресивер РДВ-3,5 зав. № 24720, рег. № 26/228
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;ВК-25Э;3981;;30.05.2025;43-ТУ-48006-2025;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ВЯТКА-ПРОМЭКСПЕРТ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-48006-2025;Компрессоры ВК-25Э, техн. № 1, зав. № 3981, инв. № 1045, ВК-25Э техн. № 2, зав. № 91694, инв. № 1045 применяемые на опасном производственном объекте: «База хранения СУГ (ГНС г. Казань)», рег.№ А43-00777-0001, I класс опасности
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;П-220;11239;;10.06.2024;43-ТУ-12982-2024;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""РУСПРОМГАЗ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-12982-2024;Компрессор поршневой П-220 техн.№4, зав. №11239
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;П-220;11166;;21.12.2023;43-ТУ-318141-2023;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""РУСПРОМГАЗ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-318141-2023;Компрессор поршневой П-220 техн. №1, зав. №11166
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;П-220;11135;;21.12.2023;43-ТУ-318142-2023;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""РУСПРОМГАЗ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-318142-2023;Компрессор поршневой П-220 техн.№3, зав. №11135
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;П-220;10593;;21.12.2023;43-ТУ-318144-2023;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""РУСПРОМГАЗ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-318144-2023;Компрессор поршневой П-220 техн.№2, зав. №10593
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";ресивер;;6427;воздух;20.10.2021;43-ТУ-14801-2021;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЭДЦ ""ЛАЙНСЭКСПЕРТ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-14801-2021;«База хранения СУГ (ГНС г. Казань)» (рег. №А43-00777-0001, I класс опасности) – воздухосборник В-2,0 зав. № 6427, рег. № 24614 эксплуатируемое ООО «Газпром сжиженный газ» Адрес ОПО: 420051, Республика Татарстан, г. Казань, ул. Северо-Западная, 10
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";ресивер;;3212;воздух;11.06.2021;43-ТУ-06754-2021;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЭДЦ ""ЛАЙНСЭКСПЕРТ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-06754-2021;«База хранения (кустовая) (ГНС г. Нижнекамск)» (рег. №А43-00777-003, III класс опасности) – воздухосборник В-6,3 зав. № 3212, эксплуатируемое ООО «Газпром сжиженный газ»
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;4ВУ1-5/9;068815131;;11.06.2021;43-ТУ-06761-2021;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ЭДЦ ""ЛАЙНСЭКСПЕРТ""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-06761-2021;«База хранения (кустовая) (ГНС г. Нижнекамск)» (рег. №А43-00777-0003, III класса опасности) - компрессор 4ВУ1-5/9, зав.№068815131, инв.№0893 эксплуатируемое ООО «Газпром сжиженный газ»
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;АВ-100;;;25.12.2020;43-ТУ-18052-2020;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ЭТАЛОН"" (ИНН 1903018410)";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-18052-2020;«База хранения (кустовая) (ГНС г. Нижнекамск)» (рег.№А43-00777-0003, III класса опасности) - Компрессор поршневой марки АВ-100, инв. №0894, тех. №1 Эксплуатирующая организация: ООО «Газпром Сжиженный газ» Адрес местонахождения ОПО: Республика Татарстан, г. Нижнекамск, производственная база, промзона
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;4ВУ1-5/9;068815131;;16.02.2018;43-ТУ-03813-2018;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОМЫШЛЕННАЯ ЭКСПЕРТИЗА И ДИАГНОСТИКА""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-03813-2018;«Компрессор 4ВУ1-5/9, зав.№068815131, инв.№0893», поз.№18» применяемое на опасном производственном объекте «База хранения СУГ (ГНС г.Нижнекамск», II класса опасности рег. номер А43-00777-003, ООО «Газпром Сжиженный газ», г. Казань
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;ВК-25Э;91694;;23.01.2018;43-ТУ-01719-2018;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОМЫШЛЕННАЯ ЭКСПЕРТИЗА И ДИАГНОСТИКА""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-01719-2018;Компрессор ВК-25Э зав.№91694 инв.№1045 поз.№2 Компрессор ВК-25Э зав.№3981 инв.№1045 поз.№1 , эксплуатируемые ООО «Газпром Сжиженный газ», г. Казань, располагаются по адресу 420138, Республика Татарстан, г.Казань, ул. Дубравная, д.53А
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;П-220;11239;;01.11.2016;43-ТУ-10414-2016;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОМЫШЛЕННАЯ ЭКСПЕРТИЗА И ДИАГНОСТИКА""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-10414-2016;компрессор холодильный марки П-220, зав. №11239, тех.№2 расположенный на территории Казанской Кустовой базы, I класса опасности
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;П-220;11166;;01.11.2016;43-ТУ-10416-2016;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОМЫШЛЕННАЯ ЭКСПЕРТИЗА И ДИАГНОСТИКА""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-10416-2016;компрессор холодильный марки П-220, зав. №11166, тех.№3 расположенный на территории Казанской Кустовой базы, I класса опасности
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;П-220;11135;;01.11.2016;43-ТУ-10421-2016;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОМЫШЛЕННАЯ ЭКСПЕРТИЗА И ДИАГНОСТИКА""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-10421-2016;компрессор холодильный марки П-220, зав. №11135, тех.№1 расположенный на территории Казанской Кустовой базы, ООО «Газпром Сжиженный газ», I класса опасности
1660033036;"ООО ""ГАЗПРОМ СЖИЖЕННЫЙ ГАЗ""";компрессор;АВ-100;;;26.10.2016;43-ТУ-10155-2016;соответствует;;1;надзорная запись: заключение ЭПБ;"ООО ""ПРОМЫШЛЕННАЯ ЭКСПЕРТИЗА И ДИАГНОСТИКА""";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-10155-2016;компрессор поршневой марки АВ-100, инв. №0894, техн.№1
