inn;predpriyatie;mesto;summa;operaciy;poslednyaya_pokupka;tip
1654040701;"АО ""ЭССЕН ПРОДАКШН АГ""";37;16205676.15;18;19.11.2025;юрлицо
5607011852;"ООО ""МЕТАЛЕКС""";38;14499076.83;1;17.04.2025;юрлицо
2462004363;"АО ""КЗСК""";42;12243009.41;4;30.12.2025;юрлицо
5433188577;"ООО ""ЗТИ СИБИРЬ""";44;11579389.67;7;18.12.2025;юрлицо
3321005528;"АО ""ЛЕККО""";46;11321735.49;1;13.10.2025;юрлицо
4345465597;"ООО ПК ""КИРОВ ТАЙР""";47;11142541.66;14;26.12.2025;юрлицо
6441025673;"ООО ""ЦЕМЕНТУМ ВОЛГА""";48;10773373.99;18;22.12.2025;юрлицо
6673092045;"АО ""ОКБ ""НОВАТОР""";49;10702029.07;3;07.11.2025;юрлицо
5024160154;"ООО ""ЗТИ-М""";50;10608240.00;1;13.11.2025;юрлицо
4216001565;"АО ""КФ""";51;10416666.67;1;19.03.2025;юрлицо
4631002737;"ОАО  ""ФАРМСТАНДАРТ-ЛЕКСРЕДСТВА""";52;9463008.00;1;24.09.2025;юрлицо
6632001031;"АО ""СЗФ""";55;8920403.14;7;29.08.2025;юрлицо
5036074848;"ООО ""ХАЙДЕЛЬБЕРГЦЕМЕНТ РУС""";56;8919708.00;1;07.10.2025;юрлицо
6603014413;"ООО ""ПСО ""ТЕПЛИТ""";57;8481464.83;12;26.12.2025;юрлицо
7447010227;"АО ""ЧЭМК""";58;8415510.81;9;02.12.2025;юрлицо
6672326854;"ООО ""СЖАТЫЙ ВОЗДУХ""";59;7697811.18;34;25.11.2025;юрлицо
7452075043;"ООО ""ПРОМТЭКС-ЭНЕРГО""";60;7653701.38;9;24.12.2025;юрлицо
2536314387;"ООО ""ГЛОБАЛ ИНЖИНИРИНГ ГРУПП""";61;7647884.93;4;10.11.2025;юрлицо
6612001971;"ФГУП ""ПО ""ОКТЯБРЬ""";62;7613070.97;11;23.12.2025;юрлицо
5604009196;"АО""РИФАР""";63;7397201.33;8;30.12.2025;юрлицо
1646027023;"АО ""ТРАКЬЯ ГЛАСС РУС""";64;7349773.33;6;04.12.2025;юрлицо
7705598512;"ООО ""СИРИАЛ ПАРТНЕРС РУС""";65;7343976.50;2;23.12.2025;юрлицо
1646031132;"ООО ""АЛАБУГА-ВОЛОКНО""";66;7336479.99;4;03.12.2025;юрлицо
6685126161;"ООО ""АРДЕНА""";67;7311598.33;1;15.04.2025;юрлицо
6635000195;"НАО ""СВЕЗА ВЕРХНЯЯ СИНЯЧИХА""";71;7082535.19;23;22.12.2025;юрлицо
5838013374;"АО ""ФНПЦ ""ПО ""СТАРТ"" ИМ. М.В. ПРОЦЕНКО""";72;7051080.78;19;24.12.2025;юрлицо
6671097930;"ООО ""СТИЛ АРМОР""";73;7040000.00;4;11.12.2025;юрлицо
7435006346;"АО ""АГК""";77;6444476.41;8;15.12.2025;юрлицо
7724729390;"ФБУ ""ФУ БХУХО""";78;6308000.00;1;29.08.2025;юрлицо
7204205739;"ООО ""ТЭО""";80;6039426.00;3;22.12.2025;юрлицо
5911029807;"ПАО ""УРАЛКАЛИЙ""";82;5848561.98;21;26.12.2025;юрлицо
0270007455;"АО ""УЧАЛИНСКИЙ ГОК""";83;5788712.00;9;16.10.2025;юрлицо
6438007280;"ООО ""РУСАГРО-АТКАРСК""";90;5058650.00;1;17.02.2025;юрлицо
6664003916;"АО ""НИЗМК""";92;4943679.02;17;10.12.2025;юрлицо
5402194877;"ООО ""СИБИРСКИЙ ГУРМАН - НОВОСИБИРСК""";95;4850630.93;14;01.12.2025;юрлицо
4715026815;"ООО ""РСХ""";100;4419399.98;6;17.12.2025;юрлицо
6803629911;"ООО ""ТАМБОВСКИЙ БЕКОН""";104;4122564.00;1;14.11.2025;юрлицо
0271055557;"ООО ""АГАР""";105;4098912.59;25;26.12.2025;юрлицо
8901030855;"АО ""САЛЕХАРДЭНЕРГО""";106;3975011.68;1;10.10.2025;юрлицо
6623005777;"ПАО ""УХП""";112;3526227.94;3;16.01.2025;юрлицо
6685148334;"ООО ""ГОТЭК-ПОЛИПАК АРАМИЛЬ""";113;3486138.50;11;24.12.2025;юрлицо
5401232181;"ООО ""СИБЭЛЕКТРОПРИВОД""";118;3178976.68;14;23.12.2025;юрлицо
7413000630;"АО ""КМЭЗ""";120;2989921.54;4;16.12.2025;юрлицо
6820018800;"ООО ""АГРОСОЮЗ""";121;2977138.65;41;08.12.2025;юрлицо
5406109142;"АО ""ГЛАВНОВОСИБИРСКСТРОЙ""";122;2968526.00;4;18.12.2025;юрлицо
0270011660;"ООО ""ЗАВОД НИКОЛЬ-ПАК""";123;2867079.08;3;31.12.2025;юрлицо
7707375416;"ООО ""КИРОВПЕЙПЕР""";124;2858933.31;5;13.10.2025;юрлицо
7819301797;"ООО ""БСХ БЫТОВЫЕ ПРИБОРЫ""";125;2842514.40;7;08.12.2025;юрлицо
9705101614;"ПАО ""ЛК ""ЕВРОПЛАН""";126;2800000.00;1;13.11.2025;юрлицо
5403232532;"ОАО ""НОВОСИБХОЛОД""";127;2775000.01;1;23.01.2025;юрлицо
7321313819;"ООО ""ВОЛЖСКАЯ ИНВЕСТИЦИОННАЯ КОМПАНИЯ""";128;2752597.00;1;18.07.2025;юрлицо
6674153011;"ООО ""УМЗ"", ООО ""УРАЛЬСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД""";129;2723923.31;10;30.12.2025;юрлицо
5507066537;"ООО ""ЯСТРО-ПЕРЕРАБОТКА""";130;2698181.24;2;25.06.2025;юрлицо
7204001630;"АО ""ТЮМЕНСКИЙ АККУМУЛЯТОРНЫЙ ЗАВОД""";131;2649300.00;8;11.11.2025;юрлицо
6229047842;"ООО ""ЭЛЛАДА""";132;2643454.74;2;15.10.2025;юрлицо
5911040448;"АО ""БМЗ""";133;2631900.00;5;31.12.2025;юрлицо
6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";134;2592921.00;10;03.12.2025;юрлицо
7447295501;"ООО ""ВИНТКОМПЛЕКТ""";135;2575111.65;13;10.11.2025;юрлицо
4205064482;"ООО ПО ""ТОКЕМ""";136;2511740.00;4;19.11.2025;юрлицо
4220039723;"ООО ""ХЛЕБ""";137;2492863.64;5;02.12.2025;юрлицо
7447208347;"ООО ""СЕРВИС-КОМПЛЕКТ""";138;2475365.84;4;18.09.2025;юрлицо
4906000960;"АО ""ПОЛЮС МАГАДАН""";139;2461346.53;2;12.12.2025;юрлицо
6623129116;"ООО ""СКАНДИПАКК АЛАБУГА""";140;2405077.00;5;31.10.2025;юрлицо
5433188538;"ООО ""БЕРГАУФ МАРУСИНО""";141;2387193.38;7;29.12.2025;юрлицо
5606000223;"АО ""МЭЗ ""УРАЛЭЛЕКТРО""";142;2300522.99;10;02.09.2025;юрлицо
6315526630;"АО ""ЖИГУЛЕВСКОЕ ПИВО""";143;2278026.00;1;27.10.2025;юрлицо
5044144552;"ООО ""С99""";144;2242000.00;1;26.12.2025;юрлицо
7536129954;"ООО ""РИГ СЕРВИС""";145;2240000.00;2;11.09.2025;юрлицо
4501010984;"АО ""КЗЭМИ""";146;2207173.96;2;25.09.2025;юрлицо
4501044849;"ООО "" ПУЛЬСАТОР """;147;2181415.15;11;24.12.2025;юрлицо
4318004484;"ООО  ""МУРАШИНСКИЙ ФАНЕРНЫЙ ЗАВОД""";148;2128168.30;5;02.10.2025;юрлицо
6450087041;"ООО ""КОМПАНИЯ КЛАСС""";149;2107733.34;5;20.10.2025;юрлицо
5246020905;"ООО ""ПОСУДА""";150;2095440.00;1;10.09.2025;юрлицо
6623105958;"ООО ""НСМЗ""";151;2050000.00;1;29.08.2025;юрлицо
2464010490;"ПАО ""КРАСФАРМА""";152;2044769.33;4;31.12.2025;юрлицо
6674239607;"ООО ""СВЭЛ-СИЛОВЫЕ ТРАНСФОРМАТОРЫ""";153;2032890.63;6;09.10.2025;юрлицо
6663005798;"ПАО ""УРАЛМАШЗАВОД""";154;1968750.00;2;20.05.2025;юрлицо
3802008546;"АО ""ПОЛЮС ВЕРНИНСКОЕ""";155;1937555.71;2;07.11.2025;юрлицо
5040059680;"АО ""МАПЕИ""";156;1935213.20;9;19.12.2025;юрлицо
5404271661;"ООО ""ПРОМТЕХСЕРВИС""";157;1934226.62;6;18.11.2025;юрлицо
2223624670;"ООО ""БЛАГО-БАРНАУЛ""";158;1925511.50;4;30.11.2025;юрлицо
5643007837;"ООО ""УК ""КОММУНАР""";159;1890400.00;1;12.02.2025;юрлицо
1648022038;"ООО ""ПТИЦЕВОДЧЕСКИЙ КОМПЛЕКС ""АК БАРС""";160;1890000.00;1;10.12.2025;юрлицо
7805368914;"ООО ""ТД ПОЛИМЕТАЛЛ""";161;1871249.99;2;11.08.2025;юрлицо
7802732442;"ООО ""НТЦ ТПТ""";162;1856457.40;4;18.12.2025;юрлицо
1327000226;"ООО ""ВКМ - СТАЛЬ""";163;1804570.00;3;04.12.2025;юрлицо
2465072918;"ООО ""ЛМЗ ""СКАД""";164;1797396.33;2;10.10.2025;юрлицо
7459004027;"ООО ""ОРАНЖСТИЛ""";165;1791809.65;5;30.09.2025;юрлицо
1677002780;"ООО ""ПИВОВАРЕННЫЙ ЗАВОД ""БЕЛЫЙ КРЕМЛЬ""";166;1789123.98;6;24.11.2025;юрлицо
1623012101;"СПССК ""ЕЛМАЙ""";167;1788666.62;2;09.09.2025;юрлицо
6674116330;"АО ""ППЭА ""СИВАР""";168;1780041.67;1;17.02.2025;юрлицо
0277077282;"ООО ""БГК""";169;1761666.69;2;25.04.2025;юрлицо
3128011788;"АО ""СТОЙЛЕНСКИЙ ГОК""";170;1756799.60;3;07.08.2025;юрлицо
6664013880;"АО ""УРАЛХИММАШ""";171;1747806.00;7;19.12.2025;юрлицо
5918216877;"ООО ""ММК-ЛМЗ""";172;1718660.33;2;06.11.2025;юрлицо
5030041780;"ООО ""АУР НАРО-ФОМИНСК""";173;1714873.00;4;08.08.2025;юрлицо
6025019903;"ООО ""ЗАВОД РЕОСТАТ""";174;1693453.60;4;17.12.2025;юрлицо
7702513119;"ООО ""МОНОЛИТ-СТРОЙ""";175;1683616.68;8;17.12.2025;юрлицо
8608053875;"ООО ""КОГАЛЫМ НПО-СЕРВИС""";176;1654992.00;1;31.07.2025;юрлицо
6611000252;"АО ""ИРБИТСКИЙ ХИМФАРМЗАВОД""";177;1628004.66;7;01.12.2025;юрлицо
6627001318;"АО ""СУМЗ"", АО ""СРЕДНЕУРАЛЬСКИЙ МЕДЕПЛАВИЛЬНЫЙ ЗАВОД""";178;1621815.00;1;17.06.2025;юрлицо
6652011944;"АО ""АЗПТ""";179;1583538.07;2;11.12.2025;юрлицо
1648041464;"ООО ""ПОДВЕСКА""";180;1563030.00;2;26.06.2025;юрлицо
4720022460;"ООО ""ММПОФ ПЭКЭДЖИНГ""";181;1533324.00;1;26.08.2025;юрлицо
5921002018;"АО ""ЧМЗ""";182;1501604.00;3;27.11.2025;юрлицо
7014038550;"АО ""ТГОК ""ИЛЬМЕНИТ""";183;1439311.68;3;15.12.2025;юрлицо
6621010115;"ООО ""БЕРГАУФ НЕВЬЯНСК""";184;1438966.67;2;28.11.2025;юрлицо
7838387574;"ООО ""ПОСМ С-З""";185;1394000.00;1;14.11.2025;юрлицо
4214002316;"ПАО ""РАСПАДСКАЯ""";186;1371890.01;3;01.10.2025;юрлицо
7708508323;"ООО ""ОМИА УРАЛ""";187;1365471.96;3;17.12.2025;юрлицо
4212019586;"ООО ""ЧАЙНА КОУЛ СЕРВИС""";188;1338485.42;1;25.09.2025;юрлицо
5904199692;"ООО ""ИНКАБ""";189;1334133.34;13;24.10.2025;юрлицо
2540203376;"ООО ""РУСАГРО-ПРИМОРЬЕ""";190;1311101.50;2;08.09.2025;юрлицо
6315376946;"ПАО ""Т ПЛЮС""";191;1273402.00;3;31.10.2025;юрлицо
6686054167;"ООО ""АМЕРТЕНД""";192;1248583.33;2;27.08.2025;юрлицо
6652028306;"АО ""УГМ""";193;1239846.67;13;11.11.2025;юрлицо
7420005460;"АО ""ЧЕБАРКУЛЬСКОЕ МОЛОКО""";194;1237445.66;3;07.08.2025;юрлицо
6439082561;"ООО ""ВОЛГАГИДРО ТЯЖМАШ""";195;1236913.33;3;30.07.2025;юрлицо
6658084667;"ООО ""ВИЗ-СТАЛЬ""";196;1215319.28;10;13.11.2025;юрлицо
5410039642;"АО ""НМЗ ""ИСКРА""";197;1208575.00;6;29.12.2025;юрлицо
6230043899;"ООО ""ЗАВОД ТЕХНОПЛЕКС""";198;1172558.32;6;25.12.2025;юрлицо
2454003302;"АО ""ЛЕСОСИБИРСКИЙ ЛДК № 1""";199;1163604.67;3;22.12.2025;юрлицо
0267011229;"ООО ""БАШКИРСКАЯ МЕДЬ"", ООО ""БАШМЕДЬ""";200;1160750.00;1;26.06.2025;юрлицо
