marka;klyuch;napisaniya;forma;forma_hodovaya;vstrech;innov;tip;chem_dobyta;primer;ssylka
К905-61;К90561;К-905-61 | К905-61;КЦ-Ц;да;3;1;компрессор;регулярка;"Заключение экспертизы промышленной безопасности № ЭПБ-02-122-2020 на техническое устройство: - Компрессор центробежный марки К905-61-1м, зав. № 6378, тех. № 6А; установленное на ПАО «Казаньоргсинтез»,";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-02105-2021
3ГП-20/8У4;3ГП20/8У4;3ГП-20/8У4;ЦК-Ц/ЦКЦ;да;3;1;компрессор;регулярка;"Заключение экспертизы промышленной безопасности на технические устройство - компрессор 3ГП-20/8У4 (зав.№171, рег. №3, поз.131/3), применяемое на опасном производственном объекте ""Площадка цеха 01 (цех";https://monitor-pb.ru/conclusion/22-%D0%A2%D0%A3-916632-2026
НГС-6-2200;НГС62200;НГС-6-2200;К-Ц-Ц;да;3;1;осушитель;регулярка;Газоосушитель НГС-6-2200, зав. № 23690, инв. № 040000004104025;https://monitor-pb.ru/conclusion/46-%D0%A2%D0%A3-09103-2025
Х-3148 К;Х3148К;Х-3148 К;К-Ц К;да;3;1;ресивер;регулярка;"техническое устройство ""ресивер водорода №15, заводской №Х-3148 К-Т126, регистрационный №11229/А, инвентарный №000024.00""";https://monitor-pb.ru/conclusion/30-%D0%A2%D0%A3-11772-2017
RC9-8B;RC98B;RC9-8B;ЛЦ-ЦЛ;да;3;1;компрессор;регулярка;центробежный компрессор RC9-8B, зав. № 1767 и центробежный компрессор RC6S, зав. № 1766;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-20612-2015
DVA-1340;DVA1340;DVA-1340;Л-Ц;да;3;1;компрессор;регулярка;поршневые компрессора DVA-1340 зав. №№ 5451, 5452, 5453, 5454 и поршневой компрессор L45МА зав.№29946 цех 100-107 ОАО «ЕЗСК»;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-08327-2016
3М7;3М7;3М7;ЦКЦ;да;3;1;компрессор;регулярка;«Центробежный компрессор КВД тип 3М7 (компрессор высокого давления компрессорной установки К-901), технологический индекс К-901 КВД, заводской № 3-7-3228, цех № 01А (1 агрегат)»;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11305-2017
3М9-7;3М97;3М9-7;ЦКЦ-Ц;да;3;1;компрессор;регулярка;«Центробежный компрессор КНД тип 3М9-7 (компрессор низкого давления компрессорной установки К-901), технологический индекс К-901 КНД, заводской № 3-7-3228, цех № 01А (1 агрегат)»;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11307-2017
3М-10-8;3М108;3М-10-8;ЦК-Ц-Ц;да;3;1;компрессор;регулярка;«Центробежный компрессор КВД тип 3М-10-8 (компрессор высокого давления компрессорной установки К-602), технологический индекс К-602 КВД, заводской № -8-3236, цех № 01А (1 агрегат)»;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11310-2017
В5/5;В5/5;В5/5;КЦ/Ц;да;3;1;компрессор;регулярка;«Центробежный компрессор КСД тип 373-В5/5 (компрессор среднего давления компрессорной установки К-601), технологический индекс К-601 КСД, заводской № 373-10-3282, цех № 01А (1 агрегат)»;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11303-2017
В7/1R;В7/1R;В7/1R;КЦ/ЦЛ;нет;3;1;компрессор;регулярка;«Центробежный компрессор КВД тип 272-В7/1R (компрессор высокого давления компрессорной установки К-601), технологический индекс К-601 КВД, заводской № 272-8-3283, цех № 01А (1 агрегат)»;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11304-2017
К-380-102-2;К3801022;К-380-102-2;К-Ц-Ц-Ц;да;3;1;компрессор;регулярка;"компрессорное оборудование: компрессор центробежный марки К-380-102-2, стац. № 2, зав. № 5370; компрессор центробежный марки К-380-102-2, стац. № 3, зав. № 6369, Площадка газоперерабатывающего завода";https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-12754-2017
CF-128GK;CF128GK;CF-128GK;Л-ЦЛ;да;3;1;компрессор;провайдер+регулярка;компрессор CF-128GK, зав. № 29521G08JFF;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-56854-2021
КРЗ 10/30;КРЗ10/30;КРЗ 10/30;К Ц/Ц;да;3;1;компрессор;регулярка;Компрессор поршневой КРЗ 10/30 зав. № 64009;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-28752-2015
С-254;С254;С-254;К-Ц;да;3;1;компрессор;регулярка;поршневой компрессор С-254 поз. С-904А, установка Изомеризация, цех №3;https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-00681-2019
С-202;С202;С-202;К-Ц;да;3;1;компрессор;регулярка;поршневой компрессор С-202 поз. С-901В, установка Изомеризация, цех №3;https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-00704-2019
ДАОН 350П;ДАОН350П;ДАОН 350П | ДАОН-350П;К ЦК;да;3;1;компрессор;регулярка;Компрессор поршневой ДАОН 350П, техн. № ДАОН-1, зав. № 169, установка 39-30;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-53346-2015
ВЭК 15-250;ВЭК15250;ВЭК 15-250;К Ц-Ц;да;3;1;компрессор;регулярка;винтовой компрессор ВЭК 15-250 зав. № 371434;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08005-2020
VMY-436M;VMY436M;VMY-436M;Л-ЦЛ;да;3;1;компрессор;регулярка;винтовой компрессор НАFI типа VMY-436M, инв.№1431341503, цех Аммиак-2;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-04852-2014
ZR5-52 PA;ZR552PA;ZR5-52 PA;ЛЦ-Ц Л;нет;3;1;компрессор;регулярка;компрессор винтовой ZR5-52 PACKтехн. № Д-80, зав. № ARP611101;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-32487-2022
ESE 5/10;ESE5/10;ESE 5/10;Л Ц/Ц;да;3;1;компрессор;регулярка;на техническое устройство компрессор воздушный винтовой Gardner Denver ESE 5/10 инвентарный № 703533;https://monitor-pb.ru/conclusion/31-%D0%A2%D0%A3-919132-2026
MD12-R1 N;MD12R1N;MD12-R1 N;ЛЦ-ЛЦ Л;нет;3;1;компрессор;регулярка;"компрессор винтовой MD12-R1 N-3 зав. № NO623 холодильной машины ""Grasso"" FX PP 900";https://monitor-pb.ru/conclusion/15-%D0%A2%D0%A3-10592-2015
5ГВ 12/6;5ГВ12/6;5ГВ 12/6 | 5ГВ-12/6;ЦК Ц/Ц;да;3;1;компрессор;провайдер+регулярка;винтовая компрессорная установка 5ГВ 12/6, зав. № 96002, компрессорной станции № 8;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-13658-2015
ББК-13-10-2;ББК13102;ББК-13-10-2;К-Ц-Ц-Ц;да;3;1;МКС;регулярка;Компрессорной станции винтовой-модульной, контейнерной ББК-13-10-2 (компрессор типа ДЭН-45ШМ) зав.№4393;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-58633-2020
GA-200;GA200;GA-200;Л-Ц;да;3;1;компрессор;регулярка;компрессор винтовой Atlac Copco модель GA-200(A)-8.5 FF инв. №1700001933, зав. №ATF 157051;https://monitor-pb.ru/conclusion/39-%D0%A2%D0%A3-02224-2016
А2ХД3К-100/320;А2ХД3К100/320;А2ХД3К-100/320;КЦКЦК-Ц/Ц;нет;3;1;компрессор;регулярка;воздушный компрессор А2ХД3К-100/320 зав. № 40534, инв. № 43005;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08292-2020
GА37А;GА37А;GА37А;ЛКЦК;да;3;1;компрессор;регулярка;Компрессор воздушный GА37А, заводской № AРI503361 принадлежащий АО «ССК»;https://monitor-pb.ru/conclusion/86-%D0%A2%D0%A3-839270-2026
ВКЗ-20/9;ВКЗ20/9;ВКЗ-20/9;К-Ц/Ц;да;3;1;компрессор;регулярка;воздушный компрессор ВКЗ-20/9 зав. № 110;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-38571-2022
GX7FF-10-300L;GX7FF10300L;GX7FF-10-300L;ЛЦЛ-Ц-ЦЛ;нет;3;1;компрессор;регулярка;на техническое устройство - компрессор воздушный Atlas Copco GX7FF-10-300L , инв.№37667;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-07003-2014
ГЭС-15;ГЭС15;ГЭС-15;К-Ц;да;3;1;ресивер;регулярка;ресивер воздушного компрессора КНД №4 ГЭС-15, рег. № б/н;https://monitor-pb.ru/conclusion/26-%D0%A2%D0%A3-01188-2017
PL-70;PL70;PL-70;Л-Ц;да;3;1;компрессор;регулярка;Воздушный компрессор Champion, модель PL-70, серийный номер PL-70 000694;https://monitor-pb.ru/conclusion/51-%D0%A2%D0%A3-29878-2024
ВП 305;ВП305;ВП 305;К Ц;да;3;1;компрессор;регулярка;на техническое устройство воздушный компрессор ВП 305 8/30 №3 КС, зав.№109366, компрессорная станция ЦОР;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-02246-2014
ТАТКА-545-345;ТАТКА545345;ТАТКА 545-345 | ТАТКА-545-345;К-Ц-Ц;да;3;1;компрессор;регулярка;Центробежный компрессор ТАТКА-545-345 Техн. № 801/А Зав.№ 76003 цех №11;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-08537-2016
КЦ 135/8;КЦ135/8;КЦ 135/8;К Ц/Ц;да;3;1;компрессор;регулярка;компрессор центробежный КЦ 135/8, поз. № 1;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-06368-2016
ХТМФ-348-4000;ХТМФ3484000;ХТМФ-348-4000;К-Ц-Ц;да;3;1;компрессор;регулярка;Компрессор центробежный ХТМФ-348-4000 (АТКФ-348) зав. № 75002, поз. № 3/4;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-10215-2020
6RPA-44;6RPA44;6RPA-44;ЦЛ-Ц;да;3;1;компрессор;регулярка;Центробежный компрессор 6RPA-44 тех. №07/0010-2, зав. №2 805218;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-21608-2018
16ГЦ-360/4-56;16ГЦ360/456;16ГЦ-360/4-56;ЦК-Ц/Ц-Ц;да;3;1;компрессор;регулярка;техническое устройство: компрессор центробежный 16ГЦ-360/4-56 зав.№8/3-3;https://monitor-pb.ru/conclusion/58-%D0%A2%D0%A3-29766-2022
RC6S;RC6S;RC6S;ЛЦЛ;да;3;1;компрессор;регулярка;техническое устройство центробежный компрессор марки Cooper-Bessemer RC6S зав. № 1768 установленный на ЛГКС, ЦПиКГ, Лугинецкое месторождение;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-30103-2017
4VRZ;4VRZ;4VRZ;ЦЛ;да;3;1;компрессор;провайдер+регулярка;№ 8ХМ-028-2014 Центробежный компрессор 4VRZ поз. 818/1, расположенный на ПХиК ОАО «Саянскхимпласт», г. Саянск;https://monitor-pb.ru/conclusion/67-%D0%A2%D0%A3-13585-2014
Инна-Е;ИННАЕ;Инна-Е;К-К;да;3;1;компрессор;провайдер+регулярка;Центробежный компрессор «Инна-Е», техн. № 317/IV зав.№ 2.805.797. Установка компремирования углеводородных газов (БК-8);https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11345-2019
Грета XVII;ГРЕТАXVII;Грета XVII;К Л;нет;3;1;компрессор;провайдер+регулярка;Центробежный компрессор «Грета XVII» техн. № 301/IV, зав. № 805.432. Установка выделения изобутан-изобутиленовой фракции (БК-3);https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-11364-2019
PCL 804-2/36;PCL8042/36;PCL 804-2/36;Л Ц-Ц/Ц;нет;3;1;воздуходувка;регулярка;Корпус центробежного нагнетателя (компрессора) ЦБН типа PCL 804-2/36 зав. № 10291, станц. № 33, инв. № 143046;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-26565-2022
Грета XIV;ГРЕТАXIV;Грета XIV;К Л;нет;3;1;компрессор;провайдер+регулярка;Центробежный компрессор «Грета XIV», техн. № 301/2, зав. 805435, инв. № 70949-013, установка выделения изобутан-изобутиленовой фракции (БК-3);https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-13874-2016
ЦК 135/08;ЦК135/08;ЦК 135/08;К Ц/Ц;да;3;1;компрессор;регулярка;"центробежный компрессор ККЗ ЦК 135/08, зав. № 78004, установленного в здании 203цеха 31 АО ""УЭХК""";https://monitor-pb.ru/conclusion/54-%D0%A2%D0%A3-00668-2016
GA 600/3;GA600/3;GA 600/3;Л Ц/Ц;да;3;1;компрессор;регулярка;Центробежный компрессор GA 600/3 «Borsig», технологический № 107/I, заводской № 23-1560. Установка конденсации углеводородных газов (БК-8). ООО «Тольяттикаучук».;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-12653-2020
2ТГ-80/1,4;2ТГ80/1.4;2ТГ-80/1,4;ЦК-Ц/Ц,Ц;да;3;1;компрессор;регулярка;Турбокомпрессор марки 2ТГ-80/1,4, технологический индекс ВД-3, инвентарный № 00011403;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-15004-2020
2ТГ-80-1;2ТГ801;2ТГ-80-1;ЦК-Ц-Ц;да;3;1;компрессор;регулярка;Турбокомпрессор газовый марки 2ТГ-80-1,4м, зав. №1244, инв. № 3193, тех.№В-3;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-26893-2014
К-525;К525;К-525;К-Ц;да;3;1;компрессор;регулярка;техническое устройство - Компрессор К-525. Турбокомпрессор №1, зав. № 10015, инв. № 104100018401;https://monitor-pb.ru/conclusion/66-%D0%A2%D0%A3-01717-2022
ТКА-16ГЦ-300/6-120;ТКА16ГЦ300/6120;ТКА-16ГЦ-300/6-120;К-ЦК-Ц/Ц-Ц;нет;3;1;компрессор;регулярка;техническое устройство - Центробежный турбокомпрессор типа ТКА-16ГЦ-300/6-120, техн. № ТКА-1, зав. № 3КС4 (Площадка переработки попутного нефтяного газа Вынгапуровского ГПЗ АО «СибурТюменьГаз»,УКиОГ-1;https://monitor-pb.ru/conclusion/41-%D0%A2%D0%A3-33817-2021
4R3MSGPB-3G/30;4R3MSGPB3G/30;4R3MSGPB-3G/30;ЦЛЦЛ-ЦЛ/Ц;нет;3;1;компрессор;регулярка;Дожимной компрессор газа №1 Cameron тип:4R3MSGPB-3G/30 станц. №10ГДК-А, расположенное по адресу: г. Москва, Бережковская наб., д. 16, ТЭЦ-12 филиал ПАО «Мосэнерго»;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-659629-2026
МК-10/64;МК10/64;МК-10/64;К-Ц/Ц;да;3;1;компрессор;регулярка;Мембранный компрессор МК-10/64 зав. № 660804, поз. 141/8, цех 24 (корп. 145), техническое устройство, применяемое на ОПО «Площадка производства фторопластов (соединений фтора) цеха № 24», (рег. №А47-1;https://monitor-pb.ru/conclusion/47-%D0%A2%D0%A3-53466-2024
6МК-20/12,5;6МК20/12.5;6МК-20/12,5;ЦК-Ц/Ц,Ц;да;3;1;компрессор;регулярка;техническое устройство, применяемое на опасном производственном объекте, мембранный компрессор 1,6МК-20/12,5, зав. №901117, поз. 202/1, ОПО: «Площадка цехов производства стирола, сополимеров стирола и;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-04280-2023
ПС 220;ПС220;ПС 220;К Ц;да;3;1;узел: компрессор;регулярка;Трубопровод воздуха площадки компрессорной установки ПС 220 кВ «Ершовская»;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-43897-2022
ДККС-19-3;ДККС193;ДККС-19-3;К-Ц-Ц;да;3;1;компрессорная станция;регулярка;дожимная компрессорная станция ДККС-19-3 №2;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-22549-2019
ELT-321/1400;ELT321/1400;ELT-321/1400;Л-Ц/Ц;да;3;1;компрессорная станция;регулярка;техническое устройство дожимная компрессорная станция SYSTEM ELT-321/1400 (Р12163А);https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-11342-2016
НВ-10/10;НВ10/10;НВ-10/10;К-Ц/Ц;да;3;1;ПКС;регулярка;Станция передвижная компрессорная ММЗ-НВ-10/10 зав. № 209;https://monitor-pb.ru/conclusion/29-%D0%A2%D0%A3-16047-2017
МВ-17;МВ17;МВ-17;К-Ц;да;3;1;воздуходувка;регулярка;Воздуходувка МВ-17 поз. MV-112В установки СКУ цеха № 2 ЗАО «РНПК»;https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-10490-2014
Д-13,5;Д13.5;Д-13,5;К-Ц,Ц;да;3;1;воздуходувка;регулярка;Воздуходувка Д-13,5 поз. ВД-1 установки Л-35-5 цеха № 3 ЗАО «РНПК»;https://monitor-pb.ru/conclusion/03-%D0%A2%D0%A3-10502-2014
ТВ-200-1,12-01.УЗ;ТВ2001.1201.УЗ;ТВ-200-1,12-01.УЗ;К-Ц-Ц,Ц-Ц.К;нет;3;1;воздуходувка;регулярка;Воздуходувка ТВ-200-1,12-01.УЗ зав. № 11-17, инв. № 165194;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-25077-2024
К031.185.00.000 СБ;К031.185.00.000СБ;К031.185.00.000 СБ;КЦ.Ц.Ц.Ц К;нет;3;1;воздуходувка;регулярка;Техническое устройство: Воздуходувка, К031.185.00.000 СБ поз. 372/5 цех № 27, корпус № 76А;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-86211-2025
LRMV 710/2-ZR;LRMV710/2ZR;LRMV 710/2-ZR;Л Ц/Ц-Л;нет;3;1;воздуходувка;регулярка;Воздуходувка LRMV 710/2-ZR 90,технологический № ВД-3, инвентарный № 012081, заводской № R9078699цех № 15, установка ЛГ-35/11-300;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-09761-2016
РВ46;РВ46;РВ46;КЦ;да;3;1;воздуходувка;регулярка;техническое устройство – «Воздуходувка РВ46», зав.№ б/н, поз. А03 С, применяемое на опасном производственном объекте ООО «Томскнефтехим»;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-20275-2021
3D38B;3D38B;3D38B;ЦЛЦЛ;да;3;1;воздуходувка;регулярка;ЗАКЛЮЧЕНИЕ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ № 1260-2026/ЭПБ на техническое устройство, эксплуатируемое на опасном производственном объекте: Воздуходувка типа 3D38B зав. № 3521090 поз. № LP-PCA;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-828483-2026
P223;P223;P223;ЛЦ;да;3;1;воздуходувка;регулярка;техническое устройство «Воздуходувка P223», зав.№6V002539, тех. поз. К6571В, применяемое на опасном производственном объекте ООО «Ставролен»;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-90768-2023
ТВ-200-1.4;ТВ2001.4;ТВ 200-1,4 | ТВ-200-1,4 | ТВ-200-1.4 | ТВ200-1,4;К-Ц-Ц.Ц;да;3;1;воздуходувка;регулярка;Турбовоздуходувка ТВ-200-1.4 поз 253-1, ГОФ «Томусинская»;https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-14673-2015
ТВ-350-1-1,06;ТВ35011.06;ТВ-350-1-1,06;К-Ц-Ц-Ц,Ц;да;3;1;воздуходувка;регулярка;Турбовоздуходувка ТВ-350-1-1,06, поз. ТВ-2, зав. № 126, ПНХ, цех 135/136, объект 1686;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-492669-2025
ТГ-300;ТГ300;ТГ-300;К-Ц;да;3;1;воздуходувка;регулярка;Газодувка ТГ-300, инвентарный № 43807 АО «ПРОМСИНТЕЗ»;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-16678-2015
ГПМ3-1-МВ;ГПМ31МВ;ГПМ3-1-МВ;КЦ-Ц-К;нет;3;1;воздуходувка;регулярка;Газодувку типа ГПМ3-1-МВ, поз.4, цех № 6/2;https://monitor-pb.ru/conclusion/35-%D0%A2%D0%A3-00955-2016
О-500-23;О50023;О-500-23;К-Ц-Ц;да;3;1;воздуходувка;регулярка;Нагнетатель О-500-23 зав.№ 215, инв.№ 463;https://monitor-pb.ru/conclusion/49-%D0%A2%D0%A3-30432-2022
АК-1 ГП;АК1ГП;АК-1 ГП;К-Ц К;да;3;1;воздуходувка;регулярка;Аккумулятор масла смазки нагнетателя станционный № АК-1 ГПА-25 станционный № 1;https://monitor-pb.ru/conclusion/48-%D0%A2%D0%A3-10462-2018
НЦ-235-21-3;НЦ235213;НЦ-235-21-3;К-Ц-Ц-Ц;да;3;1;воздуходувка;регулярка;Корпус центробежного нагнетателя природного газа, типа НЦ-235-21-3, зав. № 8320, ст. №4, инв. № 000202089;https://monitor-pb.ru/conclusion/40-%D0%A2%D0%A3-04207-2016
750-23-4;750234;750-23-4;Ц-Ц-Ц;да;3;1;воздуходувка;провайдер+регулярка;Центробежный нагнетатель марки 750-23-4 технологический индекс ВДА-1 зав.№134 цех ВИК участок №9 установка ВДС;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-25464-2016
РВ-35;РВ35;РВ-35;К-Ц;да;3;1;ресивер;регулярка;ресивер РВ-35, зав.№ 1260, рег.№ 944, Азотная станция, опасного производственного объекта «Площадка тепловодоснабжения и канализации»;https://monitor-pb.ru/conclusion/71-%D0%A2%D0%A3-05255-2021
ВЦ-4-70 №3,15;ВЦ470№3.15;ВЦ-4-70 №3,15 | ВЦ4-70 №3,15;К-Ц-Ц №Ц,Ц;нет;3;1;генератор кислорода;провайдер+регулярка;Техническое устройство –радиальный вентилятор типа ВЦ-4-70 № 2,5, поз. Пу-1 Азотно-кислородная станция, Прирельсовый склад реагентов, газоперерабатывающее производство, «Южно-Балыкский ГПЗ» - филиал А;https://monitor-pb.ru/conclusion/57-%D0%A2%D0%A3-45241-2019
КТК-12.5/35;КТК12.5/35;КТК 12,5/35 | КТК-12,5/35 | КТК-12.5/35;К-Ц.Ц/Ц;да;3;1;компрессор;регулярка;Компрессор центробежный азотный марки КТК-12.5/35, зав. № 76008, ст. № 8, инв. № 45530, эксплуатируемый на участке компрессии кислорода и азота, площадка кислородной станции № 1 кислородного цеха;https://monitor-pb.ru/conclusion/13-%D0%A2%D0%A3-06606-2015
АК-15ПМЗ;АК15ПМЗ;АК 15ПМЗ | АК-15ПМЗ;К-ЦК;да;3;1;ВРУ;провайдер+регулярка;Техническое устройство Участок станции воздухоразделительной Воздухоразделительная установка АК-15П, заводской №2;https://monitor-pb.ru/conclusion/06-%D0%A2%D0%A3-10445-2024
7ВП 20/220 УХ;7ВП20/220УХ;7ВП 20/220 УХ;ЦК Ц/Ц К;нет;3;1;компрессор;регулярка;Компрессор 7ВП 20/220 УХЛ4, зав. № 485, тех. № 1 ОПО «Площадка воздухоразделительной установки (ВРУ)» ЗАО «Авиастар-СП»;https://monitor-pb.ru/conclusion/52-%D0%A2%D0%A3-02535-2015
XRVS 1250 C06;XRVS1250C06;XRVS 1250 C06;Л Ц ЛЦ;да;3;1;ПКС;регулярка;техническое устройство:-Передвижная компрессорная станция Atlas Copco XRVS 1250 C06 зав. №C-335,применяемые на опасном производственном объекте IV класса опасности ООО «Газпром бурение» рег. номер ОПО;https://monitor-pb.ru/conclusion/11-%D0%A2%D0%A3-15407-2023
ОВДК-250;ОВДК250;ОВДК-250;К-Ц;да;3;1;осушитель;регулярка;на техническое устройство: Осушитель сжатого воздуха ОВДК-250 заводской № 127, регистрационный №АЭ-1913;https://monitor-pb.ru/conclusion/31-%D0%A2%D0%A3-718351-2026
TMS350;TMS350;TMS350;ЛЦ;да;3;1;осушитель;регулярка;на техническое устройство «Осушитель сжатого горячего воздуха TMS350, зав. №0902/3188, поз. 1», применяемое на опасном производственном объекте ООО «РН-Ванкор» Наименование ОПО: «Площадка станции насо;https://monitor-pb.ru/conclusion/62-%D0%A2%D0%A3-02089-2025
Густа-П;ГУСТАП;Густа-П;К-К;да;3;1;компрессор;провайдер;на техническое устройство, применяемое на опасном производственном объекте № п/п Наименование Позиция Зав. № 1. Компрессор «Густа-П» 300/2 805579 цех №1309, завод БК, ПАО «Нижнекамскнефтехим»;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-09502-2019
305ГП 40/3;305ГП40/3;305ГП 40/3;ЦК Ц/Ц;да;3;1;компрессор;провайдер;Компрессор поршневой 305ГП 40/3 (техн.№8/2), эксплуатирующийся в ПАО «Казаньоргсинтез», завод ОП и ТГ, цех 109-110.;https://monitor-pb.ru/conclusion/43-%D0%A2%D0%A3-08055-2017
БНВ;БНВ;БНВ;К;да;3;1;воздуходувка;провайдер;Нагнетатель БНВ техн. № 91 Опасный производственный объект (ОПО): Цех по производству муки Место нахождения ОПО: 162562, Вологодская область, Шекснинский район, рабочий поселок Шексна, улица Промышлен;https://monitor-pb.ru/conclusion/45-%D0%A2%D0%A3-01334-2025
ЦГН;ЦГН;ЦГН;К;да;3;1;компрессор;провайдер;Поршневой компрессор марки ЦГН ф. Эсслинген, поз. 4(7), зав. № 3914, ПНХ, цех 86/57, установка 57/133, объект 916;https://monitor-pb.ru/conclusion/38-%D0%A2%D0%A3-710146-2026
5Г/600-42/60;5Г/60042/60;5Г/600-42/60;ЦК/Ц-Ц/Ц;нет;3;1;компрессор;провайдер;"Поршневой компрессор 5Г/600-42/60 поз. №ГК-1, применяемый на опасном производственном объекте ""Площадка производства капролактама"" рег. №А68-00013-0018 (I класс опасности), расположенный на территории";https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-74839-2024
TBse 1.25-1/12;TBSE1.251/12;TBse 1.25-1/12;Л Ц.Ц-Ц/Ц;нет;3;1;компрессор;провайдер;"техническое устройство: поршневой компрессор ""Halberg"" TBse 1.25-1/12 поз. №К-523А (зав. №6380) эксплуатируемый в составе опасного производственного объекта ""Площадка производства капролактама"" рег. А";https://monitor-pb.ru/conclusion/68-%D0%A2%D0%A3-72337-2023
340-81-5;340815;340-81-5;Ц-Ц-Ц;да;3;1;компрессор;провайдер;техническое устройство – центробежный компрессор марки 340-81-5, зав. № 9284, тех. № ЦК-301/2 применяемый на опасном производственном объекте – площадке комбинированной установки глубокой переработки ;https://monitor-pb.ru/conclusion/61-%D0%A2%D0%A3-25812-2021
УПВБ 16-2К;УПВБ162К;УПВБ 16-2К;К Ц-ЦК;нет;3;1;не машина;провайдер;Кран мостовой электрический УПВБ 16–2К, г/п 20 т, зав. № 801275, рег. № 27136, инв. № 305018, Можгинское ЛПУМГ, КЦ-8, ГПА-3 (зал нагнетателя);https://monitor-pb.ru/conclusion/46-%D0%A2%D0%A3-40120-2016
3TСs 1,6-1,02/21;3TСS1.61.02/21;3TСs 1,6-1,02/21;ЦЛКЛ Ц,Ц-Ц,Ц/Ц;нет;3;1;компрессор;провайдер;Поршневой компрессор 3TСs 1,6-1,02/21 тех. №В-118/2, зав. №453923;https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-21600-2018
"5 RMD -56 ""Виола";"5RMD56""ВИОЛА";"5 RMD -56 ""Виола";"Ц Л -Ц ""К";нет;3;1;компрессор;провайдер;"ЗАКЛЮЧЕНИЕ № 2025-ТК-0117-НКО-ТУ ЭКСПЕРТИЗЫ ПРОМЫШЛЕННОЙ БЕЗОПАСНОСТИ на техническое устройство: Центробежный компрессор 5 RMD -56 ""Виола"", зав. № 2805323, техн. № 403/2, применяемое на опасном произв";https://monitor-pb.ru/conclusion/53-%D0%A2%D0%A3-00694-2025
10ГКНА;10ГКНА;10ГКНА;ЦК;да;3;1;компрессор;провайдер;техническое устройство - Компрессор 10ГКНА зав. № 624, техн. № 1, применяемое ООО «ННК-Сахалинморнефтегаз» на опасном производственном объекте «Площадка промысловой компрессорной станции Монги», рег. ;https://monitor-pb.ru/conclusion/77-%D0%A2%D0%A3-00681-2024
