inn;kluch;rol;vsego;vzyato;pochemu
7610052644;7610052644_761001001;organizator;4;4;обойдено
7610052644;7610052644_761001001;zakazchik;9;9;обойдено
5243000185;5243000185_524301001;organizator;0;0;обойдено
5243000185;5243000185_524301001;zakazchik;0;0;обойдено
7830001910;7830001910_780101001;organizator;1;1;обойдено
7830001910;7830001910_780101001;zakazchik;4;4;обойдено
7714572888;7714572888_781001001;organizator;0;0;обойдено
7714572888;7714572888_781001001;zakazchik;0;0;обойдено
5001000041;5001000041_500101001;organizator;0;0;обойдено
5001000041;5001000041_500101001;zakazchik;0;0;обойдено
7327077188;7327077188_732701001;organizator;0;0;обойдено
7327077188;7327077188_732701001;zakazchik;0;0;обойдено
1653006666;1653006666_166001001;organizator;0;0;обойдено
1653006666;1653006666_166001001;zakazchik;0;0;обойдено
2012006949;2012006949_201201001;organizator;0;0;обойдено
2012006949;2012006949_201201001;zakazchik;0;0;обойдено
8401005730;8401005730_245702001;organizator;0;0;обойдено
8401005730;8401005730_245702001;zakazchik;0;0;обойдено
8401005730;8401005730_840101001;organizator;0;0;обойдено
8401005730;8401005730_840101001;zakazchik;0;0;обойдено
7703647595;7703647595_770301001;organizator;0;0;обойдено
7703647595;7703647595_770301001;zakazchik;0;0;обойдено
7721632827;7721632827_365143004;organizator;0;0;обойдено
7721632827;7721632827_365143004;zakazchik;0;0;обойдено
7721632827;7721632827_390943002;organizator;0;0;обойдено
7721632827;7721632827_390943002;zakazchik;0;0;обойдено
7721632827;7721632827_691643001;organizator;0;0;обойдено
7721632827;7721632827_691643001;zakazchik;0;0;обойдено
7721632827;7721632827_663943002;organizator;0;0;обойдено
7721632827;7721632827_663943002;zakazchik;0;0;обойдено
7721632827;7721632827_997650001;organizator;0;0;обойдено
7721632827;7721632827_997650001;zakazchik;0;0;обойдено
7721632827;7721632827_772643004;organizator;0;0;обойдено
7721632827;7721632827_772643004;zakazchik;0;0;обойдено
7721632827;7721632827_365143001;organizator;0;0;обойдено
7721632827;7721632827_365143001;zakazchik;0;0;обойдено
7721632827;7721632827_472643003;organizator;0;0;обойдено
7721632827;7721632827_472643003;zakazchik;0;0;обойдено
7721632827;7721632827_772543002;organizator;0;0;обойдено
7721632827;7721632827_772543002;zakazchik;0;0;обойдено
7721632827;7721632827_870043001;organizator;0;0;обойдено
7721632827;7721632827_870043001;zakazchik;0;0;обойдено
7721632827;7721632827_463443001;organizator;0;0;обойдено
7721632827;7721632827_463443001;zakazchik;0;0;обойдено
7721632827;7721632827_614343002;organizator;0;0;обойдено
7721632827;7721632827_614343002;zakazchik;0;0;обойдено
7721632827;7721632827_772101001;organizator;0;0;обойдено
7721632827;7721632827_772101001;zakazchik;0;0;обойдено
7721632827;7721632827_511743001;organizator;0;0;обойдено
7721632827;7721632827_511743001;zakazchik;0;0;обойдено
7721632827;7721632827_472643001;organizator;0;0;обойдено
7721632827;7721632827_472643001;zakazchik;0;0;обойдено
7721632827;7721632827_643943001;organizator;0;0;обойдено
7721632827;7721632827_643943001;zakazchik;0;0;обойдено
7721632827;7721632827_672443001;organizator;0;0;обойдено
7721632827;7721632827_672443001;zakazchik;0;0;обойдено
7721632827;7721632827_870343001;organizator;0;0;обойдено
7721632827;7721632827_870343001;zakazchik;0;0;обойдено
2902059091;2902059091_997850001;organizator;448;448;обойдено
2902059091;2902059091_997850001;zakazchik;448;448;обойдено
2902059091;2902059091_231702001;organizator;0;0;обойдено
2902059091;2902059091_231702001;zakazchik;0;0;обойдено
2902059091;2902059091_997850001-deleted;organizator;0;0;обойдено
2902059091;2902059091_997850001-deleted;zakazchik;0;0;обойдено
2902059091;2902059091_290201001;organizator;42;42;обойдено
2902059091;2902059091_290201001;zakazchik;45;45;обойдено
6623029538;6623029538_220943001;organizator;0;0;обойдено
6623029538;6623029538_220943001;zakazchik;0;0;обойдено
6623029538;6623029538_662301001;organizator;440;440;обойдено
6623029538;6623029538_662301001;zakazchik;440;440;обойдено
1658008723;1658008723_165801001;organizator;0;0;обойдено
1658008723;1658008723_165801001;zakazchik;0;0;обойдено
7729082090;7729082090_772931016;organizator;0;0;обойдено
7729082090;7729082090_772931016;zakazchik;0;0;обойдено
7729082090;7729082090_772931002;organizator;0;0;обойдено
7729082090;7729082090_772931002;zakazchik;0;0;обойдено
7729082090;7729082090_772931001;organizator;0;0;обойдено
7729082090;7729082090_772931001;zakazchik;0;0;обойдено
7729082090;7729082090_772931003;organizator;0;0;обойдено
7729082090;7729082090_772931003;zakazchik;0;0;обойдено
7729082090;7729082090_231802001;organizator;0;0;обойдено
7729082090;7729082090_231802001;zakazchik;0;0;обойдено
7729082090;7729082090_772931011;organizator;0;0;обойдено
7729082090;7729082090_772931011;zakazchik;0;0;обойдено
7729082090;7729082090_772931019;organizator;0;0;обойдено
7729082090;7729082090_772931019;zakazchik;0;0;обойдено
7729082090;7729082090_772931013;organizator;0;0;обойдено
7729082090;7729082090_772931013;zakazchik;0;0;обойдено
7729082090;7729082090_772931008;organizator;0;0;обойдено
7729082090;7729082090_772931008;zakazchik;0;0;обойдено
7729082090;7729082090_772931015;organizator;0;0;обойдено
7729082090;7729082090_772931015;zakazchik;0;0;обойдено
7729082090;7729082090_772931017;organizator;0;0;обойдено
7729082090;7729082090_772931017;zakazchik;0;0;обойдено
7729082090;7729082090_503931001;organizator;0;0;обойдено
7729082090;7729082090_503931001;zakazchik;0;0;обойдено
7729082090;7729082090_502831001;organizator;0;0;обойдено
7729082090;7729082090_502831001;zakazchik;0;0;обойдено
7729082090;7729082090_772931004;organizator;0;0;обойдено
7729082090;7729082090_772931004;zakazchik;0;0;обойдено
7729082090;7729082090_772931014;organizator;0;0;обойдено
7729082090;7729082090_772931014;zakazchik;0;0;обойдено
7729082090;7729082090_772902002;organizator;0;0;обойдено
7729082090;7729082090_772902002;zakazchik;0;0;обойдено
7729082090;7729082090_772931018;organizator;0;0;обойдено
7729082090;7729082090_772931018;zakazchik;0;0;обойдено
7729082090;7729082090_772945001;organizator;0;0;обойдено
7729082090;7729082090_772945001;zakazchik;0;0;обойдено
7729082090;7729082090_772931007;organizator;0;0;обойдено
7729082090;7729082090_772931007;zakazchik;0;0;обойдено
7729082090;7729082090_770345001;organizator;0;0;обойдено
7729082090;7729082090_770345001;zakazchik;0;0;обойдено
1101205461;1101205461_110101001;organizator;0;0;обойдено
1101205461;1101205461_110101001;zakazchik;0;0;обойдено
2536210349;2536210349_253601001;organizator;0;0;обойдено
2536210349;2536210349_253601001;zakazchik;0;0;обойдено
3304000103;3304000103_330401001;organizator;0;0;обойдено
3304000103;3304000103_330401001;zakazchik;0;0;обойдено
5322015508;5322015508_532201001;organizator;0;0;обойдено
5322015508;5322015508_532201001;zakazchik;0;0;обойдено
2453013555;2453013555_245301001;organizator;0;0;обойдено
2453013555;2453013555_245301001;zakazchik;0;0;обойдено
2453013555;2453013555_785150001;organizator;0;0;обойдено
2453013555;2453013555_785150001;zakazchik;0;0;обойдено
6615015316;6615015316_661501001;organizator;0;0;обойдено
6615015316;6615015316_661501001;zakazchik;0;0;обойдено
6615015316;6615015316_668101001;organizator;65;65;обойдено
6615015316;6615015316_668101001;zakazchik;65;65;обойдено
7701984274;7701984274_770101001;organizator;0;0;обойдено
7701984274;7701984274_770101001;zakazchik;0;0;обойдено
6315376946;6315376946_997450001;organizator;0;0;обойдено
6315376946;6315376946_997450001;zakazchik;0;0;обойдено
6315376946;6315376946_332943001;organizator;0;0;обойдено
6315376946;6315376946_332943001;zakazchik;0;0;обойдено
6315376946;6315376946_561243001;organizator;0;0;обойдено
6315376946;6315376946_561243001;zakazchik;0;0;обойдено
6315376946;6315376946_434543001;organizator;0;0;обойдено
6315376946;6315376946_434543001;zakazchik;0;0;обойдено
6315376946;6315376946_583443002;organizator;0;0;обойдено
6315376946;6315376946_583443002;zakazchik;0;0;обойдено
6315376946;6315376946_732743001;organizator;0;0;обойдено
6315376946;6315376946_732743001;zakazchik;0;0;обойдено
6315376946;6315376946_110143001;organizator;0;0;обойдено
6315376946;6315376946_110143001;zakazchik;0;0;обойдено
6315376946;6315376946_502401001;organizator;0;0;обойдено
6315376946;6315376946_502401001;zakazchik;0;0;обойдено
6315376946;6315376946_132843002;organizator;0;0;обойдено
6315376946;6315376946_132843002;zakazchik;0;0;обойдено
6315376946;6315376946_526043001;organizator;0;0;обойдено
6315376946;6315376946_526043001;zakazchik;0;0;обойдено
6315376946;6315376946_667143001;organizator;0;0;обойдено
6315376946;6315376946_667143001;zakazchik;0;0;обойдено
6315376946;6315376946_213043001;organizator;0;0;обойдено
6315376946;6315376946_213043001;zakazchik;0;0;обойдено
6315376946;6315376946_645043001;organizator;0;0;обойдено
6315376946;6315376946_645043001;zakazchik;0;0;обойдено
6315376946;6315376946_183243001;organizator;0;0;обойдено
6315376946;6315376946_183243001;zakazchik;0;0;обойдено
6315376946;6315376946_590443003;organizator;0;0;обойдено
6315376946;6315376946_590443003;zakazchik;0;0;обойдено
6315376946;6315376946_631543004;organizator;0;0;обойдено
6315376946;6315376946_631543004;zakazchik;0;0;обойдено
1434031363;1434031363_143401001;organizator;0;0;обойдено
1434031363;1434031363_143401001;zakazchik;0;0;обойдено
1434031363;1434031363_272101001;organizator;0;0;обойдено
1434031363;1434031363_272101001;zakazchik;0;0;обойдено
3808229774;3808229774_380101001;organizator;0;0;обойдено
3808229774;3808229774_380101001;zakazchik;0;0;обойдено
3808229774;3808229774_380801001;organizator;0;0;обойдено
3808229774;3808229774_380801001;zakazchik;0;0;обойдено
3808229774;3808229774-deleted-1171797_380101001-deleted-1171797;organizator;0;0;обойдено
3808229774;3808229774-deleted-1171797_380101001-deleted-1171797;zakazchik;0;0;обойдено
6451122250;6451122250_645101001;organizator;0;0;обойдено
6451122250;6451122250_645101001;zakazchik;0;0;обойдено
5610058025;5610058025_561001001;organizator;0;0;обойдено
5610058025;5610058025_561001001;zakazchik;0;0;обойдено
3801009466;3801009466_380101001;organizator;0;0;обойдено
3801009466;3801009466_380101001;zakazchik;0;0;обойдено
3445042160;3445042160_344501001;organizator;0;0;обойдено
3445042160;3445042160_344501001;zakazchik;0;0;обойдено
7722245108;7722245108_771401001;organizator;0;0;обойдено
7722245108;7722245108_771401001;zakazchik;0;0;обойдено
7722245108;7722245108_746001001;organizator;0;0;обойдено
7722245108;7722245108_746001001;zakazchik;0;0;обойдено
2434012299;2434012299_243401001;organizator;0;0;обойдено
2434012299;2434012299_243401001;zakazchik;0;0;обойдено
7424024375;7424024375_742401001;organizator;0;0;обойдено
7424024375;7424024375_742401001;zakazchik;0;0;обойдено
5920000593;5920000593_997250001;organizator;0;0;обойдено
5920000593;5920000593_997250001;zakazchik;0;0;обойдено
7839395419;7839395419_783901001-deleted;organizator;0;0;обойдено
7839395419;7839395419_783901001-deleted;zakazchik;0;0;обойдено
7839395419;7839395419_783901001;organizator;55;55;обойдено
7839395419;7839395419_783901001;zakazchik;58;58;обойдено
2462206345;2462206345_246201001;organizator;191;191;обойдено
2462206345;2462206345_246201001;zakazchik;191;191;обойдено
5256049357;5256049357_525601001;organizator;0;0;обойдено
5256049357;5256049357_525601001;zakazchik;0;0;обойдено
5103070023;5103070023_352801001;organizator;0;0;обойдено
5103070023;5103070023_352801001;zakazchik;0;0;обойдено
8617002073;8617002073_997250001;organizator;0;0;обойдено
8617002073;8617002073_997250001;zakazchik;0;0;обойдено
8617002073;8617002073_860201001;organizator;0;0;обойдено
8617002073;8617002073_860201001;zakazchik;0;0;обойдено
8608048498;8608048498_860801001;organizator;0;0;обойдено
8608048498;8608048498_860801001;zakazchik;0;0;обойдено
7450001007;7450001007_997550001;organizator;0;0;обойдено
7450001007;7450001007_997550001;zakazchik;0;0;обойдено
7450001007;7450001007_746001001;organizator;0;0;обойдено
7450001007;7450001007_746001001;zakazchik;0;0;обойдено
8602067092;8602067092_860201001;organizator;0;0;обойдено
8602067092;8602067092_860201001;zakazchik;0;0;обойдено
7728640182;7728640182_772701001;organizator;0;0;обойдено
7728640182;7728640182_772701001;zakazchik;0;0;обойдено
7728640182;7728640182_784201001;organizator;0;0;обойдено
7728640182;7728640182_784201001;zakazchik;0;0;обойдено
7840346335;7840346335_380402001;organizator;0;0;обойдено
7840346335;7840346335_380402001;zakazchik;0;0;обойдено
7415036215;7415036215_741501001;organizator;0;0;обойдено
7415036215;7415036215_741501001;zakazchik;0;0;обойдено
6618000220;6618000220_668101001;organizator;0;0;обойдено
6618000220;6618000220_668101001;zakazchik;0;0;обойдено
0266036534;0266036534_026601001;organizator;80;80;обойдено
0266036534;0266036534_026601001;zakazchik;80;80;обойдено
5452114972;5452114972_545201001;organizator;0;0;обойдено
5452114972;5452114972_545201001;zakazchik;0;0;обойдено
3435900186;3435900186_343501001;organizator;0;0;обойдено
3435900186;3435900186_343501001;zakazchik;0;0;обойдено
5607019523;5607019523_560701001;organizator;0;0;обойдено
5607019523;5607019523_560701001;zakazchik;0;0;обойдено
6335007320;6335007320_633001001;organizator;0;0;обойдено
6335007320;6335007320_633001001;zakazchik;0;0;обойдено
4701000013;4701000013_471501001;organizator;0;0;обойдено
4701000013;4701000013_471501001;zakazchik;0;0;обойдено
4909095279;4909095279_490901001;organizator;0;0;обойдено
4909095279;4909095279_490901001;zakazchik;0;0;обойдено
4909095279;4909095279_272101001;organizator;0;0;обойдено
4909095279;4909095279_272101001;zakazchik;0;0;обойдено
7701791321;7701791321_771301001;organizator;0;0;обойдено
7701791321;7701791321_771301001;zakazchik;0;0;обойдено
4100000668;4100000668_410101001;organizator;0;0;обойдено
4100000668;4100000668_410101001;zakazchik;0;0;обойдено
5017046933;5017046933_501701001;organizator;0;0;обойдено
5017046933;5017046933_501701001;zakazchik;17;17;обойдено
2536112729;2536112729_253801001;organizator;17;17;обойдено
2536112729;2536112729_253801001;zakazchik;17;17;обойдено
4026000490;4026000490_402801001;organizator;4;4;обойдено
4026000490;4026000490_402801001;zakazchik;175;175;обойдено
7702352454;7702352454_253743002;organizator;0;0;обойдено
7702352454;7702352454_253743002;zakazchik;0;0;обойдено
7702352454;7702352454_519002001;organizator;0;0;обойдено
7702352454;7702352454_519002001;zakazchik;0;0;обойдено
7702352454;7702352454_290102001;organizator;0;0;обойдено
7702352454;7702352454_290102001;zakazchik;0;0;обойдено
7702352454;7702352454_770701001;organizator;13;13;обойдено
7702352454;7702352454_770701001;zakazchik;7;7;обойдено
2607018122;2607018122_260701001;organizator;0;0;обойдено
2607018122;2607018122_260701001;zakazchik;0;0;обойдено
2607018122;2607018122_781701001;organizator;0;0;обойдено
2607018122;2607018122_781701001;zakazchik;0;0;обойдено
4222010511;4222010511_422201001;organizator;0;0;обойдено
4222010511;4222010511_422201001;zakazchik;0;0;обойдено
2902060361;2902060361_997850001;organizator;293;293;обойдено
2902060361;2902060361_997850001;zakazchik;293;293;обойдено
2902060361;2902060361_290143001;organizator;0;0;обойдено
2902060361;2902060361_290143001;zakazchik;0;0;обойдено
2902060361;2902060361_519043001;organizator;0;0;обойдено
2902060361;2902060361_519043001;zakazchik;0;0;обойдено
2902060361;2902060361_920343001;organizator;0;0;обойдено
2902060361;2902060361_920343001;zakazchik;0;0;обойдено
2902060361;2902060361_400343001;organizator;0;0;обойдено
2902060361;2902060361_400343001;zakazchik;0;0;обойдено
2902060361;2902060361_301643001;organizator;0;0;обойдено
2902060361;2902060361_301643001;zakazchik;0;0;обойдено
2902060361;2902060361_770443001;organizator;0;0;обойдено
2902060361;2902060361_770443001;zakazchik;0;0;обойдено
2902060361;2902060361_290201001;organizator;197;197;обойдено
2902060361;2902060361_290201001;zakazchik;200;200;обойдено
2902060361;2902060361_235243001;organizator;0;0;обойдено
2902060361;2902060361_235243001;zakazchik;0;0;обойдено
2902060361;2902060361_511243001;organizator;25;25;обойдено
2902060361;2902060361_511243001;zakazchik;25;25;обойдено
3665046177;3665046177_366501001;organizator;2;2;обойдено
3665046177;3665046177_366501001;zakazchik;3;3;обойдено
7201000726;7201000726_720301001;organizator;0;0;обойдено
7201000726;7201000726_720301001;zakazchik;0;0;обойдено
7843003128;7843003128_784301001;organizator;1;1;обойдено
7843003128;7843003128_784301001;zakazchik;4;4;обойдено
1435117944;1435117944_144950001;organizator;0;0;обойдено
1435117944;1435117944_144950001;zakazchik;0;0;обойдено
1435117944;1435117944_140601001;organizator;0;0;обойдено
1435117944;1435117944_140601001;zakazchik;0;0;обойдено
2503026908;2503026908_250301001;organizator;85;85;обойдено
2503026908;2503026908_250301001;zakazchik;85;85;обойдено
0276178778;0276178778_027601001;organizator;73;73;обойдено
0276178778;0276178778_027601001;zakazchik;73;73;обойдено
5005038631;5005038631_500501001;organizator;0;0;обойдено
5005038631;5005038631_500501001;zakazchik;0;0;обойдено
0268000188;0268000188_026801001;organizator;58;58;обойдено
0268000188;0268000188_026801001;zakazchik;58;58;обойдено
5003026493;5003026493_997450001;organizator;0;0;обойдено
5003026493;5003026493_997450001;zakazchik;0;0;обойдено
5001000066;5001000066_500101001;organizator;0;0;обойдено
5001000066;5001000066_500101001;zakazchik;0;0;обойдено
7736186950;7736186950_773601001;organizator;1;1;обойдено
7736186950;7736186950_773601001;zakazchik;1;1;обойдено
6317024749;6317024749_631050001;organizator;0;0;обойдено
6317024749;6317024749_631050001;zakazchik;0;0;обойдено
6317024749;6317024749_631701001;organizator;0;0;обойдено
6317024749;6317024749_631701001;zakazchik;0;0;обойдено
7702038150;7702038150_770201001;organizator;141;141;обойдено
7702038150;7702038150_770201001;zakazchik;212;212;обойдено
0278039018;0278039018_027401001;organizator;0;0;обойдено
0278039018;0278039018_027401001;zakazchik;0;0;обойдено
4345047310;4345047310_434501001;organizator;0;0;обойдено
4345047310;4345047310_434501001;zakazchik;0;0;обойдено
5906042295;5906042295_590601001;organizator;0;0;обойдено
5906042295;5906042295_590601001;zakazchik;0;0;обойдено
4714004270;4714004270_253643001;organizator;0;0;обойдено
4714004270;4714004270_253643001;zakazchik;0;0;обойдено
4714004270;4714004270_519043002;organizator;0;0;обойдено
4714004270;4714004270_519043002;zakazchik;0;0;обойдено
4714004270;4714004270_770601001;organizator;25;25;обойдено
4714004270;4714004270_770601001;zakazchik;25;25;обойдено
4714004270;4714004270_780243001;organizator;0;0;обойдено
4714004270;4714004270_780243001;zakazchik;0;0;обойдено
5911013780;5911013780_591101001;organizator;0;0;обойдено
5911013780;5911013780_591101001;zakazchik;0;0;обойдено
7302040242;7302040242_730350001;organizator;0;0;обойдено
7302040242;7302040242_730350001;zakazchik;0;0;обойдено
7302040242;7302040242_732901001;organizator;0;0;обойдено
7302040242;7302040242_732901001;zakazchik;0;0;обойдено
3801079671;3801079671_380543001;organizator;0;0;обойдено
3801079671;3801079671_380543001;zakazchik;0;0;обойдено
3801079671;3801079671_997150001;organizator;0;0;обойдено
3801079671;3801079671_997150001;zakazchik;0;0;обойдено
3801079671;3801079671_380501001;organizator;0;0;обойдено
3801079671;3801079671_380501001;zakazchik;0;0;обойдено
4102009338;4102009338_410201001;organizator;0;0;обойдено
4102009338;4102009338_410201001;zakazchik;0;0;обойдено
7327063643;7327063643_732701001;organizator;5;5;обойдено
7327063643;7327063643_732701001;zakazchik;5;5;обойдено
3202001147;3202001147_324501001;organizator;0;0;обойдено
3202001147;3202001147_324501001;zakazchik;0;0;обойдено
5254001230;5254001230_525401001;organizator;0;0;обойдено
5254001230;5254001230_525401001;zakazchik;0;0;обойдено
3127000014;3127000014_312701001;organizator;0;0;обойдено
3127000014;3127000014_312701001;zakazchik;0;0;обойдено
7721261080;7721261080_772101001;organizator;0;0;обойдено
7721261080;7721261080_772101001;zakazchik;0;0;обойдено
5024070944;5024070944_502401001;organizator;0;0;обойдено
5024070944;5024070944_502401001;zakazchik;0;0;обойдено
5024070944;5024070944_502801001;organizator;0;0;обойдено
5024070944;5024070944_502801001;zakazchik;0;0;обойдено
5048052077;5048052077_504801001;organizator;0;0;обойдено
5048052077;5048052077_504801001;zakazchik;225;225;обойдено
5904081443;5904081443_590401001;organizator;119;119;обойдено
5904081443;5904081443_590401001;zakazchik;119;119;обойдено
1627005779;1627005779_162701001;organizator;0;0;обойдено
1627005779;1627005779_162701001;zakazchik;0;0;обойдено
0274051582;0274051582_027501001;organizator;0;0;обойдено
0274051582;0274051582_027501001;zakazchik;0;0;обойдено
4205000908;4205000908_420501001;organizator;0;0;обойдено
4205000908;4205000908_420501001;zakazchik;0;0;обойдено
6323049893;6323049893_632401001;organizator;0;0;обойдено
6323049893;6323049893_632401001;zakazchik;0;0;обойдено
6704000505;6704000505_670401001;organizator;0;0;обойдено
