inn;predpriyatie;nazvanie_na_karte;adres;telefon;dobavochnyy;vid_nomera;nomer_ne_lichnyy;sayt_iz_kartochki;ssylka;prinadlezhnost;chem_proverena
7743696750;"АО ""ГРАСИС""";Грасис;Промышленная ул., 11, Домодедово;+7 4957777734;;городской;да;http://www.grasys.ru/;https://yandex.ru/maps/org/grasis/204004745871/;подтверждена;сайт из карточки совпал с подтверждённым grasys.ru
7453101232;"ООО ""ЧЕЛИНДЛИЗИНГ""";ЧелИндЛизинг;Красная ул., 11, Челябинскофис 222;+7 3512471200;;городской;да;https://chelindleasing.ru/ | https://max.ru/id7453101232_biz;https://yandex.ru/maps/org/chelindlizing/1309855995/;подтверждена;сайт из карточки совпал с подтверждённым chelindleasing.ru
1651057721;"ООО ""АЙ-ПЛАСТ""";Ай-Пласт;ул. Химиков, 28АС, Санкт-Петербургэтаж 3, офис 301;+7 8002010016;;городской;да;https://iplast.com/;https://yandex.ru/maps/org/ay_plast/29689292403/;подтверждена;сайт из карточки совпал с подтверждённым iplast.com
7705183476;"ООО ""АРНЕСТ ЮНИРУСЬ""";Арнест ЮниРусь;ул. Сергея Макеева, 13, Москва;+7 (911) 539-23-37;;мобильный;;;https://yandex.ru/maps/org/arnest_yunirus/38968216173/;подтверждена;регион адреса совпал с регионом по ИНН (Москва)
5401232181;"ООО ""СИБЭЛЕКТРОПРИВОД""";Поиск;ул. Петухова, 69, корп. 4, Новосибирскэтаж 3;+7 3832850010;;городской;да;;https://yandex.ru/maps/org/sibelektroprivod/1118543309/;подтверждена;регион адреса совпал с регионом по ИНН (Новосибирская область)
6820018800;"ООО ""АГРОСОЮЗ""";Агросоюз;городской округ Тамбов, Бокинский Промышленный узел, Промышленная улица, 84;+7 4752779020;;городской;да;https://agrosouz.org/;https://yandex.ru/maps/org/ooo_agrosoyuz/1113431299/;подтверждена;регион адреса совпал с регионом по ИНН (Тамбовская область)
5406109142;"АО ""ГЛАВНОВОСИБИРСКСТРОЙ""";Главновосибирскстрой;2-я Станционная ул., 52А, Новосибирск;+7 3833636152;;городской;да;http://www.ao-gns.ru/;https://yandex.ru/maps/org/glavnovosibirskstroy/1701372921/;подтверждена;регион адреса совпал с регионом по ИНН (Новосибирская область)
5403232532;"ОАО ""НОВОСИБХОЛОД""";Поиск;ул. Сибиряков-Гвардейцев, 54, Новосибирск;+7 3833422517;;городской;да;http://novosibholod.ru/;https://yandex.ru/maps/org/novosibirskiy_khladokombinat/1132807831/;подтверждена;регион адреса совпал с регионом по ИНН (Новосибирская область)
5507066537;"ООО ""ЯСТРО-ПЕРЕРАБОТКА""";Поиск;Омск, 11-я Восточная улица;+7 8007759570;;городской;да;http://omichka.ru/;https://yandex.ru/maps/org/yastro/1246861524/;подтверждена;регион адреса совпал с регионом по ИНН (Омская область)
4205064482;"ООО ПО ""ТОКЕМ""";Токем;Карболитовская ул., 1/2, Кемерово;+7 3842325070;;городской;да;http://www.tokem.ru/;https://yandex.ru/maps/org/tokem/1076410513/;подтверждена;регион адреса совпал с регионом по ИНН (Кемеровская область)
4906000960;"АО ""ПОЛЮС МАГАДАН""";Полюс;Пролетарская ул., 12, Магадан;+7 4132691100;;городской;да;;https://yandex.ru/maps/org/polyus/1046851447/;подтверждена;регион адреса совпал с регионом по ИНН (Магаданская область)
5606000223;"АО ""МЭЗ ""УРАЛЭЛЕКТРО""";Завод Уралэлектро;Оренбургская область, Медногорск;+7 3532663653;;городской;да;;https://yandex.ru/maps/org/zavod_uralelektro/105166437639/;подтверждена;регион адреса совпал с регионом по ИНН (Оренбургская область)
4501010984;"АО ""КЗЭМИ""";Кзэми;Курган;+7 3522600600;;городской;да;http://emi-kurgan.ru/;https://yandex.ru/maps/org/kurganskiy_zavod_elektromontazhnykh_izdeliy/1056741242/;подтверждена;регион адреса совпал с регионом по ИНН (Курганская область)
4501044849;"ООО "" ПУЛЬСАТОР """;Поиск;ул. Куйбышева, 144, Курган;+7 3522249189;;городской;да;;https://yandex.ru/maps/org/pulsator/35223465526/;подтверждена;регион адреса совпал с регионом по ИНН (Курганская область)
2464010490;"ПАО ""КРАСФАРМА""";Поиск;ул. 60 лет Октября, 2, Красноярск;+7 3912041477;;городской;да;http://kraspharma.ru/;https://yandex.ru/maps/org/krasfarma/1016560679/;подтверждена;регион адреса совпал с регионом по ИНН (Красноярский край)
1648022038;"ООО ""ПТИЦЕВОДЧЕСКИЙ КОМПЛЕКС ""АК БАРС""";Птицеводческий комплекс АК Барс;Республика Татарстан (Татарстан), Пестречинский район, село Ленино-Кокушкино;+7 8436730094;;городской;да;;https://yandex.ru/maps/org/ptitsevodcheskiy_kompleks_ak_bars/169247718352/;подтверждена;регион адреса совпал с регионом по ИНН (Республика Татарстан)
7805368914;"ООО ""ТД ПОЛИМЕТАЛЛ""";Полиметалл;просп. Народного Ополчения, 2, Санкт-Петербургэтаж 12, 13;+7 8126774325;;городской;да;http://www.polymetal.ru/;https://yandex.ru/maps/org/polimetall/1613069744/;подтверждена;регион адреса совпал с регионом по ИНН (Санкт-Петербург)
7802732442;"ООО ""НТЦ ТПТ""";НТЦ Тпт;Политехническая ул., 28Б, Санкт-Петербург;+7 8124491612;;городской;да;https://old.tf-tc.ru/;https://yandex.ru/maps/org/ntts_tpt/1465824006/;подтверждена;регион адреса совпал с регионом по ИНН (Санкт-Петербург)
4720022460;"ООО ""ММПОФ ПЭКЭДЖИНГ""";ММПОФ Пэкэджинг;Ленинградская область, Ломоносовский район, Виллозское городское поселение, территория Южная часть производственной зоны;+7 8123265100;;городской;да;;https://yandex.ru/maps/org/mmpof_pekedzhing/1093541641/;подтверждена;регион адреса совпал с регионом по ИНН (Ленинградская область)
7014038550;"АО ""ТГОК ""ИЛЬМЕНИТ""";Ильменит;Совпартшкольный пер., 13, Томскэтаж 5;+7 3822511335;;городской;да;https://www.ilmenite.ru/;https://yandex.ru/maps/org/tuganskiy_gorno_obogatitelny_kombinat_ilmenit/1073961384/;подтверждена;регион адреса совпал с регионом по ИНН (Томская область)
6621010115;"ООО ""БЕРГАУФ НЕВЬЯНСК""";Бергауф-Невьянск;Свердловская область, Невьянский муниципальный округ;+7 3432785299;;городской;да;https://www.bergauf.ru/;https://yandex.ru/maps/org/bergauf_nevyansk/179964384870/;подтверждена;регион адреса совпал с регионом по ИНН (Свердловская область)
6652028306;"АО ""УГМ""";Уралгидромаш;Свердловская область, Сысерть;+7 3433126510;;городской;да;http://uralgidromash.ru/;https://yandex.ru/maps/org/uralgidromash/237828253365/;подтверждена;регион адреса совпал с регионом по ИНН (Свердловская область)
7017012254;"АО ""СИБАГРО""";Сибагро;Томская область, 12-й км тракт Томск-Итатка, с2;+7 3822289283;;городской;да;https://sibagrogroup.ru/;https://yandex.ru/maps/org/sibagro/172551244565/;подтверждена;регион адреса совпал с регионом по ИНН (Томская область)
6439010045;"АО ""РЕЗИНОТЕХНИКА""";Резинотехника;Саратовское ш., 8/6, Балаково;+7 8453232272;;городской;да;https://salnik.ru/ | https://viber.click/79270571998;https://yandex.ru/maps/org/rezinotekhnika/1099162179/;подтверждена;регион адреса совпал с регионом по ИНН (Саратовская область)
6664014650;"АО ""УРАЛЭЛАСТОТЕХНИКА""";Уралэластотехника;Свердловская область, Екатеринбург, Монтёрская улица;+7 3433046161;;городской;да;https://elastika.ru/;https://yandex.ru/maps/org/uralelastotekhnika/1034865608/;подтверждена;регион адреса совпал с регионом по ИНН (Свердловская область)
5408100057;ИФП СО РАН;Институт физики полупроводников;просп. Академика Лаврентьева, 13, микрорайон Академгородок, Советский район, Новосибирск;+7 3833309055;;городской;да;http://www.isp.nsc.ru/;https://yandex.ru/maps/org/institut_fiziki_poluprovodnikov/1119995877/;подтверждена;регион адреса совпал с регионом по ИНН (Новосибирская область)
5604000700;"ПАО ""ГАЙСКИЙ ГОК""";Подземный рудник;Оренбургская область, Гай;+7 3536264264;;городской;да;;https://yandex.ru/maps/org/podzemny_rudnik_gayskogo_goka/1039833378/;подтверждена;регион адреса совпал с регионом по ИНН (Оренбургская область)
4501024105;"ООО ""ЗАУРАЛЬСКИЕ НАПИТКИ""";Зауральские напитки;ул. Максима Горького, 3, Курган;+7 3522428970;;городской;да;https://znapitki.ru/;https://yandex.ru/maps/org/zauralskiye_napitki/1050614604/;подтверждена;регион адреса совпал с регионом по ИНН (Курганская область)
5405172920;"ООО ""ТЕРМООПТИМА""";Сибэнерготерм;Бердское ш., 61/2, Новосибирскэтаж 1;+7 3833340800;;городской;да;https://prometey54.ru/ | https://max.ru/u/f9LHodD0cOJAcC7yl8kQ6YGsQxt2H5NInnGKuBgqWRBXDuMY_y_rrCGaY8w;https://yandex.ru/maps/org/sibenergoterm/1015396696/;подтверждена;регион адреса совпал с регионом по ИНН (Новосибирская область)
7704219345;"ООО ""ЭСАБ""";Эсаб;ул. Станиславского, 21, стр. 2, Москва;+7 4956632008;;городской;да;https://www.esab.ru/;https://yandex.ru/maps/org/esab/109690610443/;подтверждена;регион адреса совпал с регионом по ИНН (Москва)
5405200166;"ООО ""СПК""";СПК;ул. Дуси Ковальчук, 1В, Новосибирск;+7 8001008515;;городской;да;;https://yandex.ru/maps/org/sibirskaya_prodovolstvennaya_kompaniya/128939781732/;подтверждена;регион адреса совпал с регионом по ИНН (Новосибирская область)
7453279402;"ООО ""ПАРТНЁРУРАЛ ПЛЮС""";ПартнерУрал Плюс;Челябинск, улица Северный Луч;+7 3512233115;;городской;да;http://xn--74-6kcay1blokcauq.xn--p1ai/;https://yandex.ru/maps/org/partnerural_plyus/177592844135/;подтверждена;регион адреса совпал с регионом по ИНН (Челябинская область)
4401006864;"НАО ""СВЕЗА КОСТРОМА""";Свеза;Комсомольская ул., 13, Кострома;+7 4942480511;;городской;да;http://www.sveza.ru/;https://yandex.ru/maps/org/sveza/1014255056/;подтверждена;регион адреса совпал с регионом по ИНН (Костромская область)
2465043748;"ООО ""КРАМЗ""";Металлургический завод;ул. Пограничников, 42, Красноярск;+7 3912267089;;городской;да;http://kramz-trade.ru/;https://yandex.ru/maps/org/krasnoyarskiy_metallurgicheskiy_zavod/157016898906/;подтверждена;регион адреса совпал с регионом по ИНН (Красноярский край)
7401016314;"ООО ""КЛЗ""";Килз;Челябинская область, Катав-Ивановск;+7 3514720388;;городской;да;http://kilmz.ru/;https://yandex.ru/maps/org/katav_ivanovskiy_liteyny_zavod/3453440427/;подтверждена;регион адреса совпал с регионом по ИНН (Челябинская область)
5405108940;"ЗАО ШОКОЛАДНАЯ ФАБРИКА ""НОВОСИБИРСКАЯ""";Новосибирская;Большевистская ул., 131, корп. 2, Новосибирскэтаж 1;+7 3832668248;;городской;да;http://www.uniconf.ru/;https://yandex.ru/maps/org/shokoladnaya_fabrika_novosibirskaya/64471284443/;подтверждена;регион адреса совпал с регионом по ИНН (Новосибирская область)
4229004316;"ООО ""ТОПКИНСКИЙ ЦЕМЕНТ""";Топкинский цемент;Кемеровская область, Топки, промзона Промплощадка ООО Топкинский Цемент;+7 3845438010;;городской;да;http://sibcem.ru/;https://yandex.ru/maps/org/topkinskiy_tsement/1019950893/;подтверждена;регион адреса совпал с регионом по ИНН (Кемеровская область)
4229004316;"ООО ""ТОПКИНСКИЙ ЦЕМЕНТ""";Топкинский цемент;Кемеровская область, Топки, промзона Промплощадка ООО Топкинский Цемент;+7 3845438010;;городской;да;http://sibcem.ru/;https://yandex.ru/maps/org/topkinskiy_tsement/1019950893/;подтверждена;регион адреса совпал с регионом по ИНН (Кемеровская область)
5408156204;"ООО ""ГЕРКУЛЕС-СИБИРЬ""";Геркулес;Новосибирск, Первомайский район;+7 8002503010;;городской;да;;https://yandex.ru/maps/org/gerkules_sibir/1193775282/;подтверждена;регион адреса совпал с регионом по ИНН (Новосибирская область)
5408156204;"ООО ""ГЕРКУЛЕС-СИБИРЬ""";Геркулес;Новосибирск, Первомайский район;+7 8002503010;;городской;да;;https://yandex.ru/maps/org/gerkules_sibir/1193775282/;подтверждена;регион адреса совпал с регионом по ИНН (Новосибирская область)
5003022562;"ООО ""ИЗВАРИНО ФАРМА""";Изварино Фарма;Москва, Новомосковский административный округ, район Внуково, Внуковское шоссе, 5-й километр, вл1с1;+7 4952325655;;городской;да;http://www.izvarino-pharma.ru/;https://yandex.ru/maps/org/izvarino_farma/1011024899/;подтверждена;регион адреса совпал с регионом по ИНН (Московская область)
5003022562;"ООО ""ИЗВАРИНО ФАРМА""";Изварино Фарма;Москва, Новомосковский административный округ, район Внуково, Внуковское шоссе, 5-й километр, вл1с1;+7 4952325655;;городской;да;http://www.izvarino-pharma.ru/;https://yandex.ru/maps/org/izvarino_farma/1011024899/;подтверждена;регион адреса совпал с регионом по ИНН (Московская область)
7719465590;"ООО ""ВМИК""";Факультет вычислительной математики и кибернетики;Москва, Западный административный округ, район Раменки, территория Ленинские Горы, 1, стр. 52;+7 4959394664;;городской;да;https://cs.msu.ru/;https://yandex.ru/maps/org/mgu_imeni_m_v_lomonosova_fakultet_vychislitelnoy_matematiki_i_kibernetiki/1242354499/;подтверждена;регион адреса совпал с регионом по ИНН (Москва)
7719465590;"ООО ""ВМИК""";Факультет вычислительной математики и кибернетики;Москва, Западный административный округ, район Раменки, территория Ленинские Горы, 1, стр. 52;+7 4959394664;;городской;да;https://cs.msu.ru/;https://yandex.ru/maps/org/mgu_imeni_m_v_lomonosova_fakultet_vychislitelnoy_matematiki_i_kibernetiki/1242354499/;подтверждена;регион адреса совпал с регионом по ИНН (Москва)
7321316986;"ООО ""ЗАВОД ТЕХНОНИКОЛЬ-УЛЬЯНОВСК""";Технониколь;Промышленный пр., 5Ц, Новоульяновск;+7 8006000565;;городской;да;https://tn.ru/;https://yandex.ru/maps/org/tekhnonikol_tekhnopleks/193237388525/;подтверждена;регион адреса совпал с регионом по ИНН (Ульяновская область)
7816377614;"ООО ""КГ СТРОЙ СИСТЕМЫ""";КГ СтройСистемы;ул. Салова, 45Ж, Санкт-Петербург;+7 8123477926;;городской;да;https://www.danogips.ru/o_nas;https://yandex.ru/maps/org/kg_stroysistemy/1049572626/;подтверждена;регион адреса совпал с регионом по ИНН (Санкт-Петербург)
6679100694;"ООО ""ПКФ ""ЭКО-ПРОЦЕССИНГ""";ЭКО-процессинг;Екатеринбург, территория Ново-Свердловская ТЭЦ, 29Аофис 308, этаж 3;+7 3433890505;;городской;да;https://www.ekoprozess.ru/ | https://viber.click/+79221811011;https://yandex.ru/maps/org/eko_protsessing/185820231777/;подтверждена;регион адреса совпал с регионом по ИНН (Свердловская область)
5506200910;"ООО ""СТРОЙМОНТАЖ-5""";СтройМонтаж-5;ул. 10 лет Октября, 43/1, Омск;+7 3812662900;;городской;да;http://sm-5.ru/;https://yandex.ru/maps/org/stroymontazh_5/1032508909/;подтверждена;регион адреса совпал с регионом по ИНН (Омская область)
7401000191;"ПАО ""АГРЕГАТ""";Агрегат;Челябинская область, Симское городское поселение, Сим;+7 3515979022;;городской;да;;https://yandex.ru/maps/org/agregat/148630883077/;подтверждена;регион адреса совпал с регионом по ИНН (Челябинская область)
5406305355;"ООО ""СИБСТЕКЛО""";Сибстекло;ул. Станиславского, 16, Новосибирск;+7 3833443200;;городской;да;https://www.steklo-nsk.ru/;https://yandex.ru/maps/org/sibsteklo/75746584615/;подтверждена;регион адреса совпал с регионом по ИНН (Новосибирская область)
1646020116;"АО ""ПОЛИМАТИЗ""";Полиматиз;Республика Татарстан (Татарстан), муниципальное образование Елабуга, Особая экономическая зона Алабуга, улица Ш-2, 10/1;+7 8001014156;;городской;да;http://polymatiz.ru/;https://yandex.ru/maps/org/polimatiz/1082450741/;подтверждена;регион адреса совпал с регионом по ИНН (Республика Татарстан)
6652002273;"АО ""КЗФ""";Ключевский завод ферросплавов;Свердловская обл., городской округ Сысертский р-н, Двуреченск пос.;+7 3433721354;;городской;да;http://miduralgroup.ru/;https://yandex.ru/maps/org/klyuchevskiy_zavod_ferrosplavov/1461539697/;подтверждена;регион адреса совпал с регионом по ИНН (Свердловская область)
6670514179;"ООО ""КАМЫШЛОВСКИЙ КВАС""";Администрация Камышловского муниципального района;ул. Свердлова, 41, Камышлов;+7 3437524080;;городской;да;http://kamyshlovsky-region.ru/;https://yandex.ru/maps/org/administratsiya_kamyshlovskogo_munitsipalnogo_rayona/1099593772/;подтверждена;регион адреса совпал с регионом по ИНН (Свердловская область)
5612030402;"ООО ""ОРЕНБУРГСКИЙ РАДИАТОР""";Оренбургский радиатор;Комсомольская ул., 175, Оренбург;+7 3532721210;;городской;да;http://www.orenrad.ru/;https://yandex.ru/maps/org/ooo_orenburgskiy_radiator/45685854851/;подтверждена;регион адреса совпал с регионом по ИНН (Оренбургская область)
5911083593;"ООО ""АВИСМА""";Ависма;Пермский край, Березники;+7 3424293666;;городской;да;http://vsmpo.ru/;https://yandex.ru/maps/org/avisma/1108206611/;подтверждена;регион адреса совпал с регионом по ИНН (Пермский край)
5408106299;"АО ""ИПФ""";Институт прикладной физики;ул. Арбузова, 1/1, микрорайон Академгородок, Советский район, Новосибирск;+7 3833321847;;городской;да;http://www.ipfn.ru/;https://yandex.ru/maps/org/institut_prikladnoy_fiziki/1098795770/;подтверждена;регион адреса совпал с регионом по ИНН (Новосибирская область)
1646033958;"ООО ""ДРАЙЛОК ТЕКНОЛОДЖИЗ""";Драйлок Текнолоджиз;Республика Татарстан, Елабужский район, Особая экономическая зона Алабуга, улица Ш-1, 1/3;+7 8432023977;;городской;да;http://drylocktechnologies.com/;https://yandex.ru/maps/org/draylok_teknolodzhiz/1518504422/;подтверждена;регион адреса совпал с регионом по ИНН (Республика Татарстан)
5405496548;"ООО ""ПРОМГК""";ГК Промресурсы;ул. Дмитрия Донского, 33, Новосибирск;+7 3832488811;;городской;да;http://promresursy.ru/;https://yandex.ru/maps/org/gk_promresursy/1626104327/;подтверждена;регион адреса совпал с регионом по ИНН (Новосибирская область)
5506223515;"ООО ""ПРОМРЕСУРСЫ-СЕРВИС""";ГК Промресурсы;ул. Богдана Хмельницкого, 220, Омск;+7 3812381626;;городской;да;http://promresursy.ru/;https://yandex.ru/maps/org/gk_promresursy/1596177241/;подтверждена;регион адреса совпал с регионом по ИНН (Омская область)
7459007050;"ООО ""АРТМЕТАЛЛ""";Артметалл;ул. Фёдорова, 1А/3, Челябинск;+7 3512235533;;городской;да;https://zmkartmetall.ru/;https://yandex.ru/maps/org/artmetall/1944915954/;подтверждена;регион адреса совпал с регионом по ИНН (Челябинская область)
7813252159;"АО ""ГОЗНАК""";Монетный двор;Санкт-Петербург, территория Петропавловская крепость, 6;+7 8123241403;;городской;да;https://spmd.goznak.ru/;https://yandex.ru/maps/org/sankt_peterburgskiy_monetny_dvor/51851806788/;подтверждена;регион адреса совпал с регионом по ИНН (Санкт-Петербург)
8603219421;"ООО ""ЮГРА КОМПРЕССОР""";Югра;Комсомольская ул., 32, Ханты-Мансийск;+7 3467351515;;городской;да;https://ugra-hotel.ru/;https://yandex.ru/maps/org/yugra/232755338313/;подтверждена;регион адреса совпал с регионом по ИНН (Ханты-Мансийский автономный округ)
4501221030;"ООО ""ХЛЕБОКОМБИНАТ №1""";Хлебокомбинат № 1;ул. Куйбышева, 159, корп. 1, Курган;+7 3522630422;;городской;да;http://kurganhk1.ru/;https://yandex.ru/maps/org/khlebokombinat_1/1127523183/;подтверждена;регион адреса совпал с регионом по ИНН (Курганская область)
7709787790;"ООО ""ВЕЛЕССТРОЙ""";Велесстрой;2-я Тверская-Ямская ул., 10, Москва;+7 8002003553;;городской;да;;https://yandex.ru/maps/org/velesstroy/226642580935/;подтверждена;регион адреса совпал с регионом по ИНН (Москва)
5607142044;"ООО ""ОРЕНБУРГСКИЙ ПРОПАНТ""";Оренбургский радиатор;Оренбург, жилой район Новая Слободка;+7 3532560333;;городской;да;http://www.orenrad.ru/;https://yandex.ru/maps/org/ooo_orenburgskiy_radiator/215678668417/;подтверждена;регион адреса совпал с регионом по ИНН (Оренбургская область)
3808226075;"ООО ""СИБМЕТУПАК""";Сибметупак;Полярная ул., 207, Иркутск;+7 3952399941;;городской;да;;https://yandex.ru/maps/org/sibmetupak/1090147566/;подтверждена;регион адреса совпал с регионом по ИНН (Иркутская область)
3849070878;"ООО ""НОВЫЙ БЕТОН""";Новый Бетон;ул. Баррикад, 214А, Иркутск;+7 3952799070;;городской;да;http://beton-irkutsk.com/ | https://viber.click/79041341333;https://yandex.ru/maps/org/novy_beton/1093513879/;подтверждена;регион адреса совпал с регионом по ИНН (Иркутская область)
