inn;predpriyatie;nomer;predmet;zakazchik;summa;data;stadiya;ssylka
5103070023;"АО ""АПАТИТ""";;Капитальный ремонт по усилению строительных конструкций покрытия здания склада, пристроенного к производственному корпусу (холодный склад) ЦМС БФ АО «Апатит» в осях АЕ/28-40 согласно ведомости дефектов № ЦМС-07/02-2025;;;;;https://www.roseltorg.ru/procedure/B0104250925542/1
5103070023;"АО ""АПАТИТ""";;B0104250925542 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B0104250925542/1
5103070023;"АО ""АПАТИТ""";;Техническое перевооружение трубопровода подачи обесфторенной ЭФК;;;;;https://www.roseltorg.ru/procedure/B2703251324395/1
5103070023;"АО ""АПАТИТ""";;B2703251324395 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2703251324395/1
5103070023;"АО ""АПАТИТ""";;Стоимость одного нормо-часа работы Исполнителя;;;;;https://www.roseltorg.ru/procedure/B2703251236137/1
5103070023;"АО ""АПАТИТ""";;B2703251236137 (Позиция 1);;;;;https://www.roseltorg.ru/procedure/B2703251236137/1
5103070023;"АО ""АПАТИТ""";;«На выполнение строительно-монтажных работ в рамках выполнения мероприятия «Техническое перевооружение хранилища поз. Е5 склада серной кислоты СКП», в ча-сти усиления фундамента под хранилище поз. Е5»;;;;;https://www.roseltorg.ru/procedure/B2703251017414/1
5103070023;"АО ""АПАТИТ""";;B2703251017414 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2703251017414/1
5103070023;"АО ""АПАТИТ""";;Общая предельная стоимость работ (по сметам) в рамках ТЗ;;;;;https://www.roseltorg.ru/procedure/B2603251050453/1
5103070023;"АО ""АПАТИТ""";;B2603251050453 (Позиция 1);;;;;https://www.roseltorg.ru/procedure/B2603251050453/1
5103070023;"АО ""АПАТИТ""";;Общая предельная (сметная) стоимость работ в рамках ТЗ (обследование трубопроводов);;;;;https://www.roseltorg.ru/procedure/B2103251650526/1
5103070023;"АО ""АПАТИТ""";;B2103251650526 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2103251650526/1
5103070023;"АО ""АПАТИТ""";;На выполнение комплекса работ ПИР, СМР, ПНР по объекту «Модернизация схемы внешнего электроснабжения ГПП-1, ГПП-2 БФ АО «Апатит»;;;;;https://www.roseltorg.ru/procedure/B2103250728317/1
5103070023;"АО ""АПАТИТ""";;B2103250728317 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2103250728317/1
5103070023;"АО ""АПАТИТ""";;услуги;;;;;https://www.roseltorg.ru/procedure/B2003251245447/1
5103070023;"АО ""АПАТИТ""";;B2003251245447 (Позиция 1);;;;;https://www.roseltorg.ru/procedure/B2003251245447/1
5103070023;"АО ""АПАТИТ""";;Общая ориентировочная стоимость выполнения работ по ремонту насосного оборудования ТЭЦ АО «Апатит» (без учета ТМЦ),;;;;;https://www.roseltorg.ru/procedure/B1903251553489/1
5103070023;"АО ""АПАТИТ""";;B1903251553489 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1903251553489/1
5103070023;"АО ""АПАТИТ""";;Общая твердая стоимость выполнения работ по восстановлению строительных конструкций здания пересыпного устройства апатитового концентрата ПУФГ №1 к.2.23, ПЭФК, ФК, АО «Апатит» , в т.ч.:;;;;;https://www.roseltorg.ru/procedure/B1903251528369/1
5103070023;"АО ""АПАТИТ""";;B1903251528369 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1903251528369/1
5103070023;"АО ""АПАТИТ""";;Выполнение комплекса работ в рамках реализации мероприятия «Техническое перевооружение эстакады слива-налива серной кислоты и олеума по ж/д пути №68 по разделам ЭМ, ЭМ2, АТХ;;;;;https://www.roseltorg.ru/procedure/B1903251051381/1
5103070023;"АО ""АПАТИТ""";;B1903251051381 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1903251051381/1
5103070023;"АО ""АПАТИТ""";;Капитальный ремонт контактных аппаратов и оборудования;;;;;https://www.roseltorg.ru/procedure/B1803251102571/1
5103070023;"АО ""АПАТИТ""";;B1803251102571 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1803251102571/1
5103070023;"АО ""АПАТИТ""";;"Ремонт хим. защиты зданий ВФ АО «Апатит""";;;;;https://www.roseltorg.ru/procedure/B1703251450281/1
5103070023;"АО ""АПАТИТ""";;B1703251450281 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1703251450281/1
5103070023;"АО ""АПАТИТ""";;«Капитальный ремонт станочного оборудования»;;;;;https://www.roseltorg.ru/procedure/B1403250942145/1
5103070023;"АО ""АПАТИТ""";;B1403250942145 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1403250942145/1
5103070023;"АО ""АПАТИТ""";;на выполнение работ по ремонту внутренних помещений в здании «Гаража санитарно-уборочных машин»;;;;;https://www.roseltorg.ru/procedure/B1303251250117/1
5103070023;"АО ""АПАТИТ""";;B1303251250117 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1303251250117/1
5103070023;"АО ""АПАТИТ""";;Выполнения работ по ремонту/переделке роликов фильтроткани и поддерживающих роликов диаметры: 159 -168;;;;;https://www.roseltorg.ru/procedure/B1203251413279/1
5103070023;"АО ""АПАТИТ""";;B1203251413279 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1203251413279/1
5103070023;"АО ""АПАТИТ""";;Выполнения работ по ремонту/переделке роликов фильтроткани и поддерживающих роликов диаметры: 406-408-418-426;;;;;https://www.roseltorg.ru/procedure/B1203251413279/2
5103070023;"АО ""АПАТИТ""";;B1203251413279 (Лот 2);;;;;https://www.roseltorg.ru/procedure/B1203251413279/2
5103070023;"АО ""АПАТИТ""";;Общая твердая стоимость выполнения работ с учетом ТМЦ по в/д №АП.Ч-160-01-28-537КЖ;;;;;https://www.roseltorg.ru/procedure/B1203251356035/1
5103070023;"АО ""АПАТИТ""";;B1203251356035 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1203251356035/1
5103070023;"АО ""АПАТИТ""";;На выполнение комплекса работ (монтаж трубопроводов с антикоррозионной защитой, металлоконструкций и оборудования) по строительству эстакады слива жидкой серы для;;;;;https://www.roseltorg.ru/procedure/B1203250925285/1
5103070023;"АО ""АПАТИТ""";;B1203250925285 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1203250925285/1
5103070023;"АО ""АПАТИТ""";;Модернизации предзаводской площадки БФ АО «Апатит» с изменением ландшафтного дизайна»;;;;;https://www.roseltorg.ru/procedure/B1003250947154/1
5103070023;"АО ""АПАТИТ""";;B1003250947154 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1003250947154/1
5103070023;"АО ""АПАТИТ""";;Межплощадочные инженерные коммуникации ППФ;;;;;https://www.roseltorg.ru/procedure/B0703251156477/1
5103070023;"АО ""АПАТИТ""";;B0703251156477 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B0703251156477/1
5103070023;"АО ""АПАТИТ""";;Выполнение СМР и ПНР - «Тех.перевооружение ВОС СКП;;;;;https://www.roseltorg.ru/procedure/B0703250930148/1
5103070023;"АО ""АПАТИТ""";;B0703250930148 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B0703250930148/1
5103070023;"АО ""АПАТИТ""";;Предельная стоимость выполнения работ;;;;;https://www.roseltorg.ru/procedure/B0603251806498/1
5103070023;"АО ""АПАТИТ""";;B0603251806498 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B0603251806498/1
5103070023;"АО ""АПАТИТ""";;Предельная стоимость работ СМР, материалы, ПНР;;;;;https://www.roseltorg.ru/procedure/B0403251051056/1
5103070023;"АО ""АПАТИТ""";;B0403251051056 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B0403251051056/1
5103070023;"АО ""АПАТИТ""";;На выполнение строительно-монтажных работ по устройству подъемной платформы ПС-939 в здании Лечебного корпуса СГК «Изумруд;;;;;https://www.roseltorg.ru/procedure/B0303251348503/1
5103070023;"АО ""АПАТИТ""";;B0303251348503 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B0303251348503/1
5103070023;"АО ""АПАТИТ""";;Модернизация ЛВФ-3 с установкой новой дренажной ленты;;;;;https://www.roseltorg.ru/procedure/B2802250816076/1
5103070023;"АО ""АПАТИТ""";;B2802250816076 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2802250816076/1
5103070023;"АО ""АПАТИТ""";;"Твердая стоимость услуг по очистке территории от металлолома на территории АО ""Апатит"" г. Череповец 2025-2027г.г. за 1 тонну";;;;;https://www.roseltorg.ru/procedure/B2702251721293/1
5103070023;"АО ""АПАТИТ""";;B2702251721293 (Позиция 1);;;;;https://www.roseltorg.ru/procedure/B2702251721293/1
5103070023;"АО ""АПАТИТ""";;«Капитальный ремонт ограждающих конструкций и перекрытий главного корпуса цеха фосфорных удобрений на отм.+0,000:+28,000 в осях А-Н/4-32 согласно ведомости дефектов № ЦФУ-01/12-2024»;;;;;https://www.roseltorg.ru/procedure/B2702251325357/1
5103070023;"АО ""АПАТИТ""";;B2702251325357 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2702251325357/1
5103070023;"АО ""АПАТИТ""";;Предельная стоимость работ по ТЗ;;;;;https://www.roseltorg.ru/procedure/B2702250923211/1
5103070023;"АО ""АПАТИТ""";;B2702250923211 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2702250923211/1
5103070023;"АО ""АПАТИТ""";;«На выполнение работ на опытно-промышленное испытание по реагентной обработке водооборотного цикла технологической системы СК20/1 СКП Балаковского филиала АО «Апатит»»;;;;;https://www.roseltorg.ru/procedure/B2702250825068/1
5103070023;"АО ""АПАТИТ""";;B2702250825068 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2702250825068/1
5103070023;"АО ""АПАТИТ""";;Выполнение прочих производственных услуг технического характера (обеспечение безопасности дорожного движения в КФ АО «Апатит»);;;;;https://www.roseltorg.ru/procedure/B2602251354328/1
5103070023;"АО ""АПАТИТ""";;B2602251354328 (Позиция 1);;;;;https://www.roseltorg.ru/procedure/B2602251354328/1
5103070023;"АО ""АПАТИТ""";;На выполнение строительно-монтажных и пуско-наладочных работ в рамках выполнения мероприятий «Увеличение давления подачи воды на омасливание уплотнительных ремней ЛВФ-5, при одновременной работе с ЛВФ-7, снижению зарастания вакуум коробок» и «Техническое;;;;;https://www.roseltorg.ru/procedure/B2602251016328/1
5103070023;"АО ""АПАТИТ""";;B2602251016328 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2602251016328/1
5103070023;"АО ""АПАТИТ""";;Справочно общая стоимость стоимость выполнения работ по техническому обслуживанию облучателей-рециркуляторов, АЗОТНЫЙ КОМПЛЕКС;;;;;https://www.roseltorg.ru/procedure/B2602250944158/1
5103070023;"АО ""АПАТИТ""";;B2602250944158 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2602250944158/1
5103070023;"АО ""АПАТИТ""";;Справочно общая стоимость стоимость выполнения работ по техническому обслуживанию облучателей-рециркуляторов, ФОСФОРНЫЙ КОМПЛЕКС;;;;;https://www.roseltorg.ru/procedure/B2602250944158/2
5103070023;"АО ""АПАТИТ""";;B2602250944158 (Лот 2);;;;;https://www.roseltorg.ru/procedure/B2602250944158/2
5103070023;"АО ""АПАТИТ""";;Общая предельная стоимость за весь комплекс работ по ТЗ;;;;;https://www.roseltorg.ru/procedure/B2502251225094/1
5103070023;"АО ""АПАТИТ""";;B2502251225094 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2502251225094/1
5103070023;"АО ""АПАТИТ""";;Общая предельная стоимость выполнения работ по ТЗ;;;;;https://www.roseltorg.ru/procedure/B2502251150118/1
5103070023;"АО ""АПАТИТ""";;B2502251150118 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2502251150118/1
5103070023;"АО ""АПАТИТ""";;Общая твердая стоимость на выполнение работ по диагностике и ремонту электромеханических цилиндров Exlar - GSX50 (2 шт.), в т.ч.:;;;;;https://www.roseltorg.ru/procedure/B2402251720357/1
5103070023;"АО ""АПАТИТ""";;B2402251720357 (Позиция 1);;;;;https://www.roseltorg.ru/procedure/B2402251720357/1
5103070023;"АО ""АПАТИТ""";;Общая твердая стоимость на выполнение работ по диагностике и ремонту электромеханических цилиндров Exlar - Т2Х090 (5 шт.), в т.ч.:;;;;;https://www.roseltorg.ru/procedure/B2402251720357/2
5103070023;"АО ""АПАТИТ""";;B2402251720357 (Позиция 2);;;;;https://www.roseltorg.ru/procedure/B2402251720357/2
5103070023;"АО ""АПАТИТ""";;Ремонт автодорог ВФ АО Апатит;;;;;https://www.roseltorg.ru/procedure/B2402251541069/1
5103070023;"АО ""АПАТИТ""";;B2402251541069 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2402251541069/1
5103070023;"АО ""АПАТИТ""";;"На выполнение демонтажных работ в рамках выполнения мероприятия «Техническое пе-ревооружение резервуара для хранения серной кислоты Е5» на БФ АО ""Апатит""";;;;;https://www.roseltorg.ru/procedure/B2402251411215/1
5103070023;"АО ""АПАТИТ""";;B2402251411215 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2402251411215/1
5103070023;"АО ""АПАТИТ""";;Общая предельная стоимость работ в рамках ТЗ;;;;;https://www.roseltorg.ru/procedure/B2402250947196/1
5103070023;"АО ""АПАТИТ""";;B2402250947196 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2402250947196/1
5103070023;"АО ""АПАТИТ""";;Общая предельная стоимость за весь комплекс работ по ТЗ;;;;;https://www.roseltorg.ru/procedure/B1902251512163/1
5103070023;"АО ""АПАТИТ""";;B1902251512163 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1902251512163/1
5103070023;"АО ""АПАТИТ""";;Ремонт помещений цеха электроснабжения;;;;;https://www.roseltorg.ru/procedure/B1902251004443/1
5103070023;"АО ""АПАТИТ""";;B1902251004443 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1902251004443/1
5103070023;"АО ""АПАТИТ""";;Стоимость монтажа 1 п.м. перил в горных выработках;;;;;https://www.roseltorg.ru/procedure/B1902250959587/1
5103070023;"АО ""АПАТИТ""";;B1902250959587 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1902250959587/1
5103070023;"АО ""АПАТИТ""";;Антикоррозийная защита трубопроводов;;;;;https://www.roseltorg.ru/procedure/B1802250935077/1
5103070023;"АО ""АПАТИТ""";;B1802250935077 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1802250935077/1
5103070023;"АО ""АПАТИТ""";;"ЛОТ 1:Общая предельная стоимость выполнения работ на объекте:«Техническое перевооружение оборудования с заменой РВС-700 № 6(22) на участке ""Нефтебаза"" ТСЦ КФ АО ""Апатит""» в т.ч.:";;;;;https://www.roseltorg.ru/procedure/B1702251509524/1
5103070023;"АО ""АПАТИТ""";;B1702251509524 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1702251509524/1
5103070023;"АО ""АПАТИТ""";;"ЛОТ 2:Общая предельная стоимость выполнения работ ""Вынос технологических трубопроводов на поверхность с модернизацией железнодорожной эстакады фронта слива дизельного топлива"" по разделам рабочей документации А-1193-1АС,А-1193-1-ТХ,КФА -09-0000257-ПТ"" в т";;;;;https://www.roseltorg.ru/procedure/B1702251509524/2
5103070023;"АО ""АПАТИТ""";;B1702251509524 (Лот 2);;;;;https://www.roseltorg.ru/procedure/B1702251509524/2
5103070023;"АО ""АПАТИТ""";;"ЛОТ 3:Общая предельная стоимость выполнения работ на объекте :«Техническое перевооружение оборудования с заменой РВС-700 № 6(22) на участке ""Нефтебаза"" ТСЦ КФ АО ""Апатит""»в т.ч.:";;;;;https://www.roseltorg.ru/procedure/B1702251509524/3
5103070023;"АО ""АПАТИТ""";;B1702251509524 (Лот 3);;;;;https://www.roseltorg.ru/procedure/B1702251509524/3
5103070023;"АО ""АПАТИТ""";;ЛОТ 4:Предельная стоимость проведения экспертизы промышленной безопасности технического сооружения -Железнодорожного фроната слива;;;;;https://www.roseltorg.ru/procedure/B1702251509524/4
5103070023;"АО ""АПАТИТ""";;B1702251509524 (Лот 4);;;;;https://www.roseltorg.ru/procedure/B1702251509524/4
5103070023;"АО ""АПАТИТ""";;Предельная стоимость выполнения работ с учетом ТМЦ;;;;;https://www.roseltorg.ru/procedure/B1702251309339/1
5103070023;"АО ""АПАТИТ""";;B1702251309339 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1702251309339/1
5103070023;"АО ""АПАТИТ""";;Капитальный ремонт кирпичной кладки и фундамента силосного склада № 1 ПЭФК согласно ведомости дефектов № ПЭФК 10-04-2024;;;;;https://www.roseltorg.ru/procedure/B1702251306479/1
5103070023;"АО ""АПАТИТ""";;B1702251306479 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1702251306479/1
5103070023;"АО ""АПАТИТ""";;Предельная стоимость выполнения работ с учетом ТМЦ;;;;;https://www.roseltorg.ru/procedure/B1702250849589/1
5103070023;"АО ""АПАТИТ""";;B1702250849589 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1702250849589/1
5103070023;"АО ""АПАТИТ""";;Предельная стоимость разработки и согласования ТЗ на разработку схемы внешнего электроснабжения;;;;;https://www.roseltorg.ru/procedure/B1302251422202/1
5103070023;"АО ""АПАТИТ""";;B1302251422202 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1302251422202/1
5103070023;"АО ""АПАТИТ""";;Предельная стоимость разработки схемы внешнего электроснабжения энергопринимающих устройств с целью увеличения мощности по ПС-76 на 80 МВт и ПС-74 на 20 МВт;;;;;https://www.roseltorg.ru/procedure/B1302251422202/2
5103070023;"АО ""АПАТИТ""";;B1302251422202 (Лот 2);;;;;https://www.roseltorg.ru/procedure/B1302251422202/2
5103070023;"АО ""АПАТИТ""";;Капитальный ремонт промышленная выхлопная труба СК-650, СКП, 0.000/+120.000, СК-17, 0.000/+95.000, СК-20, 0.000/+180.000;;;;;https://www.roseltorg.ru/procedure/B1302251208245/1
5103070023;"АО ""АПАТИТ""";;B1302251208245 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1302251208245/1
5103070023;"АО ""АПАТИТ""";;Сервисное обслуживание зданий и сооружений БФ АО «Апатит»;;;;;https://www.roseltorg.ru/procedure/B1302251100242/1
5103070023;"АО ""АПАТИТ""";;B1302251100242 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1302251100242/1
5103070023;"АО ""АПАТИТ""";;Общая предельная (по сметам) стоимость работ в рамках ТЗ;;;;;https://www.roseltorg.ru/procedure/B1202251130152/1
5103070023;"АО ""АПАТИТ""";;B1202251130152 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1202251130152/1
5103070023;"АО ""АПАТИТ""";;Ремонт помещений и благоустройство внутреннего двора МОБУ «Волховская средняя общеобразовательная школа № 1;;;;;https://www.roseltorg.ru/procedure/B1202250840587/1
5103070023;"АО ""АПАТИТ""";;B1202250840587 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1202250840587/1
5103070023;"АО ""АПАТИТ""";;Сервисное обслуживание Андреевского собора;;;;;https://www.roseltorg.ru/procedure/B1202250834192/1
5103070023;"АО ""АПАТИТ""";;B1202250834192 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1202250834192/1
5103070023;"АО ""АПАТИТ""";;Общая предельная стоимость выполнения работ в рамках ТЗ.;;;;;https://www.roseltorg.ru/procedure/B1002251607424/1
5103070023;"АО ""АПАТИТ""";;B1002251607424 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1002251607424/1
5103070023;"АО ""АПАТИТ""";;Общая предельная стоимость выполнения работ в рамках ТЗ;;;;;https://www.roseltorg.ru/procedure/B1002251543362/1
5103070023;"АО ""АПАТИТ""";;B1002251543362 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1002251543362/1
5103070023;"АО ""АПАТИТ""";;Выполнение ремонтных работ дорожного покрытия на автоподъезде к АНОФ-3 (Лот № 2 работы по ремонту дорожного полотна);;;;;https://www.roseltorg.ru/procedure/B1002251251138/2
5103070023;"АО ""АПАТИТ""";;B1002251251138 (Позиция 2);;;;;https://www.roseltorg.ru/procedure/B1002251251138/2
5103070023;"АО ""АПАТИТ""";;Выполнение ремонтных работ дорожного покрытия на автоподъезде к АНОФ-3 (Лот № 3 - установка барьерного ограждения);;;;;https://www.roseltorg.ru/procedure/B1002251251138/3
5103070023;"АО ""АПАТИТ""";;B1002251251138 (Позиция 3);;;;;https://www.roseltorg.ru/procedure/B1002251251138/3
5103070023;"АО ""АПАТИТ""";;Выполнение ремонтных работ дорожного покрытия на автоподъезде к АНОФ-3 (Лот № 3 - установка барьерного ограждения);;;;;https://www.roseltorg.ru/procedure/B1002251251138/3
5103070023;"АО ""АПАТИТ""";;B1002251251138 (Позиция 3);;;;;https://www.roseltorg.ru/procedure/B1002251251138/3
5103070023;"АО ""АПАТИТ""";;Стоимость перевозки пассажиров за 1 день;;;;;https://www.roseltorg.ru/procedure/B1002251247551/1
5103070023;"АО ""АПАТИТ""";;B1002251247551 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B1002251247551/1
5103070023;"АО ""АПАТИТ""";;СОУТ и ПК;;;;;https://www.roseltorg.ru/procedure/B0402251635417/1
5103070023;"АО ""АПАТИТ""";;B0402251635417 (Позиция 1);;;;;https://www.roseltorg.ru/procedure/B0402251635417/1
5103070023;"АО ""АПАТИТ""";;Капитальный ремонт односекционной и двухсекционной градирен ВОС-5;;;;;https://www.roseltorg.ru/procedure/B0302251528409/1
5103070023;"АО ""АПАТИТ""";;B0302251528409 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B0302251528409/1
5103070023;"АО ""АПАТИТ""";;Выполнение работ по объекту «Техническое перевооружение сборника кислоты поз. Е70/1»;;;;;https://www.roseltorg.ru/procedure/B0302251101333/1
5103070023;"АО ""АПАТИТ""";;B0302251101333 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B0302251101333/1
5103070023;"АО ""АПАТИТ""";;Капитальный ремонт строительных конструкций здания насосной (станции перекачки кислых стоков) от. +0,000 - +15,000 ось Д-Ж/5-8 согласно ведомости дефектов № ПЭФК 29/11-2024;;;;;https://www.roseltorg.ru/procedure/B3001251303216/1
5103070023;"АО ""АПАТИТ""";;B3001251303216 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B3001251303216/1
5103070023;"АО ""АПАТИТ""";;ОБЩАЯ ПРЕДЕЛЬНАЯ СТОИМОСТЬ за весь комплекс работ с учетом всех расходов в рамках ТЗ;;;;;https://www.roseltorg.ru/procedure/B2901251018212/1
5103070023;"АО ""АПАТИТ""";;B2901251018212 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2901251018212/1
5103070023;"АО ""АПАТИТ""";;Общая предельная (сметная) стоимость работ в рамках ТЗ;;;;;https://www.roseltorg.ru/procedure/B2701251316042/1
5103070023;"АО ""АПАТИТ""";;B2701251316042 (Позиция 1);;;;;https://www.roseltorg.ru/procedure/B2701251316042/1
5103070023;"АО ""АПАТИТ""";;Справочно:предельная стоимость работ по КР;;;;;https://www.roseltorg.ru/procedure/B2701251316042/2
5103070023;"АО ""АПАТИТ""";;B2701251316042 (Позиция 2);;;;;https://www.roseltorg.ru/procedure/B2701251316042/2
5103070023;"АО ""АПАТИТ""";;Справочно:предельная стоимость работ по РР;;;;;https://www.roseltorg.ru/procedure/B2701251316042/3
5103070023;"АО ""АПАТИТ""";;B2701251316042 (Позиция 3);;;;;https://www.roseltorg.ru/procedure/B2701251316042/3
5103070023;"АО ""АПАТИТ""";;Общая стоимость работ по техническому обслуживанию и ремонту хладоцентра к.7.00, к.7.01 ПМУ АО «Апатит» (01.03.2025-31.12.2029гг);;;;;https://www.roseltorg.ru/procedure/B2701251126541/1
5103070023;"АО ""АПАТИТ""";;B2701251126541 (Позиция 1);;;;;https://www.roseltorg.ru/procedure/B2701251126541/1
5103070023;"АО ""АПАТИТ""";;Работы по техническому обслуживанию и ремонту хладоцентра к.7.00, к.7.01 ПМУ АО «Апатит» (01.03.2025-31.12.2029гг). Твердая стоимость человеко-часа на доп работы (с предоставлением расчета стоимости);;;;;https://www.roseltorg.ru/procedure/B2701251126541/2
5103070023;"АО ""АПАТИТ""";;B2701251126541 (Позиция 2);;;;;https://www.roseltorg.ru/procedure/B2701251126541/2
5103070023;"АО ""АПАТИТ""";;Общая предельная стоимость работ в рамках ТЗ;;;;;https://www.roseltorg.ru/procedure/B2401251149586/1
5103070023;"АО ""АПАТИТ""";;B2401251149586 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2401251149586/1
5103070023;"АО ""АПАТИТ""";;Проведение работ по очистке поверхностей нагрева котлов ГМ-50 №№ 1, 2, боровов дымовой трубы Н=150 м, временного газохода от котла № 1, газоотводящего ствола дымовой трубы Н=60 м котельной АНОФ-3 Цеха ресурсоснабжения КФ АО «Апатит»;;;;;https://www.roseltorg.ru/procedure/B2401251128556/1
5103070023;"АО ""АПАТИТ""";;B2401251128556 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2401251128556/1
5103070023;"АО ""АПАТИТ""";;Общая предельная стоимость выполнения работ;;;;;https://www.roseltorg.ru/procedure/B2301251257305/1
5103070023;"АО ""АПАТИТ""";;B2301251257305 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2301251257305/1
5103070023;"АО ""АПАТИТ""";;Гидроструйная очистка теплообменников.;;;;;https://www.roseltorg.ru/procedure/B2301251152492/1
5103070023;"АО ""АПАТИТ""";;B2301251152492 (Лот 1);;;;;https://www.roseltorg.ru/procedure/B2301251152492/1
