inn;predpriyatie;vsego;vzyato;pochemu
1655283577;"ООО ""НАНОФАРМА ДЕВЕЛОПМЕНТ""";0;0;обойдено
7705739450;"ООО ""НЕСТЛЕ РОССИЯ""";0;0;обойдено
6632001031;"АО ""СЗФ""";0;0;обойдено
5036074848;"ООО ""ХАЙДЕЛЬБЕРГЦЕМЕНТ РУС""";0;0;обойдено
6603014413;"ООО ""ПСО ""ТЕПЛИТ""";0;0;обойдено
7447010227;"АО ""ЧЭМК""";0;0;обойдено
6672326854;"ООО ""СЖАТЫЙ ВОЗДУХ""";0;0;обойдено
7452075043;"ООО ""ПРОМТЭКС-ЭНЕРГО""";0;0;обойдено
2536314387;"ООО ""ГЛОБАЛ ИНЖИНИРИНГ ГРУПП""";0;0;обойдено
6612001971;"ФГУП ""ПО ""ОКТЯБРЬ""";102;102;обойдено
5604009196;"АО""РИФАР""";0;0;обойдено
1646027023;"АО ""ТРАКЬЯ ГЛАСС РУС""";0;0;обойдено
7705598512;"ООО ""СИРИАЛ ПАРТНЕРС РУС""";0;0;обойдено
1646031132;"ООО ""АЛАБУГА-ВОЛОКНО""";0;0;обойдено
6685126161;"ООО ""АРДЕНА""";0;0;обойдено
7448000013;"АО ""ЧЦЗ""";1;1;обойдено
6664006956;"АО ""ЗКИ""";0;0;обойдено
7455010284;"ООО ""АЛЬКОР""";0;0;обойдено
6635000195;"НАО ""СВЕЗА ВЕРХНЯЯ СИНЯЧИХА""";0;0;обойдено
5838013374;"АО ""ФНПЦ ""ПО ""СТАРТ"" ИМ. М.В. ПРОЦЕНКО""";0;0;обойдено
6671097930;"ООО ""СТИЛ АРМОР""";0;0;обойдено
1650157635;"ООО ""КАМАЗ-ЭНЕРГО""";0;0;обойдено
7805059867;"АО ""ПЕТЕРБУРГСКИЙ ТРАКТОРНЫЙ ЗАВОД""";0;0;обойдено
7702583250;"ООО ""ЛЛК-ИНТЕРНЕШНЛ""";0;0;обойдено
7435006346;"АО ""АГК""";0;0;обойдено
7724729390;"ФБУ ""ФУ БХУХО""";0;0;обойдено
8602060555;"ПАО ""СУРГУТНЕФТЕГАЗ""";8;8;в выдаче 2 разных организаторов — проверить
7204205739;"ООО ""ТЭО""";0;0;обойдено
4205081463;"ООО ""ТД ""СИБИРСКИЙ ЦЕМЕНТ""";0;0;обойдено
5911029807;"ПАО ""УРАЛКАЛИЙ""";0;0;обойдено
0270007455;"АО ""УЧАЛИНСКИЙ ГОК""";0;0;обойдено
7814370998;"ООО  ""ГИПЕРТЕХНОЛОДЖИ """;0;0;обойдено
4221000630;"АО ""ОРГАНИКА""";0;0;обойдено
5918218070;"ООО ""ГОРНОЗАВОДСКЦЕМЕНТ""";0;0;обойдено
6324079869;"ООО ""ЛАДА ФУД ТЕХНОЛОДЖИ""";0;0;обойдено
5916015580;"ООО ""МАСЛОЗАВОД НЫТВЕНСКИЙ""";0;0;обойдено
6438007280;"ООО ""РУСАГРО-АТКАРСК""";0;0;обойдено
5003026493;"ООО ""ГАЗПРОМ БУРЕНИЕ""";140;140;в выдаче 2 разных организаторов — проверить
6664003916;"АО ""НИЗМК""";0;0;обойдено
7701568891;"ООО ""ГРК ""БЫСТРИНСКОЕ""";2011;600;ВЗЯТО НЕ ВСЁ: страниц 135, взято 40 — поднять --stranic
7017075536;"ООО ""ТОМСКНЕФТЕХИМ""";1;1;обойдено
5402194877;"ООО ""СИБИРСКИЙ ГУРМАН - НОВОСИБИРСК""";0;0;обойдено
6686095452;"ООО ""СИНЕРГИЯ""";0;0;обойдено
5405125896;"ООО ""ИНТЕРПАК""";0;0;обойдено
6671156423;"ПАО ""ЭЛ5-ЭНЕРГО""";1463;600;ВЗЯТО НЕ ВСЁ: страниц 98, взято 40 — поднять --stranic
5905018998;"АО ""СИБУР-ХИМПРОМ""";0;0;обойдено
4715026815;"ООО ""РСХ""";0;0;обойдено
3528006408;"АО ""ЧФМК""";0;0;обойдено
6606003385;"АО ""УРАЛЭЛЕКТРОМЕДЬ""";0;0;обойдено
7743696750;"АО ""ГРАСИС""";0;0;обойдено
6803629911;"ООО ""ТАМБОВСКИЙ БЕКОН""";0;0;обойдено
0271055557;"ООО ""АГАР""";0;0;обойдено
8901030855;"АО ""САЛЕХАРДЭНЕРГО""";0;0;обойдено
6665002150;"АО ""КУМЗ""";0;0;обойдено
8603166755;"ООО ""ЗАПСИБТРАНСГАЗ""";0;0;обойдено
6685147531;"ООО ""СПЕЦЦЕМЕНТСЕРВИС""";0;0;обойдено
1651031226;"ООО ""ПРЕКАБ""";0;0;обойдено
8905000428;"АО ""ГАЗПРОМНЕФТЬ-ННГ""";0;0;обойдено
6623005777;"ПАО ""УХП""";0;0;обойдено
6685148334;"ООО ""ГОТЭК-ПОЛИПАК АРАМИЛЬ""";0;0;обойдено
8602067092;"ПАО ""ЮНИПРО""";3946;600;ВЗЯТО НЕ ВСЁ: страниц 264, взято 40 — поднять --stranic
7453101232;"ООО ""ЧЕЛИНДЛИЗИНГ""";0;0;обойдено
1651057721;"ООО ""АЙ-ПЛАСТ""";0;0;обойдено
7705183476;"ООО ""АРНЕСТ ЮНИРУСЬ""";0;0;обойдено
5401232181;"ООО ""СИБЭЛЕКТРОПРИВОД""";0;0;обойдено
3325011410;"АО ""МИЛМОНД""";0;0;обойдено
7413000630;"АО ""КМЭЗ""";0;0;обойдено
6820018800;"ООО ""АГРОСОЮЗ""";0;0;обойдено
5406109142;"АО ""ГЛАВНОВОСИБИРСКСТРОЙ""";0;0;обойдено
0270011660;"ООО ""ЗАВОД НИКОЛЬ-ПАК""";0;0;обойдено
7707375416;"ООО ""КИРОВПЕЙПЕР""";0;0;обойдено
7819301797;"ООО ""БСХ БЫТОВЫЕ ПРИБОРЫ""";0;0;обойдено
9705101614;"ПАО ""ЛК ""ЕВРОПЛАН""";0;0;обойдено
5403232532;"ОАО ""НОВОСИБХОЛОД""";0;0;обойдено
7321313819;"ООО ""ВОЛЖСКАЯ ИНВЕСТИЦИОННАЯ КОМПАНИЯ""";0;0;обойдено
6674153011;"ООО ""УМЗ"", ООО ""УРАЛЬСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД""";0;0;обойдено
5507066537;"ООО ""ЯСТРО-ПЕРЕРАБОТКА""";0;0;обойдено
7204001630;"АО ""ТЮМЕНСКИЙ АККУМУЛЯТОРНЫЙ ЗАВОД""";0;0;обойдено
6229047842;"ООО ""ЭЛЛАДА""";0;0;обойдено
5911040448;"АО ""БМЗ""";0;0;обойдено
6320005915;"ПАО ""КУЙБЫШЕВАЗОТ""";0;0;обойдено
7447295501;"ООО ""ВИНТКОМПЛЕКТ""";0;0;обойдено
4205064482;"ООО ПО ""ТОКЕМ""";2;2;обойдено
4220039723;"ООО ""ХЛЕБ""";0;0;обойдено
7447208347;"ООО ""СЕРВИС-КОМПЛЕКТ""";0;0;обойдено
4906000960;"АО ""ПОЛЮС МАГАДАН""";0;0;обойдено
6623129116;"ООО ""СКАНДИПАКК АЛАБУГА""";0;0;обойдено
5433188538;"ООО ""БЕРГАУФ МАРУСИНО""";0;0;обойдено
5606000223;"АО ""МЭЗ ""УРАЛЭЛЕКТРО""";0;0;обойдено
6315526630;"АО ""ЖИГУЛЕВСКОЕ ПИВО""";0;0;обойдено
5044144552;"ООО ""С99""";0;0;обойдено
7536129954;"ООО ""РИГ СЕРВИС""";0;0;обойдено
4501010984;"АО ""КЗЭМИ""";0;0;обойдено
4501044849;"ООО "" ПУЛЬСАТОР """;0;0;обойдено
4318004484;"ООО  ""МУРАШИНСКИЙ ФАНЕРНЫЙ ЗАВОД""";0;0;обойдено
6450087041;"ООО ""КОМПАНИЯ КЛАСС""";0;0;обойдено
5246020905;"ООО ""ПОСУДА""";0;0;обойдено
6623105958;"ООО ""НСМЗ""";0;0;обойдено
2464010490;"ПАО ""КРАСФАРМА""";0;0;обойдено
6674239607;"ООО ""СВЭЛ-СИЛОВЫЕ ТРАНСФОРМАТОРЫ""";0;0;обойдено
6663005798;"ПАО ""УРАЛМАШЗАВОД""";0;0;обойдено
3802008546;"АО ""ПОЛЮС ВЕРНИНСКОЕ""";0;0;обойдено
5040059680;"АО ""МАПЕИ""";0;0;обойдено
5404271661;"ООО ""ПРОМТЕХСЕРВИС""";0;0;обойдено
2223624670;"ООО ""БЛАГО-БАРНАУЛ""";0;0;обойдено
5643007837;"ООО ""УК ""КОММУНАР""";0;0;обойдено
1648022038;"ООО ""ПТИЦЕВОДЧЕСКИЙ КОМПЛЕКС ""АК БАРС""";0;0;обойдено
7805368914;"ООО ""ТД ПОЛИМЕТАЛЛ""";0;0;обойдено
7802732442;"ООО ""НТЦ ТПТ""";0;0;обойдено
1327000226;"ООО ""ВКМ - СТАЛЬ""";0;0;обойдено
2465072918;"ООО ""ЛМЗ ""СКАД""";0;0;обойдено
7459004027;"ООО ""ОРАНЖСТИЛ""";0;0;обойдено
1677002780;"ООО ""ПИВОВАРЕННЫЙ ЗАВОД ""БЕЛЫЙ КРЕМЛЬ""";0;0;обойдено
1623012101;"СПССК ""ЕЛМАЙ""";0;0;обойдено
6674116330;"АО ""ППЭА ""СИВАР""";0;0;обойдено
0277077282;"ООО ""БГК""";4;4;обойдено
3128011788;"АО ""СТОЙЛЕНСКИЙ ГОК""";0;0;обойдено
6664013880;"АО ""УРАЛХИММАШ""";0;0;обойдено
5918216877;"ООО ""ММК-ЛМЗ""";0;0;обойдено
5030041780;"ООО ""АУР НАРО-ФОМИНСК""";0;0;обойдено
5024160154;"ООО ""ЗТИ-М""";0;0;обойдено
8603087285;"ООО ""ННПО""";16;16;в выдаче 2 разных организаторов — проверить
6025019903;"ООО ""ЗАВОД РЕОСТАТ""";126;126;обойдено
7702513119;"ООО ""МОНОЛИТ-СТРОЙ""";0;0;обойдено
8608053875;"ООО ""КОГАЛЫМ НПО-СЕРВИС""";0;0;обойдено
6611000252;"АО ""ИРБИТСКИЙ ХИМФАРМЗАВОД""";0;0;обойдено
6627001318;"АО ""СУМЗ"", АО ""СРЕДНЕУРАЛЬСКИЙ МЕДЕПЛАВИЛЬНЫЙ ЗАВОД""";0;0;обойдено
6652011944;"АО ""АЗПТ""";0;0;обойдено
1648041464;"ООО ""ПОДВЕСКА""";0;0;обойдено
4720022460;"ООО ""ММПОФ ПЭКЭДЖИНГ""";0;0;обойдено
5921002018;"АО ""ЧМЗ""";0;0;обойдено
7014038550;"АО ""ТГОК ""ИЛЬМЕНИТ""";0;0;обойдено
6621010115;"ООО ""БЕРГАУФ НЕВЬЯНСК""";0;0;обойдено
7838387574;"ООО ""ПОСМ С-З""";0;0;обойдено
4214002316;"ПАО ""РАСПАДСКАЯ""";0;0;обойдено
7708508323;"ООО ""ОМИА УРАЛ""";0;0;обойдено
4212019586;"ООО ""ЧАЙНА КОУЛ СЕРВИС""";0;0;обойдено
5904199692;"ООО ""ИНКАБ""";3;3;обойдено
2540203376;"ООО ""РУСАГРО-ПРИМОРЬЕ""";0;0;обойдено
6315376946;"ПАО ""Т ПЛЮС""";0;0;обойдено
6686054167;"ООО ""АМЕРТЕНД""";0;0;обойдено
6652028306;"АО ""УГМ""";0;0;обойдено
7420005460;"АО ""ЧЕБАРКУЛЬСКОЕ МОЛОКО""";0;0;обойдено
6439082561;"ООО ""ВОЛГАГИДРО ТЯЖМАШ""";0;0;обойдено
6658084667;"ООО ""ВИЗ-СТАЛЬ""";0;0;обойдено
5410039642;"АО ""НМЗ ""ИСКРА""";0;0;обойдено
6230043899;"ООО ""ЗАВОД ТЕХНОПЛЕКС""";0;0;обойдено
2454003302;"АО ""ЛЕСОСИБИРСКИЙ ЛДК № 1""";5;5;обойдено
0267011229;"ООО ""БАШКИРСКАЯ МЕДЬ"", ООО ""БАШМЕДЬ""";0;0;обойдено
4205051780;"ООО""АВЕКСИМА СИБИРЬ""";0;0;обойдено
