inn;predpriyatie
7022011190;"ООО ""АНПЗ"""
6134002000;"АО ""КАРБОНАТ"""
6450011500;"ОАО ""Саратовнефтегаз"""
9108000588;"ООО ""КЕДР"" (ИНН 9108000588)"
9111000186;"ООО ""МЕГА"" (ИНН 9111000186)"
1653008462;"ОАО ""Аромат"""
5618000027;"АО ""ОРЕНБУРГСКИЕ МИНЕРАЛЫ"""
3849037856;"ООО ""ИНК-СЕРВИС"""
6453097665;"АО ""НПП ""КОНТАКТ"""
6167091951;"АО ""АДНК"""
6323002912;"АО ""ТЗЖБИ ИМ. В.К. МАКАРОВА"""
6314004328;"АО ""Теплант"""
6318100826;"АО  ""САМАРСКИЙ ЖИРКОМБИНАТ"""
1328006189;"ООО  ""Мордовбитум"""
6134009567;"ООО ""ЖИРНОВСКИЙ ЩЕБЁНОЧНЫЙ ЗАВОД"""
3229000246;"АО ""Пролетарий"""
6453010110;"ООО ""ГАЗПРОМ ТРАНСГАЗ САРАТОВ"""
7709263796;"ФГУП ""Мосавтогаз"""
7422000795;"ФГУП ""ПО ""МАЯК"""
6315000291;"ООО ""ГАЗПРОМ ТРАНСГАЗ САМАРА"""
3815011264;"ООО ""РУСАЛ ТАЙШЕТ"""
9909228249;АО «Юнидом Ко., ЛТД»
1003000650;"ОАО ""Кондопога"""
2123000942;"АО  ""КААЗ"""
7728021062;"ФГУП ""НПП ""Торий"""
0265004219;"АО ""АК ОЗНА"""
5918005160;"АО ""ЛЗЭП"""
7417001747;"ПАО ""КОМБИНАТ ""МАГНЕЗИТ"""
6664003909;"АО ""СвердНИИхиммаш"""
3819005945;"ОАО ""ПО ""Усольмаш"""
7706415345;"ООО ""КДВ ВОСКРЕСЕНСК"""
2605013094;"ООО ""ЗАМАН"""
4223057424;"ООО ""ОФ ""Коксовая"""
7729134774;"ООО ""ПЕНТА-91"""
6829007922;"ООО ""ЗОЛОТАЯ НИВА"" (ИНН 6829007922)"
7721427433;"ООО ""МАРИЗЕРНОПРОДУКТ"""
5921002508;"ЗАО""ЧУСОВСКАЯ МЕЛЬНИЦА"""
5250000877;"ОАО ""Кстовский хлеб"""
7802400158;"ЗАО ""Интек Аналитика"""
7450043423;"ООО ""Мечел-Кокс"""
7017368130;"ООО ""Завод углеродистых материалов"""
3623007578;"ООО ""ТД КМЗ"""
2130006695;"ООО""ПК""ПРОМТРАКТОР"""
7114001610;"ОАО ""ДЗРД"""
4205207973;"ООО""Терминал"" (ИНН 4205207973)"
5261000011;"ФГУП ""ФНПЦ НИИИС им. Ю.Е. Седакова"""
2311006961;"АО ""САТУРН"""
3234043140;"ЗАО ""ГРУППА КРЕМНИЙ ЭЛ"""
4026000108;"АО ""Восход"" - КРЛЗ"
7017084932;"АО ""НИИПП"""
6151012111;"АО ""НЗНП"""
5249071418;"ООО ""ДПХИ-НН"""
7602037385;"ООО ""Азотно-кислородный завод"""
9909012867;"НФК ""Шлюмберже Лоджелко Инк"""
6911002726;"ОАО ""РОЗ"""
5247004695;"АО ""ВМЗ"" (ИНН 5247004695)"
5605000830;"ПАО ""КУВАНДЫКСКИЙ ЗАВОД КПО ""ДОЛИНА"""
5261079332;"ОАО НПП ""Салют"""
9111004582;"ООО ""ЮВАС-ТРАНС"""
0545001919;"АО ""ЗАВОД ""ДАГДИЗЕЛЬ"""
6168001358;"ГБУ РО ""РОКБ"""
7404062816;"ООО ""ЗЭМЗ"""
2540021263;"ГБУЗ ""ПККБ № 1"""
3257044421;"ООО ""НПЦ ""СИК"""
7722607816;"ООО ""ИНАРКТИКА СЗ"""
5040049770;"ООО ""АВИАВТОРРЕСУРС"""
7519001200;"АО ""ПРИИСК УСТЬ-КАРА"""
0262016287;"АО ""КУМАПП"""
6603021700;"ООО ""АРМЗ"""
3304005609;"ООО ""ОСЗ"" (ИНН 3304005609)"
2901032139;"ООО ""БС ТЕХНОЛОГИЯ"""
4029000018;"АО ""Калугапутьмаш"""
1840083283;"ООО ЗАВОД ""БУММАШ"""
2451000582;"АО ""ЕРП"""
5402194267;"АО ""Экран-оптические системы"""
8706004315;"ООО ""А/С Чукотка"""
6501216227;"ООО Южно-Сахалинское МУ ""ДЭМ"""
6606003385;"АО ""УРАЛЭЛЕКТРОМЕДЬ"""
7726014172;"АО ""МЗ ""САПФИР"""
5917230893;"ОАО ""Кунгурский машзавод"""
6630002336;"ФГУП ""Комбинат ""Электрохимприбор"""
6616000619;"АО ""КЗТС"""
0269008503;"АО ""УРАЛТЕХНОСТРОЙ-ТУЙМАЗЫХИММАШ"""
1435263092;"ООО ""МЗ ""Восход"""
7401016314;"ООО ""КЛЗ"" (ИНН 7401016314)"
2462206345;"АО ""Красмаш"""
6449008704;"АО ""ЗМК"" (ИНН 6449008704)"
2126003074;"ОАО ""Промтрактор"""
8603138726;"ООО ""Нижневартовский ГПК"""
220402933037;ИП Гуренков И.С.
2434012309;"ООО АС ""ПРИИСК ДРАЖНЫЙ"""
4253042369;"ООО ""ЭР ЛИКИД КУЗБАСС"""
2453013555;"АО ""ПО ЭХЗ"""
2128701370;"ЗАО ""Промтрактор-Вагон"""
6903037796;"ООО ПО ""Тверьгазсервис"""
2511000090;"АО ""КИСЛОРОД"""
4909006832;"ООО ""КОМАНДА МКС"""
5452112527;"ФКП ""АНОЗИТ"""
1400053834;"ООО ""РМЗ""СЕВЕР"""
7411005872;"ОАО ""КМЗ"" (ИНН 7411005872)"
7530014555;"ООО ""КИСЛОРОД"" (ИНН 7530014555)"
7709129423;"ГБУЗ ""ГКБ № 23 им. ""Медсантруд"" ДЗМ"""
3103004524;"АО ""БЗММК им. В.А. Скляренко"""
0306218607;"ООО ""Карьер Доломит"""
9731011220;"АО ""УК ""СИЛА СИБИРИ"""
9410002953;"ООО ""СИНТЕЗ"" (ИНН 9410002953)"
0323066256;"АО ""ГОРНЯК"""
9311018381;"ООО ""ГОРНЯК-95"""
4205062661;"ООО ""Шахта Байкаимская"""
4212125312;"ООО ""Монтажсервис"""
2309175666;"ООО ""ПРОЕКТ СЕРВИС"""
4707017905;"ООО ""ПГ""ФОСФОРИТ"""
6154011797;"АО ""ТАГМЕТ"""
7825500173;"ООО ""ЛАНИТЕКС-ОПТИМА-7"""
1826000655;"ПАО ""ИЖСТАЛЬ"""
7725610285;"ООО ""ГАЗПРОМ НЕФТЬ ШЕЛЬФ"""
7728328640;"АО ""НПП ""Торий"""
4345465597;"ООО ПК ""КИРОВ ТАЙР"""
9722033065;"ООО ""БАЛЧУГ-ПЕТРОЛЕУМ"""
7710373095;"ПАО ""ТМК"""
3808066311;"ООО ""ИНК"" (ИНН 3808066311)"
1661008339;"АО ""КОКБ ""Союз"""
4229004316;"ООО ""Топкинский цемент"""
434523181503;ИП Александрова Ю. М.
6208000498;"АО ""Михайловцемент"""
7327033568;"ООО ""УАЗ-Техинструмент"""
0264004103;"ПАО ""НЕФАЗ"""
0219004990;"ООО ""Живая вода"""
1834051678;"ООО ""ЛАДА ИЖЕВСК"""
5918839110;"ООО ""ЛЗБТ"""
5948025679;"ООО ""ЮКМП"""
6318103898;"АО ""АГРЕГАТ"""
6312139922;"АО ""РКЦ ""ПРОГРЕСС"""
0246006619;"ПАО ""РусГидро"" -  ""Дагестанский филиал"""
3443009752;"ОАО ""Волгоградский завод железобетонных изделий 1"""
1644091030;"ООО ""РИМЕРА-АЛНАС"""
3419004200;"ОАО ""НЗ ""ЭМА"""
7708737490;"АО ""ВРК-1"""
2204043951;"АО ""Алтайский бройлер"""
6340006106;"ООО ""РН-РЕМОНТ НПО"""
5044046731;"МКП ""ИКЖКХ"""
7718059469;"ОАО ""Объединение Альфапластик"""
5408156204;"ООО ""ГЕРКУЛЕС-СИБИРЬ"""
5032074156;"ООО ""ТК ""СК"""
7451048960;"АО ""УРАЛМОСТОСТРОЙ"""
5826003011;"ЗАО ""НЗСС"""
3917026693;"ООО ""Кливер"""
6449068950;"ООО &quot;Северстрой&quot; (ИНН 6449068950)"
3017025584;"ООО &quot;ГАЗПРОМ СЕТЬ АГЗС&quot;"
6807001420;"ООО &quot;ГЭС Тамбов&quot;"
6385001612;"ОАО &quot;Челно-Вершинский машиностроительный завод&quot;"
5053055010;"ООО &quot;ЭЛЕМАШ-ТЭК&quot;"
7327077188;"ООО &quot;УАЗ&quot;"
3123215499;"ООО &quot;ГЭС Белгород&quot;"
2224130666;"ЗАО &quot;АлтайСпецИзделия&quot;"
2801018211;"ОАО  &quot;СЗОР&quot;"
6312040056;"АО &quot;АВИАКОР-АВИАЦИОННЫЙ ЗАВОД&quot;"
5702000265;"АО  &quot;ГМС Ливгидромаш&quot;"
7817311895;"АО &quot;АЭМ-ТЕХНОЛОГИИ&quot;"
6144009125;"ООО &quot;Шанс&quot; (ИНН 6144009125)"
5406585617;"ООО &quot;Торговый дом &quot;Красный Яр&quot;"
2420002597;"АО &quot;БОГУЧАНСКАЯ ГЭС&quot;"
6804008674;"ООО &quot;РУСАГРО-ТАМБОВ&quot;"
7814501150;"ООО &quot;ЛИДЕР-ЭКСПЕРТ&quot;"
0276051595;"ООО &quot;Кислород&quot; (ИНН 0276051595)"
5501072608;"ООО &quot;ГАЗПРОМНЕФТЬ - СНАБЖЕНИЕ&quot;"
4441000467;"ООО &quot;КоЮЗ &quot;Топаз&quot;"
6432005462;"ООО &quot;ФРАКДЖЕТ-ВОЛГА&quot;"
8620006279;"АО &quot;СП &quot;МЕКАМИНЕФТЬ&quot;"
0908003197;"АО &quot;УРУПСКИЙ ГОК&quot;"
5034055127;"ООО &quot;Теплосервис&quot; (ИНН 5034055127)"
9304000552;"ООО &quot;АНТРАЦИТ-РЕГИОН&quot;"
5050108496;"АО &quot;НПП&quot;ИСТОК&quot; ИМ. ШОКИНА&quot;"
5506022720;"АО &quot;АВТОГЕННЫЙ ЗАВОД&quot;"
7719481497;"ООО &quot;ЭКСПРОМ-М&quot;"
5001000066;"АО &quot;КРИОГЕНМАШ&quot;"
7817325707;"ООО &quot;БАЛТИКА ЛЕСПРОМ&quot;"
2235002112;"ОАО &quot;Благовещенский КМП&quot;"
7743127063;"ООО &quot;Дальний Восток Ойлфилд Сервисез&quot;"
2920001270;"ЗАО &quot;Савинский цементный завод&quot;"
3510008524;"ООО &quot;КФК&quot;"
2630000081;"АО &quot;КМС&quot;"
0901015958;"ЗАО &quot;Висма&quot;"
1500000113;ОАО «Электроцинк»
5261022880;"ООО &quot;Перфоком&quot;"
5907016925;"АО &quot;ПЕРМСКИЕ ПОЛИЭФИРЫ&quot;"
7813252159;"АО &quot;ГОЗНАК&quot;"
5918002152;"ОАО &quot;ЛЧПФ&quot;"
3419410064;"ООО &quot;СОЛНЕЧНАЯ СТРАНА&quot;"
5942400228;"АО &quot;НЫТВА&quot;"
6320004911;"АО &quot;ВИС&quot;"
6604011599;"ООО &quot;Березовский рудник&quot;"
6608002436;"ЕМУП &quot;Метрополитен&quot;"
6670345033;"ООО &quot;ЛСР. Строительство-Урал&quot;"
8913003006;"ООО &quot;НУБК&quot;"
6219000027;"АО &quot;СААЗ&quot;"
4221029358;"ООО &quot;Шахта &quot;Кушеяковская&quot;"
7735096460;"НПК &quot;Технологический центр&quot;"
9202500517;"ООО &quot;АЗБ&quot; (ИНН 9202500517)"
7720314451;"ООО &quot;АВАЛ&quot;"
3128049887;"ООО &quot;АЛТЕК&quot;"
4025413896;"ООО &quot;Самсунг Электроникс Рус Калуга&quot;"
3903003199;"ОАО &quot;ЗАВОД ЖБИ-2&quot;"
3326013177;"ООО &quot;Авангард&quot; (ИНН 3326013177)"
2632086750;"ООО &quot;ПК &quot;Провинция&quot;"
6658576429;"ООО &quot;НЭЦ &quot;ИНТЕГРАЛ&quot;"
4900001117;"ООО &quot;АСойл&quot;"
2466073336;"АО &quot;Краскон&quot;"
1433015048;"АО &quot;Вилюйская ГЭС-3&quot;"
9402000423;"ПАО &quot;ЛУГАНСК-НИВА&quot;"
4001007415;"ЗАО &quot;УграКерам&quot;"
3903010326;"АО &quot;КВАРЦ&quot; (ИНН 3903010326)"
6672301909;"ООО &quot;Криотехника&quot; (ИНН 6672301909)"
0272016783;"ООО &quot;Таргин Бурение&quot;"
5906168844;"ООО &quot;ЗАПАДНЫЙ УРАЛ ЖБИ&quot;"
7708669867;"АО &quot;БЭТ&quot;"
8604058495;"ООО &quot;КАНБАЙКАЛ&quot;"
1434026980;"АО ХК &quot;Якутуголь&quot;"
2537003955;"ОАО &quot;Далькомхолод&quot;"
7717596862;"АО &quot;ВНИИЖТ&quot;"
7728283283;"ООО &quot;Медиокс&quot;"
7813352058;"ФГУП &quot;ГОЗНАК&quot;"
7724208292;"ОАО &quot;Комбинат &quot;Мосинжбетон&quot;&quot;"
7702038150;"ГУП &quot;Московский метрополитен&quot;"
5045023416;"АО &quot;СМК&quot; (ИНН 5045023416)"
5013009056;"ФГУП &quot;ЦАГИ&quot;"
5019002410;"ОАО &quot;ОКЗ&quot;"
6234098539;"АО &quot;ГРПЗ&quot;"
6230003254;"ОАО &quot;Рязанский завод РТИ&quot;"
7706043263;"ПАО &quot;КО &quot;&quot;"
6227007562;"ЗАО &quot;Промкатализ&quot;"
6232004750;"ООО &quot;СЛЗ&quot;"
6731037381;"ОАО &quot;Завод КДМ&quot;"
7111502104;"ЗАО &quot;Тяжпромарматура&quot;"
7105008031;"АО &quot;Тулачермет&quot;"
3666170875;"ООО &quot;ОЛСАМ&quot;"
6670455879;"ООО &quot;РЕГИОН-ЭКСПЕРТ&quot;"
2309021440;"ЗАО &quot;КНПЗ - КЭН&quot;"
2329003231;"ОАО &quot;СКЗСК&quot;"
3702080387;"МУП &quot;ИПТ&quot;"
3717000056;"ООО &quot;Майдаковский завод&quot;"
3731001968;"ОАО &quot;ИВХИМПРОМ&quot;"
3702624076;"ОАО &quot;Ивэнергомаш&quot;"
7825699417;"ЗАО &quot;ТО-3&quot;"
7806150011;"ООО &quot;ПИСКАРЕВСКИЙ МОЛЗАВОД&quot;"
7810209170;"АО &quot;СПАРК&quot;"
7817010680;"ОАО &quot;ДСК N5&quot;"
7811039386;"ПАО &quot;ПРОЛЕТАРСКИЙ ЗАВОД&quot;"
1828020110;"АО &quot;ВОТКИНСКИЙ ЗАВОД&quot;"
1435174678;"ГБУ РС (Я) &quot;Сахаагроплем&quot;"
4710003839;"ОАО &quot;ЛУЖСКИЙ ККЗ&quot;"
4705003030;"ЗАО &quot;ГЗ &quot;Авангард&quot;"
4706002529;"ПАО &quot;ПАВЛОВСКИЙ ЗАВОД&quot;"
7710121637;"АО &quot;МОСТОЖЕЛЕЗОБЕТОНКОНСТРУКЦИЯ&quot;"
1013100692;"АО &quot;Карелия ДСП&quot;"
7710950909;"ООО &quot;Астория&quot;"
7703508520;"АО &quot;РНГ&quot;"
7702416524;"ООО &quot;СЮЛЬДЮКАР ГЕОЛОГОРАЗВЕДКА&quot;"
5193101033;"АО &quot;МУРМАНОБЛГАЗ&quot;"
0546010056;"ОАО &quot;Дагэлектроавтомат&quot;"
1513000223;"ООО &quot;АРИАНА&quot;"
7716523950;"АО &quot;ЭЛТЕЗА&quot;"
3442003081;"АО &quot;ВНИИПТХИМНЕФТЕАППАРАТУРЫ&quot;"
3437000021;"АО &quot;СЕБРЯКОВЦЕМЕНТ&quot;"
3437000078;"ОАО &quot;СКАИ&quot;"
3446003396;"ОАО &quot;ВОЛГОГРАДНЕФТЕМАШ&quot;"
3444077843;"ООО &quot;РУСАЗЭКО&quot;"
4105003503;"АО &quot;ТСГ АСАЧА&quot;"
7118818410;"ООО &quot;Гексион-Щекиноазот&quot;"
5249120810;"АО &quot;ИП &quot;Ока-Полимер&quot;"
5249070478;"ООО &quot;Силикатстрой&quot;"
5245025690;"ООО &quot;ЕК Кемикал&quot;"
7728549952;"ООО &quot;КВАРЦ Групп&quot;"
1828020150;"ООО &quot;ТМС-НТ&quot;"
1644015657;"АО &quot;СМП-НЕФТЕГАЗ&quot;"
1829008035;АО ЧМЗ
7720770380;"ОАО &quot;НПО &quot;Орион&quot;"
4345047310;"АО &quot;ВМП &quot;АВИТЕК&quot;"
5919018564;"ООО &quot;СОЛИКАМСКАЯ ТЭЦ&quot;"
5919470121;"АО &quot;СОЛИКАМСКБУМПРОМ&quot;"
7725613712;"ООО &quot;ИНТЕГРА-СЕРВИСЫ&quot;"
5904039360;"ООО &quot;ПГК&quot; (ИНН 5904039360)"
5916000030;"АО &quot;ПТЖБ&quot;"
5904119383;"ОАО &quot;ТГК-9&quot;"
4205003440;"АО &quot;КТК&quot; (ИНН 4205003440)"
5903004541;"АО &quot;ПЗСП&quot;"
0263000635;"АО &quot;Мелеузовский завод ЖБК&quot;"
7706757331;"АО &quot;РИР&quot;"
7326021601;"ООО &quot;УЛЬЯНОВСКЦЕНТРГАЗ&quot;"
6367006248;"ООО &quot;САМАРСКИЙ СТРОЙФАРФОР&quot;"
6377000767;"АО  &quot;РОССКАТ&quot;"
6367032625;"ООО &quot;ЗПП&quot;"
6313034986;"АО &quot;САЛЮТ&quot;"
3913007474;"АО &quot;Балт Нафта&quot;"
6324114979;"ООО &quot;ИНКАТЕХ&quot;"
6664002550;"ОАО &quot;Уральский завод РТИ&quot;"
5505204171;"АО &quot;ОМСКТРАНСМАШ&quot;"
1627017968;"ООО &quot;НОВЫЕ УДОБРЕНИЯ&quot;"
6608000453;"ОАО &quot;Пневмостроймашина&quot;"
6605001321;"Богдановичское ОАО &quot;Огнеупоры&quot;"
7423023178;"АО &quot;ТРАНСЭНЕРГО&quot;"
7430017898;"ООО &quot;ПРОМЕТ&quot;"
7449010952;"АО &quot;ЧЗМК&quot;"
8610009898;"ООО &quot;НК КНГ&quot;"
3443046698;ЗАО ПО ЗСК
6330040027;"ООО &quot;НЕФТЯНОЙ ТЕРМИНАЛ САМАРА&quot;"
8606012954;"АО &quot;УРАЙТЕПЛОЭНЕРГИЯ&quot;"
8905053564;"ООО &quot;НГ-БУРЕНИЕ&quot;"
5407127899;"АО &quot;Сибмост&quot;"
5405215998;"ООО &quot;Сибавтобан&quot;"
5404109771;"ОАО &quot;НЗСК&quot;"
2221003719;"АО ПКФ &quot;СИЛИКАТЧИК&quot;"
0309011992;"ООО &quot;ТИМЛЮЙЦЕМЕНТ&quot;"
4202019280;"ООО &quot;БзСЖБ&quot;"
8619017847;"ООО &quot;СПД&quot;"
8603119699;"ООО &quot;ПРОПАН&quot; (ИНН 8603119699)"
3257022107;"ООО &quot;ЭКСПЕРТСТРОЙ&quot; (ИНН 3257022107)"
4205034142;"ООО &quot;Фирма &quot;Монолит&quot;"
2540016954;"ОАО &quot;Приморскуголь&quot;"
9111004818;"ООО &quot;ПРОЛИВ&quot;"
9108118614;"АО &quot;СТРОЙДЕТАЛЬ&quot;"
9111000771;"ООО &quot;КЕРЧЬХОЛОД&quot;"
3319006108;"ООО &quot;Литмаш-М&quot;"
3913503419;"ООО &quot;КАМЕЛОТ&quot; (ИНН 3913503419)"
1645000036;"ОАО &quot;БЗЖБИ&quot;"
2277009462;"ООО &quot;НПТФ&quot;"
3801124250;"ООО &quot;МиксГипс&quot;"
6451104638;"АО &quot;ЕПК САРАТОВ&quot;"
2222006462;"ОАО &quot;Комбинат Русский хлеб&quot;"
5050042936;"АО &quot;ЩЕЛКОВСКИЙ ЗАВОД ВДМ&quot;"
7714077682;"АО &quot;Дукс&quot;"
5045021970;ООО «Кампина»
6229046736;"ООО &quot;Здоровые продукты&quot;"
7708587205;"АО &quot;РЖДСТРОЙ&quot;"
7724017435;"ОАО &quot;Царицыно&quot;"
7725043886;АМО ЗИЛ
7718824504;"ОАО &quot;106 ЭОМЗ&quot;"
7719409437;"АО &quot;НПЦГ &quot;Салют&quot;"
7705002602;"ГУП &quot;Мосгортранс&quot;"
9710099978;"АО &quot;НИОПИК&quot;"
8603087285;"ООО &quot;ННПО&quot;"
8913006455;"ООО &quot;РН-ПУРНЕФТЕГАЗ&quot;"
5045001885;"АО &quot;СМПП&quot;"
7805806847;"ФГБУ &quot;НИИСК&quot;"
5005000250;"ЗАО &quot;Воскресенское ЖБИ&quot;"
5003004517;"АО &quot;Гипсобетон&quot;"
5009011239;"ОАО &quot;ДЗСМиК&quot;"
5027033274;"ОАО &quot;Камов&quot;"
5043000212;"АО &quot;РАТЕП&quot;"
6229009163;ОАО Тяжпрессмаш
5827901321;"АО &quot;НЛЭМЗ&quot;"
6230023035;"ООО &quot;Пормет&quot;"
7736650307;"ООО &quot;Курский Солод&quot;"
4607004317;"ООО &quot;Сахар Золотухино&quot;"
7103028233;"ПАО &quot;НПО &quot;Стрела&quot;"
7116001422;"ЗАО &quot;ХИМСЕРВИС&quot;"
7703286148;"ООО &quot;РСВ&quot;"
3666104150;"ООО &quot;Алмира&quot;"
4825002609;"АО &quot;Липецкцемент&quot;"
4803003408;"ОАО &quot;Силан&quot;"
1325035424;"АО &quot;Саранский завод автосамосвалов&quot;"
3703011227;"АО &quot;КПТФ&quot;"
3730002510;"ЗАО &quot;Ивановоискож&quot;"
3706008060;"ОАО ХБК &quot;Шуйские ситцы&quot;"
7838418751;"АО &quot;ЦКБ МТ &quot;РУБИН&quot;"
7805187530;"ООО &quot;КЗ &quot;ВОЗРОЖДЕНИЕ- 2&quot;"
7802862265;"ООО &quot;ЛСР. СТРОИТЕЛЬСТВО-СЗ&quot;"
6154028021;"АО &quot;ТАНТК ИМ. Г.М. БЕРИЕВА&quot;"
6664007685;"ОАО &quot;СПП&quot;"
0309000133;"ОАО &quot;СЕЛЕНГИНСКИЙ ЦКК&quot;"
7017127752;"ООО &quot;НИОСТ&quot;"
6152000817;"ПАО &quot;ГРАНИТ&quot;"
4222010511;"ПАО &quot;ЮК ГРЭС&quot;"
7801133686;"ОАО &quot;Кожа&quot;"
4705006785;"ПАО &quot;ЗАВОД &quot;БУРЕВЕСТНИК&quot;"
1106025134;"ООО БК &quot;Север&quot;"
2312311100;"ООО &quot;ДЖРК&quot;"
0572032218;"ООО &quot;КАСПИЙСКИЙ НПЗ&quot;"
3802008553;"АО &quot;ВЫСОЧАЙШИЙ&quot;"
3528171465;"ООО &quot;Северсталь-Промсервис&quot;"
3510004872;"ООО &quot;ТД &quot;МЕДГАЗСЕРВИС&quot;"
0544019952;"ООО  &quot;Хасавюртовский завод ЖБИ&quot;"
5040057475;"ООО &quot;ФИННДИСП&quot;"
6729001476;"АО &quot;СмАЗ&quot;"
