inn;predpriyatie;sayt;chto_naydeno;znachenie;chelovek;dolzhnost;ssylka;citata;prinadlezhnost_sayta
0277046541;"ООО ""НИП НГ ""Петон""";https://peton.ru;телефон;+74959802718;;;https://peton.ru/;присутствия Подробнее Холдинг Проекты Тендеры Карьера Пресс-центр Уфа +7 (347) 246-87-09 Москва +7 (495) 980-27-18 Корпоративный университет © 2014 - 2026 НИПИ НГ ПЕТОН Политика конфиденциальности Разработка сайта —;
0277046541;"ООО ""НИП НГ ""Петон""";https://peton.ru;почта;peton@peton.ru;;;https://peton.ru/ru/contacts/;ан, г. Уфа, пр. Салавата Юлаева, 58 Телефон: +7 (347) 246-87-09 Телефон: +7 (347) 246-87-01 (факс) E-mail: peton@peton.ru Пресс-центр E-mail: pr@peton.ru Представительство в г. Москве 117246, г. Москва, Научный проезд, 14а, стр. 1;
0277046541;"ООО ""НИП НГ ""Петон""";https://peton.ru;почта;pr@peton.ru;;;https://peton.ru/ru/contacts/;Телефон: +7 (347) 246-87-09 Телефон: +7 (347) 246-87-01 (факс) E-mail: peton@peton.ru Пресс-центр E-mail: pr@peton.ru Представительство в г. Москве 117246, г. Москва, Научный проезд, 14а, стр. 1, БЦ «Smart Park» Телефон: +7 (4;
0277046541;"ООО ""НИП НГ ""Петон""";https://peton.ru;телефон;+73472468701;;;https://peton.ru/ru/contacts/;а 450071, РФ, Республика Башкортостан, г. Уфа, пр. Салавата Юлаева, 58 Телефон: +7 (347) 246-87-09 Телефон: +7 (347) 246-87-01 (факс) E-mail: peton@peton.ru Пресс-центр E-mail: pr@peton.ru Представительство в г. Москве 117246, г. Моск;
0278042388;"ООО ""СПК БЕТОН""";https://spkbeton.ru;телефон;+73472356655;;;https://spkbeton.ru/;"очная заливка на ""Планете"" Бетон От производителя © 2026 Правовая информация ООО «СПК БЕТОН» Приемная: +7 (347) 235-66-55 Отдел сбыта: +7 (347) 244-79-36 Отдел сбыта, моб.: +7-919-619-12-38 Bestweb - разработка сайта, поддержка";
0278042388;"ООО ""СПК БЕТОН""";https://spkbeton.ru;телефон;+73472447936;;;https://spkbeton.ru/;От производителя © 2026 Правовая информация ООО «СПК БЕТОН» Приемная: +7 (347) 235-66-55 Отдел сбыта: +7 (347) 244-79-36 Отдел сбыта, моб.: +7-919-619-12-38 Bestweb - разработка сайта, поддержка сайта, г.Уфа;
0278042388;"ООО ""СПК БЕТОН""";https://spkbeton.ru;телефон;+79196191238;;;https://spkbeton.ru/;ормация ООО «СПК БЕТОН» Приемная: +7 (347) 235-66-55 Отдел сбыта: +7 (347) 244-79-36 Отдел сбыта, моб.: +7-919-619-12-38 Bestweb - разработка сайта, поддержка сайта, г.Уфа;
0278042388;"ООО ""СПК БЕТОН""";https://spkbeton.ru;почта;ufabeton@yandex.ru;;;https://spkbeton.ru/contacts/;"лтерия: +7 (347) 235-79-90 Отдел реализации: +7 (347) 244-79-36 Диспетчерская: +7 (347) 284-64-66 E-mail: ufabeton@yandex.ru ВЫПОЛНЕННЫЕ ОБЪЕКТЫ: ЖК ""Парус"" Пр. Октября ВЫПОЛНЕННЫЕ ОБЪЕКТЫ: ЖК ""Парус"" Пр. Октября ВЫПОЛНЕННЫЕ ОБЪЕКТЫ:";
0278042388;"ООО ""СПК БЕТОН""";https://spkbeton.ru;телефон;+73472357990;;;https://spkbeton.ru/contacts/;спублика Башкортостан, г. Уфа, ул. Уфимское шоссе, 24/4 Тел/факс Приемная: +7 (347) 235-66-55 Бухгалтерия: +7 (347) 235-79-90 Отдел реализации: +7 (347) 244-79-36 Диспетчерская: +7 (347) 284-64-66 E-mail: ufabeton@yandex.ru ВЫПОЛН;
0278042388;"ООО ""СПК БЕТОН""";https://spkbeton.ru;телефон;+73472846466;;;https://spkbeton.ru/contacts/;"ая: +7 (347) 235-66-55 Бухгалтерия: +7 (347) 235-79-90 Отдел реализации: +7 (347) 244-79-36 Диспетчерская: +7 (347) 284-64-66 E-mail: ufabeton@yandex.ru ВЫПОЛНЕННЫЕ ОБЪЕКТЫ: ЖК ""Парус"" Пр. Октября ВЫПОЛНЕННЫЕ ОБЪЕКТЫ: ЖК ""Парус"" Пр.";
0278156201;"ООО ""БитумОйл""";https://bitum-oil.ru;почта;oilbitum@gmail.com;;;https://bitum-oil.ru/kontakty;"Контакты 450037, Республика Башкортостан, г.Уфа, ул.Комсомольская д. 27 Телефоны: +7 (347) 246-65-35 E-mail: oilbitum@gmail.com Битумный цех г. Сибай Восточное шоссе, 31 Телефон: +7 (34775)-2-50-57 БитумОйл - 2020 &copy; 2026. All Righ";
0278156201;"ООО ""БитумОйл""";https://bitum-oil.ru;телефон;+73472466535;;;https://bitum-oil.ru/kontakty;Контакты - БитумОйл Контакты 450037, Республика Башкортостан, г.Уфа, ул.Комсомольская д. 27 Телефоны: +7 (347) 246-65-35 E-mail: oilbitum@gmail.com Битумный цех г. Сибай Восточное шоссе, 31 Телефон: +7 (34775)-2-50-57 БитумОйл;
0306218607;"ООО ""Карьер Доломит""";https://dolomit.nlmk.com;почта;dolomit@nlmk.com;;;https://dolomit.nlmk.com/;"омплаенс Контакты АО ""Доломит"" +7 (47465) 28-552 399854, Липецкая область, Данков, ул. Свердлова, 1 dolomit@nlmk.com +7 (47465) 28-552 Карта сайта Контакты © 2026 НЛМК. Все права сайта защищены Настройки конфиденциал";
0306218607;"ООО ""Карьер Доломит""";https://dolomit.nlmk.com;почта;nl-a-dolomit@nlmk.com;;;https://dolomit.nlmk.com/ru/contacts/;контакты Служба по работе с персоналом Отдел снабжения Отдел сбыта Общие контакты +7 (47465) 28-552 nl-a-dolomit@nlmk.com 399854, Липецкая обл., город Данков, улица Свердлова, 1 Служба по работе с персоналом +7 (47465) 28-521 p;
0306218607;"ООО ""Карьер Доломит""";https://dolomit.nlmk.com;почта;personal.dolomit@nlmk.com;;;https://dolomit.nlmk.com/ru/contacts/;m 399854, Липецкая обл., город Данков, улица Свердлова, 1 Служба по работе с персоналом +7 (47465) 28-521 personal.dolomit@nlmk.com 399854, Липецкая обл., город Данков, улица Свердлова, 1 Отдел снабжения +7 (47465) 28-438 +7 (47465) 28-5;
0306218607;"ООО ""Карьер Доломит""";https://dolomit.nlmk.com;почта;dymov_vd@nlmk.com;;;https://dolomit.nlmk.com/ru/contacts/;854, Липецкая обл., город Данков, улица Свердлова, 1 Отдел снабжения +7 (47465) 28-438 +7 (47465) 28-529 dymov_vd@nlmk.com 399854, Липецкая обл., город Данков, улица Свердлова, 1 Отдел сбыта +7 (47465) 28-436 +7 (47465) 28-406;
0306218607;"ООО ""Карьер Доломит""";https://dolomit.nlmk.com;почта;sbyt-dolomit@nlmk.com;;;https://dolomit.nlmk.com/ru/contacts/;л., город Данков, улица Свердлова, 1 Отдел сбыта +7 (47465) 28-436 +7 (47465) 28-406 +7 (47465) 28-441 sbyt-dolomit@nlmk.com 399854, Липецкая обл., город Данков, улица Свердлова, 1 Журнал «Компания НЛМК» Пресс-релизы Устойчивое разв;
0541030620;"ОАО ""Денеб""";https://deneb.ru;почта;deneb-region@deneb.ru;;;https://deneb.ru/contacts/;8722 60-00-99 - единый номер. Для партнеров +7 8722 60-00-99 - заказ продукции и иные формы партнерства. Deneb-region@deneb.ru - для партнёров/дистрибьютеров. marketing@deneb.ru - партнёрам по остальным предложениям/ реклама/ коллабор;
0541030620;"ОАО ""Денеб""";https://deneb.ru;почта;marketing@deneb.ru;;;https://deneb.ru/contacts/;0-00-99 - заказ продукции и иные формы партнерства. Deneb-region@deneb.ru - для партнёров/дистрибьютеров. marketing@deneb.ru - партнёрам по остальным предложениям/ реклама/ коллаборации/ спонсорство. Для СМИ marketing@deneb.ru - для;
0541030620;"ОАО ""Денеб""";https://deneb.ru;телефон;+78006000999;;;https://deneb.ru/contacts/;орячая линия По вопросам, связанным с работой компании и качеством продукции, обращайтесь на единый номер. 8 800 600-09-99 - бесплатный единый номер. +7 8722 60-00-99 - единый номер. Для партнеров +7 8722 60-00-99 - заказ продук;
0541030620;"ОАО ""Денеб""";https://deneb.ru;телефон;+78722600099;;;https://deneb.ru/contacts/;й компании и качеством продукции, обращайтесь на единый номер. 8 800 600-09-99 - бесплатный единый номер. +7 8722 60-00-99 - единый номер. Для партнеров +7 8722 60-00-99 - заказ продукции и иные формы партнерства. Deneb-region@d;
0545001919;"АО ""ЗАВОД ""ДАГДИЗЕЛЬ""";https://dagdizel.ru;почта;info@dagdizel.ru;;;https://dagdizel.ru/;"л. Ленина, 1, г. Каспийск, Республика Дагестан, Россия 368300 Показать на карте 8(87-246)5-27-34, 5-27-39 info@dagdizel.ru &copy; АО «Завод «Дагдизель» 2026, г. Каспийск Разработка сайта Старая версия сайта";
0545001919;"АО ""ЗАВОД ""ДАГДИЗЕЛЬ""";https://dagdizel.ru;телефон;+79604206270;;;https://dagdizel.ru/contact;8300 Телефон: 8(87-246)5-27-34, 5-27-39 Факс: 8(87-246) 5-29-40 E-mail: info@dagdizel.ru Отдел кадров: +7 (960) 420-62-70, +7(960) 412-31-91 ул. Ленина, 1, г. Каспийск, Республика Дагестан, Россия 368300 Показать на карте 8(87-2;
0545001919;"АО ""ЗАВОД ""ДАГДИЗЕЛЬ""";https://dagdizel.ru;телефон;+79604123191;;;https://dagdizel.ru/contact;246)5-27-34, 5-27-39 Факс: 8(87-246) 5-29-40 E-mail: info@dagdizel.ru Отдел кадров: +7 (960) 420-62-70, +7(960) 412-31-91 ул. Ленина, 1, г. Каспийск, Республика Дагестан, Россия 368300 Показать на карте 8(87-246)5-27-34, 5-27-39;
0908003197;"АО ""УРУПСКИЙ ГОК""";https://urgok.ru;почта;urgok@urgok.ru;;;https://urgok.ru/;"ТР Новости Фотогалерея Видеогалерея ТЕНДЕРЫ Искать... АО ""Урупский ГОК"" О Компании Продукция компании urgok@urgok.ru 8-(800)-222-91-61 369281, Карачаево-Черкесская Республика, Урупский р-н, п.Медногорский, ул. Шоссейная,1 Fac";
0908003197;"АО ""УРУПСКИЙ ГОК""";https://urgok.ru;телефон;+78002229161;;;https://urgok.ru/;"отогалерея Видеогалерея ТЕНДЕРЫ Искать... АО ""Урупский ГОК"" О Компании Продукция компании urgok@urgok.ru 8-(800)-222-91-61 369281, Карачаево-Черкесская Республика, Урупский р-н, п.Медногорский, ул. Шоссейная,1 Facebook Vk Odnoklass";
1215027621;"АО ""ЙОШКАР-ОЛИНСКИЙ МЯСОКОМБИНАТ""";https://joshkar-olinskij-mjasokombinat-kokshajskij-proezd.clients.site;телефон;+78362685603;;;https://joshkar-olinskij-mjasokombinat-kokshajskij-proezd.clients.site/;Йошкар-Олинский мясокомбинат Отзывы Фото Контакты Как доехать +7 (836) 268-56-03 +7 (836) 268-**-** Показать Сайт создан в 4.6 на Яндекс Картах Йошкар-Олинский мясокомбинат Производство п;
1328006189;"ООО ""Мордовбитум""";http://mordovbitum.ru;почта;info@mordovbitum.ru;;;http://mordovbitum.ru/;вная Производство и оптовая торговля битумом всех марок Заказать звонок +7 (8342) 77-78-98 г.Саранск info@mordovbitum.ru Компания О компании История Лицензии Партнеры Отзывы клиентов Сотрудники Вакансии Р;
1328006189;"ООО ""Мордовбитум""";http://mordovbitum.ru;телефон;+78342777898;;;http://mordovbitum.ru/;Мордовбитум - Главная Производство и оптовая торговля битумом всех марок Заказать звонок +7 (8342) 77-78-98 г.Саранск info@mordovbitum.ru Компания О компании История Лицензии Партнеры Отзывы клиен;
1428009578;"ООО Рудник ""Дуэт""";https://rudnik-duet.ru;почта;ooo_rudnik_duet@mail.ru;;;https://rudnik-duet.ru/;"ысокая зарплата ООО Рудник ""Дуэт"" гарантирует высокую своевременную оплату труда подробнее Свяжитесь с нами: ooo_rudnik_duet@mail.ru © All Rights Reserved ООО Рудник ""Дуэт""";
1428009578;"ООО Рудник ""Дуэт""";https://rudnik-duet.ru;почта;08kadr@mail.ru;;;https://rudnik-duet.ru/contacts;оценки условий труда Контакты Контакты Свяжитесь с нами Отдел кадров: +7 964 417 82 54 +7 411 402 73 66 08kadr@mail.ru Отдел снабжения: +7 411 402 73 60 / +7 411 402 73 33 Добавочный 120 snab.duet@mail.ru Бухгалтерия: +7;
1428009578;"ООО Рудник ""Дуэт""";https://rudnik-duet.ru;почта;snab.duet@mail.ru;;;https://rudnik-duet.ru/contacts;2 54 +7 411 402 73 66 08kadr@mail.ru Отдел снабжения: +7 411 402 73 60 / +7 411 402 73 33 Добавочный 120 snab.duet@mail.ru Бухгалтерия: +7 411 402 73 60 / +7 411 402 73 33 Добавочный 115 - Главный бухгалтер Добавочный 133 - Замес;
1428009578;"ООО Рудник ""Дуэт""";https://rudnik-duet.ru;почта;buh_rudnik_duet@mail.ru;;;https://rudnik-duet.ru/contacts;73 60 / +7 411 402 73 33 Добавочный 115 - Главный бухгалтер Добавочный 133 - Заместитель главного бухгалтера buh_rudnik_duet@mail.ru Внутренние номера: +7 411 402 73 60 / +7 411 402 73 33 Добавочный 105 - Главный инженер Добавочный 125 - Г;
1428009578;"ООО Рудник ""Дуэт""";https://rudnik-duet.ru;телефон;+79644178254;;;https://rudnik-duet.ru/contacts;результатах проведения специальной оценки условий труда Контакты Контакты Свяжитесь с нами Отдел кадров: +7 964 417 82 54 +7 411 402 73 66 08kadr@mail.ru Отдел снабжения: +7 411 402 73 60 / +7 411 402 73 33 Добавочный 120 snab;
1428009578;"ООО Рудник ""Дуэт""";https://rudnik-duet.ru;телефон;+74114027366;;;https://rudnik-duet.ru/contacts;дения специальной оценки условий труда Контакты Контакты Свяжитесь с нами Отдел кадров: +7 964 417 82 54 +7 411 402 73 66 08kadr@mail.ru Отдел снабжения: +7 411 402 73 60 / +7 411 402 73 33 Добавочный 120 snab.duet@mail.ru Б;
1428009578;"ООО Рудник ""Дуэт""";https://rudnik-duet.ru;телефон;+74114027360;;;https://rudnik-duet.ru/contacts;нтакты Свяжитесь с нами Отдел кадров: +7 964 417 82 54 +7 411 402 73 66 08kadr@mail.ru Отдел снабжения: +7 411 402 73 60 / +7 411 402 73 33 Добавочный 120 snab.duet@mail.ru Бухгалтерия: +7 411 402 73 60 / +7 411 402 73 33 Доба;
1428009578;"ООО Рудник ""Дуэт""";https://rudnik-duet.ru;телефон;+74114027333;;;https://rudnik-duet.ru/contacts;нами Отдел кадров: +7 964 417 82 54 +7 411 402 73 66 08kadr@mail.ru Отдел снабжения: +7 411 402 73 60 / +7 411 402 73 33 Добавочный 120 snab.duet@mail.ru Бухгалтерия: +7 411 402 73 60 / +7 411 402 73 33 Добавочный 115 - Главны;
1435263092;"ООО ""МЗ ""Восход""";https://voskhod-saratov.ru;телефон;+79878139600;;;https://voskhod-saratov.ru/;сход» ISO 9001:2015 ISO 50001:2018 ХАССП 0 Сравнение Новости Скачать каталог Дилеры Офис в Саратове +7 987 813 96 00 Офис в Ташкенте +998 93 560 22 74 Больше видео Компания Каталог Видео Доставка и оплата Сервис;
1435263092;"ООО ""МЗ ""Восход""";https://voskhod-saratov.ru;телефон;+78452391002;;;https://voskhod-saratov.ru/;т Сервис и помощь Пусконаладка Доставка и оплата Контакты г. Саратов, ул. Астраханская, 21, строение 1 +7 8452 39-10-02 +7 987 813 96 00 Другие представительства Связаться с нами Политика в отношении использования файлов cook;
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;pobedit@osetia.ru;;;https://ao-pobedit.ru/;"заводе Каталог Документация Новости Наш адрес г. Владикавказ, ул. Заводская, 1А +7 (8672) 76-91-09 pobedit@osetia.ru oao-pobedit@mail.ru Все права защищены. Сайт создан Mangust-web.ru &times;";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;oao-pobedit@mail.ru;;;https://ao-pobedit.ru/;"Документация Новости Наш адрес г. Владикавказ, ул. Заводская, 1А +7 (8672) 76-91-09 pobedit@osetia.ru oao-pobedit@mail.ru Все права защищены. Сайт создан Mangust-web.ru &times;";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;телефон;+78672769109;;;https://ao-pobedit.ru/;"ссылки Главная О заводе Каталог Документация Новости Наш адрес г. Владикавказ, ул. Заводская, 1А +7 (8672) 76-91-09 pobedit@osetia.ru oao-pobedit@mail.ru Все права защищены. Сайт создан Mangust-web.ru &times;";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;morigor@rambler.ru;;;https://ao-pobedit.ru/contact;"E-mail: pobedit@osetia.ru Технический директор - Морозов Игорь Валерьевич Тел. 8 (8672) 54-03-52; E-mail: morigor@rambler.ru Директор по общим вопросам - Карапетов Эдуард Сергеевич Тел. 8 (8672) 76-72-90; E-mail: pobedit@osetia.ru";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;pobedit-ogm@mail.ru;;;https://ao-pobedit.ru/contact;"E-mail: pobedit@osetia.ru Главный механик завода - Калаев Олег Кириллович Тел. 8 (8672) 76-93-27; E-mail: pobedit-ogm@mail.ru Главный металлург - Плиев Алан Юрьевич Тел. 8 (8672)- 76-83-90; E-mail: pobedit@osetia.ru Главный энергет";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;pobeditenerg@mail.ru;;;https://ao-pobedit.ru/contact;"; E-mail: pobedit@osetia.ru Главный энергетик - Прокопович Олег Борисович Тел. 8 (8672) 54-03-85; E-mail: pobeditenerg@mail.ru Руководители служб Начальник финансового отдела - Джикаева Фатима Хетаговна Тел. 8 (8672) 64-95-88; E-ma";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;fatima-d@km.ru;;;https://ao-pobedit.ru/contact;"ководители служб Начальник финансового отдела - Джикаева Фатима Хетаговна Тел. 8 (8672) 64-95-88; E-mail: fatima-d@km.ru Начальник отдела экономики и труда Тел. 8 (8672) 76-82-40; Отдел материально-технического снабжения Нач";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;mmaldzigova@mail.ru;;;https://ao-pobedit.ru/contact;"отдела материально-технического снабжения – Мальдзигова Марина Гайозовна Тел.: 8 (8672) 54-03-23; E-mail: mmaldzigova@mail.ru Группа сырья, отходов производства, приборов КИП и А, химических реактивов: Мальдзигова Марина Гайозовна";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;tanyabegizova@mail.ru;;;https://ao-pobedit.ru/contact;"в, бумажной продукции, канцелярских товаров: Бегизова Татьяна Эдуардовна Тел.: 8 (8672) 54-70-24; E-mail: tanyabegizova@mail.ru Группа металлопроката, подшипников, трубопроводной запорной арматуры, технологической сетки, ГСМ, метизной п";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;1960met@mail.ru;;;https://ao-pobedit.ru/contact;"хнологической сетки, ГСМ, метизной продукции: Калоев Руслан Дзантемирович Тел. 8 (8672) 54-70-24; E-mail: 1960met@mail.ru Группа технологического оборудования, запчастей, инструмента, РТИ, асбестовой продукции: Конкина Светлана";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;omtssvetlana@yandex.ru;;;https://ao-pobedit.ru/contact;астей, инструмента, РТИ, асбестовой продукции: Конкина Светлана Сергеевна Тел.: 8 (8672) 54-03-23 E-mail: omtssvetlana@yandex.ru Группа приборов КИПиА, бумажной продукции, технологической сетки: Бегизова Татьяна Эдуардовна Тел.: 8 (86;
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;ma.dina.95@list.ru;;;https://ao-pobedit.ru/contact;"й продукции, кабельно-проводниковой продукции: Хугаева Мадина Николаевна Тел.: 8 (8672) 54-70-24; E-mail: ma.dina.95@list.ru Коммерческий отдел Начальник коммерческого отдела – Атаев Игорь Бесланович Тел.: 8 (8672) 59-85-12; Факс";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;pobedit-ko@mail.ru;;;https://ao-pobedit.ru/contact;"льник коммерческого отдела – Атаев Игорь Бесланович Тел.: 8 (8672) 59-85-12; Факс: (8672) 54-03-69 E-mail: pobedit-ko@mail.ru Группа твердых сплавов: Попова Светлана Анатольевна Тел. 8 (8672) 54-70-26; Плиева Людмила Романовна Те";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;t.stepanenko@tstools.ru;;;https://ao-pobedit.ru/contact;"иринг” 109029, г. Москва, ул. Скотопрогонная, д.35, стр.2; помещение XVII Тел./факс (499) 346-65-65; E-mail: t.stepanenko@tstools.ru 2. ООО “Победит-СПб” 194292, г. Санкт-Петербург, ул. Домостроительная, 4А, офис 415А; Тел./факс: (812) 7";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;pobeditspb@mail.ru;;;https://ao-pobedit.ru/contact;", г. Санкт-Петербург, ул. Домостроительная, 4А, офис 415А; Тел./факс: (812) 702-19-07, 702-15-18; E-mail: pobeditspb@mail.ru Сайт: www.pobeditspb.ru 3. ООО «ИНМАРК т.о.о.» 127644, г. Москва, ул. Лобненская, 21, комн. 110; E-mai";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;inmark07@mail.ru;;;https://ao-pobedit.ru/contact;"Сайт: www.pobeditspb.ru 3. ООО «ИНМАРК т.о.о.» 127644, г. Москва, ул. Лобненская, 21, комн. 110; E-mail: inmark07@mail.ru 4. ОДО “Сплавбелинвест” 220030, Беларусь, г. Минск, ул. Белорусская, 41-31; Тел/факс: (1037517) 301-40-3";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;splavbelinvest@tut.by;;;https://ao-pobedit.ru/contact;"т” 220030, Беларусь, г. Минск, ул. Белорусская, 41-31; Тел/факс: (1037517) 301-40-37, 350-65-37; E-mail: splavbelinvest@tut.by splavbelinvest@rambler.ru 5. ООО «ТПФ Декарт» 423832, г. Набережные Челны, пр. Сююмбике, 21/33, 189; Т";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;splavbelinvest@rambler.ru;;;https://ao-pobedit.ru/contact;"Минск, ул. Белорусская, 41-31; Тел/факс: (1037517) 301-40-37, 350-65-37; E-mail: splavbelinvest@tut.by splavbelinvest@rambler.ru 5. ООО «ТПФ Декарт» 423832, г. Набережные Челны, пр. Сююмбике, 21/33, 189; Тел/факс: (8552) 53-45-50;";
1501000010;"ОАО ""Победит""";https://ao-pobedit.ru;почта;dekart-05@mail.ru;;;https://ao-pobedit.ru/contact;"О «ТПФ Декарт» 423832, г. Набережные Челны, пр. Сююмбике, 21/33, 189; Тел/факс: (8552) 53-45-50; E-mail: dekart-05@mail.ru Сайт: www.dekartrt.ru 6. ООО «Торговая компания «Инструментальные заводы» 214000, г. Смоленск, ул. Ленин";
